p_id,torwatch,torwarn,rec_all,rec_most,rec_soon,rec_sleep,rec_driving,rec_work,rec_store,rec_small_group,rec_large_group,rec_morn,rec_aft,rec_eve,alert_und,tor_watchwarn_und,tor_map_und,tor_radar_und,svr_watchwarn_und,und_morn,und_aft,und_eve,warn_time,warn_time_minutes,watch_time,watch_time_hours,warn_size,watch_size,resp_prot,resp_sleep,resp_driving,resp_work,resp_store,resp_small_group,resp_large_group,resp_morn,resp_aft,resp_eve,gend,age,hisp,race,nws_region,WARNING_AVG,weightfactor
EPO78KH8SJFQL524M8,2,NA,NA,4,2,2,3,5,4,3,3,2,3,3,3,1,2,3,1,3,3,3,1,30,2,3,3,3,4,2,3,5,4,3,3,3,4,4,1,69,0,4,Western Region,0.5,0.453038
EPO78KH99STLCLB4M8,NA,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,60,1,NA,1,1,4,4,4,4,4,4,4,3,3,3,0,39,0,4,Southern Region,17.166666666666668,0.313199
EPO78KMKQM4N4FH4M4,NA,2,5,4,NA,5,5,5,5,5,4,5,5,5,3,1,3,2,2,4,4,4,2,NA,1,NA,2,2,4,4,4,4,3,4,3,3,3,3,0,22,0,4,Southern Region,75.83333333333333,0.287855
EPO78KMPSGRLPFS4M8,NA,1,5,5,3,5,5,4,5,5,5,4,3,3,5,3,4,5,3,5,4,4,1,20,2,2,1,1,5,4,4,5,5,5,5,5,5,5,1,19,0,2,Eastern Region,18.833333333333332,0.890481
EPO78KN9V8354DV4M7,1,NA,3,5,3,2,3,3,4,3,4,4,5,5,5,5,5,5,4,5,5,5,2,NA,2,3,2,3,3,2,4,4,4,3,4,5,5,5,0,22,0,4,Southern Region,45.333333333333336,0.287855
EPO78KSRS3GTPGK4M4,1,NA,4,5,4,2,3,4,3,4,4,4,4,4,4,2,3,3,2,3,3,3,1,45,2,12,2,2,4,3,3,3,2,4,4,3,3,3,0,22,0,1,Eastern Region,8,0.419227
EPO78KVQF8CD9N84M5,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,NA,2,7,1,1,3,2,2,2,2,2,2,3,3,3,1,24,0,1,Eastern Region,1.8333333333333333,1.38715
EPO78KW4H6H8H7X4M7,NA,1,4,5,4,2,4,3,5,4,4,3,4,4,4,3,2,2,2,5,5,4,3,NA,1,NA,2,2,3,2,3,3,3,3,3,4,3,4,0,20,0,2,Central Region,17.166666666666668,0.612605
EPO78KW92Z2LNXY4M9,1,NA,1,1,2,1,3,1,3,5,5,1,2,2,5,3,2,4,5,5,5,5,1,45,2,12,3,3,4,5,5,5,5,5,5,5,5,5,0,23,0,1,Central Region,30.666666666666668,0.532774
EPO78LRBYVLZWF84M3,1,NA,3,3,3,1,1,1,3,3,3,5,5,3,4,1,3,1,1,2,3,3,2,NA,2,20,3,3,3,4,4,4,4,4,4,4,3,3,0,18,0,1,Western Region,0,0.549401
EPO78LSCMMDPB8V4M3,2,NA,3,3,3,3,3,3,3,3,3,4,2,4,4,4,4,4,4,3,4,4,2,NA,2,7,2,2,4,3,3,4,4,3,4,3,3,4,1,45,0,4,Southern Region,31,1.257188
EPO78LSKR5SV5374M3,1,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,NA,NA,1,NA,1,1,NA,3,3,3,3,3,3,3,3,3,0,59,0,4,Eastern Region,1.8333333333333333,0.665712
EPO78LTB3T98NCM4M7,1,NA,3,3,3,4,4,4,4,4,4,4,4,4,4,1,2,1,1,4,4,4,4,NA,4,NA,3,4,4,4,4,4,4,4,4,4,4,4,0,25,0,4,Western Region,0.3333333333333333,1.786554
EPO78LWVH98H5VK4M8,1,NA,3,3,4,1,4,1,3,1,1,1,5,3,5,3,2,2,4,3,5,4,1,60,2,120,2,2,2,1,1,1,1,1,1,2,3,2,0,24,0,2,Central Region,15.833333333333334,0.612605
EPO78LXFYQMJ9LZ4M1,1,NA,1,4,2,1,1,3,2,2,3,3,3,3,5,4,4,3,4,3,4,4,1,30,2,6,2,3,2,1,2,2,2,3,2,2,2,2,0,22,0,1,Central Region,25.833333333333332,0.532774
EPO78LXG6S5FSX24M3,1,NA,3,3,3,1,3,2,5,5,4,1,2,4,4,1,4,3,4,5,5,5,2,NA,3,NA,3,4,3,2,3,3,4,3,3,3,3,3,1,21,1,1,Southern Region,15.666666666666666,1.762864
EPO78LZWVW6JVZ84M1,1,NA,5,5,5,2,5,3,5,5,5,5,5,5,5,2,3,3,3,4,4,4,2,NA,2,24,2,2,3,4,4,5,5,5,5,4,4,4,0,21,0,1,Southern Region,20.166666666666668,0.50067
EPO78M6PQGT49VN4M5,1,NA,5,1,5,1,5,1,5,NA,5,3,2,3,4,1,1,1,2,3,3,3,2,NA,3,NA,1,1,3,1,5,1,5,5,5,2,3,3,0,22,0,1,Western Region,6.666666666666667,0.700394
EPO78M7ZWV34PT44M3,NA,2,5,2,5,4,4,4,4,4,4,3,5,4,4,3,3,3,3,4,4,4,1,20,2,5,4,4,4,4,4,4,4,4,4,4,4,4,0,21,0,1,Eastern Region,8,0.419227
EPO78MFWQLJCCST4M0,1,NA,4,4,4,1,2,5,4,4,5,1,1,5,4,2,3,2,2,3,3,4,2,NA,3,NA,2,2,4,1,1,2,1,4,4,4,2,5,0,24,0,1,Eastern Region,5.166666666666667,0.419227
EPO78MHCWH5WFVJ4M0,NA,2,3,3,3,3,3,3,3,3,3,3,3,2,5,3,4,5,5,3,3,4,2,NA,2,1,3,3,4,1,3,3,3,3,3,4,4,3,1,19,1,6,Southern Region,48.5,0.079073
EPO78MMCN97KQXG4M5,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,5,1,0,2,3,2,3,5,4,4,3,3,3,3,5,3,4,0,22,0,2,Eastern Region,18.833333333333332,2.321554
EPO78N8GLGBFX5N4M9,1,NA,2,3,NA,2,3,3,3,3,3,2,4,2,4,2,2,2,2,3,3,2,2,NA,3,NA,3,3,2,1,2,3,3,3,3,3,3,2,1,19,0,2,Southern Region,48.5,2.849042
EPO78PQHVXQMJ944M8,NA,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,2,NA,3,NA,3,4,4,4,4,4,4,4,4,4,4,4,1,29,0,1,Eastern Region,18.833333333333332,1.359186
EPO78Q4WWLSCXP44M4,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,40,1,NA,1,2,5,5,5,5,5,5,5,5,5,5,1,21,1,2,Western Region,0,0.249095
EPO78V87WT2B29D4M5,1,NA,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,2,NA,2,9,2,2,4,5,5,5,5,5,5,5,5,5,0,30,1,6,Western Region,0.3333333333333333,0.26538
EPO78V94R9KF82H4M0,3,NA,5,5,5,5,5,5,5,5,5,5,5,5,4,NA,3,3,3,5,5,5,2,NA,2,2,1,1,5,5,5,5,5,5,5,5,5,5,0,18,0,1,Western Region,0.3333333333333333,0.549401
EPO78VB8FGK3D9D4M8,NA,2,3,3,3,1,2,2,1,2,2,1,4,2,3,2,2,1,2,2,3,3,2,NA,1,NA,1,1,5,1,1,3,1,3,3,3,3,3,0,72,0,4,Western Region,0.3333333333333333,0.543719
EPO78VBFD255Y4L4M6,1,NA,3,3,3,1,3,5,2,4,4,3,3,4,2,1,4,4,1,2,2,2,2,NA,3,NA,2,3,3,1,3,5,3,4,4,3,4,3,0,30,0,4,Western Region,0,0.728775
EPO78VBRK8BW5VD4M3,NA,1,3,3,3,1,2,4,3,2,3,3,4,3,5,3,4,4,4,4,4,4,1,15,1,NA,2,2,3,3,3,4,4,4,4,4,4,4,1,74,0,4,Central Region,15.833333333333334,0.09552
EPO78VFW5F62WRX4M7,NA,1,5,5,5,5,5,5,5,5,5,1,1,1,1,5,2,2,1,1,1,1,1,2,1,NA,1,1,1,4,4,4,4,4,4,1,1,1,0,22,1,2,Eastern Region,1.8333333333333333,0.700096
EPO78VLFDL5W6H64M0,NA,2,4,4,4,3,3,3,3,3,3,4,4,4,4,3,5,5,4,4,4,4,1,30,2,2,1,3,4,3,3,3,3,3,3,4,4,4,0,24,0,1,Central Region,12.166666666666666,0.532774
EPO78VLNBBDDV5H4M8,NA,2,3,3,3,3,1,2,1,2,2,3,3,3,3,2,2,2,2,3,4,3,1,25,3,NA,3,3,3,2,2,3,2,2,2,3,3,3,0,18,0,1,Western Region,0.3333333333333333,0.549401
EPO78W3HS45JLVY4M1,NA,2,4,4,4,4,4,1,2,3,3,4,3,NA,4,2,3,3,2,3,3,NA,1,30,2,3,2,2,3,2,3,2,2,2,2,3,3,NA,0,59,1,1,Southern Region,20.166666666666668,0.672725
EPO78W3HZHF7KSY4M4,NA,2,1,1,1,3,3,3,3,3,2,3,5,4,4,1,2,1,1,4,4,4,1,50,1,NA,1,1,1,5,5,5,4,5,5,5,5,4,0,65,0,4,Western Region,0,0.787337
EPO78W43JY2KXXL4M5,NA,1,3,3,3,3,3,3,4,3,3,4,4,4,5,3,3,3,3,3,3,3,2,NA,2,5,3,3,4,3,3,3,3,3,4,3,3,4,0,30,0,6,Southern Region,20.166666666666668,0.269676
EPO78W6SLKTKL3D4M4,NA,2,2,2,2,1,3,3,3,3,3,4,4,4,5,2,2,2,3,4,4,4,2,NA,2,5,1,1,4,3,3,3,3,3,3,1,1,4,0,27,0,7,Central Region,15.833333333333334,1.29725
EPO78W7BZFMXDQZ4M1,1,NA,5,3,4,2,5,5,5,5,5,5,5,2,5,3,5,5,3,5,5,5,1,30,3,NA,3,4,3,1,5,2,2,3,3,3,3,3,0,24,0,4,Central Region,15.833333333333334,0.306071
EPO78W9NCG55MNN4M9,NA,2,2,3,5,4,5,5,2,4,4,4,1,4,5,3,2,4,2,2,5,2,2,NA,1,NA,1,2,3,2,3,4,2,2,3,4,2,3,0,21,0,6,Central Region,24.833333333333332,0.774889
EPO78WCDXRLPR3K4M8,NA,2,5,5,3,5,4,3,3,4,5,4,5,4,4,4,5,3,3,5,5,4,2,NA,2,24,1,1,4,4,5,5,5,5,5,3,4,3,1,28,1,1,Western Region,0.3333333333333333,4.794393
EPO78WCJBRY2NZD4M8,1,NA,2,4,2,2,4,3,4,4,4,4,4,4,5,5,5,5,5,4,4,4,1,45,2,4,1,2,4,3,4,4,4,4,4,4,4,4,0,26,1,4,Southern Region,53.166666666666664,0.049521
EPO78WCM2SDPXPB4M6,NA,1,1,1,2,1,1,2,1,1,2,1,1,3,2,3,4,4,4,3,2,3,1,4,1,NA,1,1,NA,2,3,1,2,1,1,4,4,4,0,21,1,1,Eastern Region,1.8333333333333333,0.696005
EPO78WCPYJLJC2S4M8,1,NA,4,4,4,4,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,1,15,2,1.5,2,3,4,4,5,5,5,5,4,4,4,4,1,40,0,7,Southern Region,10,1.362363
EPO78WCS88VN45V4M8,NA,1,3,4,4,1,5,5,5,4,5,1,5,3,3,1,1,1,1,2,3,4,1,30,2,12,2,3,1,1,4,5,5,4,4,3,4,4,0,63,1,4,Western Region,0.3333333333333333,0.030148
EPO78WDSJ8ML4FB4M6,NA,2,1,2,3,1,2,5,3,4,4,2,2,4,4,3,4,4,2,3,3,3,3,NA,4,NA,1,2,4,2,2,5,3,3,3,3,3,3,0,41,1,1,Western Region,0.3333333333333333,1.827529
EPO78WF873Z9MWJ4M2,2,NA,3,3,3,3,3,4,2,3,3,4,4,4,3,1,2,3,1,2,2,2,2,NA,NA,NA,2,1,3,3,3,4,2,3,3,3,3,4,0,43,1,1,Southern Region,68.5,0.761505
EPO78WF8HZDRQSG4M5,3,NA,4,2,3,1,3,4,NA,2,2,5,5,3,2,2,2,1,2,3,3,3,NA,NA,2,12,5,5,3,1,3,5,3,1,1,4,3,3,1,53,0,4,Eastern Region,8,1.995224
EPO78WFK2GYQKBF4M2,1,NA,4,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,4,4,5,1,11,1,NA,1,1,4,5,5,4,5,5,5,5,5,4,1,33,0,1,Eastern Region,1.8333333333333333,0.599669
EPO78X9V6HJYWN44M7,NA,2,3,3,3,2,4,4,2,4,4,3,4,3,4,2,3,2,2,4,4,4,1,45,3,NA,1,5,NA,2,2,3,3,3,3,4,4,4,1,49,0,4,Western Region,0.3333333333333333,1.429605
EPO78XB77BYNNQH4M6,1,NA,3,3,3,2,2,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,2,NA,1,NA,2,2,4,2,2,3,2,3,3,3,3,3,0,71,0,4,Western Region,0,0.543719
EPO78XCVFWF58W24M0,2,NA,3,3,3,1,3,3,3,3,3,3,3,3,4,2,2,2,2,3,3,3,2,NA,3,NA,2,2,3,3,3,3,3,3,3,3,3,3,0,42,0,4,Western Region,0.3333333333333333,0.86929
EPO78XD9Q5D6CXR4M4,NA,2,3,3,4,2,3,3,2,3,4,3,4,4,4,2,3,2,2,3,3,3,2,NA,2,12,2,2,3,2,3,3,3,3,3,2,3,3,0,30,0,4,Eastern Region,8,1.569723
EPO78XF6WJK3WYQ4M3,1,NA,1,2,1,4,4,5,4,5,5,4,4,3,4,1,1,1,2,2,2,2,3,NA,4,NA,4,4,1,1,3,NA,3,3,3,3,3,3,1,36,0,4,Western Region,0.3333333333333333,1.019698
EPO78XF72WB5C654M9,2,NA,4,3,3,2,4,3,3,4,3,3,3,4,3,3,4,4,4,2,3,3,2,NA,3,NA,2,1,4,2,3,3,3,3,3,3,3,4,0,20,1,1,Southern Region,21.333333333333332,0.742064
EPO78XGGHCB2F5D4M8,NA,2,3,3,3,2,3,3,2,3,3,3,3,2,4,2,2,2,2,2,2,2,2,NA,2,12,1,1,3,2,2,2,2,2,2,2,2,2,1,37,0,4,Western Region,0.3333333333333333,1.019698
EPO78XNBGD3GB754M3,NA,1,2,1,2,1,4,5,4,2,4,1,4,4,5,3,3,3,3,1,4,4,1,15,2,24,2,2,3,1,3,3,3,3,3,2,3,4,0,51,1,6,Southern Region,20.166666666666668,0.038753
EPO78XNQBNW2KPN4M8,NA,2,4,4,4,2,4,4,3,NA,3,4,4,2,5,4,4,4,3,4,4,2,1,60,2,12,3,4,2,2,4,4,4,4,3,4,4,3,0,58,1,1,Central Region,6.166666666666667,0.443153
EPO78XT9JLBNBZ54M4,1,NA,3,4,3,3,2,3,3,3,3,2,2,2,3,1,2,2,4,2,2,2,1,20,1,NA,3,3,3,3,2,3,3,3,3,2,2,2,0,63,1,1,Southern Region,17.166666666666668,0.365803
EPO78YX7L9S3J2L4M7,NA,2,3,3,3,3,3,4,4,4,4,4,5,3,4,2,2,2,3,2,4,5,3,NA,3,NA,1,1,1,3,3,5,NA,5,5,4,5,5,0,65,0,2,Southern Region,20.166666666666668,0.424896
EPO78YY5WMJR2NN4M1,1,NA,2,2,4,2,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,1,45,2,24,3,3,4,2,NA,NA,4,4,4,2,4,4,0,45,0,1,Eastern Region,8,2.237803
EPO78YYY5G4X5ZT4M0,NA,2,4,4,5,1,2,3,5,4,4,4,5,5,2,4,5,4,5,3,4,3,3,NA,3,NA,5,4,5,2,3,2,5,3,4,4,3,2,0,25,0,2,Eastern Region,9.333333333333334,1.069577
EPO78YZD8YL5FRF4M4,NA,2,5,4,5,3,3,3,3,3,3,4,3,3,3,3,3,3,1,2,3,3,1,15,2,8,1,1,3,3,3,3,3,3,3,3,3,3,0,55,0,4,Eastern Region,17.333333333333332,0.665712
EPO78YZJ6Y476SR4M5,NA,2,3,1,4,2,3,1,2,2,3,4,2,3,3,2,2,2,2,3,3,3,2,NA,3,NA,1,1,3,NA,3,2,3,2,4,3,3,3,0,63,0,2,Western Region,0.3333333333333333,1.081423
EPO78YZK9QK8QFT4M5,NA,2,4,4,4,2,4,3,3,4,3,4,4,4,5,2,4,4,3,3,3,3,1,30,2,6,1,1,2,1,2,3,3,3,3,3,3,3,1,65,0,4,Southern Region,20.166666666666668,0.287255
EPO78YZYLMZTN8V4M1,1,NA,5,5,4,1,2,5,1,1,1,5,5,5,3,3,1,2,4,5,5,5,2,NA,2,12,1,1,4,1,4,3,3,3,3,5,5,5,1,59,0,2,Eastern Region,1.8333333333333333,2.777459
EPO78Z22NHNG4LW4M5,NA,2,3,4,4,2,3,2,2,2,2,3,4,4,5,2,4,4,2,4,4,4,1,30,1,NA,2,2,4,4,4,4,4,4,4,4,4,4,0,70,0,4,Eastern Region,8,0.247135
EPO78Z25ZTJ869S4M2,NA,2,3,3,3,3,3,3,3,3,3,2,3,2,5,2,1,1,3,2,3,2,1,30,2,3,1,1,3,3,3,3,3,3,3,2,3,2,1,60,0,1,Southern Region,17.166666666666668,0.685396
EPO78Z29TMDXYLZ4M9,NA,2,3,4,4,3,4,4,4,4,4,3,3,3,5,2,2,2,2,4,4,4,1,60,2,2,1,4,2,3,3,3,3,3,3,3,3,3,0,63,0,2,Eastern Region,16.5,0.382568
EPO78Z2DH9L7BVZ4M7,2,NA,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,4,5,5,5,1,15,1,NA,3,3,5,5,5,1,5,5,5,5,5,5,1,58,1,7,Eastern Region,18.833333333333332,0.428786
EPO78Z2NZX2KCGT4M3,NA,2,5,5,5,2,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,1,13,1,NA,3,3,5,3,5,5,5,5,5,5,5,5,0,60,1,1,Eastern Region,5.166666666666667,0.40699
EPO78Z37ZX5CHP54M0,NA,2,4,4,4,3,4,5,4,4,3,4,3,3,4,3,3,2,3,4,4,4,2,NA,2,5,1,1,4,3,NA,4,3,4,4,4,4,4,0,63,1,1,Southern Region,23.833333333333332,0.365803
EPO78Z3B44JQCNV4M3,NA,2,5,5,5,2,4,4,4,4,4,5,4,4,4,2,3,3,3,4,4,4,1,30,1,NA,2,1,4,2,4,4,4,3,3,4,4,4,1,59,0,2,Southern Region,23.833333333333332,0.756877
EPO78Z4CDV83D9W4M4,1,NA,2,5,4,3,5,5,4,5,5,3,3,3,3,2,2,1,2,3,3,3,1,30,1,NA,NA,5,3,2,3,4,4,4,4,3,3,4,0,64,0,2,Central Region,25.833333333333332,0.272547
EPO78Z4N2CKYXY94M1,1,NA,2,4,2,1,3,3,2,4,4,4,4,3,5,4,5,5,5,4,4,4,1,20,2,4,3,3,4,2,3,4,3,4,4,4,4,3,1,66,1,1,Central Region,32.666666666666664,0.366086
EPO78Z4PXNL5RL54M9,1,NA,2,2,2,1,2,3,3,2,2,2,2,2,4,2,4,3,3,4,4,3,1,60,2,4,3,3,2,1,3,3,2,2,2,2,2,2,1,33,0,6,Eastern Region,12.666666666666666,0.580707
EPO78Z52LWVHC534M1,NA,2,4,4,4,2,2,4,2,3,3,2,3,3,4,2,2,2,2,3,4,4,1,30,2,1,1,1,4,2,4,4,4,4,4,4,4,4,0,69,0,2,Eastern Region,1.8333333333333333,0.383366
EPO78Z54D6VD4PZ4M4,NA,2,4,4,4,4,3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,3,NA,2,6,2,2,5,2,3,3,4,4,4,4,4,4,0,27,0,2,Eastern Region,17.333333333333332,1.069577
EPO78Z5D59ZX4PB4M4,2,NA,3,NA,3,3,3,4,3,4,3,4,NA,4,4,3,3,3,3,4,3,4,2,NA,2,10,2,2,4,3,3,3,3,3,3,4,4,4,0,58,0,2,Southern Region,31,0.779287
EPO78Z8HVNQR4PF4M1,NA,2,4,2,4,1,3,4,3,3,3,4,4,4,4,2,3,3,3,3,4,4,1,59,2,12,2,3,5,3,4,4,4,4,4,3,4,4,1,72,0,2,Eastern Region,12.833333333333334,0.75772
EPO78Z96LXLGX924M3,2,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,15,NA,NA,1,NA,5,5,5,4,5,5,5,5,5,5,1,23,0,1,Eastern Region,33.833333333333336,1.38715
EPO78Z9N4YZTKZ54M3,NA,3,3,3,3,2,2,2,2,2,2,3,2,3,3,1,1,1,2,3,2,3,1,30,1,NA,2,2,3,3,3,3,3,3,3,3,2,3,0,65,1,1,Eastern Region,8,0.378701
EPO78Z9RQKJ8MXC4M3,NA,2,4,4,4,2,3,4,3,3,3,2,3,3,4,2,5,5,3,2,3,3,2,NA,2,4,1,1,3,1,2,4,4,3,3,2,3,3,0,63,1,1,Eastern Region,8,0.40699
EPO792JY4Y2WN274M4,NA,2,4,5,4,2,3,3,3,3,3,4,4,4,3,1,3,2,2,4,4,4,2,NA,2,3,2,2,5,3,4,4,4,4,4,4,4,4,0,44,1,1,Western Region,0,1.827529
EPO792K3WWKPF244M8,1,NA,2,3,3,1,2,2,2,2,2,1,3,2,4,2,5,2,2,3,3,3,1,45,2,45,3,3,3,1,3,3,3,3,3,2,3,3,1,46,0,2,Eastern Region,17.333333333333332,1.849093
EPO792K45SGJZ5L4M3,2,NA,4,3,4,1,1,1,1,1,1,1,1,1,3,1,2,2,4,1,1,1,2,NA,3,NA,3,1,3,1,1,1,1,1,1,1,1,1,0,60,0,3,Southern Region,17.166666666666668,0.280351
EPO792KCT7LWMLY4M4,NA,2,5,5,5,3,3,1,2,4,4,4,5,2,2,4,2,2,3,2,3,3,3,NA,2,1,2,2,3,3,5,5,5,5,4,5,4,5,0,40,0,2,Eastern Region,33.833333333333336,1.176471
EPO792KHMHVGT7M4M5,1,NA,3,4,3,1,4,3,3,3,4,3,3,3,4,2,4,3,2,3,3,3,1,45,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,69,0,4,Eastern Region,1.8333333333333333,0.594078
EPO792KL6YNPG6J4M5,2,NA,4,4,4,2,3,3,2,3,3,2,3,3,3,2,3,2,2,2,3,3,1,10,2,3,2,3,3,3,3,3,2,3,3,2,3,3,0,21,0,1,Eastern Region,12.666666666666666,0.419227
EPO792L7965VGDG4M2,2,NA,2,2,2,2,3,2,2,3,3,2,3,2,2,3,3,3,4,2,2,2,2,NA,2,10,2,2,3,2,3,3,3,3,3,2,3,2,0,22,0,1,Central Region,1.6666666666666667,0.532774
EPO792L7PXP8C8T4M8,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,NA,4,NA,1,2,5,5,5,5,5,5,5,5,5,5,0,47,0,2,Eastern Region,9.333333333333334,0.714877
EPO792LH29BFGCM4M1,2,NA,4,4,4,2,2,3,3,3,3,2,4,4,5,5,2,2,2,4,4,4,1,10,1,NA,1,1,3,3,2,5,4,3,3,3,4,4,0,59,0,2,Western Region,0.3333333333333333,0.427337
EPO792LPN8ZT9684M9,1,NA,4,4,4,3,4,4,4,3,3,3,3,3,5,4,4,4,4,4,4,4,1,90,2,4,1,1,2,3,4,4,4,3,3,3,3,3,1,64,0,6,Southern Region,26.166666666666668,0.252396
EPO792LTNXK3D894M3,1,NA,1,1,1,1,2,2,2,2,2,1,2,1,5,3,3,3,3,3,3,3,1,30,2,1,2,2,3,2,2,2,2,2,2,3,3,3,0,61,1,1,Southern Region,17.166666666666668,0.365803
EPO792MFRDC5MY24M5,NA,2,3,3,3,2,2,4,4,4,4,3,3,2,4,2,2,2,2,2,2,2,2,NA,2,1,2,1,4,2,2,4,4,4,4,4,3,2,1,60,0,4,Western Region,5.166666666666667,0.723618
EPO792MLYV3F2SR4M4,NA,2,4,4,3,2,NA,4,3,3,3,4,4,4,4,2,3,3,3,3,3,3,2,NA,2,24,1,1,3,2,2,3,3,3,3,4,3,3,0,32,0,4,Southern Region,12.333333333333334,0.780264
EPO792MRQD5L3TP4M5,1,NA,4,4,4,3,4,4,3,4,4,1,4,4,5,4,4,3,3,1,4,4,2,NA,2,1,1,3,2,2,2,2,2,2,2,1,1,1,1,74,1,1,Central Region,49.666666666666664,0.455295
EPO792MTPJRZ6NW4M6,NA,2,4,4,4,5,1,1,2,1,1,3,4,4,5,4,4,4,4,4,4,4,2,NA,1,NA,1,1,4,5,1,1,1,1,1,4,4,4,0,39,0,2,Southern Region,49.166666666666664,0.982308
EPO792N9Z239NWM4M3,1,NA,2,4,2,1,3,1,1,3,2,4,5,1,4,2,2,1,2,4,4,1,1,30,2,24,3,3,2,1,2,1,2,3,1,3,3,1,0,70,0,2,Eastern Region,9.333333333333334,0.649733
EPO792S9J8YVTGT4M9,NA,2,4,4,4,2,4,4,4,4,3,3,5,5,4,3,3,3,3,4,5,5,2,NA,2,2,1,1,2,2,3,4,3,4,4,4,3,4,0,34,1,1,Western Region,0.16666666666666666,0.979875
EPO792SB53RTZ974M4,NA,2,4,4,4,2,3,3,3,3,3,2,4,3,4,2,2,3,2,3,4,3,1,30,2,2,1,1,4,3,3,3,2,3,3,3,4,3,1,65,1,1,Southern Region,3.8333333333333335,0.293544
EPO792SSQWN965Q4M2,1,NA,5,5,5,5,5,5,5,5,5,3,3,3,5,4,4,5,5,5,5,5,1,5,2,1,3,3,3,3,4,3,3,3,3,3,3,3,0,20,1,6,Eastern Region,8,0.049274
EPO792SVGBZWN224M7,NA,3,5,5,5,NA,4,5,5,5,5,5,5,5,3,4,3,3,5,5,5,5,1,60,1,NA,2,2,5,5,5,5,5,5,5,5,5,5,1,67,0,2,Southern Region,31,0.661873
EPO792T3LJXMB3T4M6,1,NA,3,4,4,3,3,5,3,4,NA,5,5,5,5,3,4,4,3,5,4,5,2,NA,2,5,3,3,5,3,3,5,4,4,4,4,4,5,0,62,0,2,NA,17.333333333333332,0.861819
EPO792T6RTJT4C44M2,NA,2,4,4,4,1,4,4,3,4,4,3,4,4,5,4,3,3,3,4,4,4,2,NA,2,2,3,3,4,2,4,5,5,5,5,4,4,4,0,56,0,2,Eastern Region,1.8333333333333333,0.599844
EPO792T6ZQFNNYC4M1,NA,2,3,4,4,3,4,4,4,3,4,3,4,4,5,3,3,2,3,4,NA,4,2,NA,2,6,2,2,2,4,NA,4,4,NA,3,4,4,4,0,66,1,1,Southern Region,17.166666666666668,0.575443
EPO792TQLSCZYMK4M0,NA,2,5,5,5,3,4,5,4,4,4,4,5,5,4,3,3,3,3,4,4,5,3,NA,3,NA,2,3,4,3,4,4,4,5,5,5,5,5,0,51,0,2,Southern Region,48.5,1.2659
EPO792TS8VQKRZ44M5,1,NA,2,2,4,3,3,3,3,3,3,1,5,2,3,3,4,4,3,3,2,3,1,45,1,NA,1,1,2,3,3,3,3,3,3,5,4,2,0,34,0,2,Eastern Region,24.166666666666668,0.807091
EPO792TTTXLH3L74M1,NA,2,2,4,4,2,2,3,NA,4,3,2,2,2,3,2,3,2,3,3,3,2,1,15,2,4,2,3,3,3,2,3,2,3,2,3,3,2,1,59,1,1,Eastern Region,12.666666666666666,0.487013
EPO792TYS3YX36K4M0,NA,1,4,4,2,2,3,3,3,3,3,5,5,5,5,2,2,1,2,3,5,3,3,NA,4,NA,5,4,3,2,3,3,3,3,3,3,3,3,0,61,1,1,Eastern Region,14.166666666666666,0.40699
EPO792V9B2XQ8HX4M4,NA,2,3,1,3,3,4,NA,4,4,4,2,5,5,3,1,3,3,2,3,4,4,2,NA,2,10,2,2,3,2,4,4,4,NA,4,4,4,4,1,70,1,1,Western Region,0.3333333333333333,0.418363
EPO792VVNQMQQVX4M4,NA,1,3,4,4,1,3,3,3,2,2,3,4,2,5,2,3,3,3,3,3,2,3,NA,1,NA,5,5,4,1,1,1,1,1,1,3,3,2,0,20,0,1,Eastern Region,8,0.419227
EPO792VZC5RF4JM4M2,1,NA,5,5,5,2,4,4,4,4,5,5,5,5,5,5,4,4,5,5,5,5,2,NA,2,2,1,1,2,2,4,3,4,4,4,5,5,5,1,21,0,2,Central Region,9,1.638035
EPO792W72F9CNMS4M0,1,NA,2,4,2,1,3,2,NA,2,3,2,3,4,4,2,3,4,3,3,3,4,2,NA,2,3,3,3,2,2,3,2,3,2,3,2,2,2,0,59,0,1,Southern Region,68.5,4.291787
