p_id,torwatch,torwarn,rec_all,rec_most,rec_soon,rec_sleep,rec_driving,rec_work,rec_store,rec_small_group,rec_large_group,rec_morn,rec_aft,rec_eve,alert_und,tor_watchwarn_und,tor_map_und,tor_radar_und,svr_watchwarn_und,und_morn,und_aft,und_eve,warn_time,warn_time_minutes,watch_time,watch_time_hours,warn_size,watch_size,resp_prot,resp_sleep,resp_driving,resp_work,resp_store,resp_small_group,resp_large_group,resp_morn,resp_aft,resp_eve,gend,age,hisp,race,nws_region,WARNING_AVG,weightfactor
EPO7FRVK82KBV4V4M1,NA,2,3,3,3,2,2,3,4,3,4,2,3,3,5,2,4,4,2,4,4,4,1,45,2,8,2,2,4,2,3,5,4,4,4,3,4,4,1,38,0,1,Eastern Region,8,0.556425
EPO7FRVKKMGCRRZ4M9,1,NA,3,3,3,2,3,3,2,3,2,2,3,3,4,3,3,3,3,3,3,3,2,NA,2,8,3,3,2,3,3,3,3,NA,3,3,3,3,1,60,0,1,Eastern Region,1.6666666666666667,0.606766
EPO7FRVL3R85LKL4M8,NA,NA,3,3,3,2,2,2,2,2,2,2,4,4,3,3,3,3,3,5,3,4,1,20,1,NA,1,1,3,2,2,2,2,2,3,3,3,4,1,35,0,1,Eastern Region,8,0.556425
EPO7FRVPL9YLWCH4M4,1,NA,3,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,5,2,5,2,3,5,5,4,4,4,5,5,5,5,4,1,25,0,1,Southern Region,20.166666666666668,0.863296
EPO7FRVR3TPQ2YR4M6,NA,2,3,4,3,2,2,2,2,2,3,2,4,4,4,3,4,3,2,3,4,4,1,30,2,3,1,3,3,2,3,2,2,2,2,3,3,3,1,63,0,1,Southern Region,26.166666666666668,0.685396
EPO7FRVRFLH56PR4M1,2,NA,4,4,3,4,3,4,3,3,3,3,3,4,4,4,4,3,3,4,4,3,2,NA,2,8,1,1,4,2,4,3,3,3,4,4,4,3,1,29,0,1,Southern Region,53.166666666666664,0.863296
EPO7FRVT6243WYL4M2,1,NA,4,5,5,5,4,4,5,4,4,4,4,4,5,5,5,4,5,3,3,5,1,60,2,24,3,3,4,5,5,5,4,4,3,3,3,4,1,54,0,1,Central Region,10.333333333333334,0.647954
EPO7FRVVP8BQWV44M9,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,NA,3,NA,2,2,5,4,5,5,5,5,5,5,5,5,1,35,0,1,Southern Region,20.166666666666668,0.594824
EPO7FRVWQBZXCCF4M9,1,NA,4,2,4,2,3,2,2,2,2,4,4,4,5,3,3,3,3,4,4,4,1,20,2,1,1,2,4,4,4,4,4,4,4,4,4,4,1,57,0,1,Southern Region,49.166666666666664,1.141912
EPO7FRVZR3YPHVF4M2,NA,1,5,5,4,5,4,4,5,5,5,5,5,5,4,5,4,4,5,4,4,4,2,NA,2,20,2,2,4,4,5,4,5,5,5,5,5,3,1,32,0,1,Southern Region,17.166666666666668,0.657908
EPO7FRWCMKNBT9D4M6,NA,2,3,4,3,2,4,4,3,3,3,4,3,1,4,4,4,4,4,4,4,2,1,50,2,2,3,3,3,NA,4,4,3,3,3,4,4,2,1,64,0,1,Southern Region,20.166666666666668,0.685396
EPO7FRWJ3TTKMNB4M7,1,NA,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,NA,2,6,1,1,5,5,5,5,4,5,5,5,5,5,1,35,0,1,Southern Region,20.166666666666668,0.594824
EPO7FRWLMN58FTK4M7,1,NA,5,4,5,1,2,2,3,3,2,4,5,5,4,3,1,2,4,4,5,5,1,45,2,3,1,2,2,1,4,3,2,3,3,2,2,2,1,64,0,1,Eastern Region,24.166666666666668,0.606766
EPO7FRWSZ8BN2CB4M5,NA,2,5,4,5,5,5,5,5,5,2,4,4,4,3,4,2,4,4,4,5,5,3,NA,3,NA,2,1,4,5,2,5,5,3,5,2,1,1,1,36,0,1,Eastern Region,1.8333333333333333,0.556425
EPO7FRWTL7QP5TQ4M0,NA,2,3,4,3,2,4,3,3,3,3,3,3,3,4,2,4,3,3,3,3,3,1,30,1,NA,2,2,2,3,2,3,2,3,3,2,3,3,1,31,0,1,Western Region,0.16666666666666666,0.437077
EPO7FRWXLYPGBCL4M2,NA,2,4,4,4,3,3,4,3,4,4,3,4,4,5,5,3,3,4,4,4,4,NA,NA,2,6,3,3,4,3,4,3,3,3,4,4,4,4,1,61,0,1,Central Region,15.833333333333334,1.200592
EPO7FRWZ6VNYDVX4M1,NA,2,2,4,3,1,3,3,2,3,3,2,3,4,4,2,3,2,2,2,4,4,1,30,2,8,2,3,3,2,2,4,2,3,3,2,4,4,1,55,0,1,Central Region,15.833333333333334,0.936549
EPO7FRYZW33HMZJ4M7,NA,2,5,4,NA,4,1,3,2,4,4,3,4,4,4,3,3,4,4,3,4,4,2,NA,3,NA,1,1,4,3,3,2,2,4,4,4,4,4,1,42,0,1,Western Region,0.3333333333333333,0.711351
EPO7FRZ3G4P3P774M9,NA,2,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,15,2,2,3,3,3,3,5,5,5,5,5,5,5,5,1,42,0,1,Southern Region,49.166666666666664,1.315534
EPO7FRZ3GGFV4BQ4M6,NA,2,3,3,3,3,3,3,3,3,3,5,5,5,5,4,4,4,4,5,5,5,1,20,2,24,1,1,3,4,4,4,4,4,4,5,5,5,1,30,0,1,Eastern Region,8,0.599669
EPO7FRZ669Z56GL4M8,1,NA,4,4,3,1,5,3,3,3,4,1,4,1,4,2,5,4,4,3,4,3,1,30,2,1,2,2,2,2,4,4,3,3,4,3,4,1,1,61,0,1,Western Region,5.166666666666667,0.739344
EPO7FRZBH2JXC444M2,NA,2,2,4,3,2,NA,2,2,2,3,2,3,2,5,3,3,3,2,2,3,2,1,20,1,NA,2,2,4,3,4,3,3,3,3,3,3,2,1,58,0,1,Central Region,5,0.936549
EPO7FRZKGS93JJC4M9,NA,2,1,2,2,1,1,4,4,1,3,3,4,4,4,3,4,4,2,NA,3,NA,1,30,2,12,2,5,3,1,2,4,4,2,2,4,4,4,1,61,0,1,Eastern Region,8,0.606766
EPO7FRZKHSJDRWX4M1,NA,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,30,1,NA,2,2,5,5,5,5,5,5,5,5,5,5,1,34,0,1,Central Region,21.833333333333332,0.729002
EPO7FS2KR9N65YD4M3,NA,2,4,4,5,3,2,NA,3,2,4,4,4,3,4,4,5,5,4,4,4,3,3,NA,3,NA,5,4,4,3,2,3,4,2,4,4,4,3,1,36,0,1,Eastern Region,16.5,0.556425
EPO7FS2PH2RX7564M0,NA,1,5,5,4,5,4,5,4,4,5,4,4,4,4,4,4,4,4,5,4,5,3,NA,3,NA,1,1,4,4,5,5,4,5,4,4,4,5,1,28,0,1,Southern Region,31,0.863296
EPO7FS2QF4Q5VH64M7,1,NA,4,5,4,4,2,5,2,3,3,4,5,5,5,3,4,4,3,4,5,5,1,30,2,3,2,2,4,4,3,5,3,5,3,5,5,5,1,61,0,1,Central Region,9,1.200592
EPO7FS2QL5YR5F24M2,2,NA,4,4,4,3,4,4,NA,4,3,4,5,4,4,3,3,4,4,3,4,3,3,NA,3,NA,1,2,3,4,3,3,5,3,3,3,3,3,1,35,0,1,Central Region,15.833333333333334,0.77995
EPO7FS2S5KC4LQL4M3,1,NA,4,4,4,2,2,2,3,3,3,1,4,2,3,2,3,3,2,3,3,2,2,NA,2,1,3,3,4,2,2,1,3,3,3,3,3,2,1,63,0,1,Southern Region,31,0.685396
EPO7FS2TX63RSG24M5,NA,2,4,4,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,NA,3,NA,1,1,3,3,3,3,3,3,3,3,3,3,1,27,0,1,Eastern Region,1.8333333333333333,1.359186
EPO7FS2V3PQ7G6B4M6,NA,2,3,1,1,1,1,1,1,1,1,2,2,2,5,1,1,1,3,2,2,2,2,NA,2,3,1,1,1,1,1,1,NA,1,1,2,1,2,1,62,0,1,Eastern Region,1.8333333333333333,0.606766
EPO7FS2VV7ZZGS24M0,NA,1,2,2,2,1,3,3,3,3,3,1,3,1,3,1,2,2,1,1,3,1,1,15,1,NA,1,1,4,1,4,3,3,3,3,1,3,1,1,49,0,1,Southern Region,23.833333333333332,0.905477
EPO7FS2YFJXTW6F4M2,1,NA,3,3,3,2,2,2,2,2,2,1,4,4,5,4,5,4,3,4,4,4,1,8,2,8,1,2,3,2,3,3,3,3,3,3,4,4,1,52,0,1,Western Region,5.166666666666667,0.734917
EPO7FS35J5K7HJY4M9,NA,2,2,3,3,2,2,4,3,2,2,3,4,3,4,3,1,1,2,3,4,4,1,45,2,2,3,3,2,2,3,4,3,3,2,3,4,3,1,63,0,1,Southern Region,33.666666666666664,0.685396
EPO7FS36FVQNQQT4M3,1,NA,2,3,2,1,2,2,2,2,2,3,4,5,4,2,3,2,2,3,4,4,2,NA,2,2,3,3,3,1,2,4,3,3,3,3,4,3,1,61,0,1,Eastern Region,33.833333333333336,0.606766
EPO7FS38N45BM9K4M7,1,NA,4,4,4,2,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1,10,2,24,2,2,5,3,5,5,5,5,5,5,5,5,1,51,0,1,Central Region,9,0.647954
EPO7FS3B7ND39P64M4,1,NA,4,5,5,3,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,1,30,2,5,2,3,5,4,4,4,4,4,4,4,4,4,1,61,0,1,Central Region,15.333333333333334,1.200592
EPO7FS3CB8XQLR24M8,NA,2,5,5,4,2,3,5,4,4,5,5,5,4,5,4,5,4,5,5,5,5,1,0,2,3,2,3,4,4,3,5,4,4,4,5,5,5,1,45,0,1,Southern Region,43.833333333333336,0.905477
EPO7FS3FXFHTBTC4M9,1,NA,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,NA,3,NA,2,2,5,5,1,5,5,5,5,5,5,5,1,34,0,1,Eastern Region,17.333333333333332,0.599669
EPO7FS3PXFK7WGF4M8,NA,2,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,1,15,2,4,1,3,3,3,2,4,2,4,4,3,3,3,1,64,0,1,Central Region,21.833333333333332,1.200592
EPO7FS3Q3SB9C4Y4M3,NA,1,2,4,NA,1,3,4,2,3,4,1,4,4,4,2,4,4,3,4,4,4,1,20,2,3,1,3,3,4,4,3,3,5,5,3,4,4,1,59,0,1,Western Region,0.16666666666666666,0.6983
EPO7FS3WZ4C5FKF4M2,3,NA,4,3,3,2,3,3,4,3,3,3,3,3,3,3,3,2,2,3,2,3,1,0,3,NA,3,3,4,3,2,3,3,4,2,3,3,3,1,32,0,1,Western Region,0.3333333333333333,0.437077
EPO7FS42WFCNCTB4M0,NA,2,3,3,3,2,3,2,NA,2,3,3,3,2,4,3,3,3,3,3,2,3,2,NA,1,NA,2,1,3,2,3,3,3,3,2,3,2,4,1,56,0,1,Central Region,15.833333333333334,0.936549
EPO7FS455SVZPS84M1,1,NA,4,5,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,5,5,5,1,5,2,2,2,3,4,4,4,4,4,4,4,4,5,5,1,62,0,1,Eastern Region,12.833333333333334,0.606766
EPO7FS46YXJ5S3V4M7,1,NA,4,4,4,4,3,4,3,4,4,3,3,3,5,5,4,4,4,3,3,3,2,NA,2,2,2,2,4,3,3,3,3,3,3,3,3,3,1,61,0,1,Southern Region,33.666666666666664,0.685396
EPO7FS48GMVBWF64M9,1,NA,4,4,4,3,3,3,3,3,4,3,3,3,4,3,4,4,3,4,4,4,2,NA,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,58,0,1,Western Region,0.16666666666666666,0.6983
EPO7FS48QD54JCP4M8,NA,2,3,3,4,5,3,3,1,3,3,5,5,5,5,5,5,5,5,5,5,5,1,5,2,6,1,3,2,4,4,4,4,4,4,4,4,3,1,53,0,1,Central Region,5.166666666666667,0.647954
EPO7FS4BHN4Z9XF4M5,NA,2,4,3,4,3,4,NA,4,4,3,5,5,4,5,5,4,4,4,5,5,5,1,10,1,NA,2,2,2,4,3,4,4,4,3,4,4,3,1,59,0,1,Southern Region,49.166666666666664,1.141912
EPO7FS4GZ4FXKRQ4M9,1,NA,2,4,2,2,4,4,3,3,3,4,3,4,5,4,5,5,4,4,4,4,1,40,2,2,2,3,2,2,3,2,2,3,3,4,3,3,1,59,0,1,Western Region,0,0.6983
EPO7FS4K7BTLG9P4M0,NA,2,3,4,3,2,2,3,2,3,3,3,3,3,4,2,3,3,3,3,3,3,1,45,2,3,1,2,4,2,3,3,3,3,3,3,3,3,1,60,0,1,Southern Region,31,0.685396
EPO7FS56HWLGDX64M5,NA,2,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,1,2,4,4,4,1,15,2,24,1,1,3,2,3,3,3,3,3,3,4,3,1,63,0,1,Eastern Region,1.8333333333333333,0.606766
EPO7FS5CLP377DC4M4,NA,2,4,NA,4,2,3,3,3,3,3,2,4,3,5,4,4,4,5,2,4,3,1,10,2,10,2,3,4,2,2,2,2,2,2,2,4,3,1,64,0,1,Central Region,24.166666666666668,1.200592
EPO7FS5P68CCGDM4M4,NA,1,4,2,4,5,5,5,5,5,5,5,5,5,5,3,4,4,3,5,5,5,1,30,2,2,2,2,2,3,3,3,3,3,3,3,3,3,0,45,0,1,Central Region,26,0.784617
EPO7FS658J8C7884M2,1,NA,2,3,3,1,3,3,2,3,3,3,4,3,5,2,3,2,2,3,3,3,1,44,2,1,2,2,2,3,2,3,3,3,3,3,3,3,1,44,0,1,Southern Region,20.166666666666668,1.315534
EPO7FS6D9G46V4Q4M1,NA,2,NA,5,NA,3,5,5,NA,5,5,3,5,5,5,3,3,2,4,4,5,5,1,10,2,4,2,5,5,2,5,5,5,5,5,4,5,5,1,44,0,1,Eastern Region,1.8333333333333333,0.855611
EPO7FS6F3B5R9TY4M4,NA,2,NA,3,1,2,3,NA,3,NA,4,4,3,3,4,2,4,4,3,3,3,3,1,15,1,NA,1,1,3,4,4,4,4,4,4,3,3,3,1,54,0,1,Eastern Region,8,0.526809
EPO7FS6FP9T4NQR4M3,NA,2,5,4,4,1,2,5,3,3,4,1,4,4,2,1,3,2,1,2,2,2,1,35,2,5,2,2,2,2,4,5,4,4,3,1,4,4,1,63,0,1,Western Region,0.16666666666666666,0.739344
EPO7FS6V8RP3ZXL4M2,1,NA,4,4,4,3,3,4,3,4,4,4,4,4,4,3,2,2,3,4,4,4,1,15,2,2,3,3,4,4,4,4,4,4,4,4,4,4,1,54,0,1,Central Region,32.666666666666664,0.647954
EPO7FS6VHNKXLKX4M6,1,NA,2,4,4,2,3,3,3,4,4,2,4,4,5,4,5,4,3,3,5,4,1,30,2,5,3,3,4,2,3,5,2,4,4,3,4,4,1,60,0,1,Central Region,49.666666666666664,1.200592
EPO7FS78VJ49VK44M5,NA,1,4,4,4,2,2,3,4,3,1,3,3,3,3,2,2,2,2,3,3,3,1,15,1,NA,2,2,4,2,2,3,3,3,2,3,3,3,1,59,0,1,Central Region,56,0.936549
EPO7FS7937VFYQ74M7,NA,2,5,1,5,2,5,5,3,3,3,2,5,3,5,4,5,5,5,5,5,5,2,NA,2,6,3,3,1,2,3,3,3,3,3,3,3,3,1,35,0,1,Eastern Region,1.8333333333333333,0.556425
EPO7FS9XMMP3VTP4M6,1,NA,4,4,4,4,4,5,5,4,5,NA,5,4,5,4,5,4,5,4,5,5,1,30,2,3,3,3,3,4,5,4,4,3,3,4,4,4,1,60,0,1,Eastern Region,12.833333333333334,0.606766
EPO7FSB258V37LJ4M3,1,NA,1,1,1,3,4,4,NA,4,4,3,3,4,5,3,4,4,4,4,4,4,1,5,4,NA,2,2,3,4,4,3,3,3,4,3,3,4,1,43,0,1,Central Region,26,1.478417
EPO7FSB2Q3DQ4ZJ4M4,1,NA,5,4,5,2,2,4,2,3,3,2,5,2,5,3,5,4,4,4,5,4,2,NA,2,2,1,1,3,2,3,5,3,4,4,4,4,4,1,56,0,1,Southern Region,43.833333333333336,1.141912
EPO7FSB6W4NZP874M5,1,NA,4,4,4,3,5,5,5,5,5,4,4,5,5,4,5,4,4,5,5,5,1,30,1,NA,2,2,5,5,5,5,5,5,5,5,5,5,1,51,0,1,Southern Region,49.166666666666664,0.907811
EPO7FSBB3L5LPKP4M9,1,NA,4,4,3,2,3,4,4,3,4,3,4,2,4,2,4,3,2,3,3,3,1,60,2,24,2,3,2,2,2,2,2,2,2,2,2,2,1,62,0,1,Western Region,0.3333333333333333,0.739344
EPO7FSBBPQPC9HG4M2,NA,1,4,5,4,4,5,5,4,4,5,5,5,4,5,4,4,4,4,5,5,5,1,45,2,2,3,3,2,4,3,5,4,4,4,5,5,3,1,41,0,1,Southern Region,33.5,1.315534
EPO7FSBGZH85G5B4M3,1,NA,4,5,4,2,4,4,4,4,4,2,4,4,5,3,5,4,3,4,4,4,1,45,2,2,3,3,3,2,3,4,3,4,4,4,4,4,1,55,0,1,Central Region,12.166666666666666,0.936549
EPO7FSBJXMM89L24M9,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,10,1,NA,3,3,5,5,5,5,5,5,5,5,NA,5,1,45,0,1,Southern Region,23.833333333333332,0.905477
EPO7FSCQKSCXB3Y4M1,NA,2,1,4,3,1,2,3,2,2,2,1,3,3,5,3,3,2,3,4,4,4,1,15,2,8,1,2,2,1,2,3,2,2,2,4,4,4,1,61,0,1,Eastern Region,17.333333333333332,0.606766
EPO7FSD2NKVDDTY4M8,NA,2,4,5,5,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,1,5,2,3,3,3,4,4,4,4,4,4,4,5,5,5,1,60,0,1,Central Region,9,1.200592
EPO7FSD37K248XV4M6,1,NA,4,4,3,4,4,4,3,3,3,4,4,4,5,4,4,3,3,4,4,4,1,0,2,8,2,2,4,4,3,4,3,3,3,4,4,4,1,58,0,1,Central Region,5.166666666666667,0.936549
EPO7FSDGLQB7Y2K4M6,NA,2,1,3,NA,1,2,NA,2,2,2,2,3,3,5,4,5,5,4,4,4,4,1,35,2,5,1,3,1,1,NA,2,NA,2,2,1,3,3,1,59,0,1,Eastern Region,17.333333333333332,2.380298
EPO7FSDHX2WCMPN4M9,1,NA,4,5,4,2,3,3,4,5,5,3,5,3,4,2,4,5,3,5,5,4,1,15,2,12,2,3,4,3,4,5,4,5,5,4,5,5,1,57,0,1,Western Region,0.3333333333333333,0.6983
EPO7FSDJWMQ36M34M6,1,NA,4,4,4,2,3,3,3,3,3,3,4,4,4,2,4,3,2,3,4,4,1,45,2,24,NA,3,4,3,3,3,3,3,3,3,4,4,1,56,0,1,Central Region,15.833333333333334,0.936549
EPO7FSDR56W6RL34M9,NA,1,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,4,1,20,1,NA,1,2,4,2,3,4,3,4,3,4,4,4,1,56,0,1,Western Region,0.16666666666666666,0.6983
EPO7FSF5L7SKRD44M3,NA,2,5,5,5,2,5,5,5,5,5,4,5,3,4,3,5,5,4,3,4,3,1,10,2,2,2,2,3,1,2,3,3,2,2,3,3,3,1,61,0,1,Eastern Region,6.666666666666667,0.606766
EPO7FSF923S5YJL4M7,NA,2,4,4,3,3,2,4,2,3,3,4,4,4,5,4,5,4,4,4,4,4,2,NA,1,NA,3,1,2,2,2,2,2,2,2,2,2,2,1,63,0,1,Central Region,39.333333333333336,1.200592
EPO7FSFB934VQ8N4M7,NA,2,3,3,3,2,3,4,3,2,3,2,3,3,4,2,3,3,3,3,3,3,1,60,1,NA,1,1,4,2,3,4,3,3,3,2,3,3,1,60,0,1,Eastern Region,33.833333333333336,0.606766
EPO7FSFVD3YMMMH4M7,1,NA,1,1,1,3,3,3,3,3,3,1,3,3,4,2,2,2,2,1,3,3,1,30,2,3,2,3,2,3,3,3,3,3,3,2,2,3,1,61,0,1,Eastern Region,4,0.606766
EPO7FSGF46X8XT94M2,2,NA,2,4,3,2,3,3,3,3,3,1,4,3,5,4,5,4,4,4,4,4,1,40,2,4,3,3,2,2,4,3,3,3,3,1,3,2,1,46,0,1,Eastern Region,14.166666666666666,0.910064
EPO7FSJJYNWYZ7F4M5,1,NA,4,4,4,3,4,4,4,5,4,4,4,3,5,3,3,4,4,4,4,3,1,20,2,2,3,3,4,4,3,4,3,4,3,4,3,3,1,61,0,1,Central Region,17.166666666666668,1.200592
EPO7FSJMJ5GWD8Q4M2,2,NA,4,4,4,3,3,3,3,3,3,4,4,4,4,2,2,2,2,3,3,4,1,59,1,NA,4,4,3,2,3,2,2,2,2,3,3,3,1,61,0,1,Eastern Region,8,0.606766
EPO7FSJW8QZ9R2V4M4,1,NA,2,4,2,1,5,5,1,3,3,1,5,5,5,5,5,5,5,4,5,5,1,15,2,2,3,3,1,1,2,3,1,2,3,1,3,4,1,57,0,1,Central Region,15.833333333333334,0.936549
EPO7FSJXG2L5F5J4M4,NA,1,4,5,3,1,3,5,4,4,4,3,4,2,5,3,5,4,3,4,5,4,1,50,2,3,3,3,2,2,NA,4,4,3,4,3,3,4,1,64,0,1,Southern Region,26.166666666666668,0.685396
EPO7FSL38X3MDPR4M9,2,NA,3,4,NA,1,4,3,3,3,4,5,5,4,4,2,3,2,2,4,4,4,1,60,1,NA,3,3,4,3,4,4,4,3,4,4,4,4,1,59,0,1,Central Region,6.166666666666667,0.936549
EPO7FSRKSC59WNM4M1,NA,2,4,4,4,2,4,3,3,3,2,4,3,4,5,4,4,4,4,5,5,5,1,20,1,NA,3,3,4,3,4,5,4,4,4,5,5,5,1,53,0,1,Eastern Region,8.833333333333334,0.526809
EPO7FSRMXPWPHHN4M3,2,NA,5,5,5,1,3,5,5,5,5,1,5,5,5,5,5,5,5,2,5,5,1,35,2,2,2,3,5,3,5,5,5,5,5,2,5,5,1,60,0,1,Southern Region,42.666666666666664,0.685396
EPO7FSRSZH552K24M4,1,NA,4,4,4,3,3,3,3,3,3,4,4,4,5,2,3,4,4,4,4,4,1,45,2,12,3,3,5,3,3,3,3,3,3,4,4,4,1,56,0,1,Eastern Region,1.8333333333333333,2.380298
EPO7FSRVL788X234M3,1,NA,4,4,3,2,2,3,2,3,3,4,5,4,4,3,3,3,4,4,4,4,1,45,2,2,1,1,2,3,2,3,3,3,2,3,4,4,1,35,0,1,Western Region,2.1666666666666665,0.409376
EPO7FSRXP7ZKTBV4M9,1,NA,2,2,2,1,1,4,2,2,2,1,3,1,4,2,4,4,3,1,4,1,1,30,2,1,2,3,2,2,2,5,2,4,4,1,4,1,1,64,0,1,Central Region,19.833333333333332,1.200592
EPO7FSRYT6LBSWF4M0,1,NA,4,4,4,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,NA,2,3,1,1,3,3,3,3,3,3,3,3,3,3,1,52,0,1,Eastern Region,8,0.526809
EPO7FSRYWPQ4XVK4M5,1,NA,3,4,3,2,3,3,2,3,2,2,3,3,4,2,3,2,2,2,3,3,2,NA,2,5,3,3,4,2,3,3,3,2,2,2,3,3,1,50,0,1,Southern Region,20.166666666666668,0.907811
EPO7FSRZ64855PH4M3,1,NA,2,4,4,1,2,5,4,2,2,1,4,3,4,3,3,3,3,2,3,2,1,68,2,2,1,1,4,1,2,4,4,4,3,2,4,3,1,42,0,1,Central Region,49.666666666666664,1.478417
EPO7FSSCPDY2WBC4M0,NA,2,3,4,3,2,3,3,3,3,3,NA,4,4,5,5,5,5,5,4,5,5,1,30,2,2,2,3,2,2,3,3,3,3,3,2,3,4,1,55,0,1,Southern Region,17.166666666666668,1.141912
EPO7FSSHL2GZZBS4M7,NA,2,3,4,2,3,4,4,4,4,4,3,4,4,4,3,2,1,3,4,4,4,2,NA,3,NA,2,2,4,2,4,NA,4,4,4,4,4,4,0,48,0,1,Central Region,32.666666666666664,0.784617
EPO7FSSP544BBTN4M4,1,NA,4,4,3,2,3,4,3,3,3,4,4,4,5,5,5,4,5,4,4,4,1,5,3,NA,2,2,3,3,3,3,3,3,3,4,4,4,0,45,0,1,Central Region,24.833333333333332,0.784617
EPO7FSSRK294BJV4M8,NA,2,4,4,4,4,3,4,2,3,3,4,4,4,5,4,4,4,4,4,4,4,1,15,2,24,1,3,4,4,3,4,2,3,2,4,4,4,1,59,0,1,Southern Region,20.166666666666668,1.141912
EPO7FSSS3ZFT6N64M0,1,NA,3,4,3,3,3,4,3,4,4,2,4,4,5,2,4,3,2,2,4,4,1,45,2,6,3,3,3,2,2,4,3,4,4,2,4,4,0,54,0,1,Central Region,19.833333333333332,1.14085
EPO7FSSTFNRQ9FG4M3,NA,2,2,4,2,1,3,2,1,2,1,4,3,4,4,3,4,3,3,3,4,4,1,10,2,1,2,3,4,1,2,3,2,3,1,3,4,4,0,55,0,1,Central Region,6.166666666666667,1.723485
EPO7FSSTWY6L2VQ4M3,1,NA,4,3,5,3,5,4,5,5,5,3,5,5,4,2,4,3,2,4,5,5,1,45,2,3,2,2,4,4,5,5,5,5,5,4,5,5,0,37,0,1,Central Region,25.833333333333332,0.831854
EPO7FSSVP5QLNCJ4M4,NA,1,4,5,5,5,5,3,3,4,4,4,4,3,3,2,3,1,2,3,4,4,2,NA,2,10,1,1,4,4,5,4,5,4,5,4,3,5,1,33,0,1,Central Region,49.666666666666664,0.729002
EPO7FSSXRZMJCLL4M4,1,NA,3,3,3,2,4,3,3,3,3,2,4,3,5,3,5,3,2,4,4,4,1,10,2,1,2,3,2,4,4,4,4,4,4,3,4,4,1,52,0,1,Central Region,3,0.647954
EPO7FSSY8MJT9SF4M2,1,NA,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,1,1,2,6,2,3,4,4,4,4,4,4,4,4,4,4,1,59,0,1,Central Region,25.833333333333332,0.936549
EPO7FST78VW54FG4M9,1,NA,2,2,2,2,4,4,3,NA,5,2,4,3,4,3,4,4,3,3,3,3,1,45,2,4,2,2,4,3,4,5,4,5,5,4,5,4,1,40,0,1,Southern Region,49.166666666666664,1.315534
EPO7FST79KDNXNP4M4,3,NA,3,3,3,3,3,5,3,3,3,5,3,3,3,2,2,2,2,3,3,3,1,15,1,NA,3,3,3,3,3,5,3,4,3,3,3,3,1,60,0,1,Eastern Region,17.333333333333332,0.606766
EPO7FSWJJD8K7CY4M3,1,NA,5,3,3,3,5,3,4,4,2,4,5,4,3,3,4,5,3,2,4,5,2,NA,2,10,3,1,3,4,2,4,5,3,3,5,4,4,1,26,0,1,Eastern Region,33.833333333333336,1.359186
EPO7FSWK7DFK3ZY4M4,NA,2,5,5,5,3,5,5,3,4,4,4,4,5,5,4,4,4,3,4,4,5,1,15,2,1,1,3,4,3,3,4,3,4,4,4,3,5,0,36,0,1,Central Region,21.833333333333332,0.831854
EPO7FSWMLBBZTBZ4M1,NA,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,34,1,NA,2,2,3,3,3,3,3,3,3,3,3,3,1,38,0,1,Eastern Region,6.666666666666667,0.556425
EPO7FSWMRV7RQGN4M9,NA,2,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,1,120,2,1,3,3,4,3,2,5,5,4,5,4,5,5,1,63,0,1,Southern Region,68.5,0.685396
EPO7FSWPC3PQYQC4M1,NA,2,4,4,4,2,4,4,4,4,4,2,4,4,5,3,3,3,3,4,4,4,1,15,2,8,3,3,4,2,4,4,4,4,4,4,4,4,1,52,0,1,Eastern Region,8,0.526809
EPO7FSWQC65M5V24M0,2,NA,3,2,3,2,4,4,4,4,4,4,4,3,5,3,4,3,3,4,4,4,1,15,1,NA,2,2,3,4,3,4,3,4,4,4,4,4,1,59,0,1,Western Region,0,0.6983
