survey_year,age,survey_hazard,"Broadcast
radio","Weather
radio",Television,"Internet
websites","Social
media","Friends,
family","Phone
notifications",Sirens,weightfactor
2018,22,WX,4,4,4,3,3,3,3,4,1.762864
2018,24,WX,2,3,4,4,5,5,3,3,2.49028
2018,22,WX,1,1,4,3,2,3,2,4,1.635886
2018,32,WX,4,5,4,3,3,3,5,5,0.728775
2018,30,WX,3,3,2,3,3,3,2,2,1.735219
2018,43,WX,5,5,5,5,5,5,5,5,1.195416
2018,34,WX,3,3,3,3,3,3,3,3,0.081902
2018,56,WX,4,3,5,2,1,1,2,3,0.543668
2018,57,WX,4,3,4,3,1,3,3,4,0.6983
2018,41,WX,1,1,3,2,1,2,2,4,1.860546
2018,60,WX,4,1,2,4,1,3,3,1,0.382568
2018,50,WX,4,4,4,4,5,5,4,4,1.118096
2018,30,WX,4,4,5,5,5,5,4,5,0.932009
2018,38,WX,3,4,3,5,5,5,5,5,0.556425
2018,22,WX,4,4,4,5,5,5,5,4,1.440857
2018,23,WX,1,1,1,3,4,1,1,5,1.440857
2018,59,WX,3,4,4,3,2,2,3,3,0.487013
2018,24,WX,4,3,3,5,4,3,4,4,1.268101
2018,49,WX,4,2,4,1,1,2,1,3,0.784617
2018,20,WX,2,3,4,3,1,3,4,4,1.440857
2018,76,WX,5,5,5,3,3,3,3,5,0.344325
2018,40,WX,4,4,3,2,2,4,5,5,1.967842
2018,23,WX,4,5,5,4,2,3,4,4,1.268101
2018,20,WX,4,3,3,2,1,3,4,4,1.38715
2018,35,WX,3,4,3,4,2,3,3,3,0.593042
2018,21,WX,3,2,4,3,2,3,1,4,1.440857
2018,47,WX,2,1,5,2,1,1,1,2,1.1993
2018,21,WX,2,4,3,3,4,3,4,4,2.256925
2018,41,WX,5,5,5,4,5,4,5,4,1.252786
2018,68,WX,5,5,5,4,4,1,5,1,0.606184
2018,48,WX,5,4,3,3,1,2,4,5,1.216233
2018,53,WX,4,4,4,3,3,3,3,3,0.782683
2018,34,WX,3,3,5,3,3,2,3,3,1.735219
2018,24,WX,2,2,3,5,3,4,1,4,0.50067
2018,27,WX,1,2,3,4,4,3,3,2,1.092177
2018,21,WX,3,3,4,4,4,3,4,1,1.38715
2018,23,WX,2,2,2,5,2,2,5,4,1.004438
2018,20,WX,1,1,4,3,3,2,4,3,1.440857
2018,21,WX,3,4,4,3,4,5,3,3,1.38715
2018,60,WX,2,1,4,2,2,4,2,5,0.351014
2018,72,WX,4,5,4,4,4,4,4,4,0.296656
2018,58,WX,3,4,4,1,1,1,1,3,0.936549
2018,24,WX,4,4,5,3,4,5,4,4,1.635886
2018,40,WX,4,4,3,3,3,4,4,3,0.761505
2018,32,WX,2,3,4,4,3,3,4,3,0.871758
2018,64,WX,3,3,3,3,3,3,3,3,0.351014
2018,65,WX,4,4,4,4,1,2,4,1,0.606184
2018,66,WX,3,1,3,4,1,1,2,1,0.419244
2018,32,WX,3,1,3,4,1,3,5,3,0.437077
2018,59,WX,4,4,4,3,2,2,4,4,0.6983
2018,54,WX,3,5,3,5,2,1,4,2,0.872126
2018,72,WX,3,3,3,3,2,3,3,3,0.426946
2018,75,WX,1,1,3,1,1,2,3,2,0.798146
2018,56,WX,3,2,1,4,1,3,3,2,1.863194
2018,35,WX,5,5,5,5,5,5,5,5,0.409376
2018,36,WX,5,2,5,4,1,1,5,3,0.831854
2018,31,WX,3,4,1,4,4,4,4,4,0.825444
2018,51,WX,3,3,4,3,2,2,4,2,3.032258
2018,66,WX,4,4,4,3,2,3,4,4,1.066993
2018,63,WX,5,4,5,4,5,4,5,5,0.733478
2018,52,WX,4,4,4,4,4,2,4,4,0.907811
2018,73,WX,1,5,5,1,1,4,4,5,1.048546
2018,37,WX,1,5,2,4,1,4,1,4,0.594824
2018,64,WX,5,5,4,5,3,3,4,3,0.563064
2018,39,WX,3,3,4,3,3,3,3,3,0.594824
2018,55,WX,3,4,5,4,3,3,4,5,1.141912
2018,56,WX,4,4,3,3,1,3,1,4,1.723485
2018,63,WX,4,1,5,4,1,1,1,1,0.606766
2018,70,WX,1,1,4,2,1,1,3,2,0.650287
2018,37,WX,4,5,4,3,4,3,4,5,0.556425
2018,60,WX,5,5,4,3,2,4,4,4,0.685396
2018,73,WX,4,1,5,2,2,3,4,1,1.237124
2018,33,WX,4,4,4,4,3,3,4,4,0.871758
2018,30,WX,4,4,1,3,3,2,4,3,0.871758
2018,60,WX,3,3,5,2,1,4,1,1,2.603815
2018,54,WX,3,3,2,3,3,3,3,2,1.141796
2018,35,WX,5,5,5,5,4,4,5,5,0.594824
2018,62,WX,1,2,4,2,1,2,3,2,0.40699
2018,35,WX,3,4,4,3,3,4,4,3,0.831854
2018,58,WX,4,2,4,2,2,4,4,2,4.291787
2018,60,WX,3,1,4,3,2,3,4,1,1.479317
2018,61,WX,4,5,5,4,4,3,2,5,1.737527
2018,24,WX,3,3,5,3,2,2,3,2,0.742064
2018,64,WX,4,2,4,2,1,3,4,1,1.479317
2018,39,WX,1,1,1,1,1,1,5,1,0.594824
2018,74,WX,5,5,5,4,3,5,5,5,1.237124
2018,43,WX,3,3,3,3,3,3,3,3,0.855611
2018,72,WX,5,5,4,3,1,3,1,5,0.689202
2018,67,WX,3,4,4,4,3,2,2,4,1.066993
2018,52,WX,2,1,2,2,1,1,5,1,0.526809
2018,58,WX,4,4,5,2,2,3,5,3,2.380298
2018,44,WX,3,1,4,4,5,3,3,1,1.124821
2018,27,WX,4,4,4,4,4,4,4,4,0.808382
2018,39,WX,4,4,4,4,4,4,4,4,0.831854
2018,70,WX,4,2,4,2,1,2,3,2,0.616286
2018,59,WX,5,5,5,5,3,4,5,5,3.229491
2018,64,WX,4,3,4,3,2,2,4,5,1.381951
2018,49,WX,4,5,4,4,2,4,5,4,0.824647
2018,62,WX,2,4,4,4,2,4,3,4,1.381951
2018,69,WX,1,3,5,5,1,1,5,1,0.868127
2018,61,WX,3,4,3,3,1,4,3,4,2.603815
2018,54,WX,2,1,4,4,1,2,4,3,1.141796
2018,31,WX,3,4,3,3,5,5,4,5,0.599669
2018,25,WX,3,3,3,3,3,3,3,3,1.359186
2018,64,WX,4,4,3,1,1,2,2,4,1.200592
2018,48,WX,3,5,5,3,3,3,5,4,2.237803
2018,61,WX,1,1,1,2,1,1,1,1,1.381951
2018,51,WX,5,3,3,4,4,4,2,4,1.141796
2018,68,WX,3,3,4,4,2,2,3,4,0.366086
2018,41,WX,1,1,4,5,1,4,5,1,1.124821
2018,49,WX,5,5,5,5,3,3,5,3,2.237803
2018,71,WX,3,3,5,3,1,2,4,4,0.616286
2018,49,WX,1,1,3,3,1,2,2,1,2.237803
2018,36,WX,2,2,3,4,4,3,2,2,0.60111
2018,67,WX,3,4,1,2,2,2,2,2,0.856166
2018,80,WX,5,2,4,3,1,2,3,1,3.101478
2018,57,WX,4,1,5,2,1,3,4,5,1.723485
2018,36,WX,4,4,4,5,5,5,4,3,0.77995
2018,38,WX,3,3,4,4,1,3,4,5,0.60111
2018,48,WX,1,4,4,4,2,2,3,1,2.237803
2018,30,WX,2,2,4,2,4,4,5,2,0.979875
2018,40,WX,5,5,5,5,4,3,4,3,1.478417
2018,23,WX,3,4,4,3,3,4,4,5,0.697575
2018,71,WX,4,4,4,5,3,3,3,5,0.616286
2018,46,WX,3,3,3,3,1,3,3,3,0.824647
2018,29,WX,3,2,1,3,3,2,3,2,0.795696
2018,45,WX,3,2,4,3,1,2,4,5,0.249485
2018,48,WX,2,1,4,4,1,5,3,1,0.701819
2018,53,WX,4,2,4,5,1,1,5,5,1.14085
2018,51,WX,3,5,3,3,3,2,3,3,0.895446
2018,59,WX,3,2,3,3,2,4,3,2,0.739413
2018,71,WX,4,3,4,1,1,1,1,1,0.616286
2018,34,WX,4,4,4,4,4,4,4,4,0.437077
2018,59,WX,4,5,4,5,3,3,3,4,0.6983
2018,62,WX,4,4,4,3,1,3,1,3,1.334472
2018,61,WX,3,4,5,2,2,2,4,1,0.606766
2018,31,WX,4,4,5,5,4,4,4,4,0.437077
2018,30,WX,4,4,4,5,3,2,2,4,0.873136
2018,30,WX,2,2,4,3,3,3,4,2,0.705806
2018,37,WX,1,2,1,2,4,4,2,1,0.97712
2018,52,WX,4,4,4,4,3,3,3,4,0.647954
2018,39,WX,3,5,5,4,5,4,4,4,0.593042
2018,36,WX,3,3,3,3,3,3,3,3,3.824842
2018,27,WX,5,4,4,5,5,5,5,5,1.340258
2018,27,WX,1,1,5,1,1,1,5,1,0.639404
2018,59,WX,4,4,4,2,3,4,4,4,0.739413
2018,67,WX,4,3,4,3,3,3,4,2,0.606184
2018,54,WX,4,5,4,3,2,3,5,5,0.872126
2018,70,WX,5,5,5,2,1,2,2,2,1.048546
2018,51,WX,2,1,4,4,1,3,2,1,1.355645
2018,63,WX,4,5,4,4,1,3,5,5,0.685396
2018,66,WX,1,2,5,2,1,1,1,1,0.965735
2018,37,WX,4,4,3,4,3,3,3,5,0.556425
2018,66,WX,5,5,5,3,3,2,5,5,0.606184
2018,33,WX,3,3,3,3,2,3,3,4,0.599669
2018,72,WX,4,5,5,4,1,3,2,5,1.048546
2018,39,WX,5,4,5,4,3,2,5,5,0.593042
2018,30,WX,5,5,5,3,1,4,5,5,0.871758
2018,49,WX,4,4,4,3,2,2,4,4,0.784617
2018,32,WX,3,3,3,3,3,3,3,3,0.979875
2018,46,WX,1,1,2,3,1,1,1,1,1.216233
2018,52,WX,5,5,5,4,3,4,4,4,0.872126
2018,18,WX,2,3,3,3,3,2,5,4,1.659981
2018,34,WX,3,5,3,3,3,3,4,3,0.437077
2018,40,WX,3,3,4,3,3,3,3,3,1.950459
2018,60,WX,3,4,3,3,4,3,3,3,1.479317
2018,64,WX,3,2,4,4,1,2,2,3,0.563064
2018,23,WX,2,2,2,4,2,4,3,3,0.696005
2018,27,WX,5,5,4,5,1,3,5,4,1.340258
2018,30,WX,1,1,1,1,1,1,1,1,0.617813
2018,26,WX,4,4,4,5,2,3,3,4,2.247887
2018,64,WX,1,3,3,2,1,5,5,3,1.479317
2018,51,WX,3,2,5,1,1,4,2,3,0.647954
2018,22,WX,3,3,3,3,3,3,3,3,0.532774
2018,46,WX,3,1,4,2,1,4,5,1,0.701819
2018,33,WX,4,5,5,4,5,5,5,5,1.106264
2018,52,WX,5,1,5,5,4,4,3,5,3.057307
2018,57,WX,5,5,5,1,1,3,1,5,4.291787
2018,40,WX,5,5,4,5,5,4,4,5,1.352436
2018,23,WX,2,2,2,2,2,1,5,5,0.419227
2018,64,WX,5,5,5,4,4,4,4,5,0.365803
2018,22,WX,5,5,5,4,4,4,4,3,0.419227
2018,53,WX,5,5,5,5,1,2,5,5,0.895446
2018,41,WX,3,3,3,3,1,2,2,3,1.950459
2018,48,WX,2,4,2,4,3,2,4,3,0.496044
2018,52,WX,3,3,3,3,3,3,3,3,1.355645
2018,31,WX,5,4,5,3,1,3,5,5,0.873136
2018,24,WX,2,4,3,3,3,3,4,2,0.419227
2018,22,WX,5,5,1,4,3,3,4,4,0.700394
2018,18,WX,3,3,2,4,2,4,5,1,1.204727
2018,44,WX,4,4,5,5,4,4,4,2,1.352436
2018,29,WX,4,4,4,4,4,5,4,5,0.863296
2018,35,WX,2,1,4,3,4,3,5,3,0.940617
2018,22,WX,5,3,4,3,2,1,2,4,0.50067
2018,21,WX,4,3,4,3,3,4,4,3,0.700394
2018,35,WX,1,1,5,5,5,4,4,5,0.60111
2018,23,WX,2,4,1,4,2,3,2,1,0.419227
2018,23,WX,5,3,3,4,4,4,4,4,0.419227
2018,24,WX,1,1,1,4,4,4,4,1,0.700394
2018,40,WX,4,5,4,4,5,4,4,4,1.252786
2018,22,WX,4,4,3,5,3,4,4,5,0.532774
2018,22,WX,5,4,4,3,4,3,5,2,0.419227
2018,24,WX,4,3,4,3,3,3,4,5,1.820671
2018,20,WX,3,5,3,4,4,2,3,4,0.50067
2018,21,WX,4,4,4,4,3,3,3,3,0.696005
2018,44,WX,2,2,2,3,3,3,4,4,0.918213
2018,64,WX,3,3,4,2,3,3,3,3,1.479317
2018,21,WX,1,1,3,2,1,1,5,1,0.419227
2018,19,WX,3,3,2,3,2,5,3,5,0.549401
2018,48,WX,3,3,5,3,2,2,4,4,1.406679
2018,42,WX,3,4,4,4,4,4,4,3,0.761505
2018,24,WX,5,5,5,5,5,5,5,5,0.50067
2018,23,WX,4,3,5,1,3,3,3,5,0.532774
2018,21,WX,3,4,4,4,3,3,4,4,0.419227
2018,22,WX,4,3,4,3,4,3,5,1,0.50067
2018,67,WX,5,4,5,3,2,3,5,5,0.378701
2018,18,WX,3,3,3,3,3,3,3,3,1.204727
2018,22,WX,2,1,4,2,2,3,5,3,0.50067
2018,32,WX,3,3,3,3,4,3,4,3,1.735219
2018,54,WX,3,3,3,3,3,3,3,3,3.079274
2018,23,WX,3,2,1,4,3,3,4,4,0.532774
2018,23,WX,5,4,5,5,4,4,4,5,0.532774
2018,33,WX,2,2,3,4,4,3,2,1,0.979875
2018,32,WX,3,1,3,2,4,2,3,3,0.825444
2018,30,WX,4,4,4,4,5,3,3,5,1.106264
2018,20,WX,4,4,4,3,5,4,4,4,0.419227
2018,29,WX,2,2,3,2,4,3,4,5,0.639404
2018,70,WX,3,2,3,2,1,2,3,3,1.048546
2018,71,WX,4,4,5,3,2,4,4,5,0.616286
2018,65,WX,3,3,5,1,1,1,5,1,0.868127
2018,68,WX,2,4,3,4,1,3,4,5,0.856166
2018,87,WX,4,4,4,3,2,3,2,3,3.789876
2018,69,WX,5,4,5,1,2,4,1,1,0.856166
2018,66,WX,4,4,4,3,1,3,5,2,0.749774
2018,46,WX,3,3,3,3,3,3,3,3,0.910064
2018,78,WX,2,1,4,2,1,2,1,4,0.999522
2018,73,WX,4,1,5,3,1,3,1,1,0.616286
2018,66,WX,4,4,4,3,2,2,3,2,0.85206
2018,65,WX,3,4,4,4,3,2,4,4,0.606184
2018,66,WX,1,1,4,1,1,1,1,1,0.886161
2018,73,WX,4,4,5,3,1,3,4,1,1.237124
2018,69,WX,3,2,3,1,1,3,3,2,0.606184
2018,87,WX,4,5,5,3,3,3,1,2,3.843788
2018,69,WX,4,2,5,2,1,2,3,2,0.606184
2018,73,WX,2,2,2,1,1,1,3,1,0.616286
2018,74,WX,3,5,4,5,2,3,4,4,1.237124
2018,73,WX,3,4,4,2,1,3,1,2,0.650287
2018,72,WX,5,1,4,2,1,1,3,4,0.650287
2018,62,WX,5,5,4,5,1,1,5,4,0.606766
2018,68,WX,4,5,5,2,1,3,1,4,0.749774
2018,54,WX,1,1,1,1,1,1,1,2,0.647954
2018,76,WX,4,4,4,3,1,3,2,3,1.214573
2018,69,WX,4,4,4,4,2,2,2,1,0.886161
2018,65,WX,2,2,5,1,1,1,3,3,0.898941
2018,81,WX,3,2,5,2,1,2,2,4,2.827575
2018,69,WX,2,5,4,3,1,4,5,5,0.606184
2018,70,WX,5,4,5,4,1,1,4,5,0.650287
2018,83,WX,4,4,4,3,1,2,4,4,4.10193
2018,69,WX,4,4,5,4,2,2,3,1,0.886161
2018,68,WX,4,5,4,1,1,2,5,1,0.606184
2018,76,WX,4,1,4,1,1,1,1,1,0.999522
2018,73,WX,4,4,4,4,1,2,4,4,1.048546
2018,65,WX,3,3,4,1,1,1,4,1,0.749774
2018,67,WX,3,2,4,2,3,4,4,3,0.856166
2018,70,WX,3,1,3,3,1,3,1,1,3.023602
2018,73,WX,1,1,4,4,2,2,5,3,1.194506
2018,75,WX,5,5,5,4,1,3,4,5,0.999522
2018,67,WX,2,4,5,3,1,3,1,3,0.749774
2018,73,WX,4,4,4,3,3,3,4,4,0.616286
2018,69,WX,3,3,5,4,3,4,5,2,0.886161
2018,71,WX,4,5,4,4,1,2,5,3,0.650287
2018,48,WX,3,3,4,2,2,2,2,4,0.905477
2018,65,WX,4,4,4,4,2,2,4,3,0.898941
2018,83,WX,3,3,5,4,3,3,5,4,3.885578
2018,75,WX,4,5,4,5,1,4,4,5,1.214573
2018,66,WX,4,5,4,3,1,3,5,2,0.965735
2018,67,WX,4,4,4,3,1,2,3,4,0.749774
2018,79,WX,4,4,4,2,1,2,2,2,0.803516
2018,66,WX,3,3,3,3,3,3,3,3,0.749774
2018,65,WX,4,3,4,2,2,2,4,4,0.898941
2018,24,WX,4,1,3,4,2,4,4,2,0.532774
2018,69,WX,3,3,4,5,1,3,1,1,0.749774
2018,69,WX,5,5,4,4,2,3,4,5,0.898941
2018,47,WX,4,4,4,4,4,4,4,4,2.237803
2018,70,WX,5,3,5,1,1,2,1,3,0.426946
2018,77,WX,1,5,5,3,1,3,2,2,0.803516
2018,68,WX,4,5,4,1,1,2,4,2,0.965735
2018,65,WX,4,5,3,3,1,2,2,5,0.856166
2018,54,WX,2,1,1,5,1,2,1,4,0.526809
2018,60,WX,4,4,4,1,1,1,1,4,0.606766
2018,23,WX,2,4,5,3,3,3,3,5,0.419227
2018,72,WX,1,1,3,2,1,1,1,1,0.426946
2018,67,WX,3,1,5,2,2,4,2,3,0.868127
2018,74,WX,3,4,4,5,2,4,5,4,1.194506
2018,67,WX,4,1,4,3,1,1,1,1,0.868127
2018,75,WX,3,3,4,3,1,2,2,3,1.08266
2018,58,WX,3,3,4,5,1,1,1,5,0.936549
2018,53,WX,2,3,1,3,1,2,5,4,1.141796
2018,45,WX,2,1,4,1,1,2,1,1,0.910064
2018,35,WX,4,2,5,3,4,3,5,2,1.146316
2018,45,WX,2,4,4,3,1,3,5,1,1.389797
2018,69,WX,1,4,4,3,2,2,4,4,0.856166
2018,75,WX,3,2,5,3,2,3,3,4,1.319781
2018,70,WX,1,3,4,3,1,1,4,1,0.616286
2018,76,WX,3,3,3,3,3,3,3,3,0.803516
2018,71,WX,1,5,4,1,1,3,1,2,0.426946
2018,68,WX,3,2,4,1,1,2,3,2,0.856166
2018,33,WX,4,5,4,3,4,4,4,4,0.599669
2018,79,WX,3,3,3,1,1,1,2,2,0.999522
2018,54,WX,3,4,4,4,3,3,4,4,1.355645
2018,65,WX,4,4,4,3,3,3,3,4,0.886161
2018,65,WX,1,3,5,3,2,3,5,1,1.066993
2018,72,WX,4,4,3,3,1,1,4,1,1.194506
2018,66,WX,5,5,5,5,4,4,5,1,0.419244
2018,81,WX,5,4,5,3,2,3,2,3,2.213713
2018,57,WX,5,4,5,4,1,4,3,3,0.936549
2018,71,WX,2,2,4,2,1,3,4,3,0.419293
2018,68,WX,4,4,5,5,3,3,5,5,0.965735
2018,71,WX,4,5,5,5,3,3,2,5,1.048546
2018,67,WX,3,1,4,4,1,1,2,1,0.606184
2018,65,WX,1,1,5,1,3,5,4,1,0.868127
2018,78,WX,4,4,4,4,2,2,4,3,1.08266
2018,45,WX,2,4,4,3,1,3,3,4,0.910064
2018,79,WX,1,1,5,5,2,5,4,3,1.268377
2018,70,WX,4,3,4,4,1,3,3,1,0.616286
2018,68,WX,1,1,4,3,1,1,5,3,0.868127
2018,66,WX,4,5,5,5,1,4,5,1,0.898941
2018,22,WX,4,4,4,1,1,4,3,1,1.635886
2018,19,WX,4,2,2,3,3,3,3,4,0.549401
2018,20,WX,4,4,4,5,4,4,5,5,0.532774
2018,24,WX,3,4,4,4,3,4,3,3,0.700394
2018,23,WX,1,1,1,3,3,3,3,1,0.50067
2018,46,WX,5,5,4,4,2,1,4,3,0.910064
2018,24,WX,2,1,4,3,4,3,5,5,1.268101
2018,70,WX,4,4,4,3,2,3,4,5,0.426946
2018,66,WX,4,3,3,3,3,4,3,2,0.868127
2018,75,WX,4,3,5,2,1,2,2,1,0.803516
2018,74,WX,4,4,4,1,1,1,1,4,1.048546
2018,77,WX,4,2,4,1,1,1,5,1,0.803516
2018,70,WX,4,4,3,3,2,2,4,4,0.426946
2018,74,WX,3,4,3,3,1,3,4,4,0.426946
2018,75,WX,5,5,5,3,3,3,4,4,1.319781
2018,72,WX,4,3,4,4,1,1,1,1,0.650287
2018,68,WX,4,5,4,4,4,4,4,5,0.749774
2018,62,WX,1,1,5,1,1,1,1,1,1.479317
2018,68,WX,5,5,4,5,4,5,5,5,1.066993
2018,66,WX,4,3,3,1,1,3,4,4,0.965735
2018,70,WX,1,1,5,1,1,1,2,1,0.616286
2018,70,WX,1,1,5,1,1,1,2,3,0.689202
2018,33,WX,3,3,3,4,3,3,3,3,0.617813
2018,48,WX,3,3,5,1,1,3,2,1,1.389797
2018,26,WX,3,2,4,3,2,3,3,3,0.795696
2018,56,WX,5,5,5,4,3,4,4,5,1.863194
2018,67,WX,5,5,5,5,1,1,5,2,0.856166
2018,71,WX,3,2,5,2,1,1,5,5,0.689202
2018,73,WX,4,4,4,4,2,3,4,4,0.426946
2018,79,WX,2,2,4,1,1,4,1,1,0.798146
2018,75,WX,2,2,3,2,1,2,3,2,0.999522
2018,64,WX,4,5,4,3,2,3,3,4,0.739344
2018,78,WX,3,4,3,3,2,2,4,4,0.803516
2018,37,WX,3,5,4,5,2,3,4,4,0.409376
2018,70,WX,4,5,5,5,4,4,5,5,1.237124
2018,59,WX,4,5,5,3,1,2,3,5,1.863194
2018,66,WX,3,4,5,3,1,3,5,5,0.749774
2018,33,WX,2,1,3,1,1,2,4,3,0.599669
2018,76,WX,4,5,5,3,1,3,4,5,0.999522
2018,82,WX,3,1,3,1,1,1,3,1,1.973973
2018,84,WX,5,5,5,1,1,3,1,5,2.213713
2018,55,WX,3,1,4,4,3,1,4,3,1.863194
2018,65,WX,3,2,3,4,1,3,3,3,0.749774
2018,30,WX,2,3,2,3,3,4,4,3,0.871758
2018,47,WX,4,3,4,3,2,4,4,1,1.389797
2018,76,WX,4,3,3,3,1,3,2,1,1.319781
2018,36,WX,2,1,4,5,5,3,4,1,0.97712
2018,26,WX,3,4,3,3,3,3,3,4,0.808382
2018,70,WX,1,1,5,1,1,1,1,1,1.237124
2018,76,WX,2,2,3,3,1,2,5,3,0.803516
2018,39,WX,4,4,4,3,3,3,5,2,0.594824
2018,69,WX,3,5,4,2,1,3,5,1,0.868127
2018,75,WX,2,2,4,3,1,2,2,3,1.08266
2018,63,WX,4,4,4,4,2,4,3,4,1.479317
2018,54,WX,3,4,4,3,1,2,3,1,0.526809
2018,30,WX,3,4,3,4,4,4,5,3,1.106264
2018,41,WX,4,4,5,5,4,5,5,4,0.983664
2018,72,WX,1,4,4,2,1,1,5,1,1.237124
2018,50,WX,2,4,4,4,2,3,3,4,0.907811
2018,61,WX,4,3,4,4,2,3,4,1,0.685396
2018,45,WX,3,3,4,3,2,4,4,4,0.784617
2018,76,WX,4,5,4,2,1,3,4,4,0.798146
2018,71,WX,2,1,5,1,1,2,4,3,0.650287
2018,37,WX,3,1,3,3,3,1,1,3,0.594824
2018,35,WX,4,4,4,4,4,4,4,4,0.409376
2018,75,WX,1,1,4,1,1,3,2,1,3.733763
2018,32,WX,3,4,3,3,3,4,3,3,1.106264
2018,36,WX,4,4,3,3,4,1,4,4,0.97712
2018,73,WX,3,3,3,4,1,2,3,3,0.616286
2018,78,WX,3,4,3,3,2,2,4,3,1.214573
2018,41,WX,4,4,4,4,4,4,4,4,0.918213
2018,32,WX,3,3,4,3,3,3,4,3,0.705806
2018,73,WX,2,1,4,4,1,1,1,2,0.616286
2018,62,WX,5,2,5,2,1,3,5,5,1.737527
2018,61,WX,1,1,4,1,1,2,2,3,1.200592
2018,35,WX,3,3,4,4,4,3,3,4,0.556425
2018,65,WX,5,4,5,1,2,4,3,4,1.066993
2018,34,WX,5,4,5,5,5,5,5,5,0.729002
2018,67,WX,5,5,5,5,3,3,2,2,0.856166
2018,63,WX,1,2,4,3,1,2,3,4,1.737527
2018,66,WX,1,2,3,1,1,2,5,3,0.898941
2018,35,WX,4,4,4,5,5,5,5,4,0.97712
2018,34,WX,4,4,4,4,4,3,4,4,0.599669
2018,71,WX,3,3,4,4,2,3,3,5,0.650287
2018,34,WX,4,4,4,4,4,4,4,4,0.437077
2018,44,WX,3,3,3,3,3,3,3,3,1.124821
2018,37,WX,2,5,4,4,2,2,5,5,1.378121
2018,36,WX,4,4,4,4,5,5,5,5,0.409376
2018,65,WX,4,2,4,4,3,2,2,4,0.856166
2018,61,WX,4,3,3,3,1,2,4,3,0.685396
2018,70,WX,2,4,4,5,1,2,4,2,0.426946
2018,70,WX,3,3,3,2,2,3,3,3,0.616286
2018,57,WX,3,5,5,5,1,1,5,5,4.291787
2018,78,WX,5,5,5,2,2,3,3,5,1.268377
2018,75,WX,4,4,4,3,2,4,4,4,1.319781
2018,77,WX,5,5,5,5,5,3,4,5,0.803516
2018,45,WX,2,4,5,4,1,1,5,5,0.784617
2018,76,WX,4,4,4,4,2,3,3,3,1.08266
2018,63,WX,2,2,4,1,1,3,4,3,0.606766
2018,75,WX,4,5,5,5,3,3,5,4,3.733763
2018,70,WX,4,1,4,1,1,1,1,4,1.048546
2018,62,WX,3,4,2,4,1,3,1,1,1.381951
2018,82,WX,1,1,4,3,2,2,4,4,2.213713
2018,52,WX,3,3,3,3,3,3,3,3,1.355645
2018,70,WX,3,3,4,4,2,3,4,2,1.048546
2018,48,WX,2,5,1,2,1,1,5,1,1.389797
2018,64,WX,5,1,5,1,1,3,1,3,1.737527
2018,60,WX,4,2,5,3,3,3,5,2,2.603815
2018,48,WX,3,4,5,3,2,2,3,3,1.216233
2018,66,WX,4,4,4,3,3,3,3,3,0.898941
2018,68,WX,3,4,4,4,2,3,4,5,0.868127
2018,71,WX,4,5,4,3,2,3,4,4,0.616286
2018,65,WX,3,3,3,3,3,3,3,3,0.886161
2018,69,WX,5,5,4,4,1,3,5,4,0.606184
2018,52,WX,3,5,4,5,2,3,4,4,0.647954
2018,75,WX,2,5,5,5,1,2,5,1,0.999522
2018,67,WX,1,1,4,3,1,1,1,1,1.066993
2018,72,WX,4,5,4,1,2,3,4,5,1.194506
2018,72,WX,5,5,4,4,3,3,4,5,3.023602
2018,65,WX,4,5,4,3,2,2,5,2,0.606184
2018,36,WX,5,5,4,5,5,5,5,4,0.556425
2018,50,WX,3,3,3,1,1,3,3,1,1.355645
2018,65,WX,1,5,3,5,1,3,1,4,0.749774
2018,76,WX,4,5,5,1,1,2,1,1,1.268377
2018,75,WX,3,1,3,2,1,1,5,5,1.214573
2018,67,WX,3,2,3,1,1,2,3,1,0.898941
2018,51,WX,3,4,3,4,1,1,4,3,1.355645
2018,70,WX,3,4,4,2,2,3,3,4,0.650287
2018,53,WX,4,4,4,4,1,2,5,3,1.14085
2018,81,WX,2,2,4,3,1,3,4,5,2.213713
2018,66,WX,3,2,5,3,1,2,5,3,0.868127
2018,75,WX,3,3,2,1,2,1,3,2,1.08266
2018,74,WX,3,4,3,4,1,4,1,2,0.689202
2018,66,WX,3,4,3,3,1,2,4,4,0.965735
2018,69,WX,4,4,5,4,2,3,5,4,0.749774
2018,71,WX,4,4,4,3,3,3,3,4,0.689202
2018,77,WX,5,5,5,1,1,1,1,5,1.319781
2018,68,WX,2,1,3,1,1,1,1,2,0.749774
2018,68,WX,4,4,4,3,3,2,4,5,0.886161
2018,47,WX,2,2,3,5,1,2,3,1,1.216233
2018,80,WX,3,3,5,1,1,3,2,5,3.998002
2018,73,WX,2,1,5,4,1,2,3,3,0.650287
2018,66,WX,4,2,5,2,1,2,3,3,0.965735
2018,84,WX,4,1,4,4,1,3,4,3,1.973973
2018,35,WX,4,4,4,4,4,4,3,4,0.409376
2018,68,WX,4,4,4,1,1,4,1,4,0.749774
2018,27,WX,2,5,5,4,2,4,4,1,0.808382
2018,70,WX,3,5,4,3,2,3,2,1,1.194506
2018,68,WX,4,4,4,4,4,2,4,4,0.898941
2018,68,WX,5,2,5,2,1,1,3,3,0.898941
2018,35,WX,4,4,5,5,4,4,5,4,0.409376
2018,68,WX,4,2,4,4,4,2,5,2,0.856166
2018,55,WX,4,3,3,2,1,2,2,1,2.380298
