CWA,MALE,AGE_GROUP,HISP,RACE_GROUP,DEMGRP_POP,TOT_POP,DEMGRP_PROP,CWA_REGION,COLD,FIRE,FLOOD,HEAT,HURR,SNOW,TORN,DROUGHT
ABQ,1,2,0,1,99900,1299999,0.07684621295862536,SR,-0.2500987002801443,0.3951045915319978,0.5448997990574846,-0.3936193271027851,-0.5130928251706659,0.7857338053347575,-0.10553495291806639,1.9549508631714698
ABQ,1,2,0,2,5664,1299999,0.004356926428404945,SR,-0.2500987002801443,0.3951045915319978,0.5448997990574846,-0.3936193271027851,-0.5130928251706659,0.7857338053347575,-0.10553495291806639,1.9549508631714698
ABQ,1,2,0,3,31599,1299999,0.024306941774570597,SR,-0.2500987002801443,0.3951045915319978,0.5448997990574846,-0.3936193271027851,-0.5130928251706659,0.7857338053347575,-0.10553495291806639,1.9549508631714698
ABQ,1,2,1,1,102812,1299999,0.0790862146817036,SR,-0.2500987002801443,0.3951045915319978,0.5448997990574846,-0.3936193271027851,-0.5130928251706659,0.7857338053347575,-0.10553495291806639,1.9549508631714698
ABQ,1,2,1,2,1208,1299999,9.292314840242185e-4,SR,-0.2500987002801443,0.3951045915319978,0.5448997990574846,-0.3936193271027851,-0.5130928251706659,0.7857338053347575,-0.10553495291806639,1.9549508631714698
ABQ,1,2,1,3,6966,1299999,0.0053584656603582,SR,-0.2500987002801443,0.3951045915319978,0.5448997990574846,-0.3936193271027851,-0.5130928251706659,0.7857338053347575,-0.10553495291806639,1.9549508631714698
ABQ,1,3,0,1,98905,1299999,0.07608082775448288,SR,-0.2500987002801443,0.3951045915319978,0.5448997990574846,-0.3936193271027851,-0.5130928251706659,0.7857338053347575,-0.10553495291806639,1.9549508631714698
ABQ,1,3,0,2,2824,1299999,0.002172309363314895,SR,-0.2500987002801443,0.3951045915319978,0.5448997990574846,-0.3936193271027851,-0.5130928251706659,0.7857338053347575,-0.10553495291806639,1.9549508631714698
ABQ,1,3,0,3,13736,1299999,0.010566161973970749,SR,-0.2500987002801443,0.3951045915319978,0.5448997990574846,-0.3936193271027851,-0.5130928251706659,0.7857338053347575,-0.10553495291806639,1.9549508631714698
ABQ,1,3,1,1,51471,1299999,0.03959310737931337,SR,-0.2500987002801443,0.3951045915319978,0.5448997990574846,-0.3936193271027851,-0.5130928251706659,0.7857338053347575,-0.10553495291806639,1.9549508631714698
ABQ,1,3,1,2,270,1299999,2.076924674557442e-4,SR,-0.2500987002801443,0.3951045915319978,0.5448997990574846,-0.3936193271027851,-0.5130928251706659,0.7857338053347575,-0.10553495291806639,1.9549508631714698
ABQ,1,3,1,3,2426,1299999,0.001866155281657909,SR,-0.2500987002801443,0.3951045915319978,0.5448997990574846,-0.3936193271027851,-0.5130928251706659,0.7857338053347575,-0.10553495291806639,1.9549508631714698
ABR,0,1,0,1,16309,146533,0.11129916128107661,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,1,0,2,168,146533,0.0011464994233380877,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,1,0,3,4027,146533,0.027481864153467137,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,1,1,1,491,146533,0.003350781052732149,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,1,1,2,6,146533,4.094640797636027e-5,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,1,1,3,175,146533,0.0011942702326438414,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,2,0,1,23676,146533,0.16157452587471763,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,2,0,2,126,146533,8.598745675035658e-4,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,2,0,3,3227,146533,0.022022343089952434,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,2,1,1,363,146533,0.0024772576825697968,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,2,1,2,15,146533,1.0236601994090069e-4,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,2,1,3,87,146533,5.93722915657224e-4,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,3,0,1,23072,146533,0.15745258747176405,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,3,0,2,93,146533,6.346693236335843e-4,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,3,0,3,1396,146533,0.009526864255833156,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,3,1,1,169,146533,0.001153323824667481,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,3,1,2,6,146533,4.094640797636027e-5,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,0,3,1,3,26,146533,1.7743443456422786e-4,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,1,0,1,17649,146533,0.12044385906246374,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,1,0,2,366,146533,0.002497730886557977,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,1,0,3,3894,146533,0.026574218776657818,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,1,1,1,706,146533,0.004818027338551726,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,1,1,2,42,146533,2.8662485583452193e-4,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,1,1,3,235,146533,0.001603734312407444,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,2,0,1,24240,146533,0.1654234882244955,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,2,0,2,273,146533,0.0018630615629243925,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,2,0,3,2847,146533,0.01942907058478295,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,2,1,1,621,146533,0.004237953225553289,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,2,1,2,29,146533,1.9790763855240799e-4,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,2,1,3,136,146533,9.281185807974995e-4,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,3,0,1,20781,146533,0.1418178840261238,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,3,0,2,113,146533,7.711573502214518e-4,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,3,0,3,1056,146533,0.007206567803839408,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,3,1,1,95,146533,6.48318126292371e-4,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,3,1,2,0,146533,0,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
ABR,1,3,1,3,18,146533,1.228392239290808e-4,CR,1.9168403881611062,-0.3576604919484107,-0.1970471742911856,-0.3936193271027851,-0.5130928251706659,-0.09460305476336975,-0.07070103838846677,0.7257614813901122
AKQ,0,1,0,1,261680,3039914,0.08608138256542784,ER,-0.766036578480442,-0.5703984503233087,-0.3781523410140894,-0.460401614087873,0.9114943129502416,-0.3024603689532052,0.538892465879526,-0.7264854329924959
AKQ,0,1,0,2,171497,3039914,0.05641508279510539,ER,-0.766036578480442,-0.5703984503233087,-0.3781523410140894,-0.460401614087873,0.9114943129502416,-0.3024603689532052,0.538892465879526,-0.7264854329924959
AKQ,0,1,0,3,37797,3039914,0.01243357542351527,ER,-0.766036578480442,-0.5703984503233087,-0.3781523410140894,-0.460401614087873,0.9114943129502416,-0.3024603689532052,0.538892465879526,-0.7264854329924959
AKQ,0,1,1,1,26611,3039914,0.008753866063316264,ER,-0.766036578480442,-0.5703984503233087,-0.3781523410140894,-0.460401614087873,0.9114943129502416,-0.3024603689532052,0.538892465879526,-0.7264854329924959
AKQ,0,1,1,2,5766,3039914,0.0018967641847762798,ER,-0.766036578480442,-0.5703984503233087,-0.3781523410140894,-0.460401614087873,0.9114943129502416,-0.3024603689532052,0.538892465879526,-0.7264854329924959
AKQ,0,1,1,3,3984,3039914,0.001310563390938033,ER,-0.766036578480442,-0.5703984503233087,-0.3781523410140894,-0.460401614087873,0.9114943129502416,-0.3024603689532052,0.538892465879526,-0.7264854329924959
AKQ,0,2,0,1,356020,3039914,0.11711515523136509,ER,-0.766036578480442,-0.5703984503233087,-0.3781523410140894,-0.460401614087873,0.9114943129502416,-0.3024603689532052,0.538892465879526,-0.7264854329924959
AKQ,0,2,0,2,193804,3039914,0.0637531193316653,ER,-0.766036578480442,-0.5703984503233087,-0.3781523410140894,-0.460401614087873,0.9114943129502416,-0.3024603689532052,0.538892465879526,-0.7264854329924959
AKQ,0,2,0,3,36216,3039914,0.011913494921237904,ER,-0.766036578480442,-0.5703984503233087,-0.3781523410140894,-0.460401614087873,0.9114943129502416,-0.3024603689532052,0.538892465879526,-0.7264854329924959
AKQ,0,2,1,1,22205,3039914,0.007304482955767828,ER,-0.766036578480442,-0.5703984503233087,-0.3781523410140894,-0.460401614087873,0.9114943129502416,-0.3024603689532052,0.538892465879526,-0.7264854329924959
