age,gend,hisp,race,nws_region,spc_rand,spc_risk_perc,spc_resp_perc,cointoss,bigbucks,acme_pub,choir,fiveside,sixside,mushroom
66,0,0,1,Eastern Region,A 5% CHANCE,3,10,500,10,1,20,25,40,2
18,0,0,1,Southern Region,A MODERATE RISK (30% CHANCE),65,85,500,10,1,20,30,11.7,20
68,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,60,10,500,100,10,60,5,40,5
67,0,0,1,Central Region,A MODERATE RISK,5,5,700,10,5,40,30,45,20
68,0,0,2,Central Region,AN ENHANCED RISK,100,100,600,25,10,15,5,30,20
69,0,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),60,70,500,100,0.0001,0.25,50,20,10
70,0,0,1,Central Region,A SLIGHT RISK (5% CHANCE),20,80,500,1,1,20,35,50,10
65,0,0,1,Central Region,A LEVEL 4 of 5 RISK,50,0,500,1,0,75,3,5,10
73,0,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),75,50,1000,3,1,30,50,50,50
72,0,0,1,Western Region,A SLIGHT RISK (5% CHANCE),5,5,500,1,1,25,25,5,20
68,1,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),60,0,500,10,0.001,60,30,20,20
77,0,0,1,Southern Region,AN LEVEL 3 of 5 RISK,100,80,50,1,1,10,20,25,2
67,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,50,75,500,10,10,30,50,50,20
71,0,0,1,Southern Region,A 5% CHANCE,10,20,750,125,1,40,30,22,10
70,0,0,1,Central Region,A SLIGHT RISK,20,50,500,10,1,20,30,50,5
65,0,0,1,Eastern Region,A 30% CHANCE,100,100,500,10,10,25,50,2,10
22,1,0,1,Eastern Region,AN ENHANCED RISK,100,100,500,10,0.1,5,25,12,4
74,1,0,1,Southern Region,AN ENHANCED RISK,100,100,500,100,1,5,1,6,75
73,0,0,1,Western Region,A 5% CHANCE,25,25,50,1,1,25,3,70,20
19,0,0,1,Eastern Region,A MODERATE RISK,50,100,500,150,100,40,15,20,15
20,0,0,2,Southern Region,A LEVEL 4 of 5 RISK,78,22,450,10,0.001,35,2,55,20
22,0,0,2,Southern Region,A SLIGHT RISK (5% CHANCE),80,80,50,488,13,23,5,65,10
74,0,0,1,Eastern Region,AN ENHANCED RISK,40,50,600,90,1,10,25,12,5
22,0,0,1,Southern Region,A SLIGHT RISK,5,20,630,2,1,15,20,10,12
73,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,75,90,500,10,10,10,0,35,20
22,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),45,99,275,5,5,7,5,6,5
83,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),20,50,300,15,30,20,3,1,5
74,0,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,100,100,500,10,0.1,15,30,20,4
77,0,0,1,Central Region,AN 15% CHANCE,15,0,500,1,1,1,25,70,50
65,0,0,1,Southern Region,A LEVEL 4 of 5 RISK,90,90,50,10,100,25,35,50,10
65,0,0,1,Central Region,AN LEVEL 3 of 5 RISK,50,50,15,1,5,40,25,10,10
69,0,0,1,Eastern Region,A MODERATE RISK,50,75,750,10,10,10,5,20,15
19,0,0,2,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),55,44,50,100,10,10,2,50,50
73,0,0,1,Central Region,A 30% CHANCE,10,1,500,10,1,40,50,35,20
18,1,1,1,Southern Region,A 30% CHANCE,50,65,600,5,1,3,10,10,15
71,1,0,1,Eastern Region,A SLIGHT RISK,50,30,500,10,0.001,20,35,22,15
23,0,0,4,Southern Region,A 30% CHANCE,100,100,20,10,20,0.25,0.6,0.5,80
75,1,0,4,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),60,50,600,30,40,40,3,10,20
79,1,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),30,40,500,10,0.001,20,30,24,1
25,1,1,1,Southern Region,A MODERATE RISK (30% CHANCE),30,50,500,10,10,30,30,40,40
69,1,0,1,Western Region,A 5% CHANCE,65,75,500,10,0.1,25,30,10,75
74,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,5,10,500,10,0.1,10,30,20,50
52,1,0,1,Eastern Region,A 5% CHANCE,10,10,500,10,1,10,3,14,20
33,0,0,1,Southern Region,A LEVEL 4 of 5 RISK,3,3,3,3,3,34,45,3,3
70,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,60,70,500,10,0.1,25,30,20,20
66,1,0,1,Southern Region,A MODERATE RISK (30% CHANCE),10,5,350,10,0.1,30,3,5,0
66,1,1,7,Western Region,AN ENHANCED RISK,50,80,500,100,0.1,5,50,10,20
23,1,0,1,Western Region,A 5% CHANCE,40,60,500,10,1,30,5,40,70
68,1,0,1,Eastern Region,A SLIGHT RISK,30,10,500,10,1,10,20,45,20
69,1,0,1,Southern Region,A LEVEL 4 of 5 RISK,60,40,500,100,10,45,20,20,50
71,1,0,1,Southern Region,A 5% CHANCE,0,0,400,10,1,1,25,40,80
67,1,0,1,Eastern Region,A MODERATE RISK,20,35,500,10,0.001,10,30,21,5
73,1,0,1,Central Region,A LEVEL 4 of 5 RISK,0,0,500,10,10,50,9,6,10
75,1,0,1,Southern Region,AN 15% CHANCE,25,0,556,10,10,10,30,28,4
75,1,0,1,Eastern Region,A MODERATE RISK,75,50,500,10,1,10,1,35,25
67,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),10,10,50,30,1,10,10,40,20
66,1,0,1,Southern Region,A 5% CHANCE,0,0,500,50,1,40,25,25,20
69,1,0,1,Southern Region,A 30% CHANCE,30,60,500,10,1,10,30,23,80
25,1,0,1,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),89,95,500,300,40,45,5,12,5
72,1,0,1,Western Region,A LEVEL 2 of 5 RISK,20,0,500,10,1,25,30,3,60
73,1,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),0,0,500,1,1,10,50,25,5
66,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,80,90,700,70,4,66,20,25,20
70,1,0,1,Western Region,AN ENHANCED RISK (15% CHANCE),25,0,500,10,0.01,25,35,25,15
74,1,0,1,Eastern Region,AN 15% CHANCE,50,90,500,10,0.1,25,30,20,50
73,1,0,1,Western Region,AN ENHANCED RISK,70,50,500,10,0.01,20,45,42,20
70,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,80,50,550,10,1,1,5,11,10
20,1,0,2,Southern Region,A LEVEL 4 of 5 RISK,50,50,67,3,5,50,4,68,45
18,1,1,7,Southern Region,A 5% CHANCE,5,0,510,10,0.01,50,25,12,2
71,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),30,80,500,10,1,60,19,20,20
67,1,0,1,Eastern Region,A 5% CHANCE,5,0,500,100,100,40,40,6,20
19,1,1,5,Central Region,A 30% CHANCE,65,25,525,1,1,10,35,20,15
65,1,0,1,Eastern Region,AN 15% CHANCE,10,5,40,1,1,20,50,35,25
68,1,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),30,50,400,100,1,59,20,30,20
70,1,0,1,Western Region,A LEVEL 2 of 5 RISK,90,75,50,100,1,20,10,12,4
67,1,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),10,10,500,10,0.01,3,30,24,12
22,1,1,1,Southern Region,A SLIGHT RISK,60,70,500,10,0.1,25,25,20,10
73,1,0,1,Central Region,AN 15% CHANCE,25,15,500,10,0.1,10,30,20,4
69,1,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),60,30,500,10,1,40,50,35,15
21,0,0,1,Western Region,A SLIGHT RISK,1,55,3,3,8,7,5,7,6.5
72,1,0,1,Southern Region,A MODERATE RISK (30% CHANCE),50,25,500,10,0.01,10,25,16,20
65,1,0,1,Eastern Region,A SLIGHT RISK,0,0,500,19,0.1,0.6,25,70,60
78,1,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),10,10,500,10,1,60,30,22,30
73,1,0,1,Southern Region,A 30% CHANCE,50,75,500,10,10,40,30,35,10
86,1,0,1,Southern Region,A 5% CHANCE,5,5,500,2,1,5,45,57,20
27,1,0,2,Central Region,A SLIGHT RISK (5% CHANCE),100,100,100,0,20,100,50,6,50
69,1,0,1,Eastern Region,A SLIGHT RISK,75,75,500,1,0.01,33,10,23,10
66,1,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),40,65,500,10,0.1,33,30,10,4
67,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),80,50,500,10,1,30,25,15,25
20,1,1,5,Southern Region,A LEVEL 4 of 5 RISK,20,30,50,5,50,50,3,5,30
43,1,0,1,Southern Region,A LEVEL 4 of 5 RISK,100,100,100,100,100,100,50,8,30
68,1,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),80,80,500,10,0.1,2.5,25,21,20
70,1,0,1,Central Region,A 30% CHANCE,80,100,643,100,1,30,3,3,20
74,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,1,100,100,25,1,10,20
71,1,0,1,Western Region,A LEVEL 2 of 5 RISK,75,80,500,100,1,50,40,60,20
65,1,0,1,Western Region,AN ENHANCED RISK,31,83,501,10,0.1,40,30,28,80
19,1,0,2,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),5,1,7,39,27,18,19,20,19
70,1,0,1,Central Region,A SLIGHT RISK,25,50,500,100,100,60,50,10,5
65,1,0,1,Southern Region,AN 15% CHANCE,40,50,700,1,2,100,10,20,20
78,1,0,5,Central Region,A MODERATE RISK,80,80,500,10,1,20,30,35,20
33,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),38,50,288,2,5,7,9,3,8
68,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,80,95,500,1.2,100,45,25,12,25
28,1,1,7,Southern Region,AN LEVEL 3 of 5 RISK,70,100,500,10,1,5,20,10,45
70,1,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),50,50,500,10,0.1,40,30,12,10
69,1,0,2,Eastern Region,A LEVEL 4 of 5 RISK,100,80,400,100,10,40,25,33,10
72,1,0,1,Central Region,A 30% CHANCE,1,1,500,1,100,30,25,60,0.2
65,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),20,50,500,10,0,25,30,20,8
68,1,0,1,Central Region,A MODERATE RISK (30% CHANCE),10,0,500,10,0.1,25,30,35,10
70,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),75,75,500,10,1,33,25,70,10
23,1,1,7,Central Region,AN 15% CHANCE,35,78,645,100,30,33,45,4,32
71,1,0,7,Central Region,AN ENHANCED RISK (15% CHANCE),5,1,500,10,0.1,25,30,20,4
70,1,0,1,Western Region,A MODERATE RISK (30% CHANCE),40,30,500,10,0.01,10,25,35,0.2
72,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),50,0,60,100,1,75,40,35,25
73,1,0,1,Southern Region,A 30% CHANCE,25,20,500,10,0.001,14,30,21,4
68,1,0,1,Southern Region,A LEVEL 4 of 5 RISK,25,5,500,10,0.1,25,30,20,8
68,1,0,1,Central Region,A SLIGHT RISK (5% CHANCE),60,50,700,10,1,10,30,35,15
76,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,60,90,100,100,1,1,3,59,50
67,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),99,100,500,10,0.1,33,30,23,80
76,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,85,60,480,10,0.01,25,30,12,80
22,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,7,99,8,3,100,98,46,32,100
22,1,0,2,Southern Region,A LEVEL 4 of 5 RISK,50,67,500,50,55,67,8,65,56
78,1,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),50,50,500,10,1,5,5,7,20
19,0,0,1,Southern Region,A LEVEL 2 of 5 RISK,70,100,500,10,0.1,40,30,12,20
67,1,0,1,Southern Region,A 30% CHANCE,75,75,500,1,1,60,3,20,25
73,1,0,1,Western Region,A LEVEL 4 of 5 RISK,15,12,500,2,2,22,48,29,33
26,1,1,2,Eastern Region,A MODERATE RISK (30% CHANCE),100,100,100,100,100,100,5,70,100
78,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,50,80,500,10,0.1,40,30,23,50
23,1,0,1,Central Region,AN LEVEL 3 of 5 RISK,0,0,0,0,0,0,0,0,0
69,1,0,1,Central Region,A SLIGHT RISK,10,15,500,10,0.01,40,30,23,4
74,1,1,1,Southern Region,AN LEVEL 3 of 5 RISK,75,50,50,10,0.1,20,30,20,95
65,1,1,1,Western Region,A SLIGHT RISK (5% CHANCE),85,90,600,10,2,2,2,3,5
19,1,0,2,Eastern Region,A MODERATE RISK,20,70,100,20,10,10,5,40,10
23,1,0,2,Eastern Region,AN LEVEL 3 of 5 RISK,0,0,0,0,0,5,25,12,5
71,1,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),50,65,500,475,1,25,25,45,5
20,1,1,3,Western Region,A LEVEL 2 of 5 RISK,40,40,600,10,0.1,30,22,19,4
21,1,1,2,Southern Region,A 30% CHANCE,30,10,500,10,1,10,30,22,30
68,1,0,1,Eastern Region,A SLIGHT RISK,85,75,9,10,10,25,50,6,20
71,1,1,1,Central Region,A 30% CHANCE,10,0,500,10,10,0.25,30,20,5
67,1,0,1,Southern Region,A 5% CHANCE,80,80,500,100,0.01,50,3,10,10
75,1,0,1,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),0,0,500,10,0.001,33,25,20,18
68,1,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),50,50,100,10,100,100,50,70,50
65,1,0,1,Western Region,A MODERATE RISK (30% CHANCE),0,0,500,10,1,33,5,17,10
65,1,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),90,90,500,10,0.1,30,30,35,10
66,1,0,1,Eastern Region,A 30% CHANCE,95,95,500,10,0.1,10,5,28,5
72,1,0,2,Western Region,AN LEVEL 3 of 5 RISK,100,100,500,100,1,40,25,35,25
20,1,0,2,Eastern Region,A LEVEL 4 of 5 RISK,65,75,500,100,10,25,25,35,1
23,1,1,4,Western Region,A LEVEL 4 of 5 RISK,80,75,500,100,0.01,10,5,25,15
69,1,0,1,Western Region,AN ENHANCED RISK (15% CHANCE),20,40,500,10,0.001,25,30,20,75
67,1,0,1,Western Region,A SLIGHT RISK (5% CHANCE),5,5,500,10,0.1,10,30,23,50
24,1,0,1,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),3,50,500,1,50,80,5,6,20
19,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,60,100,500,10,0.1,10,30,23,23
68,1,1,1,Western Region,A MODERATE RISK (30% CHANCE),50,50,500,10,0.1,10,35,65,20
67,1,0,2,Western Region,A MODERATE RISK (30% CHANCE),50,60,500,10,0.01,0.35,1,15,8
72,1,0,1,Western Region,AN LEVEL 3 of 5 RISK,10,10,500,10,0.1,25,30,20,80
77,1,0,1,Eastern Region,AN 15% CHANCE,20,0,500,10,0.1,25,30,23,7.5
68,1,1,1,Southern Region,A SLIGHT RISK,50,50,750,50,55,80,40,20,35
66,1,0,1,Western Region,A 30% CHANCE,35,75,500,1,1,10,35,7,5
97,1,0,5,Eastern Region,A LEVEL 2 of 5 RISK,100,100,500,10,1,5,3,5,5
18,1,1,7,Eastern Region,A SLIGHT RISK,25,50,500,100,0.001,6,6,5,5
67,1,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),15,90,500,10,0.1,25,30,20,40
32,1,0,4,Eastern Region,A LEVEL 2 of 5 RISK,100,100,50,1,20,25,10,35,4
65,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),10,0,500,10,0.001,30,15,20,5
73,1,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),5,5,500,10,0.001,25,30,20,80
65,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,50,30,40,30,25,20,20,25,15
67,1,0,2,Southern Region,AN ENHANCED RISK,50,50,500,10,1,1,50,40,10
69,1,0,1,Western Region,A 5% CHANCE,40,50,40,10,1,10,40,35,20
72,1,0,1,Eastern Region,A 5% CHANCE,10,10,500,10,0.1,0.3,25,2,20
66,1,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),60,80,500,10,5,70,25,20,5
78,1,0,1,Western Region,A LEVEL 4 of 5 RISK,100,100,0,1,1,25,5,3,10
69,1,0,1,Eastern Region,AN ENHANCED RISK,75,60,55,10,0.01,20,50,22,4
72,1,0,1,Southern Region,A SLIGHT RISK,10,0,500,10,0.1,10,30,7,4
76,1,1,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),50,60,400,1,0.1,20,50,35,20
75,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,75,100,500,10,1,4,30,35,20
68,1,0,1,Western Region,A MODERATE RISK,80,100,500,10,0.1,1,30,7,4
24,1,0,1,Western Region,A 5% CHANCE,5,1,500,10,0.1,3,16,12,25
73,1,0,1,Eastern Region,A MODERATE RISK,50,50,50,5,1,50,3,3,10
20,1,1,2,Eastern Region,AN LEVEL 3 of 5 RISK,50,60,1,5,9,40,6,5,23
76,1,0,1,Western Region,AN ENHANCED RISK (15% CHANCE),5,5,500,10,0.1,25,30,20,1
65,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),5,80,500,0,0.001,0.05,17,12,20
70,1,0,1,Central Region,A MODERATE RISK,45,25,45,1,1,25,3,4,20
18,1,1,2,Southern Region,A 5% CHANCE,1,99,100,400,10,10,17,20,20
78,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,90,70,500,10,0.1,25,30,14,4
72,1,0,1,Central Region,A SLIGHT RISK (5% CHANCE),0,0,500,0,0,50,45,70,1
65,1,0,1,Central Region,AN LEVEL 3 of 5 RISK,5,5,500,10,1,20,15,35,20
83,1,0,3,Western Region,A MODERATE RISK,50,75,50,1,1,3,35,35,5
66,1,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),50,50,500,100,1,50,50,30,30
23,1,0,2,Eastern Region,A MODERATE RISK (30% CHANCE),7,4,8,6,5,9,6,4,7
24,1,0,1,Eastern Region,AN 15% CHANCE,50,75,50,1,1,70,1,6,3
20,1,1,1,Eastern Region,AN ENHANCED RISK,50,50,500,10,0.1,30,30,1,20
33,0,0,1,Eastern Region,A 30% CHANCE,75,55,50,50,50,50,3,3,10
25,1,0,1,Eastern Region,A SLIGHT RISK,8,50,500,10,1,40,10,55,10
18,1,0,1,Western Region,A 30% CHANCE,75,60,500,10,0.01,10,30,35,5
35,1,0,1,Eastern Region,A MODERATE RISK,100,100,500,10,0.1,60,5,11,25
18,1,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),50,30,500,250,70,60,3,7,50
20,1,0,2,Western Region,A 30% CHANCE,50,57,500,10,0.1,50,30,20,10
22,1,0,2,Central Region,A 30% CHANCE,23,33,4,8,1,27,2,24,3
18,1,1,2,Southern Region,A SLIGHT RISK,10,10,5,5,5,5,5,5,8
22,1,1,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),59,NA,69,49,50,70,4,5,50
22,1,1,1,Southern Region,A SLIGHT RISK (5% CHANCE),50,100,500,100,0.5,40,25,10,20
45,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,60,50,500,1000,100,90,43,50,30
19,1,0,1,Central Region,A LEVEL 4 of 5 RISK,0,0,500,100,100,100,3,6,100
45,1,0,5,Eastern Region,AN ENHANCED RISK,45,97,60,89,65,67,25,65,45
21,1,0,2,Eastern Region,A MODERATE RISK (30% CHANCE),50,70,500,10,70,60,4,6,25
21,1,0,2,Eastern Region,A 5% CHANCE,50,50,500,5,100,50,3,3,10
23,1,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),0,0,100,100,100,100,20,3,5
22,1,1,4,Eastern Region,A MODERATE RISK (30% CHANCE),0,0,500,10,0.1,10,30,35,4
20,1,0,1,Central Region,A MODERATE RISK (30% CHANCE),75,75,500,10,0.1,25,30,10,50
20,1,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),49,0,1000,19,10,60,5,5,2
58,1,0,1,Southern Region,A 30% CHANCE,30,30,500,10,1,20,25,50,20
30,1,1,1,Western Region,AN ENHANCED RISK,100,100,680,10,0.1,25,30,20,0.5
21,1,0,1,Eastern Region,AN 15% CHANCE,15,90,500,10,0.1,10,30,20,20
19,0,1,1,Southern Region,A SLIGHT RISK,5,6,500,10,1,50,15,6,5
40,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,90,75,400,10,10,10,40,8,15
37,1,0,4,Eastern Region,A SLIGHT RISK,25,75,150,20,15,50,25,50,15
40,1,0,1,Eastern Region,A MODERATE RISK,100,100,100,100,100,100,5,6,50
44,1,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),50,50,500,10,0.1,20,25,20,20
61,0,1,1,Southern Region,AN ENHANCED RISK (15% CHANCE),10,0,500,10,10,30,3,5,15
59,0,0,1,Southern Region,AN LEVEL 3 of 5 RISK,80,90,510,10,0.01,40,30,66,6
42,1,0,2,Eastern Region,AN LEVEL 3 of 5 RISK,50,50,500,10,15,45,5,5,25
34,0,0,1,Eastern Region,AN 15% CHANCE,20,10,500,10,0.1,10,30,20,2
59,0,0,1,Western Region,A SLIGHT RISK,100,0,500,10,1,20,3,6,5
41,1,0,1,Western Region,AN LEVEL 3 of 5 RISK,30,50,500,500,10,50,40,50,50
44,0,0,1,Eastern Region,A SLIGHT RISK,0,0,500,50,50,50,5,35,50
60,0,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),10,10,500,10,0.1,40,30,23,4
61,0,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),95,100,50,100,1,50,50,70,30
57,1,0,1,Western Region,A LEVEL 2 of 5 RISK,45,25,600,10,1,40,20,18,10
23,0,0,2,Southern Region,A SLIGHT RISK,70,30,430,4,90,70,25,40,1
31,0,0,2,Eastern Region,AN ENHANCED RISK (15% CHANCE),100,0,3,1,1,2,2,3,1
33,0,0,5,Western Region,A LEVEL 4 of 5 RISK,2,2,2,22,2,45,3,2,2
42,1,0,4,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),10,0,500,10,0.1,30,25,56,25
61,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,40,40,998,10,0.1,40,40,56,1
39,1,0,2,Western Region,AN ENHANCED RISK (15% CHANCE),50,50,500,20,50,60,10,20,40
29,1,0,7,Eastern Region,A MODERATE RISK (30% CHANCE),30,20,500,10,0.1,10,30,12,4
30,1,0,2,Eastern Region,A SLIGHT RISK (5% CHANCE),50,50,500,3,50,50,6,60,50
39,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,90,80,500,10,1,10,5,6,5
41,0,0,2,Eastern Region,AN ENHANCED RISK,50,50,500,0,0,1.5,47,4,2
18,0,1,7,Western Region,A MODERATE RISK (LEVEL 4 of 5),70,90,500,10,1,10,30,20,2
39,0,0,1,Southern Region,A 30% CHANCE,90,90,500,10,1,36,25,14,5
25,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,80,80,500,2,1,20,15,20,10
19,0,0,4,Western Region,A LEVEL 2 of 5 RISK,60,100,500,10,10,20,20,20,4
60,0,0,1,Central Region,A LEVEL 2 of 5 RISK,15,90,500,10,1,5,30,50,10
50,0,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),50,40,50,10,1,50,10,2,2
38,1,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),75,5,500,10,0.2,20,50,60,5
26,0,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),0,0,0,0,0,0,0,0,0
42,0,0,2,Eastern Region,A SLIGHT RISK,100,100,500,100,10,40,16,25,20
38,1,0,1,Eastern Region,AN ENHANCED RISK,65,75,576,10,75,10,35,25,45
21,0,0,4,Eastern Region,AN LEVEL 3 of 5 RISK,80,80,600,100,0.1,0.75,25,8,20
44,1,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),100,100,1000,100,1,60,50,24,5
48,1,0,1,Eastern Region,A SLIGHT RISK,0,100,500,0.1,1,33,5,30,20
22,0,1,7,Southern Region,AN ENHANCED RISK,5,10,0,5,0,6,0,5,5
25,0,1,7,Western Region,A LEVEL 2 of 5 RISK,70,65,500,10,1,40,6,17,20
40,0,0,1,Western Region,A 5% CHANCE,100,100,725,50,50,20,35,27,25
51,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,10,4,100,3,1,5,1,4,5
44,0,1,1,Western Region,A SLIGHT RISK (5% CHANCE),100,90,40,20,30,100,7,5,50
52,1,1,7,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),35,35,5,4,6,25,7,9,40
57,0,0,1,Southern Region,A LEVEL 4 of 5 RISK,100,100,25,100,10,4,15,25,15
64,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,0,0,500,1,1,10,30,35,2
61,0,0,1,Central Region,A LEVEL 4 of 5 RISK,90,90,500,10,0.1,40,30,10,4
36,1,0,4,Eastern Region,AN ENHANCED RISK (15% CHANCE),100,100,1000,2,1,100,1,6,3
58,0,0,1,Eastern Region,A LEVEL 4 of 5 RISK,100,100,500,100,0.1,4,30,35,5
52,0,0,1,Southern Region,AN 15% CHANCE,20,10,500,1,10,80,25,9,20
30,0,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),0,0,500,10,0.1,0.2,30,20,0.1
31,0,0,2,Southern Region,AN 15% CHANCE,1,0,2,1,2,3,2,30,30
35,0,1,1,Southern Region,A SLIGHT RISK (5% CHANCE),10,0,50,10,1,30,50,50,30
34,0,0,1,Southern Region,A 30% CHANCE,70,25,500,0.001,0.001,50,30,10,30
59,1,1,1,Central Region,AN LEVEL 3 of 5 RISK,25,25,500,10,1,50,3,7,5
62,0,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),80,100,400,100,50,75,10,10,20
24,0,0,2,Eastern Region,AN ENHANCED RISK (15% CHANCE),50,50,10,1,2,15,1,10,10
51,0,0,1,Southern Region,A MODERATE RISK,100,50,500,10,1,50,25,45,95
34,0,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),50,100,500,10,10,50,25,30,10
41,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,50,50,500,10,0.01,20,10,23,10
59,1,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),50,55,500,10,1,22,50,2,3
33,1,0,1,Central Region,AN 15% CHANCE,10,10,500,10,10,20,25,33,20
30,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,40,50,50,2,3,35,6,4,10
49,1,0,1,Central Region,A 30% CHANCE,25,50,500,10,0.001,30,1,30,1
44,0,0,1,Western Region,A LEVEL 2 of 5 RISK,0,0,50,10,60,20,6,5,5
22,0,1,1,Central Region,AN ENHANCED RISK,24,24,3,1,1,60,22,1,22
43,0,0,1,Eastern Region,A SLIGHT RISK,30,30,50,50,50,100,16,6,20
40,1,1,1,Southern Region,AN LEVEL 3 of 5 RISK,62,74,500,10,60,69,3,12,56
32,1,0,1,Western Region,A LEVEL 2 of 5 RISK,34,54,34,54,45,46,3,4,45
21,1,1,1,Western Region,AN LEVEL 3 of 5 RISK,1,2,50,20,30,60,10,1,1
29,0,0,1,Western Region,A SLIGHT RISK,6,60,60,600,60,60,3,6,60
58,0,1,1,Southern Region,A LEVEL 2 of 5 RISK,100,100,10,100,10,100,50,70,100
25,0,0,2,Southern Region,A SLIGHT RISK,100,100,1000,15,15,15,5,2,5
18,0,0,2,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),2,3,500,10,10,1.66,16.66,11.66,20
50,1,1,4,Central Region,A MODERATE RISK (30% CHANCE),70,70,10,100,1,45,5,2,34
48,0,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),100,100,500,100,1,25,10,10,10
