p_id,age,gend,hisp,race,state,zip,nws_region,lat,lon,rural,home,follow,warn_hist,rand_morn,rec_morn,und_morn,resp_morn,rand_aft,rec_aft,und_aft,resp_aft,rand_eve,rec_eve,und_eve,resp_eve,wx_info1,wx_info2,wx_info3,wx_info4,wx_info5,wx_info6,wx_info7,wx_info8,income,inc_50,inc_100,inc_150,inc_200,edu
5ee12e3e-a79a-ba26-80b0-1743362c9653,47,0,0,2,Mississippi,38902,Southern Region,34.21470642,-88.98829651,3,1,3,1,7:00:00,4,4,2,3:00 PM,4,4,3,11:00 PM,3,4,2,2,2,4,1,3,3,3,2,1,5,NA,NA,NA,6
5ee12e80-cee4-5bfc-6906-55f3017049ca,37,0,0,1,Illinois,62355,Central Region,41.6006012,-93.61119843,3,1,1,1,1:00:00,5,5,3,1:00 PM,5,5,3,9:00 PM,4,4,3,3,3,3,3,4,2,4,2,1,3,NA,NA,NA,4
5ee12f0e-ef4c-1efc-7900-c378916de012,34,1,0,1,New York,10013,Eastern Region,40.69940186,-73.88829803,1,1,4,1,9:00:00,3,3,3,2:00 PM,3,3,3,7:00 PM,3,3,3,3,3,3,3,3,3,3,3,4,NA,NA,NA,21,7
5ee12f4d-6f7a-4539-1529-79fa4b594224,32,1,0,1,Pennsylvania,19143,Eastern Region,39.94859314,-75.23390198,1,1,4,1,9:00:00,5,4,4,2:00 PM,3,4,3,11:00 PM,4,4,2,4,1,3,3,2,3,3,2,1,2,NA,NA,NA,6
5ee12f48-f62c-f9cd-f065-96a44f447656,28,0,0,2,Louisiana,70501,Southern Region,30.15969849,-92.02580261,1,1,3,1,5:00:00,3,3,3,11:00 AM,3,3,3,6:00 PM,3,3,3,3,3,3,3,3,3,3,3,1,1,NA,NA,NA,1
5ee12f1b-a284-7a28-58ff-204a3731e0e4,56,0,0,1,Indiana,47130,Central Region,38.30780029,-85.73590088,1,3,5,0,4:00:00,2,3,3,10:00 AM,NA,NA,NA,7:00 PM,2,3,3,3,3,3,3,3,3,3,3,1,1,NA,NA,NA,2
5ee12f3c-4bec-f028-1d15-f15f29cef9b1,40,1,0,1,Missouri,65775,Central Region,41.6006012,-93.61119843,1,1,3,1,7:00:00,3,3,3,2:00 PM,3,3,3,10:00 PM,3,3,3,3,3,3,3,3,3,3,3,2,NA,7,NA,NA,2
5ee12f3d-0b00-5836-b4cf-a8929433ea91,18,0,0,2,Ohio,44146,Eastern Region,41.12309265,-81.56659698,2,1,4,1,8:00:00,1,1,1,2:00 PM,4,3,3,12:00 AM (midnight),3,3,3,3,2,2,3,2,2,2,2,2,NA,6,NA,NA,2
5ee12f51-654a-cf6f-622d-95c5ff3f6ef9,31,1,0,1,California,90001,Western Region,39.47099304,-87.40090179,1,1,5,1,3:00:00,5,5,5,5:00 PM,5,5,5,7:00 PM,5,5,5,4,5,4,5,5,3,3,3,2,NA,10,NA,NA,7
5ee12f68-04e3-6c37-88fe-c834f610e946,63,0,0,1,Virginia,23518,Eastern Region,36.89190674,-76.23249817,2,1,NA,1,6:00:00,4,4,3,10:00 AM,3,3,2,12:00 AM (midnight),3,3,3,3,3,3,3,2,3,3,4,1,2,NA,NA,NA,2
5ee1301d-44f9-3b56-4e51-20c510590457,21,0,1,2,Georgia,31516,Southern Region,31.29310608,-82.26170349,1,3,3,1,5:00:00,2,4,3,1:00 PM,3,3,3,8:00 PM,2,3,2,4,5,2,3,4,3,3,3,1,1,NA,NA,NA,1
5ee13000-3e4a-c6b1-9b1d-f7883531d682,35,0,0,2,District of Columbia,20010,Eastern Region,38.82240295,-76.94660187,2,2,2,0,8:00:00,3,3,3,12:00 PM (noon),3,3,3,7:00 PM,3,3,3,3,3,3,3,3,3,3,3,2,NA,7,NA,NA,5
5ee1306c-3934-e138-3f25-c83b231181af,35,1,0,1,New York,10003,Eastern Region,40.7144928,-74.00289917,1,1,5,1,8:00:00,5,5,5,2:00 PM,5,5,4,12:00 AM (midnight),5,5,5,5,5,5,4,5,5,5,5,NA,NA,NA,NA,NA,8
5ee130ba-92be-8a93-08e2-ddc892e2999b,38,1,0,1,New York,10116,Eastern Region,40.75030518,-74.00140381,1,3,5,1,9:00:00,4,4,4,11:00 AM,4,4,4,12:00 AM (midnight),4,4,4,5,5,5,5,5,5,5,5,3,NA,NA,13,NA,6
5ee130e4-ec3d-a635-7924-c808d350e9ab,41,1,0,1,Texas,75247,Southern Region,32.81370544,-96.87039948,1,2,5,0,9:00:00,3,3,5,3:00 PM,4,5,2,12:00 AM (midnight),5,4,5,2,4,3,4,3,3,4,3,4,NA,NA,NA,21,7
5ee13087-e258-d789-7b4c-a81b12bc0caa,35,0,0,1,New York,10004,Eastern Region,40.75030518,-74.00140381,1,2,5,1,4:00:00,5,5,5,4:00 PM,5,5,4,11:00 PM,5,5,5,5,5,5,5,5,3,3,4,4,NA,NA,NA,21,7
5ee13104-483b-58f9-f294-1378bb7f1214,35,0,0,1,New York,10001,Eastern Region,40.75030518,-74.00140381,2,3,5,1,6:00:00,5,5,5,4:00 PM,5,5,5,11:00 PM,5,5,5,5,5,5,5,5,5,5,5,2,NA,10,NA,NA,2
5ee1316b-f0c6-98c2-a72a-e5ebe6be10e7,70,0,0,1,Indiana,46710,Central Region,41.45280457,-86.20040131,3,1,4,1,1:00:00,2,3,3,12:00 PM (noon),5,5,4,9:00 PM,5,4,4,1,4,5,5,1,5,5,5,1,4,NA,NA,NA,6
5ee1311b-7cef-0d5a-6f06-a84224b104c6,30,1,0,1,Texas,75001,Southern Region,37.39309692,-121.9620056,1,1,4,1,8:00:00,4,5,3,10:00 AM,3,4,3,12:00 AM (midnight),4,4,3,5,4,4,3,4,3,5,3,3,NA,NA,15,NA,6
5ee1320b-cb1e-3d30-421b-cec80f30a5e7,58,0,0,1,Florida,32707,Southern Region,28.68409729,-81.28119659,2,4,3,1,5:00:00,5,5,5,4:00 PM,5,5,5,12:00 AM (midnight),5,5,5,4,4,4,5,4,5,5,5,1,3,NA,NA,NA,2
5ee13191-b449-6816-4539-7fc2133c7ab2,35,1,0,1,New York,10003,Eastern Region,40.71569824,-74,1,1,4,1,8:00:00,4,5,5,3:00 PM,5,5,5,7:00 PM,5,4,5,5,5,5,5,5,4,5,4,2,NA,10,NA,NA,7
5ee1317c-d0c4-f7ce-f925-bf98c89e2923,30,1,0,2,Washington,98001,Western Region,37.75100708,-97.8219986,2,1,4,0,3:00:00,4,4,3,12:00 PM (noon),4,4,4,7:00 PM,4,4,3,4,3,4,3,3,3,3,4,2,NA,8,NA,NA,6
5ee147ed-a663-e142-c373-1eca52513e4f,25,1,0,2,New York,10467,Eastern Region,40.87309265,-73.87259674,1,3,4,0,5:00:00,4,3,5,4:00 PM,4,3,4,9:00 PM,4,3,4,3,4,4,3,3,3,5,4,2,NA,8,NA,NA,2
5ee14834-5136-2884-d255-87e3212da6dd,21,0,0,2,Georgia,39817,Southern Region,33.74679565,-84.31369781,3,1,4,1,4:00:00,3,5,1,5:00 PM,5,1,2,8:00 PM,4,3,1,3,3,2,3,3,2,2,2,3,NA,NA,14,NA,6
5ee14806-bd3e-30ca-cdcd-675c9e6c7a8f,44,0,0,1,Texas,79521,Southern Region,37.75100708,-97.8219986,3,1,1,1,2:00:00,5,5,5,10:00 AM,5,4,5,9:00 PM,5,4,5,5,5,4,5,4,5,4,4,2,NA,7,NA,NA,1
5ee1483f-bfe2-fedc-eb4c-ba019f3cde3f,28,0,0,4,California,93230,Western Region,36.32870483,-119.6473999,2,3,4,0,6:00:00,4,4,5,1:00 PM,5,4,5,6:00 PM,5,5,5,4,4,4,3,3,2,5,5,2,NA,6,NA,NA,6
5ee1484f-8513-e71b-f3c0-2305043eff0e,22,0,0,2,New York,10009,Eastern Region,40.7263031,-73.98179626,1,3,4,0,1:00:00,5,3,1,5:00 PM,5,3,1,10:00 PM,5,3,1,1,1,1,1,3,1,4,1,1,2,NA,NA,NA,2
5ee14863-b966-4533-c044-2508061d0729,64,0,0,1,Maryland,21060,Eastern Region,39.21510315,-76.7539978,2,3,4,0,6:00:00,1,3,3,10:00 AM,3,3,3,6:00 PM,4,4,4,3,4,4,3,2,3,4,1,1,2,NA,NA,NA,4
5ee14884-3e2a-ba71-9d4c-0334be897576,38,1,0,1,Missouri,65810,Central Region,37.16610718,-93.2457962,1,1,3,0,4:00:00,3,4,3,11:00 AM,2,3,1,12:00 AM (midnight),2,2,1,4,4,4,3,2,4,5,3,2,NA,7,NA,NA,6
5ee148a5-2252-ffce-aa6d-ee3feac66788,43,1,1,1,Texas,78228,Southern Region,32.62559509,-97.36319733,1,1,5,0,1:00:00,4,2,5,3:00 PM,2,1,2,10:00 PM,5,1,1,5,4,5,3,1,3,2,4,3,NA,NA,12,NA,2
5ee148af-eb43-8f18-8bc8-490c4ef603b1,36,0,0,2,Mississippi,39208,Southern Region,32.30459595,-89.96219635,2,1,4,1,9:00:00,5,5,5,12:00 PM (noon),5,5,5,12:00 AM (midnight),5,5,5,4,5,4,2,2,3,5,5,2,NA,7,NA,NA,6
5ee148cf-8755-eca1-4b1f-38ca3e3dec81,18,0,0,1,Florida,34638,Southern Region,28.24749756,-82.49430084,2,1,5,1,2:00:00,4,3,1,5:00 PM,2,3,2,6:00 PM,3,3,5,4,3,3,4,4,4,3,4,2,NA,NA,NA,NA,2
5ee1489f-d84e-050c-dd47-ccce7cb21505,37,1,0,1,New York,11368,Eastern Region,40.73640442,-73.86949921,1,1,4,0,7:00:00,3,3,3,1:00 PM,1,3,2,10:00 PM,3,2,4,4,4,1,3,3,3,4,3,1,2,NA,NA,NA,2
5ee148d4-73a1-4d34-f5e2-fe56b3db2261,44,1,0,1,California,90035,Western Region,40.54679871,-74.18039703,1,1,4,0,9:00:00,3,3,3,1:00 PM,3,3,3,8:00 PM,3,3,3,3,4,4,3,3,4,3,4,3,NA,NA,15,NA,6
5ee1489f-36d9-52e0-09dd-6945353b10aa,38,1,0,1,Tennessee,37809,Southern Region,36.07110596,-86.71959686,2,4,4,1,6:00:00,3,2,2,12:00 PM (noon),3,2,4,7:00 PM,3,3,3,3,3,3,2,2,3,2,3,1,2,NA,NA,NA,2
5ee14904-fd4f-af96-24c0-4424532c477c,59,0,0,1,Iowa,50201,Central Region,41.4078064,-92.91719818,1,1,4,1,1:00:00,4,4,4,3:00 PM,4,4,4,8:00 PM,4,4,4,3,4,4,3,3,3,4,4,2,NA,7,NA,NA,2
5ee1493a-63d5-db3c-2a8b-5429673b2426,33,1,0,1,North Carolina,28270,Eastern Region,35.17120361,-80.79389954,1,1,5,1,9:00:00,3,3,3,4:00 PM,5,5,5,9:00 PM,5,5,5,5,5,5,5,5,5,5,5,1,3,NA,NA,NA,2
5ee1495d-8a41-0230-d94c-ba346fe63c7c,33,1,0,1,Georgia,30228,Southern Region,33.74679565,-84.31369781,2,4,4,1,9:00:00,4,2,3,5:00 PM,2,4,4,9:00 PM,2,3,4,3,2,3,4,1,2,4,5,2,NA,10,NA,NA,2
5ee14952-b70f-ea30-9b51-d44b55b88b76,82,0,0,1,New York,10040,Eastern Region,40.85270691,-73.93830109,1,3,5,1,6:00:00,3,3,3,12:00 PM (noon),3,3,3,7:00 PM,3,3,3,5,5,5,5,3,3,5,5,1,5,NA,NA,NA,2
5ee1496e-c1e5-02ba-6d3c-b90aa651746e,28,0,0,2,New Jersey,8854,Eastern Region,40.5802002,-74.35939789,2,1,2,1,5:00:00,2,3,3,3:00 PM,3,3,3,7:00 PM,3,3,2,4,2,1,3,3,2,3,3,3,NA,NA,11,NA,4
5ee14905-fcd5-dc14-2eca-5c05ca7f20c2,52,0,1,2,New Jersey,8618,Eastern Region,40.23809814,-74.78220367,1,3,5,0,3:00:00,5,5,5,11:00 AM,5,5,5,8:00 PM,5,5,5,4,5,5,5,5,5,5,5,2,NA,6,NA,NA,6
5ee149ca-fedd-2901-742b-0135c806d71a,37,0,0,4,Iowa,52804,Central Region,41.55160522,-90.50170135,2,3,4,1,3:00:00,3,2,3,4:00 PM,3,4,3,12:00 AM (midnight),2,4,2,3,3,4,3,2,3,3,4,1,2,NA,NA,NA,5
5ee14a48-c4ef-00a0-a550-4b10bc74beca,35,1,0,1,New York,10001,Eastern Region,37.75100708,-97.8219986,1,1,4,1,5:00:00,4,4,5,12:00 PM (noon),5,4,5,8:00 PM,3,4,4,2,4,4,4,3,2,4,5,4,NA,NA,NA,19,6
5ee148fd-9501-499b-0976-6ac14cafb840,61,0,0,1,Pennsylvania,17356,Eastern Region,39.95170593,-76.70639801,3,1,5,1,8:00:00,5,5,5,10:00 AM,5,5,5,6:00 PM,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,2
5ee14a45-f906-b07a-efcf-4ab400d803ff,19,1,1,5,Indiana,10456,Central Region,40.84770203,-73.84179688,2,4,NA,1,6:00:00,1,1,3,4:00 PM,5,3,1,10:00 PM,5,5,1,5,2,5,2,2,1,2,1,1,4,NA,NA,NA,1
5ee14a49-7e4c-a831-faf2-a0197d16123d,45,1,0,1,New York,10003,Eastern Region,40.71569824,-74,1,2,5,1,3:00:00,4,5,4,3:00 PM,5,5,5,9:00 PM,5,5,5,5,5,5,5,5,5,5,5,3,NA,NA,14,NA,6
5ee14a9b-10b1-0c53-5155-a9caa4899173,21,1,1,1,New York,10704,Eastern Region,40.94760132,-73.86239624,1,1,2,1,1:00:00,4,3,4,4:00 PM,5,3,4,9:00 PM,4,3,3,1,4,4,3,4,4,4,5,2,NA,8,NA,NA,2
5ee14a52-9933-f60a-537a-e6c97be56f23,37,1,0,1,New York,10001,Eastern Region,34.05490112,-118.2577972,1,2,5,0,8:00:00,4,5,4,11:00 AM,3,4,4,8:00 PM,4,3,4,3,4,4,5,4,4,4,4,4,NA,NA,NA,21,7
5ee14a84-c867-7c17-7a40-ed87799841f8,39,1,0,1,Oregon,97218,Western Region,40.72650146,-74.17819977,1,2,4,1,8:00:00,4,3,4,11:00 AM,4,4,5,7:00 PM,4,4,2,4,4,5,4,4,4,4,2,4,NA,NA,NA,21,7
5ee14a69-f764-ea69-1874-74cc48c24f46,35,0,0,1,New York,10016,Eastern Region,37.75100708,-97.8219986,1,2,4,0,5:00:00,4,4,4,5:00 PM,4,3,3,12:00 AM (midnight),4,4,5,4,5,3,3,4,4,4,5,3,NA,NA,15,NA,7
5ee149ce-a07b-6569-f8a2-6399f802b050,38,1,0,1,California,90250,Western Region,37.52810669,-121.9732056,1,1,4,0,7:00:00,4,4,3,1:00 PM,4,4,4,8:00 PM,4,4,4,4,4,3,4,3,3,3,4,3,NA,NA,15,NA,6
5ee14a88-31ec-eff8-f783-f60d9d196359,40,0,0,1,Texas,75052,Southern Region,32.76660156,-97.00749969,2,3,4,1,4:00:00,5,5,5,11:00 AM,5,5,5,10:00 PM,5,5,5,1,1,1,5,5,4,5,5,2,NA,8,NA,NA,5
5ee14ab3-e7fa-40e2-3adb-7bae3cf1184e,21,1,0,2,Mississippi,39154,Southern Region,32.23609924,-90.26010132,1,2,5,1,2:00:00,5,5,3,4:00 PM,5,4,3,7:00 PM,3,4,3,3,4,4,3,3,5,4,4,2,NA,7,NA,NA,4
5ee14aab-df6a-e748-5303-6da4bd782fae,45,1,1,1,New York,10001,Eastern Region,39.66850281,-75.70480347,1,1,4,1,3:00:00,4,4,4,12:00 PM (noon),4,4,4,6:00 PM,4,4,4,4,3,3,3,3,3,4,4,4,NA,NA,NA,21,7
5ee14a92-5d3e-22ad-b6ee-aabd719d0370,39,1,0,1,Iowa,50144,Central Region,41.02479553,-93.3132019,3,3,5,1,2:00:00,5,5,5,5:00 PM,5,5,5,12:00 AM (midnight),5,5,5,5,5,5,5,5,5,5,5,2,NA,7,NA,NA,4
5ee14a6f-781a-9def-5f24-714907381c74,35,0,0,1,New York,10004,Eastern Region,25.78059387,-80.18260193,1,1,NA,1,1:00:00,5,5,5,12:00 PM (noon),5,5,5,7:00 PM,5,5,5,5,5,4,4,5,4,5,5,4,NA,NA,NA,21,7
5ee14a8a-dd12-3740-90e8-b8e99181a6d9,41,1,0,1,California,90021,Western Region,34.07290649,-118.2606049,1,1,3,0,6:00:00,3,3,3,12:00 PM (noon),3,3,3,9:00 PM,3,3,3,3,4,5,5,5,4,4,3,1,3,NA,NA,NA,2
5ee14a7a-7578-7fe2-4485-cb6d2f98c7dc,18,1,0,2,Arkansas,72211,Southern Region,34.73860168,-92.42310333,2,1,4,1,5:00:00,5,4,5,3:00 PM,5,3,5,12:00 AM (midnight),4,3,NA,4,4,5,4,3,5,3,4,2,NA,6,NA,NA,2
5ee14aa4-14d0-b544-cf93-4d0c70041967,60,0,0,1,New York,14225,Eastern Region,42.97669983,-78.79589844,2,1,3,0,5:00:00,4,3,3,2:00 PM,2,2,3,12:00 AM (midnight),4,3,3,5,1,5,1,1,2,2,1,1,1,NA,NA,NA,6
5ee14a2c-0368-59d8-cd6a-e04c34886250,39,0,0,1,Illinois,60007,Central Region,41.84829712,-87.65170288,1,1,5,1,5:00:00,5,5,5,10:00 AM,5,5,5,11:00 PM,3,5,5,4,5,5,3,4,4,3,4,4,NA,NA,NA,21,8
5ee14a72-fb05-9929-b6de-adcecf303358,40,1,0,1,Nevada,89044,Western Region,36.14720154,-115.1175003,1,1,5,0,5:00:00,5,5,4,1:00 PM,5,5,4,10:00 PM,5,4,5,4,5,4,5,5,4,4,4,4,NA,NA,NA,21,7
5ee14a4c-7954-dd3c-14c1-58776482a090,23,0,0,4,New Jersey,8234,Eastern Region,39.37730408,-74.61229706,2,1,3,1,1:00:00,4,5,1,2:00 PM,5,5,5,8:00 PM,3,4,3,3,4,3,4,3,4,2,5,1,2,NA,NA,NA,6
5ee14a83-619f-c8bb-4012-1759946b9df4,30,1,1,1,California,95355,Western Region,40.72650146,-74.17819977,1,1,4,1,9:00:00,3,2,3,1:00 PM,3,2,3,9:00 PM,3,3,2,2,3,2,4,3,3,2,3,3,NA,NA,13,NA,6
5ee14ae0-b110-9ed2-07c5-6ea98d2f2a2b,33,1,0,1,New York,10111,Eastern Region,40.79299927,-74.02469635,1,3,4,1,2:00:00,4,4,4,12:00 PM (noon),4,4,4,7:00 PM,4,4,4,5,5,5,4,3,3,4,4,3,NA,NA,13,NA,7
5ee14acd-fb6f-9e27-3a23-5f857106875b,30,1,0,1,New York,10001,Eastern Region,37.75100708,-97.8219986,1,1,4,1,6:00:00,4,5,5,3:00 PM,4,4,5,9:00 PM,3,4,4,5,5,5,4,3,3,5,3,3,NA,NA,11,NA,6
5ee14aed-cf18-8eb5-92a6-55d2ae6e1f55,35,0,0,1,New York,10007,Eastern Region,40.75030518,-74.00140381,1,1,5,1,1:00:00,3,4,4,10:00 AM,3,4,4,8:00 PM,4,3,4,4,3,4,4,4,5,4,4,2,NA,10,NA,NA,7
5ee14b1c-a407-a22c-1bc8-1d8a99ab1877,61,1,0,5,Kansas,66901,Central Region,39.55160522,-97.65679932,3,1,4,1,7:00:00,4,4,3,11:00 AM,4,4,3,7:00 PM,4,4,3,5,5,5,3,1,3,2,4,2,NA,8,NA,NA,4
5ee14aeb-b9f1-05ae-3eec-a1f61bd1fe29,31,1,0,1,Florida,32003,Southern Region,37.75100708,-97.8219986,2,1,3,0,9:00:00,3,3,2,11:00 AM,3,3,3,7:00 PM,4,3,3,2,2,2,2,4,3,3,3,3,NA,NA,13,NA,6
5ee14ae4-ac5d-ca69-535c-1a162d504f1c,32,0,1,1,Colorado,80013,Central Region,34.05439758,-118.2440033,2,3,3,0,2:00:00,3,3,3,10:00 AM,3,3,3,9:00 PM,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,15,NA,6
5ee14b2f-9177-5674-817e-4f185eb670b3,34,0,1,1,New York,10025,Eastern Region,25.78059387,-80.18260193,1,3,4,1,3:00:00,4,4,4,2:00 PM,4,4,4,7:00 PM,4,4,4,4,4,4,4,4,4,4,4,3,NA,NA,15,NA,7
5ee14b2a-0000-5b05-1708-a7cf72d34aa1,35,0,0,1,New York,10004,Eastern Region,25.78059387,-80.18260193,1,3,5,1,5:00:00,4,4,4,12:00 PM (noon),4,4,4,10:00 PM,4,4,4,5,5,5,5,5,5,5,5,4,NA,NA,NA,21,7
5ee14b27-00fc-2f7c-8f06-6b6404413ad6,35,0,0,1,New York,10013,Eastern Region,40.71569824,-74,1,1,4,1,3:00:00,5,5,3,5:00 PM,5,5,5,9:00 PM,5,5,5,4,5,4,5,3,1,5,5,4,NA,NA,NA,21,7
5ee14b5d-4080-426b-1285-5735144c4ea9,37,1,0,1,Florida,33101,Southern Region,25.78059387,-80.18260193,1,3,3,1,8:00:00,2,1,3,1:00 PM,3,4,3,12:00 AM (midnight),3,4,3,4,3,4,3,3,3,4,3,4,NA,NA,NA,21,7
