p_id,age,gend,hisp,race,state,zip,nws_region,lat,lon,rural,home,follow,warn_hist,rand_morn,rec_morn,und_morn,resp_morn,rand_aft,rec_aft,und_aft,resp_aft,rand_eve,rec_eve,und_eve,resp_eve,wx_info1,wx_info2,wx_info3,wx_info4,wx_info5,wx_info6,wx_info7,wx_info8,income,inc_50,inc_100,inc_150,inc_200,edu
EPO77VFMXNK3KV54M1,61,0,0,1,Oregon,97202,Western Region,45.46910095,-122.5534973,1,3,4,0,6:00:00,3,3,3,11:00 AM,3,3,3,11:00 PM,3,3,3,3,4,3,4,2,1,3,1,1,1,NA,NA,NA,7
EPO77VDM9WRF6HJ4M9,61,0,0,4,Connecticut,6801,Eastern Region,40.73080444,-73.99749756,2,2,4,1,1:00:00,2,2,2,4:00 PM,3,2,2,10:00 PM,2,2,2,3,2,1,1,1,1,2,2,2,NA,8,NA,NA,6
EPO77VFSLZ87WK44M4,56,1,0,1,Illinois,60016,Central Region,41.86320496,-87.61979675,2,1,3,1,1:00:00,2,4,4,10:00 AM,4,5,5,7:00 PM,4,5,5,4,4,4,5,2,1,5,4,2,NA,6,NA,NA,7
EPO77VFJSVTCN6M4M6,82,0,0,1,Kentucky,40511,Central Region,38.00469971,-84.53340149,1,1,5,0,9:00:00,4,3,3,4:00 PM,4,4,3,6:00 PM,4,4,4,4,4,3,2,1,1,1,3,4,NA,NA,NA,20,7
EPO77VFM7H8D7RJ4M7,54,1,0,1,New York,14086,Eastern Region,42.98640442,-78.72789764,2,1,5,0,7:00:00,3,4,4,12:00 PM (noon),5,5,5,9:00 PM,5,5,5,5,5,5,5,2,4,5,4,1,5,NA,NA,NA,4
EPO77VFDTQ6LF744M1,38,1,0,1,California,94589,Western Region,32.85229492,-97.13420105,1,1,3,1,9:00:00,4,5,5,3:00 PM,5,4,4,11:00 PM,5,5,5,5,5,5,5,1,3,4,4,3,NA,NA,15,NA,7
EPO77VFL36WTT2T4M8,31,1,0,1,New York,11213,Eastern Region,40.75169373,-73.99720001,1,1,5,0,7:00:00,4,4,4,2:00 PM,4,4,4,6:00 PM,4,4,4,4,4,5,5,4,4,4,5,2,NA,10,NA,NA,8
EPO77VFXLZ8X6TX4M0,61,1,0,1,North Carolina,27376,Eastern Region,35.25430298,-79.53649902,3,1,5,1,5:00:00,1,5,5,3:00 PM,2,5,5,8:00 PM,5,5,5,1,1,4,1,1,1,1,1,3,NA,NA,13,NA,7
EPO77VFCQLYRGXG4M6,63,1,0,1,North Carolina,28585,Eastern Region,35.4447937,-77.68920135,3,1,3,1,6:00:00,3,4,3,10:00 AM,4,4,3,6:00 PM,3,3,3,2,1,4,1,1,2,1,1,2,NA,8,NA,NA,8
EPO77VFDG4RWYRM4M8,27,0,0,1,California,95113,Western Region,40.05479431,-75.40830231,1,1,5,1,1:00:00,5,5,5,4:00 PM,5,5,5,11:00 PM,5,5,5,5,5,5,5,5,5,5,5,4,NA,NA,NA,21,1
EPO77VG3K5ND6G94M9,69,1,0,1,Kansas,66213,Central Region,38.96429443,-94.71350098,2,1,5,1,7:00:00,5,5,5,1:00 PM,5,5,5,11:00 PM,5,5,5,5,2,5,2,1,1,4,5,4,NA,NA,NA,21,6
EPO77VG5L5X2KYV4M4,24,0,0,1,Pennsylvania,15001,Eastern Region,40.58900452,-80.32790375,2,2,2,1,9:00:00,5,4,5,12:00 PM (noon),5,4,5,10:00 PM,4,4,4,3,3,3,3,1,3,4,4,1,3,NA,NA,NA,2
EPO77VG46YPNLMT4M2,52,1,0,1,Michigan,49506,Central Region,42.92939758,-85.54560089,1,1,3,1,6:00:00,2,3,3,11:00 AM,2,4,3,7:00 PM,2,4,3,3,4,3,2,2,2,3,4,4,NA,NA,NA,19,7
EPO77VG5B8RVQYC4M5,52,0,0,1,Delaware,19966,Eastern Region,38.55279541,-75.2440033,3,1,4,1,6:00:00,4,4,4,4:00 PM,4,4,4,7:00 PM,4,4,4,4,3,4,4,1,1,4,1,2,NA,9,NA,NA,7
EPO77VGR42HQ9Y64M7,29,0,0,1,Ohio,45140,Eastern Region,40.76080322,-111.891098,2,1,3,1,4:00:00,2,4,3,3:00 PM,4,4,4,9:00 PM,4,4,4,2,2,3,3,4,4,4,4,4,NA,NA,NA,16,6
EPO77VFRRGFSD684M3,64,1,0,1,Ohio,45205,Eastern Region,39.11109924,-84.57460022,1,3,5,1,7:00:00,5,5,5,1:00 PM,5,5,5,8:00 PM,5,4,5,1,1,5,2,1,1,2,5,1,1,NA,NA,NA,3
EPO77VFX83CSLNW4M7,67,1,0,1,Pennsylvania,17967,Eastern Region,41.31530762,-76.20639801,2,1,4,1,2:00:00,3,3,3,5:00 PM,3,3,3,9:00 PM,3,3,3,3,3,4,4,2,4,2,4,1,4,NA,NA,NA,6
EPO77VGR2JM8FDF4M6,73,0,0,1,California,90292,Western Region,34.05220032,-118.2436981,1,1,5,1,4:00:00,4,4,4,2:00 PM,4,5,4,11:00 PM,5,4,4,5,5,4,4,1,2,4,5,2,NA,9,NA,NA,6
EPO77VGSVYZ5WSK4M1,62,1,0,1,Louisiana,70118,Southern Region,29.98379517,-90.16829681,1,1,4,1,5:00:00,1,1,1,4:00 PM,3,4,4,12:00 AM (midnight),1,1,1,4,5,4,4,4,4,4,5,1,5,NA,NA,NA,7
EPO77VFTCP63VTB4M8,70,1,0,1,Georgia,31029,Southern Region,33.03250122,-83.89569855,3,1,4,1,6:00:00,4,5,5,5:00 PM,5,5,5,12:00 AM (midnight),5,5,5,3,4,4,3,2,3,5,1,3,NA,NA,14,NA,4
EPO77VFYT57PW944M7,76,0,0,1,Florida,33765,Southern Region,27.97569275,-82.74289703,2,3,5,1,1:00:00,1,1,1,1:00 PM,4,3,3,6:00 PM,4,3,3,1,1,5,2,1,2,4,1,1,3,NA,NA,NA,6
EPO77VGSXTMF7J24M8,56,0,0,1,Illinois,62234,Central Region,38.75489807,-89.97399902,2,1,5,1,6:00:00,2,2,2,3:00 PM,5,5,4,11:00 PM,1,1,1,1,1,5,1,1,1,4,2,4,NA,NA,NA,20,7
EPO77VFW6B63BX54M5,68,0,0,1,Arkansas,72088,Southern Region,35.59910583,-92.26319885,3,1,4,0,8:00:00,2,3,3,2:00 PM,2,3,3,6:00 PM,1,3,3,2,2,5,4,1,1,3,4,1,5,NA,NA,NA,6
EPO77VGTHB5YGFC4M3,67,1,0,1,Florida,32162,Southern Region,28.94000244,-81.98970032,2,1,3,0,6:00:00,3,3,3,11:00 AM,3,3,3,7:00 PM,3,3,3,4,4,4,4,2,3,4,4,2,NA,8,NA,NA,4
EPO77VGT98N2X4B4M8,55,1,1,1,New York,14626,Eastern Region,43.12669373,-77.7315979,2,1,4,1,7:00:00,3,3,3,3:00 PM,3,3,3,10:00 PM,2,3,2,2,2,4,3,2,4,2,1,2,NA,8,NA,NA,6
EPO77VG2R4QFJN64M9,79,0,0,1,Florida,34748,Southern Region,46.1000061,-60.75,2,1,5,1,9:00:00,5,5,5,4:00 PM,5,5,5,7:00 PM,5,5,5,3,2,5,2,2,3,5,1,2,NA,6,NA,NA,4
EPO77VFQ476VCQT4M1,60,0,0,1,Connecticut,6074,Eastern Region,41.73429871,-72.73819733,2,1,4,1,3:00:00,1,1,2,3:00 PM,4,4,3,11:00 PM,4,4,3,1,5,3,3,2,1,1,1,2,NA,6,NA,NA,4
EPO77VGTBFRRDKC4M4,60,0,1,1,Wisconsin,54952,Central Region,44.18429565,-88.53050232,1,1,4,1,7:00:00,5,4,3,11:00 AM,5,4,3,8:00 PM,5,4,3,5,1,5,1,1,4,2,4,1,4,NA,NA,NA,2
EPO77VGRQJS89ZZ4M4,67,0,0,2,Oregon,97219,Western Region,45.45089722,-122.6961975,2,3,4,0,5:00:00,3,3,3,4:00 PM,3,3,3,10:00 PM,3,3,3,3,3,3,3,3,3,3,3,1,NA,NA,NA,NA,4
EPO77VGW88F3SVK4M1,46,1,0,1,Illinois,60625,Central Region,41.76060486,-88.32009888,1,2,4,1,2:00:00,3,4,4,3:00 PM,5,5,3,8:00 PM,5,5,3,3,5,4,3,2,2,5,5,3,NA,NA,14,NA,7
EPO77VFXKN8TJC24M7,28,0,0,4,California,91765,Western Region,34.0493927,-118.2640991,1,1,3,0,7:00:00,3,1,1,5:00 PM,2,1,1,8:00 PM,2,1,1,2,1,4,4,2,2,2,1,2,NA,6,NA,NA,6
EPO77VHJRVX6K7G4M6,26,1,0,1,New York,13815,Eastern Region,42.54519653,-75.55879974,3,4,3,0,3:00:00,3,3,3,10:00 AM,3,3,3,6:00 PM,3,3,3,3,3,3,3,3,3,3,3,1,5,NA,NA,NA,2
EPO77VGSFPTMDQG4M0,64,0,0,1,Pennsylvania,18041,Eastern Region,40.51890564,-75.501297,3,1,4,1,1:00:00,1,2,2,5:00 PM,3,3,3,10:00 PM,3,3,3,2,2,3,3,1,4,3,2,4,NA,NA,NA,16,6
EPO77VGTNP6C5GX4M6,41,0,0,1,Connecticut,6606,Eastern Region,37.75100708,-97.8219986,1,1,4,1,4:00:00,1,4,4,5:00 PM,4,5,5,6:00 PM,4,5,5,1,1,5,1,1,3,2,1,1,3,NA,NA,NA,6
EPO77VFD885DNJG4M2,66,1,0,1,New York,11432,Eastern Region,40.71479797,-73.79389954,1,1,4,0,5:00:00,2,2,2,1:00 PM,3,3,3,8:00 PM,4,4,4,3,3,4,4,2,4,4,3,2,NA,NA,NA,NA,6
EPO77VFMZP2Q3MH4M5,32,0,0,1,California,94539,Western Region,32.63879395,-97.32319641,1,1,5,1,1:00:00,5,5,5,3:00 PM,5,5,5,12:00 AM (midnight),5,5,5,4,4,4,5,5,5,4,5,3,NA,NA,13,NA,7
EPO77VGS3Y378ZG4M2,68,1,0,1,New York,14304,Eastern Region,43.10169983,-78.94989777,2,2,5,1,5:00:00,3,NA,4,3:00 PM,5,5,5,6:00 PM,5,5,5,4,5,4,4,5,2,4,1,2,NA,9,NA,NA,4
EPO77VHLKNK7XYY4M3,33,1,0,1,Wisconsin,54952,Central Region,40.71429443,-74.0059967,3,3,3,0,5:00:00,3,3,3,1:00 PM,4,3,4,9:00 PM,4,3,4,2,2,2,4,2,2,5,4,3,NA,NA,13,NA,7
EPO77VHYHDSFWY44M7,30,0,1,2,Illinois,60647,Central Region,41.92059326,-87.7016983,1,NA,5,1,8:00:00,4,4,4,4:00 PM,4,4,4,9:00 PM,4,4,4,5,5,5,5,5,5,5,5,1,1,NA,NA,NA,2
EPO77VFLJST5R8N4M6,36,1,0,1,Virginia,20147,Eastern Region,39.0480957,-77.47280121,1,1,3,0,6:00:00,4,3,2,4:00 PM,4,3,3,10:00 PM,4,1,3,3,5,3,4,3,4,3,4,2,NA,9,NA,NA,6
EPO77VK9WTSP4LR4M7,20,0,1,6,New York,10037,Eastern Region,40.78050232,-73.95120239,1,3,4,0,5:00:00,3,4,5,1:00 PM,3,4,5,6:00 PM,3,4,5,5,5,4,3,4,3,5,3,2,NA,6,NA,NA,4
EPO77VJPF9YRSR64M0,50,0,0,2,Missouri,63701,Central Region,37.33700562,-89.5911026,3,1,5,1,3:00:00,5,5,5,10:00 AM,5,5,5,12:00 AM (midnight),5,5,5,3,5,5,5,1,2,5,5,2,NA,7,NA,NA,6
EPO77VJNP4P3GNK4M6,47,0,0,2,Florida,34208,Southern Region,27.4828949,-82.5306015,2,1,5,1,3:00:00,2,4,2,5:00 PM,5,5,5,8:00 PM,5,5,5,1,3,5,1,1,1,3,1,3,NA,NA,13,NA,7
EPO77VHTVT9ZTZW4M5,27,0,0,7,California,92223,Western Region,34.04859924,-117.0142975,2,1,4,0,9:00:00,5,4,3,11:00 AM,5,5,3,11:00 PM,5,5,3,5,4,5,5,3,3,5,5,2,NA,7,NA,NA,6
EPO77VQPLVWY64M4M3,42,1,0,4,New Jersey,7652,Eastern Region,40.88589478,-74.04679871,2,1,4,0,3:00:00,4,4,4,5:00 PM,4,4,4,6:00 PM,4,4,4,4,4,4,3,2,2,3,3,2,NA,8,NA,NA,8
EPO77VQV2BQ8X684M1,50,0,0,2,Pennsylvania,19015,Eastern Region,40.06359863,-75.07969666,3,2,5,1,6:00:00,3,4,3,4:00 PM,4,3,3,11:00 PM,2,3,2,4,4,4,2,1,4,4,5,2,NA,9,NA,NA,5
EPO77VJ5FMMR3NL4M0,29,0,0,2,Ohio,44310,Eastern Region,41.10389709,-81.53299713,3,3,4,0,8:00:00,4,3,3,10:00 AM,3,3,3,10:00 PM,3,3,3,3,3,3,3,3,2,3,3,1,1,NA,NA,NA,6
EPO77VQQMMVD6H74M7,50,0,0,6,Michigan,48111,Central Region,34.74490356,-92.32050323,3,3,4,1,3:00:00,5,5,5,4:00 PM,5,5,5,8:00 PM,5,5,5,5,5,4,2,2,5,5,5,2,NA,7,NA,NA,6
EPO77VS5598Z84H4M4,43,1,0,1,New York,11746,Eastern Region,40.67660522,-73.70379639,2,1,2,1,7:00:00,5,4,3,12:00 PM (noon),5,4,3,9:00 PM,3,3,3,1,1,3,4,4,4,4,2,4,NA,NA,NA,20,6
EPO77VSKTGDH6QF4M9,36,1,0,1,New York,11103,Eastern Region,40.78050232,-73.95120239,1,2,5,1,8:00:00,2,4,3,11:00 AM,4,4,3,10:00 PM,4,4,3,2,1,4,5,2,2,4,2,1,3,NA,NA,NA,6
EPO77VTFXKQHTT24M3,50,1,1,1,California,95757,Western Region,38.34449768,-121.4292984,2,1,4,1,9:00:00,3,3,2,5:00 PM,4,3,2,12:00 AM (midnight),1,3,1,3,2,3,3,1,3,3,2,1,5,NA,NA,NA,8
EPO77VTJ5GDDB7M4M5,50,1,0,1,Pennsylvania,19115,Eastern Region,40.03259277,-75.11579895,1,1,4,1,1:00:00,3,4,3,10:00 AM,4,4,3,12:00 AM (midnight),3,4,2,4,2,5,3,1,3,4,2,2,NA,9,NA,NA,6
EPO77VSJQNXFNLH4M0,54,0,1,1,Florida,33637,Southern Region,28.03739929,-82.39019775,2,1,4,1,5:00:00,4,4,4,4:00 PM,4,4,4,11:00 PM,4,4,4,5,5,5,4,4,4,4,5,2,NA,9,NA,NA,6
EPO77VTLLWFN6HZ4M5,52,1,0,1,California,95006,Western Region,37.33059692,-121.8367004,3,1,5,0,6:00:00,5,5,5,10:00 AM,5,5,5,11:00 PM,5,5,5,4,3,3,4,4,4,4,4,4,NA,NA,NA,21,6
EPO77VTSYTCT7594M1,46,1,0,1,Texas,78253,Southern Region,29.58340454,-98.3993988,2,1,3,1,2:00:00,2,4,3,3:00 PM,5,5,5,11:00 PM,3,4,3,1,1,5,2,2,3,1,4,4,NA,NA,NA,21,6
EPO77VZYKLCTNVD4M2,66,0,0,1,Wisconsin,53151,Central Region,43.02279663,-88.00759888,2,1,4,1,3:00:00,2,4,2,12:00 PM (noon),3,4,2,8:00 PM,3,4,2,2,1,5,1,1,1,4,3,1,4,NA,NA,NA,6
EPO77W5D7LVNBL34M1,55,0,0,1,North Carolina,28504,Eastern Region,35.23750305,-77.61509705,3,4,4,1,8:00:00,3,3,3,12:00 PM (noon),3,3,3,9:00 PM,3,3,3,3,3,3,3,3,3,3,3,1,4,NA,NA,NA,4
EPO77W2WHBPTS2T4M8,34,1,0,1,Wisconsin,54654,Central Region,39.96530151,-83.02349854,1,1,4,0,5:00:00,3,2,4,11:00 AM,4,4,4,6:00 PM,4,4,4,3,4,4,4,4,3,4,4,2,NA,7,NA,NA,6
EPO77W5SCH3MYYD4M3,57,1,0,1,Florida,33316,Southern Region,26.12089539,-80.12729645,1,3,3,1,4:00:00,2,4,4,12:00 PM (noon),4,4,4,6:00 PM,5,5,5,2,1,3,3,2,2,5,2,2,NA,8,NA,NA,2
EPO77W5SHC7JSG74M2,52,1,0,1,Florida,33609,Southern Region,27.75309753,-82.72239685,1,1,4,1,2:00:00,2,4,3,2:00 PM,5,5,3,9:00 PM,5,5,3,5,3,4,5,1,1,5,5,2,NA,10,NA,NA,6
EPO77W5SBMPPXN34M4,37,1,0,1,California,94134,Western Region,38.85609436,-94.66790009,1,1,4,0,4:00:00,4,4,3,2:00 PM,4,4,3,12:00 AM (midnight),4,4,4,4,4,3,4,5,5,4,4,2,NA,9,NA,NA,8
EPO77W6C5LJWSXJ4M2,64,1,0,1,Nebraska,68144,Central Region,41.29589844,-95.99909973,2,1,4,1,9:00:00,4,4,4,10:00 AM,4,4,4,8:00 PM,4,4,4,4,3,5,1,1,3,1,5,2,NA,7,NA,NA,3
EPO77W6C6RNM9DK4M7,58,0,0,1,Oregon,97006,Western Region,45.52220154,-122.8592987,2,1,2,0,2:00:00,5,4,2,4:00 PM,4,3,3,7:00 PM,4,3,3,4,4,4,3,2,3,2,4,4,NA,NA,NA,21,2
EPO77W6VYW4W4CP4M6,64,1,0,1,New Jersey,8088,Eastern Region,39.8565979,-74.67040253,3,1,4,1,3:00:00,1,4,3,10:00 AM,4,NA,3,11:00 PM,1,4,3,3,3,3,3,3,2,3,3,3,NA,NA,NA,NA,6
EPO784VPCH2D5RH4M6,65,0,0,2,Illinois,60461,Central Region,41.4631958,-87.69300079,2,1,2,1,8:00:00,3,3,3,11:00 AM,4,4,4,7:00 PM,4,4,4,3,3,4,1,1,2,4,1,3,NA,NA,13,NA,2
EPO784VB8CRSHQN4M8,36,1,0,1,Arizona,85054,Western Region,47.75419617,-122.2444,1,1,5,0,8:00:00,5,4,4,12:00 PM (noon),4,5,5,10:00 PM,4,5,5,5,3,4,4,5,5,4,3,3,NA,NA,15,NA,6
EPO784V99S7F7794M7,53,1,1,1,Florida,716,Southern Region,18.01220703,-66.66149902,1,1,3,0,7:00:00,3,4,4,2:00 PM,3,4,4,9:00 PM,3,4,4,3,4,4,3,2,2,2,4,1,5,NA,NA,NA,6
EPO784WCKM4B5KD4M7,64,1,0,2,Mississippi,38654,Southern Region,34.82600403,-89.67949677,3,1,4,1,9:00:00,5,5,5,12:00 PM (noon),5,5,5,6:00 PM,5,5,5,5,5,5,4,3,3,5,5,3,NA,NA,11,NA,4
EPO784VNZDJ6LWN4M1,32,0,1,1,Texas,78538,Southern Region,26.28739929,-98.1167984,3,1,4,0,2:00:00,4,3,3,5:00 PM,5,3,3,12:00 AM (midnight),3,5,3,2,2,3,1,2,2,2,1,1,3,NA,NA,NA,3
EPO784WK5NYWQGB4M8,46,0,1,1,California,91343,Western Region,34.17379761,-118.1701965,2,1,3,0,9:00:00,3,3,3,4:00 PM,3,3,3,11:00 PM,3,3,3,2,1,5,2,1,2,1,1,2,NA,6,NA,NA,4
EPO784WHD388JQW4M5,23,1,0,1,Ohio,44256,Eastern Region,41.1342926,-81.85590363,2,1,3,1,4:00:00,2,3,3,10:00 AM,3,3,3,12:00 AM (midnight),3,3,3,3,3,3,3,3,3,3,3,2,NA,10,NA,NA,2
EPO784W4TXDPZ6Z4M9,39,0,1,1,Texas,75219,Southern Region,32.81199646,-96.81430054,1,1,5,1,5:00:00,5,4,4,11:00 AM,4,5,5,10:00 PM,4,5,5,5,4,4,5,4,5,4,5,3,NA,NA,14,NA,6
EPO784WSWM93JCR4M2,71,1,1,1,Florida,33160,Southern Region,25.95700073,-80.18000031,1,2,5,1,9:00:00,5,5,4,1:00 PM,5,5,5,11:00 PM,2,5,5,1,5,3,5,1,1,5,1,1,4,NA,NA,NA,7
EPO784WJ5FNNC9F4M1,73,0,0,2,Michigan,48141,Central Region,42.28900146,-83.36859894,2,1,5,1,5:00:00,4,4,NA,4:00 PM,4,4,4,6:00 PM,4,NA,4,2,2,5,1,1,3,1,4,2,NA,6,NA,NA,6
EPO784WF7CQ3JS44M1,69,0,1,1,California,92108,Western Region,32.71530151,-117.1573029,1,2,5,0,1:00:00,5,5,5,1:00 PM,5,5,5,7:00 PM,5,5,5,5,5,5,3,1,5,5,1,2,NA,10,NA,NA,4
EPO784WWP5L7P4P4M5,23,1,0,1,North Dakota,58235,Central Region,48.38360596,-97.78559875,3,1,4,1,6:00:00,5,5,5,2:00 PM,5,5,5,8:00 PM,5,5,5,3,3,5,3,4,1,5,5,3,NA,NA,12,NA,5
EPO784W4XY5NRCJ4M1,33,1,0,1,Florida,33510,Southern Region,38.8789978,-76.9897995,1,1,3,0,8:00:00,NA,NA,NA,10:00 AM,5,5,5,10:00 PM,5,5,4,4,4,4,4,4,4,4,4,2,NA,8,NA,NA,7
EPO784X2XPZBDBB4M7,37,0,1,1,California,90260,Western Region,33.88720703,-118.3547974,2,1,3,0,6:00:00,3,3,3,12:00 PM (noon),3,3,3,8:00 PM,3,3,3,3,3,3,3,3,3,3,3,2,NA,10,NA,NA,4
EPO784XQ8PXSX6V4M8,24,0,1,7,Illinois,60651,Central Region,41.92059326,-87.7016983,1,3,4,0,5:00:00,3,3,3,4:00 PM,3,3,3,10:00 PM,3,3,3,3,3,3,3,3,3,3,3,1,3,NA,NA,NA,4
EPO784Y75CJJQYJ4M9,31,1,1,1,Georgia,30339,Southern Region,33.93060303,-84.46130371,2,3,4,1,8:00:00,4,4,3,5:00 PM,4,4,3,9:00 PM,2,2,2,4,3,3,5,3,4,5,4,2,NA,9,NA,NA,6
EPO784XZJG8Z4R64M4,49,0,1,1,California,94089,Western Region,41.76060486,-88.32009888,1,1,5,1,6:00:00,4,4,4,4:00 PM,3,3,5,6:00 PM,3,4,5,4,5,4,5,4,5,4,5,2,NA,10,NA,NA,6
EPO784YHQTM538T4M3,45,0,1,1,New Jersey,7470,Eastern Region,41.02220154,-74.33170319,2,1,4,1,4:00:00,4,4,4,4:00 PM,4,4,5,10:00 PM,4,4,4,5,4,4,5,5,5,5,4,3,NA,NA,14,NA,2
EPO784YH9DL7C4V4M1,42,0,0,1,Florida,33177,Southern Region,25.60319519,-80.33470154,1,1,4,1,3:00:00,3,3,3,12:00 PM (noon),3,3,4,10:00 PM,4,4,4,4,4,4,4,4,3,3,4,1,3,NA,NA,NA,8
EPO784W8SLFBLYX4M4,30,0,1,1,Texas,75224,Southern Region,32.81199646,-96.81430054,1,1,4,1,4:00:00,3,3,3,11:00 AM,4,4,4,10:00 PM,4,4,4,4,4,4,4,4,4,4,4,3,NA,NA,15,NA,6
EPO78533MKZ7CQ94M5,29,1,0,1,New Hampshire,3063,Eastern Region,39.0480957,-77.47280121,2,1,4,0,9:00:00,3,3,3,11:00 AM,3,3,3,11:00 PM,3,3,3,3,3,3,3,2,3,3,3,2,NA,6,NA,NA,4
EPO7853BSJVC25F4M7,44,1,1,1,Florida,33901,Southern Region,26.55949402,-81.87359619,1,2,5,0,5:00:00,1,2,3,5:00 PM,2,2,3,10:00 PM,3,3,4,4,5,4,5,3,2,4,5,2,NA,7,NA,NA,8
EPO7853DFXQBZ8M4M1,31,0,1,2,North Carolina,28301,Eastern Region,35.07850647,-78.93360138,1,1,4,1,6:00:00,4,4,4,12:00 PM (noon),4,4,4,7:00 PM,NA,4,3,3,3,3,3,3,3,3,3,1,2,NA,NA,NA,3
EPO7853CDCDYXKQ4M8,57,0,0,2,Mississippi,39503,Southern Region,30.37489319,-89.17849731,2,1,5,0,9:00:00,4,4,4,12:00 PM (noon),4,4,4,7:00 PM,4,4,4,4,5,4,4,1,4,3,4,2,NA,8,NA,NA,6
EPO7853G77Q7RTG4M0,60,1,0,1,Texas,75214,Southern Region,32.82659912,-96.74669647,1,1,4,1,8:00:00,3,3,3,2:00 PM,3,4,3,8:00 PM,4,4,3,4,4,4,4,2,2,5,5,4,NA,NA,NA,21,6
EPO7853M4GB7P5R4M6,31,0,1,1,California,91607,Western Region,34.15679932,-118.5231018,1,3,3,0,6:00:00,3,3,3,1:00 PM,3,3,3,12:00 AM (midnight),3,3,2,2,3,2,3,3,2,3,3,1,4,NA,NA,NA,3
EPO7853F6MN6YJQ4M4,35,1,1,1,New York,11416,Eastern Region,33.94320679,-84.31800079,1,1,5,1,9:00:00,5,5,5,3:00 PM,5,5,5,11:00 PM,5,4,5,5,5,5,5,5,5,5,5,4,NA,NA,NA,19,7
EPO7853QNHX5VJ74M6,50,1,1,1,Texas,78744,Southern Region,30.1678009,-97.82250214,2,1,5,1,9:00:00,3,4,3,4:00 PM,3,3,3,11:00 PM,3,3,3,2,4,4,3,1,2,3,3,3,NA,NA,13,NA,6
EPO7853GRPJ49524M5,31,1,0,2,New Jersey,7076,Eastern Region,40.72599792,-74.23320007,2,1,5,0,7:00:00,5,5,5,3:00 PM,5,5,5,11:00 PM,5,5,5,1,1,5,1,1,1,1,1,2,NA,6,NA,NA,6
EPO78549CLMGXBT4M3,51,0,1,1,Texas,78505,Southern Region,26.27589417,-98.23300171,1,3,5,0,7:00:00,3,2,1,3:00 PM,5,5,3,10:00 PM,5,5,3,4,4,4,4,4,4,4,4,1,1,NA,NA,NA,6
