age,gend,race,nws_region,follow,torwatch,torwarn,resp_ignore,resp_prot,resp_busy,resp_unsure,cointoss,bigbucks,acme_pub,choir,fiveside,sixside,mushroom,spc_mar,spc_sli,spc_enh,spc_mod,spc_hig,spc_mar_col,spc_sli_col,spc_enh_col,spc_mod_col,spc_hig_col,rq_4,rq_5,rq_6,edu,is_bluedot,time_taken,page_time
53,1,2,Southern Region,4,1,NA,2,3,4,2,500,10,0,60,30,NA,NA,2,1,3,4,5,2,3,4,5,1,0,0,0,6,1,38,34
21,1,1,Eastern Region,3,NA,2,4,3,3,1,500,10,1,20,15,NA,NA,3,1,4,2,5,1,2,3,5,4,0,1,0,2,NA,33,147
56,1,2,Southern Region,4,3,NA,3,3,3,3,35,35,39,NA,,NA,NA,4,3,2,1,5,3,1,2,4,5,2,2,2,3,NA,16,28
19,1,2,Southern Region,2,NA,2,4,4,3,4,500,10,10,25,,30,20,1,2,4,3,5,1,2,3,4,5,0,0,0,2,1,16,67
57,1,1,Southern Region,3,NA,2,1,1,1,1,50,50,50,NA,,NA,NA,4,3,1,5,2,3,5,4,1,2,1,1,0,4,NA,24,112
67,1,2,Southern Region,NA,NA,NA,4,4,1,1,55,500,25,NA,,NA,NA,5,1,3,4,2,4,3,5,2,1,0,0,1,4,NA,27,76
18,1,2,Southern Region,4,2,NA,4,2,4,3,70,2,1,NA,,NA,NA,4,2,1,3,5,1,2,3,4,5,0,0,0,2,NA,25,63
21,1,2,Western Region,2,NA,1,5,2,4,1,12,21,23,NA,,NA,NA,5,1,3,2,4,1,3,2,5,4,1,2,1,5,NA,24,55
38,1,1,Western Region,5,NA,2,3,3,3,3,50,500,9,NA,,NA,NA,4,1,5,3,2,2,1,3,4,5,0,0,0,7,NA,12,18
20,1,2,Eastern Region,1,NA,2,1,5,1,1,700,500,10,NA,,NA,NA,4,1,2,3,5,1,2,4,5,3,1,1,1,4,1,89,115
24,1,1,Southern Region,4,2,NA,4,2,4,2,500,100,1,NA,,NA,NA,2,1,4,3,5,1,2,3,4,5,0,0,1,7,NA,20,38
35,1,2,Eastern Region,2,NA,NA,1,2,3,4,0,0,0,NA,,NA,NA,1,2,4,5,3,2,5,4,3,1,1,2,2,6,NA,11,12
52,1,1,Southern Region,4,NA,2,2,4,2,2,50,10,10,NA,,NA,NA,4,3,5,2,1,1,2,3,5,4,0,0,0,6,NA,17,30
47,0,1,Central Region,4,NA,1,5,1,5,5,500,10,0.1,25,,20,NA,5,2,1,3,4,1,5,3,2,4,0,0,0,6,NA,12,17
23,1,1,Southern Region,4,NA,1,2,3,2,2,500,1,1,NA,,NA,NA,2,1,5,3,4,1,2,3,4,5,0,0,0,4,NA,16,13
58,1,1,Western Region,1,1,NA,2,2,2,5,500,10,0.1,20,30,NA,NA,2,1,4,3,5,3,2,4,5,1,0,0,0,7,NA,20,42
48,0,2,Central Region,3,1,NA,3,3,2,3,450,100,25,NA,,NA,NA,4,5,2,3,1,4,1,2,5,3,0,0,0,2,1,63,69
18,1,2,Central Region,NA,NA,3,2,3,3,2,500,500,0,NA,,NA,NA,4,3,2,1,5,4,2,5,1,3,0,0,0,3,NA,14,28
46,1,1,Western Region,5,NA,3,4,1,3,3,50,100,1,NA,,NA,NA,1,2,4,3,5,3,2,4,5,1,0,1,0,4,NA,114,259
51,1,1,Southern Region,5,NA,2,3,4,4,4,500,50,1,NA,,NA,NA,1,2,5,3,4,5,4,3,1,2,1,1,0,8,NA,17,32
54,1,1,Southern Region,4,1,NA,1,2,2,2,500,10,0.1,20,30,NA,NA,4,5,2,3,1,5,3,4,2,1,1,0,1,7,NA,28,78
38,1,1,Southern Region,5,NA,2,1,4,1,1,500,100,0.1,10,30,NA,NA,1,2,3,4,5,1,2,3,4,5,0,0,0,7,NA,402,120
40,1,1,Eastern Region,4,1,NA,3,3,3,3,500,10,10,25,,50,10,4,5,2,3,1,1,2,3,5,4,0,0,0,4,NA,52,122
30,1,2,Eastern Region,4,NA,1,1,3,1,1,500,10,1,30,5,NA,NA,3,1,4,2,5,1,2,3,5,4,0,0,1,2,NA,21,35
21,1,2,Eastern Region,5,2,NA,1,5,1,1,500,50,1,NA,,NA,NA,1,2,4,3,5,1,2,4,5,3,0,0,0,2,NA,38,101
18,1,1,Southern Region,1,1,NA,5,2,2,4,500,0.5,0.5,NA,,NA,NA,3,2,4,1,5,1,2,4,5,3,0,0,0,2,NA,60,65
23,1,2,Southern Region,5,NA,1,3,3,2,5,27,7,15,NA,,NA,NA,5,3,1,2,4,1,4,5,3,2,2,1,2,5,NA,10,49
44,1,1,Southern Region,4,NA,1,2,2,3,4,6,40,7,NA,,NA,NA,5,1,3,4,2,1,3,2,5,4,0,0,1,3,NA,18,21
27,0,2,Central Region,5,2,NA,4,4,5,4,1000,50,50,NA,,NA,NA,2,4,5,3,1,4,3,2,1,5,0,1,1,6,NA,33,97
43,0,2,Central Region,5,2,NA,4,3,3,1,300,1,1,NA,,NA,NA,5,4,2,1,3,1,2,4,5,3,0,0,0,2,NA,49,113
19,1,2,Southern Region,5,2,NA,1,4,2,1,500,1,1,NA,,NA,NA,3,4,1,5,2,4,2,3,5,1,0,1,0,2,NA,15,16
39,1,2,Eastern Region,5,1,NA,1,4,1,1,50,10,20,NA,,NA,NA,4,5,2,3,1,5,3,2,1,4,0,0,0,2,NA,60,43
38,1,1,Southern Region,4,2,NA,4,3,2,3,1,1,1,NA,,NA,NA,1,2,4,5,3,4,5,2,1,3,1,1,1,2,NA,257,11
51,1,2,Eastern Region,4,NA,2,4,NA,4,4,50,10,1,NA,,NA,NA,2,1,5,3,4,2,3,1,5,4,0,1,1,2,NA,104,241
31,1,2,Western Region,2,2,NA,5,1,5,5,500,100,1,NA,,NA,NA,1,4,2,3,5,4,1,2,5,3,0,0,0,4,NA,30,58
37,1,2,Eastern Region,4,1,NA,3,2,1,1,500,100,10,NA,,NA,NA,2,3,1,4,5,3,1,4,5,2,1,1,0,5,NA,44,78
44,1,1,Southern Region,4,NA,2,1,1,1,1,500,10,1,30,5,NA,NA,4,1,2,3,5,5,2,3,4,1,1,NA,1,4,NA,24,54
22,0,1,Central Region,3,NA,1,1,3,4,1,300,50,0,NA,,NA,NA,3,1,2,4,5,1,3,4,5,2,2,0,1,7,NA,12,17
52,1,1,Eastern Region,NA,NA,2,3,3,3,3,500,100,1,NA,,NA,NA,5,2,4,1,3,5,4,3,1,2,0,2,1,2,NA,18,11
29,1,2,Southern Region,4,NA,2,1,5,1,5,502,10,0.1,10,30,NA,NA,1,2,5,3,4,1,2,3,4,5,1,1,1,6,NA,34,31
47,1,1,Western Region,5,2,NA,4,3,4,5,500,10,0.01,66,30,NA,NA,4,3,5,2,1,5,2,3,1,4,0,0,1,4,NA,10,16
30,1,2,Central Region,4,2,NA,2,3,2,4,500,10,1,15,35,NA,NA,2,1,4,3,5,2,3,1,5,4,0,0,0,4,NA,25,17
30,1,1,Central Region,4,NA,2,4,4,4,4,500,0.25,1,NA,,NA,NA,1,2,3,4,5,3,2,4,5,1,0,2,1,5,NA,49,23
53,1,2,Eastern Region,4,2,NA,4,2,4,2,500,10,0.001,40,35,NA,NA,1,3,4,2,5,1,4,3,5,2,0,0,0,4,NA,37,57
33,1,1,Western Region,3,1,NA,NA,1,2,3,54,4,3,NA,,NA,NA,2,1,5,4,3,2,3,1,5,4,1,1,0,3,NA,22,13
51,1,1,Western Region,4,1,NA,2,4,2,4,500,10,1,30,30,NA,NA,2,1,4,3,5,1,2,3,4,5,1,1,1,2,NA,62,176
33,0,2,Western Region,4,1,NA,1,5,1,2,500,10,0.1,40,30,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,1,6,NA,22,35
21,1,2,Central Region,1,1,NA,1,2,1,1,27,6,8,NA,,NA,NA,4,1,2,3,5,1,4,3,5,2,1,1,1,5,NA,10,24
21,1,2,Central Region,1,2,NA,3,5,3,2,30,20,10,NA,,NA,NA,2,4,3,5,1,1,2,3,5,4,0,2,1,4,NA,39,101
60,1,1,Eastern Region,4,NA,2,3,3,2,1,500,1,1,NA,,NA,NA,3,1,5,2,4,1,2,3,5,4,1,1,1,3,NA,34,129
23,1,2,Southern Region,5,NA,1,4,3,3,3,1,1,1,NA,,NA,NA,5,4,1,2,3,4,3,1,2,5,2,2,2,4,NA,17,18
57,1,1,Western Region,4,NA,2,3,3,3,4,500,0.01,0.25,NA,,NA,NA,3,1,4,2,5,2,1,5,3,4,1,1,0,2,NA,23,43
25,1,2,Eastern Region,1,NA,2,5,5,5,NA,20,10,10,NA,,NA,NA,1,3,2,4,5,4,3,2,5,1,1,1,1,2,NA,18,34
20,0,2,Eastern Region,3,2,NA,5,5,4,4,1000,1000,100,NA,,NA,NA,3,4,2,5,1,2,1,3,4,5,1,0,2,4,NA,18,25
61,1,2,Western Region,5,NA,2,1,5,1,5,50,1,1,NA,,NA,NA,2,3,5,1,4,1,4,3,2,5,0,0,0,4,NA,39,81
39,1,1,Western Region,5,NA,1,1,5,1,1,50,50,50,NA,,NA,NA,1,3,5,2,4,3,4,1,5,2,1,1,1,4,NA,27,16
50,1,2,Central Region,5,1,NA,1,3,2,1,500,100,10,NA,,NA,NA,2,1,4,3,5,1,3,2,5,4,1,1,1,2,NA,28,62
36,1,4,Eastern Region,5,1,NA,3,4,1,3,500,50,10,NA,,NA,NA,2,1,3,4,5,1,2,3,5,4,0,0,0,7,NA,55,42
29,0,1,Central Region,3,NA,2,3,3,4,2,105,6,4,NA,,NA,NA,5,1,4,2,3,1,3,4,5,2,2,1,0,2,NA,114,21
57,1,2,Eastern Region,5,1,NA,1,5,1,5,600,500,75,NA,,NA,NA,5,1,4,2,3,1,3,4,5,2,0,0,0,2,1,46,NA
20,1,2,Southern Region,5,1,NA,4,3,5,2,500,0.001,0.1,10,30,NA,NA,1,2,4,3,5,1,2,3,4,5,1,1,1,5,NA,111,58
62,1,2,Eastern Region,4,1,NA,3,2,3,2,550,60,0.1,NA,,NA,NA,2,1,4,3,5,1,3,4,5,2,1,1,0,4,NA,42,48
56,1,2,Southern Region,5,NA,2,3,3,1,1,40,25,10,NA,,NA,NA,3,2,4,1,5,3,4,2,5,1,1,1,1,7,NA,18,53
56,1,2,Western Region,5,NA,2,3,4,3,3,50,1,1,NA,,NA,NA,3,5,4,2,1,5,2,3,1,4,2,2,0,1,NA,11,16
25,1,2,Western Region,4,1,NA,4,5,4,4,24,23,23,NA,,NA,NA,4,2,3,5,1,3,4,5,1,2,2,2,1,6,NA,12,16
50,1,2,Southern Region,4,NA,2,4,4,4,4,10,4,2,NA,,NA,NA,2,3,4,5,1,2,4,1,5,3,0,0,0,2,NA,46,NA
28,1,1,Central Region,3,1,NA,1,1,1,1,0,0,0,NA,,NA,NA,5,2,1,4,3,2,5,4,1,3,0,0,0,2,NA,21,44
21,1,2,Central Region,5,NA,3,1,5,2,1,80,50,60,NA,,NA,NA,4,1,2,5,3,1,2,4,3,5,2,2,2,2,NA,41,170
36,1,1,Eastern Region,3,NA,1,3,3,2,4,500,10,0.5,40,33,NA,NA,2,1,4,3,5,1,2,3,4,5,0,0,0,6,NA,18,24
29,1,1,Eastern Region,4,NA,2,4,4,2,4,500,10,0.01,25,,20,NA,2,5,4,3,1,5,2,3,1,4,1,1,1,6,NA,19,30
18,1,2,Central Region,3,3,NA,5,5,3,3,555,66,7,NA,,NA,NA,2,4,3,1,5,5,4,1,2,3,0,1,0,2,NA,11,18
33,1,2,Southern Region,4,NA,2,2,4,1,2,500,10,10,75,30,NA,NA,3,1,4,2,5,5,4,1,2,3,1,1,1,4,NA,35,119
46,1,2,Eastern Region,3,2,NA,3,1,2,4,48,1,1,NA,,NA,NA,4,2,1,3,5,1,3,4,5,2,0,0,0,8,NA,1221,91
22,0,2,Southern Region,2,NA,NA,2,3,3,3,75,76,34,NA,,NA,NA,1,3,4,2,5,5,1,2,3,4,1,2,0,6,NA,18,19
30,1,1,Eastern Region,5,NA,2,4,5,5,4,25,25,25,NA,,NA,NA,4,3,1,2,5,1,2,3,5,4,0,0,0,5,NA,38,NA
27,1,2,Southern Region,4,1,NA,4,4,3,5,3,2,3,NA,,NA,NA,4,2,3,1,5,3,5,2,4,1,1,1,0,5,NA,12,NA
47,1,2,Southern Region,3,NA,2,NA,NA,NA,NA,10,1,10,NA,,NA,NA,3,5,2,4,1,2,5,1,3,4,2,0,1,2,NA,20,37
57,1,2,Southern Region,4,1,NA,1,5,1,1,500,10,1,3,5,NA,NA,1,3,5,4,2,2,4,3,5,1,1,1,1,7,NA,45,175
42,1,2,Southern Region,NA,NA,2,1,5,1,1,500,10,100,10,33,NA,NA,2,4,3,1,5,4,5,3,1,2,2,2,2,4,NA,32,11
52,1,2,Eastern Region,1,NA,2,5,2,5,4,501,10,10,NA,,NA,NA,2,3,1,4,5,2,1,3,5,4,0,0,0,6,NA,51,88
35,1,2,Eastern Region,2,2,NA,4,3,2,4,500,1,0.001,NA,,NA,NA,2,1,4,3,5,1,2,3,4,5,1,0,0,5,NA,31,59
34,1,2,Central Region,4,2,NA,2,3,3,2,20,20,60,NA,,NA,NA,2,5,3,1,4,2,4,3,1,5,1,2,1,4,NA,13,14
20,0,2,Southern Region,1,NA,2,1,3,1,1,72,25,12,NA,,NA,NA,4,2,3,1,5,3,1,4,5,2,2,1,2,NA,NA,13,20
38,1,2,Central Region,4,NA,1,1,2,2,2,900,900,10,NA,,NA,NA,1,2,3,4,5,2,3,4,5,1,0,0,0,4,NA,25,36
48,1,2,Southern Region,4,NA,2,3,3,3,3,50,50,50,NA,,NA,NA,1,5,4,3,2,4,3,5,1,2,1,0,1,6,NA,25,36
26,1,1,Eastern Region,5,NA,2,1,5,1,1,500,1,1,NA,,NA,NA,2,1,3,4,5,2,3,4,5,1,0,0,0,5,1,87,81
28,1,2,Southern Region,3,2,NA,3,2,4,5,4,8,13,NA,,NA,NA,2,1,3,5,4,5,1,2,4,3,1,0,1,6,NA,10,16
24,0,1,Southern Region,4,NA,2,1,4,1,1,500,1,2,NA,,NA,NA,1,2,3,4,5,1,2,3,4,5,0,0,1,2,NA,35,41
45,1,2,Eastern Region,5,NA,2,1,4,2,2,525,30,1,NA,,NA,NA,1,2,4,3,5,1,3,2,5,4,0,1,0,4,NA,344,NA
41,1,2,Southern Region,2,NA,2,4,3,3,1,35,15,100,NA,,NA,NA,2,3,4,5,1,4,5,3,1,2,2,2,2,4,NA,14,25
39,1,1,Eastern Region,4,NA,2,3,3,3,3,500,10,0.001,0.01,30,NA,NA,1,2,4,3,5,1,2,3,5,4,0,0,1,6,NA,15,22
61,0,1,Eastern Region,4,NA,2,1,2,2,4,50,10,1,NA,,NA,NA,4,5,2,3,1,1,5,4,3,2,0,0,0,3,NA,33,72
33,1,4,Central Region,2,NA,2,3,3,3,3,500,10,0.1,10,30,NA,NA,1,2,3,4,5,5,3,2,4,1,0,0,0,8,NA,84,17
31,1,2,Western Region,3,2,NA,2,2,2,3,5,1,29,NA,,NA,NA,2,3,1,4,5,3,4,5,1,2,2,2,2,5,NA,12,18
20,1,4,Eastern Region,2,1,NA,4,3,2,1,1,50,20,NA,,NA,NA,3,5,4,2,1,5,1,2,4,3,1,1,2,2,NA,19,21
19,0,2,Central Region,4,NA,NA,3,2,3,3,0,7,4,NA,,NA,NA,4,3,5,1,2,2,5,4,1,3,1,1,2,5,NA,16,16
47,0,1,Western Region,4,2,NA,3,3,3,3,2,2,50,NA,,NA,NA,3,1,5,2,4,4,5,1,2,3,0,1,0,NA,NA,10,11
20,0,1,Southern Region,5,1,NA,3,3,3,3,500,10,10,25,,50,2,1,3,2,4,5,2,3,4,5,1,1,1,1,2,NA,51,98
38,0,1,Central Region,3,NA,2,2,4,1,1,500,10,0.001,20,30,NA,NA,2,1,3,4,5,1,2,3,5,4,0,0,0,2,NA,43,87
40,0,2,Eastern Region,1,2,NA,2,4,2,2,500,1,0.1,40,30,NA,NA,2,1,3,4,5,1,2,3,4,5,1,0,0,8,NA,26,21
33,0,1,Western Region,4,NA,2,2,4,2,4,500,10,1,10,3,NA,NA,1,2,3,4,5,1,2,3,4,5,1,0,0,5,NA,26,59
69,0,1,Western Region,4,NA,1,3,3,3,3,50,1,1,NA,,NA,NA,2,1,5,3,4,4,2,1,3,5,0,0,0,4,NA,16,35
26,1,1,Western Region,5,NA,1,1,5,2,2,400,100,1,NA,,NA,NA,4,1,2,3,5,1,4,3,5,2,1,0,2,6,1,57,194
20,0,1,Eastern Region,5,NA,2,1,5,1,1,50,100,1,NA,,NA,NA,1,2,3,4,5,1,2,3,4,5,1,1,1,6,NA,53,105
35,0,1,Southern Region,5,NA,2,1,5,1,1,50,59,50,NA,,NA,NA,3,4,1,2,5,3,2,4,5,1,1,1,1,2,NA,25,29
29,1,1,Southern Region,4,NA,2,4,4,5,4,20,20,20,NA,,NA,NA,5,3,4,1,2,5,1,4,2,3,1,1,0,7,NA,11,20
40,0,1,Southern Region,5,1,NA,3,3,1,3,500,100,1,NA,,NA,NA,4,3,5,2,1,1,3,2,5,4,0,1,0,2,NA,17,19
67,0,1,Eastern Region,4,NA,2,3,4,4,4,100,10,1,NA,,NA,NA,1,3,5,2,4,3,2,1,5,4,1,1,1,5,NA,33,71
58,1,2,Eastern Region,3,NA,1,3,3,3,3,400,100,1,NA,,NA,NA,3,1,2,4,5,3,1,2,5,4,0,0,0,3,NA,84,111
31,1,1,Central Region,3,NA,2,4,3,2,2,500,100,10,NA,,NA,NA,1,2,4,3,5,3,1,2,5,4,0,0,0,6,NA,20,41
62,1,4,Western Region,2,NA,2,3,3,2,3,500,10,0.1,25,,20,NA,2,1,3,4,5,1,2,3,4,5,0,0,0,4,1,66,65
40,1,4,Eastern Region,5,1,NA,1,5,1,1,500,10,10,40,30,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,6,NA,27,89
72,1,4,Eastern Region,5,NA,2,2,4,1,2,500,10,0.01,0.2,0.01,NA,NA,5,2,3,4,1,2,4,3,5,1,2,2,2,6,NA,36,37
61,1,1,Southern Region,3,NA,2,2,4,2,2,500,10,0.1,10,5,NA,NA,2,1,4,3,5,1,3,2,5,4,1,1,1,5,NA,21,60
55,1,1,Southern Region,4,NA,2,2,4,2,2,500,10,0.01,5,10,NA,NA,4,5,3,2,1,5,4,3,1,2,0,0,1,6,1,23,47
21,1,2,Central Region,2,3,NA,4,3,1,1,66,12,93,NA,,NA,NA,3,1,2,4,5,2,5,4,3,1,2,0,1,7,NA,11,16
34,1,4,Western Region,3,1,NA,2,4,4,4,500,10,0.1,10,30,NA,NA,2,1,4,3,5,1,2,3,5,4,0,1,1,6,1,20,39
30,1,2,Western Region,4,1,NA,2,3,2,2,500,100,1,NA,,NA,NA,3,1,2,4,5,1,2,3,4,5,2,1,2,6,NA,12,13
26,1,1,Western Region,4,1,NA,3,3,3,3,100,1,10,NA,,NA,NA,1,2,4,3,5,1,2,3,5,4,1,1,1,5,NA,16,40
55,1,1,Southern Region,4,NA,2,2,4,2,2,50,0.1,0.001,NA,,NA,NA,5,3,4,2,1,2,5,3,1,4,2,2,1,5,NA,27,14
67,1,2,Western Region,5,NA,2,3,4,3,3,450,300,2,NA,,NA,NA,2,1,4,5,3,5,3,2,1,4,0,0,0,4,NA,28,65
69,1,4,Eastern Region,4,1,NA,2,4,2,4,500,100,1,NA,,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,6,NA,31,75
68,1,4,Eastern Region,4,1,NA,2,4,2,2,500,100,1,NA,,NA,NA,2,1,4,3,5,1,3,2,4,5,0,0,1,2,NA,36,115
39,1,4,Western Region,4,NA,1,4,3,4,4,500,1,1,NA,,NA,NA,4,5,3,1,2,3,5,4,2,1,1,1,2,6,NA,18,33
64,1,1,Southern Region,4,1,NA,4,3,2,2,500,10,0.1,20,3,NA,NA,2,1,3,4,5,3,1,2,5,4,0,0,0,6,NA,27,156
32,1,2,Southern Region,4,NA,2,2,5,2,3,50,1,10,NA,,NA,NA,1,2,4,3,5,1,3,4,5,2,1,1,1,4,NA,14,25
54,1,4,Western Region,1,3,NA,3,3,3,2,500,1,1,NA,,NA,NA,5,3,1,4,2,3,2,5,1,4,0,1,0,7,NA,13,41
48,1,1,Southern Region,4,NA,2,2,4,3,1,500,10,10,20,25,NA,NA,2,1,4,3,5,1,3,2,4,5,0,1,1,2,NA,27,48
69,1,1,Central Region,4,NA,2,2,3,2,2,500,10,1,60,33,NA,NA,4,1,2,3,5,1,4,2,5,3,0,0,0,6,NA,28,48
66,1,1,Central Region,4,1,NA,2,4,2,2,500,10,0.1,40,30,NA,NA,2,1,4,3,5,1,3,2,4,5,0,0,0,4,NA,28,40
39,1,1,Western Region,4,1,NA,3,3,3,3,500,10,0.1,10,25,NA,NA,2,1,4,3,5,1,3,4,5,2,1,1,2,5,NA,39,23
41,0,1,Southern Region,4,1,NA,3,3,3,3,500,1,100,NA,,NA,NA,5,1,4,3,2,1,2,3,4,5,1,0,1,2,NA,11,43
66,1,2,Eastern Region,4,1,NA,4,2,2,4,500,1,1,NA,,NA,NA,2,5,3,4,1,3,2,5,1,4,1,1,1,6,NA,81,265
60,1,1,Western Region,4,NA,2,1,1,2,2,500,10,0.01,10,30,NA,NA,2,1,4,3,5,1,2,3,5,4,2,0,0,6,NA,99,76
59,1,2,Central Region,4,NA,2,1,5,1,1,500,10,0.001,25,,28,80,2,1,3,4,5,1,2,4,5,3,1,1,0,7,1,42,57
19,0,1,Southern Region,2,NA,2,3,3,NA,4,850,5,5,NA,,NA,NA,3,2,5,4,1,1,2,3,4,5,2,2,1,4,NA,25,15
43,1,4,Western Region,4,2,NA,1,4,2,2,50,10,10,NA,,NA,NA,2,1,4,3,5,2,1,3,5,4,1,1,0,6,NA,23,61
68,1,4,Eastern Region,4,NA,2,1,4,2,1,500,10,0.1,40,30,NA,NA,2,1,4,3,5,1,2,3,5,4,1,0,1,2,NA,30,152
27,1,2,Western Region,4,NA,1,4,2,3,4,500,100,0.001,NA,,NA,NA,3,1,2,4,5,2,4,3,5,1,0,1,1,5,NA,22,27
60,1,2,Eastern Region,2,1,NA,2,3,2,2,550,10,1,NA,,NA,NA,4,5,2,3,1,3,4,5,1,2,0,0,0,5,NA,29,60
25,1,1,Southern Region,3,2,NA,3,3,3,4,500,0.1,0.1,33,30,NA,NA,1,2,4,3,5,1,3,2,5,4,0,0,0,6,NA,19,29
18,1,2,Southern Region,3,2,NA,2,2,2,2,3,8,12,NA,,NA,NA,5,1,2,3,4,2,3,4,1,5,1,2,1,1,NA,17,25
22,1,2,Central Region,1,NA,2,1,4,1,3,500,500,20,NA,,NA,NA,4,5,1,2,3,2,1,3,4,5,2,2,1,4,1,11,16
48,1,2,Western Region,2,NA,2,4,2,4,4,500,10,0.001,50,50,NA,NA,2,1,5,3,4,2,1,4,5,3,1,0,0,6,NA,18,29
46,1,2,Southern Region,3,1,NA,4,3,2,1,500,5,20,NA,,NA,NA,1,4,2,3,5,5,3,4,2,1,2,0,0,4,NA,17,17
50,1,2,Eastern Region,3,NA,3,3,3,3,3,60,10,10,NA,,NA,NA,4,1,2,5,3,3,1,2,5,4,2,2,2,6,NA,468,21
52,1,4,Eastern Region,5,1,NA,2,4,3,4,500,10,0.1,40,10,NA,NA,2,1,4,3,5,4,5,2,1,3,1,1,1,8,NA,22,58
46,1,2,Eastern Region,5,NA,NA,2,3,2,2,500,10,0.1,0.1,20,NA,NA,5,4,1,3,2,4,3,2,1,5,0,0,0,8,NA,31,62
59,1,4,Eastern Region,4,NA,2,2,3,3,2,500,10,1,60,30,NA,NA,3,1,4,2,5,1,4,2,5,3,0,0,0,6,NA,45,123
30,0,1,Western Region,5,NA,2,4,5,3,5,100,1,30,NA,,NA,NA,2,5,4,3,1,1,5,3,4,2,1,1,1,5,NA,19,20
46,1,4,Southern Region,4,NA,2,2,4,2,2,500,10,0.1,20,30,NA,NA,3,1,2,4,5,1,2,3,4,5,0,0,0,6,NA,26,45
23,1,2,Central Region,3,NA,3,3,2,2,4,27,76,10,NA,,NA,NA,1,3,2,5,4,3,1,5,4,2,1,2,1,4,NA,25,24
78,1,1,Central Region,2,NA,2,4,2,2,2,1000,10,0.001,NA,,NA,NA,1,2,5,3,4,2,3,1,5,4,0,0,0,6,NA,26,38
42,1,2,Eastern Region,3,1,NA,2,3,3,2,500,10,0.1,25,,20,NA,1,2,4,3,5,1,3,4,5,2,0,0,0,7,NA,43,30
32,1,1,Western Region,5,1,NA,3,3,3,2,500,1,1,NA,,NA,NA,2,4,1,3,5,1,2,3,4,5,0,0,0,8,NA,152,NA
39,1,2,Eastern Region,4,NA,2,1,4,2,2,500,10,1,30,25,NA,NA,1,2,4,3,5,2,1,3,4,5,1,1,1,6,1,43,61
35,1,1,Central Region,4,1,NA,2,4,2,1,500,10,0.1,3,18,NA,NA,3,1,2,4,5,1,2,3,5,4,1,1,1,8,NA,24,52
23,1,2,Southern Region,3,1,NA,2,3,4,3,50,10,1,NA,,NA,NA,2,1,4,3,5,1,3,4,5,2,0,1,1,4,NA,69,76
30,1,2,Eastern Region,5,2,NA,1,3,1,3,500,10,0.01,40,25,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,4,NA,26,62
40,1,4,Eastern Region,5,2,NA,4,4,3,3,600,5,3,NA,,NA,NA,2,3,5,1,4,1,2,4,5,3,0,0,0,7,NA,19,24
64,1,4,Eastern Region,4,2,NA,1,4,2,2,500,10,0.1,10,25,NA,NA,2,3,1,4,5,1,2,4,5,3,1,1,1,7,NA,59,78
65,1,2,Southern Region,4,1,NA,3,2,1,2,50,1,1,NA,,NA,NA,3,5,1,4,2,4,5,2,1,3,0,1,0,6,NA,149,179
18,1,4,Western Region,3,NA,2,3,3,3,3,1,1,1,NA,,NA,NA,3,5,4,1,2,2,3,4,1,5,1,1,0,4,NA,31,251
50,1,4,Western Region,4,1,NA,3,4,3,3,500,10,0.1,25,,23,50,2,1,3,4,5,1,3,4,5,2,0,0,0,7,NA,14,28
72,1,1,Central Region,4,NA,2,2,4,1,1,50,10,1,NA,,NA,NA,1,2,4,3,5,1,2,3,5,4,1,1,1,8,NA,31,49
32,1,1,Western Region,2,1,NA,1,5,1,5,500,10,0.01,20,35,NA,NA,2,1,5,3,4,1,2,3,4,5,0,0,0,1,1,41,72
62,1,2,Eastern Region,5,1,NA,1,5,1,1,500,10,1,30,10,NA,NA,2,1,3,4,5,2,1,3,4,5,1,1,1,1,NA,1288,73
54,1,4,Western Region,4,2,NA,3,3,3,3,500,10,10,25,,25,25,3,4,5,1,2,5,2,4,1,3,1,1,1,6,NA,10,12
23,1,2,Central Region,1,2,NA,2,2,3,3,20,40,40,NA,,NA,NA,4,5,2,1,3,5,1,4,2,3,1,2,1,5,NA,11,25
33,0,4,Eastern Region,4,NA,1,1,3,1,4,50,1,1,NA,,NA,NA,4,1,3,2,5,2,1,4,5,3,0,0,0,6,NA,57,41
37,1,1,Eastern Region,4,1,NA,3,3,2,4,500,100,10,NA,,NA,NA,1,2,4,3,5,3,2,4,5,1,0,0,0,7,NA,13,26
67,1,1,Western Region,4,NA,2,2,4,2,2,50,10,1,NA,,NA,NA,2,1,4,3,5,1,2,3,5,4,1,1,1,6,NA,21,59
29,1,2,Southern Region,4,1,NA,5,2,4,2,500,10,17,23,35,NA,NA,2,3,4,1,5,1,2,4,5,3,0,0,1,6,NA,110,106
55,1,1,Eastern Region,4,1,NA,2,3,3,2,500,10,10,33,25,NA,NA,2,1,3,4,5,2,1,4,5,3,1,1,1,5,NA,15,31
64,1,1,Central Region,2,1,NA,5,1,1,1,500,100,10,NA,,NA,NA,4,2,3,1,5,2,3,1,4,5,0,0,0,2,NA,20,63
19,1,2,Western Region,4,1,NA,5,4,4,4,5,5,5,NA,,NA,NA,5,4,1,2,3,3,2,1,5,4,2,0,1,5,NA,11,18
