age,gend,race,nws_region,follow,torwatch,torwarn,resp_ignore,resp_prot,resp_busy,resp_unsure,cointoss,bigbucks,acme_pub,choir,fiveside,sixside,mushroom,spc_mar,spc_sli,spc_enh,spc_mod,spc_hig,spc_mar_col,spc_sli_col,spc_enh_col,spc_mod_col,spc_hig_col,rq_4,rq_5,rq_6,edu,is_bluedot,time_taken,page_time
22,0,1,Eastern Region,4,NA,3,4,2,3,5,500,10,1,20,25,NA,NA,4,5,1,3,2,5,4,3,2,1,0,0,0,4,NA,15,25
69,0,1,Southern Region,5,NA,2,2,3,2,3,50,25,5,NA,,NA,NA,1,2,5,3,4,1,2,3,4,5,1,1,1,4,1,33,68
72,1,1,Eastern Region,4,NA,2,2,4,1,1,500,10,0,20,30,NA,NA,1,2,4,3,5,2,1,4,5,3,0,1,0,6,1,41,74
78,0,1,Eastern Region,4,1,NA,1,4,1,4,500,1,1,NA,,NA,NA,2,1,4,3,5,1,3,2,5,4,0,0,0,6,NA,43,67
66,0,1,Western Region,4,NA,2,3,3,3,3,500,10,1,5,5,NA,NA,2,1,5,3,4,2,1,4,5,3,0,0,0,7,NA,29,48
67,1,1,Central Region,5,1,NA,2,4,2,2,500,10,1,5,30,NA,NA,2,3,4,1,5,1,2,3,5,4,0,0,0,6,1,18,37
74,1,1,Eastern Region,4,NA,2,3,3,2,3,500,10,0.1,10,30,NA,NA,5,4,3,2,1,3,2,4,1,5,0,0,0,7,NA,31,61
72,0,1,Western Region,4,NA,2,3,3,3,3,50,10,2,NA,,NA,NA,2,1,5,3,4,3,1,2,5,4,1,1,1,5,NA,36,149
68,1,1,Western Region,3,1,NA,3,3,2,3,500,10,0.001,20,25,NA,NA,1,2,3,4,5,1,2,3,5,4,0,0,0,4,NA,44,68
71,0,1,Western Region,2,NA,2,3,3,3,4,500,10,0.001,40,30,NA,NA,2,1,5,3,4,1,3,2,4,5,1,2,0,7,1,26,44
73,1,1,Western Region,4,1,NA,2,4,2,3,48,10,10,NA,,NA,NA,1,4,3,2,5,3,5,4,2,1,1,1,1,7,1,46,77
19,0,1,Central Region,4,NA,2,4,2,3,4,500,10,0.001,33,30,NA,NA,3,1,4,2,5,1,2,3,5,4,0,0,0,4,NA,15,33
69,1,1,Eastern Region,4,1,NA,2,3,2,2,500,10,0.1,10,30,NA,NA,5,4,1,3,2,4,2,3,1,5,0,0,0,6,NA,24,36
22,0,1,Southern Region,2,NA,2,1,4,2,2,500,1000,1,NA,,NA,NA,1,2,4,3,5,1,2,3,4,5,0,0,0,2,NA,14,30
71,0,1,Eastern Region,4,NA,2,2,3,2,3,500,100,1,NA,,NA,NA,2,1,4,3,5,2,4,3,5,1,0,1,0,5,NA,19,49
68,1,1,Western Region,3,2,NA,3,3,3,3,500,100,1,NA,,NA,NA,1,2,4,3,5,3,1,2,4,5,1,1,0,2,NA,31,93
65,1,1,Eastern Region,5,NA,2,2,4,2,2,500,10,0.1,25,,24,8,2,1,3,4,5,1,2,3,5,4,0,1,1,7,NA,22,43
74,0,1,Eastern Region,5,1,NA,3,2,3,2,500,10,0.01,0.4,3,NA,NA,4,2,1,3,5,4,1,3,5,2,0,0,0,6,NA,15,34
83,1,1,Central Region,4,1,NA,2,NA,2,2,500,10,0.1,10,30,NA,NA,5,4,1,3,2,3,4,1,5,2,0,0,0,6,1,39,70
68,1,1,Central Region,4,NA,2,2,3,1,3,500,10,0.1,10,30,NA,NA,2,1,4,3,5,1,4,2,5,3,NA,0,0,6,NA,19,36
72,1,1,Eastern Region,4,NA,2,2,4,2,2,500,200,1,NA,,NA,NA,2,1,4,3,5,2,3,4,5,1,1,1,0,6,NA,30,158
72,1,1,Southern Region,5,NA,2,1,4,2,1,500,10,0.1,10,30,NA,NA,3,2,5,1,4,4,1,2,5,3,0,0,0,7,NA,22,44
44,1,1,Southern Region,5,NA,1,2,3,1,3,500,10,0.01,3,3,NA,NA,5,4,3,2,1,5,3,2,1,4,1,1,1,7,1,23,44
76,0,1,Southern Region,3,NA,2,3,2,3,4,500,10,0.001,5,3,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,2,NA,31,64
68,1,1,Eastern Region,4,1,NA,2,3,3,2,500,10,0.1,40,30,NA,NA,2,1,4,3,5,1,4,2,5,3,0,0,0,6,NA,27,54
70,0,1,Southern Region,4,1,NA,2,4,2,2,500,10,1,50,25,NA,NA,1,2,4,3,5,1,2,3,5,4,0,0,0,2,NA,23,46
74,1,1,Eastern Region,5,NA,2,4,4,2,2,500,10,0.01,0.04,33,NA,NA,2,1,5,3,4,1,2,3,5,4,0,0,0,7,NA,17,35
69,1,1,Western Region,5,NA,2,2,NA,2,NA,900,25,20,NA,,NA,NA,4,5,1,3,2,5,4,3,1,2,1,1,1,8,NA,27,31
67,0,1,Eastern Region,4,NA,2,2,3,2,2,500,100,100,NA,,NA,NA,1,2,4,3,5,3,4,2,5,1,0,0,NA,6,1,28,63
68,0,1,Western Region,4,NA,2,2,3,3,4,500,100,1,NA,,NA,NA,2,1,4,3,5,1,3,2,5,4,0,0,0,6,NA,19,60
69,0,1,Eastern Region,3,1,NA,2,3,2,2,500,1,1,NA,,NA,NA,3,4,5,2,1,1,2,3,5,4,0,0,0,4,NA,26,39
66,1,1,Central Region,4,NA,2,2,2,1,1,500,10,0.1,20,30,NA,NA,4,5,3,2,1,5,2,3,1,4,1,0,1,7,NA,38,44
75,1,1,Southern Region,2,NA,2,2,3,2,4,500,10,0,10,30,NA,NA,2,1,4,3,5,1,3,4,5,2,0,0,0,4,NA,33,43
73,1,1,Eastern Region,3,1,NA,3,3,NA,3,500,10,0.1,60,30,NA,NA,2,1,4,3,5,2,1,3,5,4,0,0,0,8,NA,19,37
21,0,1,Central Region,4,1,NA,2,2,1,1,500,10,1,40,20,NA,NA,4,1,3,2,5,1,3,2,5,4,1,1,0,4,NA,14,34
88,1,1,Eastern Region,4,NA,2,3,3,2,3,50,10,0.1,20,30,NA,NA,1,2,4,3,5,1,2,3,5,4,0,0,0,6,NA,40,56
22,0,1,Western Region,2,1,NA,2,4,1,4,500,10,0.1,25,,20,NA,3,1,2,4,5,1,2,3,4,5,1,1,0,6,NA,24,50
68,0,1,Eastern Region,4,NA,1,2,4,2,4,500,10,10,50,25,NA,NA,3,1,2,4,5,1,3,4,5,2,0,0,0,2,NA,20,61
68,0,1,Southern Region,4,1,NA,1,5,1,1,500,10,1,25,,20,NA,2,1,5,3,4,1,2,3,5,4,1,1,0,4,1,30,54
70,0,1,Western Region,5,NA,2,2,4,2,1,500,100,1,NA,,NA,NA,1,2,3,4,5,2,1,3,5,4,0,0,0,4,1,35,71
23,0,1,Southern Region,5,2,NA,4,3,4,5,500,100,0.001,NA,,NA,NA,1,2,4,3,5,1,2,3,4,5,1,1,1,4,1,19,33
69,0,1,Southern Region,4,1,NA,1,3,1,2,500,10,0.5,25,,10,4,1,3,2,4,5,1,2,3,5,4,0,0,0,6,NA,31,48
74,0,1,Western Region,5,1,NA,3,3,3,3,500,5,1,NA,,NA,NA,4,5,1,3,2,4,3,2,1,5,0,0,0,2,NA,17,28
66,0,1,Western Region,2,NA,2,3,3,3,3,30,1,1,NA,,NA,NA,2,1,4,3,5,1,3,4,5,2,0,0,0,6,NA,13,24
71,1,1,Central Region,4,1,NA,1,5,1,1,500,10,1,25,,11,20,1,3,2,4,5,1,2,3,5,4,0,0,1,6,NA,26,57
80,1,1,Eastern Region,3,NA,1,3,3,NA,3,500,10,0.1,10,30,NA,NA,1,2,5,3,4,1,2,4,5,3,0,0,0,7,NA,31,52
23,0,1,Southern Region,4,1,NA,4,2,4,2,500,10,10,3,31,NA,NA,1,2,3,4,5,1,3,4,5,2,0,0,0,1,NA,32,50
76,0,1,Central Region,4,NA,2,2,3,2,2,675,100,10,NA,,NA,NA,2,1,4,3,5,4,1,2,5,3,0,0,NA,2,NA,25,67
69,0,1,Central Region,3,NA,2,4,3,3,3,500,10,0.1,20,35,NA,NA,2,1,3,4,5,2,1,3,5,4,0,0,0,6,1,44,42
69,1,1,Western Region,4,1,NA,4,2,4,2,500,10,0.1,10,30,NA,NA,1,2,4,3,5,1,2,3,4,5,1,0,0,6,1,29,53
79,1,1,Central Region,4,2,NA,4,1,1,2,500,10,0.1,33,30,NA,NA,1,2,5,3,4,3,4,2,1,5,0,0,0,6,NA,19,40
71,0,1,Eastern Region,4,NA,2,2,4,2,1,50,10,1,NA,,NA,NA,2,1,5,3,4,1,3,2,4,5,0,0,0,7,1,27,42
45,0,1,Western Region,5,1,NA,1,4,2,2,500.1,0.1,0.1,5,5,NA,NA,4,1,2,3,5,1,2,3,5,4,1,1,1,6,NA,24,46
69,0,1,Southern Region,4,NA,1,2,3,2,2,500,10,10,40,30,NA,NA,1,2,5,3,4,1,3,2,4,5,1,1,1,6,NA,31,81
70,1,1,Eastern Region,4,2,NA,3,3,3,3,500,100,10,NA,,NA,NA,4,1,2,3,5,3,1,5,2,4,0,0,0,5,NA,19,38
54,1,1,Eastern Region,3,NA,1,2,4,2,2,500,1,1,NA,,NA,NA,1,3,2,4,5,2,4,1,5,3,1,2,1,7,NA,20,44
66,1,1,Eastern Region,4,2,NA,2,3,2,2,500,10,0.1,25,,14,50,1,2,3,4,5,1,2,3,4,5,0,0,0,6,NA,35,59
69,1,1,Eastern Region,4,1,NA,5,1,3,1,500,10,0.1,20,1,NA,NA,2,1,4,3,5,1,2,4,5,3,0,0,0,6,NA,34,51
68,1,1,Western Region,4,2,NA,2,3,2,2,500,1,1,NA,,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,6,NA,29,82
80,1,1,Central Region,4,NA,2,2,3,2,2,600,20,1,NA,,NA,NA,5,4,1,3,2,5,4,3,1,2,0,0,0,5,NA,29,55
68,1,1,Western Region,2,2,NA,2,4,1,2,500,10,0.1,10,40,NA,NA,2,1,4,3,5,1,2,4,5,3,0,0,0,4,NA,23,42
23,0,1,Eastern Region,4,1,NA,4,3,5,3,500,2,16,NA,,NA,NA,4,1,5,3,2,3,2,5,1,4,0,1,1,5,NA,12,23
72,1,1,Eastern Region,4,NA,2,3,3,3,3,500,10,0.01,0,5,NA,NA,3,1,2,4,5,1,3,2,4,5,0,0,0,4,NA,20,48
67,0,1,Western Region,4,1,NA,3,3,3,3,700,100,1,NA,,NA,NA,1,3,4,2,5,1,2,3,5,4,0,0,0,4,NA,29,46
69,0,1,Eastern Region,4,NA,2,3,3,3,3,500,10,100,50,3,NA,NA,3,1,4,2,5,3,1,2,5,4,0,0,0,4,NA,16,46
75,1,1,Western Region,4,1,NA,1,3,1,1,500,10,1,10,25,NA,NA,2,1,5,3,4,1,3,2,4,5,1,0,0,5,1,29,74
65,1,1,Southern Region,4,1,NA,2,4,2,2,500,100,1,NA,,NA,NA,2,1,4,3,5,2,1,3,5,4,1,0,1,4,1,30,82
72,1,1,Eastern Region,5,1,NA,2,3,1,1,50,0,0,NA,,NA,NA,4,5,3,2,1,5,4,3,2,1,1,1,1,7,NA,23,63
66,1,1,Central Region,5,NA,2,2,3,2,3,500,10,0.001,80,30,NA,NA,2,1,4,3,5,2,1,4,5,3,0,0,0,5,NA,36,68
69,0,1,Central Region,5,NA,2,NA,NA,NA,NA,500,0,1,NA,,NA,NA,3,1,2,4,5,1,2,3,5,4,0,0,0,2,NA,31,55
71,1,1,Eastern Region,4,1,NA,4,2,4,3,500,10,0.1,40,30,NA,NA,1,2,3,4,5,3,4,2,5,1,0,0,0,4,NA,31,47
59,1,1,Central Region,4,1,NA,1,5,1,2,500,10,1,10,5,NA,NA,3,1,4,2,5,1,3,2,5,4,0,0,NA,6,NA,17,47
77,1,1,Southern Region,4,1,NA,1,5,1,1,500,10,0.001,40,30,NA,NA,1,2,3,4,5,1,2,3,4,5,1,1,0,7,NA,35,78
76,1,1,Central Region,4,1,NA,NA,NA,1,3,500,10,0.1,2.5,30,NA,NA,5,4,2,3,1,4,3,5,2,1,0,0,0,7,NA,26,44
68,0,1,Southern Region,5,1,NA,1,4,1,1,500,1,1,NA,,NA,NA,2,1,4,3,5,1,2,3,4,5,0,1,1,7,NA,32,45
78,1,1,Eastern Region,5,NA,2,2,3,2,2,500,10,0.1,20,30,NA,NA,2,1,3,4,5,1,2,4,5,3,0,1,1,7,NA,17,41
72,1,1,Central Region,3,NA,2,2,3,2,2,500,10,0.1,25,,5,10,4,5,2,3,1,1,2,3,5,4,0,0,1,7,NA,33,56
79,0,1,Eastern Region,4,1,NA,4,2,1,2,25,10,0.1,30,50,NA,NA,1,2,4,3,5,3,2,1,5,4,0,0,0,6,NA,27,34
63,0,1,Central Region,4,NA,2,3,3,3,1,500,10,1,20,5,NA,NA,1,4,2,3,5,1,2,3,5,4,0,0,2,7,NA,19,54
23,1,1,Southern Region,3,1,NA,4,2,3,4,500,10,0.01,25,,20,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,6,1,50,57
20,0,1,Eastern Region,4,2,NA,2,4,2,2,600,10,1,NA,,NA,NA,4,2,3,1,5,1,2,4,5,3,0,0,0,4,NA,16,36
66,1,1,Western Region,5,NA,2,1,5,1,1,500,10,0.001,30,38,NA,NA,2,1,5,3,4,1,2,3,5,4,1,1,1,6,NA,44,49
76,1,1,Southern Region,3,1,NA,4,2,2,2,500,10,0.001,25,,23,80,2,1,4,3,5,1,3,4,5,2,0,0,0,7,1,47,76
66,0,1,Central Region,5,NA,2,3,3,3,2,50,10,1,NA,,NA,NA,1,2,4,3,5,2,3,4,5,1,0,0,0,6,NA,20,45
74,0,1,Eastern Region,5,NA,2,4,2,2,4,500,10,0.001,10,16,NA,NA,1,3,2,4,5,1,3,2,5,4,1,1,1,7,NA,24,54
81,0,1,Central Region,5,NA,2,3,3,2,2,50,10,1,NA,,NA,NA,3,1,2,4,5,1,2,3,5,4,0,0,0,5,1,30,51
67,1,1,Central Region,4,NA,2,4,2,2,2,0,10,0,NA,,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,5,NA,21,55
68,1,1,Central Region,5,2,NA,1,5,1,1,488,10,0.001,NA,,NA,NA,4,5,2,3,1,4,5,3,1,2,0,0,0,7,NA,19,45
76,0,1,Eastern Region,5,NA,2,1,5,1,1,25,10,1,NA,,NA,NA,5,4,3,2,1,4,2,3,1,5,1,1,1,2,NA,36,87
20,1,1,Southern Region,5,NA,2,1,4,1,1,500,100,100,NA,,NA,NA,1,3,2,4,5,3,1,4,5,2,0,0,NA,4,NA,18,47
19,0,1,Southern Region,4,2,NA,4,3,3,3,500,10,2,2,50,NA,NA,2,1,3,4,5,3,2,5,4,1,0,0,0,4,NA,37,91
65,0,1,Eastern Region,4,1,NA,2,3,3,3,500,10,0.1,33,30,NA,NA,1,2,3,4,5,1,2,4,5,3,0,0,0,8,1,17,39
67,0,1,Western Region,4,NA,2,1,4,1,1,500,10,1,10,5,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,6,1,15,43
87,0,1,Southern Region,4,1,NA,3,4,1,1,500,50,1,NA,,NA,NA,5,4,2,3,1,5,4,3,2,1,0,0,1,4,1,40,86
66,0,1,Eastern Region,4,1,NA,1,4,1,4,100,100,10,NA,,NA,NA,1,2,4,3,5,1,3,4,5,2,0,0,0,2,NA,24,43
68,1,1,Eastern Region,4,1,NA,2,3,2,2,500,100,0.1,20,30,NA,NA,1,2,4,3,5,1,2,3,5,4,1,0,0,6,1,25,43
73,1,1,Southern Region,4,NA,2,1,5,1,1,600,10,1,NA,,NA,NA,2,1,4,3,5,3,1,2,5,4,0,1,0,7,NA,18,42
71,1,1,Western Region,5,NA,2,3,2,2,4,50,10,0.1,10,30,NA,NA,1,2,5,3,4,1,2,3,4,5,0,0,0,4,NA,27,63
63,0,1,Central Region,5,NA,2,2,4,2,2,500,10,1,25,,23,5,5,4,2,3,1,1,2,3,4,5,0,0,0,6,NA,56,53
70,0,1,Western Region,4,2,NA,1,4,3,3,500,10,1,10,30,NA,NA,1,2,4,3,5,1,3,2,5,4,1,1,1,7,NA,29,59
68,1,1,Southern Region,5,1,NA,4,1,4,3,500,10,10,5,30,NA,NA,2,1,4,3,5,1,2,4,5,3,0,0,0,6,NA,33,54
65,0,1,Southern Region,5,3,NA,2,3,3,2,50,10,1,NA,,NA,NA,5,4,2,3,1,2,3,4,5,1,1,1,1,4,NA,14,36
18,1,1,Southern Region,4,NA,2,2,4,2,1,4,9,49,NA,,NA,NA,4,1,5,2,3,5,1,2,3,4,2,0,0,2,NA,10,14
77,0,1,Southern Region,5,2,NA,1,3,3,1,600,100,1,NA,,NA,NA,2,1,4,3,5,1,2,3,5,4,1,0,0,2,NA,32,78
70,0,1,Central Region,3,NA,2,3,4,2,1,500,10,0.1,25,,10,8,1,2,3,4,5,1,2,3,5,4,0,0,0,7,1,39,96
67,0,1,Western Region,4,1,NA,3,3,3,3,500,1,100,NA,,NA,NA,1,2,4,3,5,1,2,3,5,4,0,0,0,4,NA,33,56
23,0,1,Central Region,4,1,NA,4,3,3,4,500,10,0.0001,35,30,NA,NA,1,2,4,3,5,1,2,4,5,3,0,0,0,6,NA,16,31
73,1,1,Eastern Region,4,NA,2,2,4,1,2,40,1,1,NA,,NA,NA,1,2,4,3,5,5,4,3,2,1,1,1,1,6,1,21,49
68,1,1,Eastern Region,4,NA,2,2,2,1,2,500,10,0.1,20,30,NA,NA,4,5,1,3,2,1,2,3,5,4,0,0,0,6,1,34,48
72,1,1,Central Region,4,NA,2,1,4,1,2,500,10,0.1,2,30,NA,NA,1,2,4,3,5,3,4,1,5,2,0,0,1,6,NA,28,69
77,1,1,Eastern Region,4,2,NA,2,4,2,2,500,10,0,50,50,NA,NA,3,5,2,4,1,4,5,3,1,2,0,0,0,6,NA,42,158
65,1,1,Eastern Region,4,1,NA,1,5,1,1,500,10,1,1,16,NA,NA,2,1,4,3,5,1,3,4,5,2,1,0,0,6,NA,28,69
69,0,1,Eastern Region,3,1,NA,2,3,2,4,500,100,0.1,40,30,NA,NA,4,5,2,3,1,1,2,4,5,3,0,0,0,7,1,32,76
71,0,1,Western Region,4,1,NA,3,3,3,3,500,50,1,NA,,NA,NA,4,5,3,2,1,5,3,2,1,4,0,0,0,6,NA,19,50
65,1,1,Western Region,4,1,NA,3,3,3,1,500,10,0.1,25,,42,80,3,1,2,4,5,1,5,2,4,3,1,1,1,8,NA,29,61
69,0,1,Central Region,4,NA,2,1,4,2,1,500,100,1,NA,,NA,NA,2,1,4,3,5,3,2,5,4,1,0,1,1,4,1,38,44
67,0,1,Eastern Region,4,NA,2,2,4,2,2,500,10,1,40,3,NA,NA,1,2,4,3,5,1,3,4,5,2,0,0,0,2,NA,18,58
77,1,1,Eastern Region,3,1,NA,4,2,4,3,500,10,0.1,40,30,NA,NA,2,1,4,3,5,1,2,4,5,3,0,0,0,8,1,19,29
71,1,1,Southern Region,5,1,NA,1,4,2,2,500,10,0.1,25,,10,4,2,1,5,3,4,1,3,4,5,2,0,0,0,8,NA,47,68
65,0,1,Southern Region,4,NA,2,2,4,2,3,50,10,1,NA,,NA,NA,1,2,3,4,5,5,4,3,1,2,0,0,0,6,NA,23,45
71,1,1,Central Region,5,1,NA,2,4,2,1,500,10,1,10,30,NA,NA,3,1,4,2,5,2,1,3,4,5,0,NA,0,6,NA,44,85
75,1,1,Eastern Region,5,1,NA,2,3,2,2,500,1,1,NA,,NA,NA,2,1,3,4,5,2,4,3,5,1,0,0,1,2,NA,30,96
75,0,1,Southern Region,4,NA,2,1,5,5,1,5,10,10,NA,,NA,NA,2,1,4,3,5,1,3,2,5,4,1,1,1,2,NA,23,62
72,0,1,Southern Region,3,1,NA,3,2,2,3,500,1,1,NA,,NA,NA,1,2,3,4,5,4,1,2,5,3,0,0,0,6,NA,27,56
65,0,1,Central Region,4,1,NA,3,4,2,2,50,10,10,NA,,NA,NA,3,1,5,2,4,2,1,3,5,4,1,1,1,6,NA,40,48
66,1,1,Southern Region,5,NA,2,1,5,1,1,51,10,0.001,NA,,NA,NA,2,1,3,4,5,1,2,3,4,5,1,1,1,7,1,40,51
73,0,1,Southern Region,5,NA,2,1,2,1,2,50,10,10,NA,,NA,NA,2,1,3,4,5,1,2,3,4,5,1,1,1,5,NA,24,36
55,0,1,Eastern Region,5,1,NA,1,3,3,2,650,25,1,NA,,NA,NA,2,1,4,3,5,1,2,4,5,3,0,0,0,2,NA,36,74
79,1,1,Eastern Region,4,NA,2,2,4,2,2,500,10,0.001,80,30,NA,NA,4,5,3,2,1,4,3,5,1,2,0,1,1,7,1,35,77
69,0,1,Eastern Region,4,1,NA,1,5,1,1,50,10,1,NA,,NA,NA,2,1,4,3,5,1,3,2,5,4,0,0,0,6,NA,27,78
66,0,1,Central Region,4,1,NA,1,2,2,1,500,1,10,NA,,NA,NA,2,1,4,3,5,1,3,4,5,2,0,1,0,4,NA,31,56
73,0,1,Western Region,3,1,NA,3,3,3,3,50,20,5,NA,,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,6,NA,47,102
18,0,1,Eastern Region,4,NA,2,3,3,3,3,600,10,10,NA,,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,2,NA,13,34
75,1,1,Eastern Region,5,NA,2,2,3,1,3,500,10,0.01,2,25,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,6,1,28,50
68,1,1,Western Region,4,1,NA,1,3,1,2,500,10,0.1,10,25,NA,NA,1,2,3,4,5,1,2,3,5,4,NA,1,0,4,NA,28,64
86,0,1,Southern Region,2,NA,1,1,4,1,1,500,20,1,NA,,NA,NA,4,5,3,2,1,2,3,4,1,5,1,0,1,5,NA,36,81
74,1,1,Southern Region,5,1,NA,2,4,2,1,500,10,0.1,10,30,NA,NA,1,2,3,4,5,1,2,3,5,4,0,0,1,7,NA,43,61
20,0,1,Western Region,4,NA,2,2,4,1,4,500,10,10,75,30,NA,NA,2,1,3,4,5,1,3,4,5,2,0,1,0,2,NA,40,78
72,1,1,Southern Region,3,NA,2,1,4,1,3,50,10,100,NA,,NA,NA,3,5,2,4,1,4,5,3,2,1,0,0,0,6,NA,16,33
72,0,1,Southern Region,4,1,NA,1,5,1,1,500,1,1,NA,,NA,NA,5,4,3,2,1,5,4,2,3,1,1,1,1,4,NA,25,41
71,1,1,Eastern Region,4,1,NA,1,4,1,2,500,10,0.1,40,30,NA,NA,2,1,5,3,4,1,3,2,5,4,0,0,0,6,NA,23,61
69,0,1,Western Region,4,NA,2,1,4,1,2,500,10,1,10,30,NA,NA,2,1,4,3,5,1,2,3,5,4,2,1,1,8,1,29,67
19,0,1,Eastern Region,4,NA,2,4,NA,4,3,600,20,10,NA,,NA,NA,2,5,4,3,1,1,3,2,5,4,1,2,0,2,NA,16,24
69,1,1,Eastern Region,4,NA,2,2,4,2,2,500,10,0.1,25,,20,NA,2,1,4,3,5,1,2,3,4,5,1,0,0,7,1,44,70
66,1,1,Western Region,5,NA,1,1,5,1,1,50,2,10,NA,,NA,NA,3,1,5,4,2,5,1,3,4,2,1,1,0,1,NA,26,74
65,1,1,Central Region,5,1,NA,1,5,1,2,510,10,1,NA,,NA,NA,1,2,5,3,4,1,2,4,5,3,0,0,0,6,NA,31,57
19,0,1,Central Region,5,2,NA,1,4,3,4,500,1,1,NA,,NA,NA,3,1,4,2,5,4,1,3,5,2,1,1,0,4,NA,28,59
64,1,1,Western Region,4,NA,2,3,3,3,3,500,10,1,30,30,NA,NA,3,1,4,2,5,1,2,3,4,5,0,0,1,6,NA,13,24
68,1,1,Southern Region,4,NA,2,2,4,2,2,500,10,0.1,66,30,NA,NA,2,1,3,4,5,1,3,4,5,2,0,0,0,4,1,42,63
48,1,1,Eastern Region,5,NA,2,3,3,2,4,500,10,0.1,5,5,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,7,NA,40,120
23,0,1,Eastern Region,4,1,NA,4,3,4,2,500,10,10,5,25,NA,NA,2,1,4,3,5,1,2,3,4,5,1,0,0,6,1,160,63
71,0,1,Eastern Region,3,NA,2,3,2,3,3,600,2,0.5,NA,,NA,NA,2,1,4,3,5,1,4,3,5,2,1,1,1,4,NA,19,62
76,0,1,Western Region,4,NA,2,1,1,1,5,500,900,1,NA,,NA,NA,2,1,4,3,5,1,4,2,5,3,0,0,0,5,NA,17,31
65,1,1,Central Region,NA,NA,2,2,3,2,2,500,10,0.1,25,,20,NA,2,1,4,3,5,1,2,3,4,5,0,0,0,7,NA,17,50
22,0,1,Eastern Region,4,NA,1,2,4,3,2,50,1,1,NA,,NA,NA,2,1,4,3,5,1,2,3,4,5,1,1,1,6,NA,34,45
65,1,1,Central Region,5,1,NA,1,NA,1,1,1,10,0.01,NA,,NA,NA,2,1,4,3,5,1,2,4,5,3,1,1,1,7,NA,17,37
76,0,1,Eastern Region,4,1,NA,1,3,1,2,500,10,0.1,25,,20,NA,1,2,4,3,5,1,2,3,5,4,0,0,1,6,1,28,64
70,0,1,Eastern Region,4,1,NA,2,2,2,2,50,10,0.5,NA,,NA,NA,1,2,4,3,5,1,2,3,5,4,0,0,0,6,1,24,33
65,0,1,Western Region,4,1,NA,1,4,1,3,500,10,1,10,5,NA,NA,5,4,2,3,1,3,5,4,1,2,0,0,0,4,1,18,46
67,0,1,Western Region,5,NA,1,1,4,2,3,50,100,10,NA,,NA,NA,3,2,5,1,4,5,4,2,1,3,0,0,0,4,NA,18,47
69,0,1,Eastern Region,4,1,NA,4,1,1,4,500,1,1,NA,,NA,NA,5,4,3,1,2,5,4,3,1,2,0,0,0,6,NA,18,37
76,1,1,Western Region,5,NA,2,5,4,5,2,500,6,10,NA,,NA,NA,5,2,3,4,1,5,2,4,1,3,0,0,0,6,1,32,85
66,0,1,Central Region,4,NA,2,1,3,1,1,50,5,50,NA,,NA,NA,4,3,5,2,1,3,4,5,1,2,0,0,0,2,NA,25,63
74,1,1,Southern Region,4,1,NA,1,5,1,1,50,1,0.01,NA,,NA,NA,3,5,2,4,1,5,4,3,1,2,0,0,NA,7,NA,23,48
68,0,1,Eastern Region,4,NA,1,3,3,2,3,500,10,0.5,15,10,NA,NA,1,2,5,3,4,4,1,2,5,3,1,1,1,5,1,27,68
79,0,1,Central Region,4,NA,2,2,4,2,1,50,10,1,NA,,NA,NA,2,1,5,3,4,2,1,3,4,5,0,0,1,2,1,43,89
69,1,1,Western Region,1,NA,2,1,4,2,2,50,100,100,NA,,NA,NA,3,2,4,1,5,1,3,2,5,4,0,0,0,4,NA,20,51
54,1,1,Western Region,4,NA,2,3,3,2,3,500,10,1,5,13,NA,NA,2,1,3,4,5,1,4,3,5,2,0,0,0,6,1,31,68
63,1,1,Eastern Region,4,NA,2,3,4,3,2,500,10,0.1,50,25,NA,NA,2,3,1,4,5,1,3,2,5,4,1,1,1,7,NA,23,56
81,1,1,Eastern Region,4,1,NA,4,3,1,2,50,10,5,NA,,NA,NA,4,5,3,2,1,4,3,1,5,2,0,0,0,4,NA,23,68
67,0,1,Western Region,4,1,NA,1,3,2,3,500,10,0.1,1,30,NA,NA,2,1,4,3,5,3,2,4,5,1,0,0,0,7,1,21,40
74,1,1,Eastern Region,4,NA,2,2,2,2,2,500,3,1,NA,,NA,NA,1,2,4,3,5,1,2,3,5,4,0,0,0,6,NA,19,41
69,1,1,Eastern Region,3,2,NA,2,3,2,3,350,1,1,NA,,NA,NA,3,5,4,2,1,5,2,3,1,4,0,0,0,2,1,38,98
65,1,1,Eastern Region,4,2,NA,2,3,1,2,500,100,1,NA,,NA,NA,2,1,4,3,5,1,3,2,5,4,0,0,0,4,1,31,77
67,0,1,Eastern Region,4,1,NA,2,3,2,2,500,1,1,NA,,NA,NA,5,4,1,3,2,5,4,3,1,2,0,0,0,7,1,18,27
23,1,1,Southern Region,5,NA,2,3,2,4,2,500,10,1,0.1,25,NA,NA,1,2,5,3,4,1,2,3,4,5,1,1,1,4,NA,71,27
