WFO,COLD,FIRE,FLOOD,HEAT,HURR,SNOW,TORN,DROUGHT
MEG,-0.19850491246011445,-0.521305075313717,1.2576362616443957,2.478019013255995,0.19920074388978787,-0.583679088151218,0.8001468248515229,0.12303155287184002
MFL,-0.09531733682005493,0.21509554983016102,-0.6877837550887311,-0.26005475313260923,3.1670906149750118,-1.1155492744605031,1.1659029274123185,-0.6125837142173893
MFR,3.103497508021791,2.064279341858121,-0.9857309648586695,-0.5605750445655049,-0.5130928251706659,0.6756916978224915,-1.342138918718852,1.2810323604187563
MHX,-0.766036578480442,-0.5867629086598394,-0.734520572307545,-0.5605750445655049,2.336081451071149,-0.9076919602706676,0.3821398504963278,-1.2817563120211404
MKX,1.9168403881611062,-0.5703984503233087,-0.4657838732993654,1.175764417046781,-0.5130928251706659,0.17438876359994698,-0.0010332093292675264,-1.0681905893178156
MLB,-0.6628490028403825,-0.4885761586406557,-1.236941357409794,-0.5939661880580488,1.5050722871672866,-1.1033223736258069,0.19055332058353014,-0.5888541894725758
MOB,-0.6628490028403825,-0.5540339919867782,-0.2554681958147029,-0.32683704011769715,2.573512640757967,-1.0177340677829334,0.6433942094683247,-0.19019817375970285
MPX,1.504090085600868,-0.5703984503233087,-0.5008364862134757,0.007074394807742345,-0.5130928251706659,0.05823320567033286,1.287821628265917,-0.19968998365762833
MQT,1.6072776612409272,-0.4231183252945332,-1.2427834595621459,-0.5939661880580488,-0.5130928251706659,3.0660508110056006,-1.1157184742764543,-0.5651246647277619
MRX,-0.7144427906604122,-0.5867629086598394,-0.39567864747114445,-0.5271839010729609,-0.2756616354838479,-0.5469983856471294,-0.6280436708620603,-0.289862177687921
MSO,0.6785894804803916,-0.4231183252945332,-1.0324677820774835,-0.5939661880580488,-0.5130928251706659,2.1551466988207326,-1.324721961454052,1.4234095088876395
MTR,-0.6112552150203526,-0.3085671169388189,-0.9682046584016143,-0.22666360964006532,-0.5130928251706659,-1.0788685719564144,-1.255054132394853,0.08506431328013805
OAX,2.020027963801166,-0.4885761586406557,0.33458412157282214,0.2074212557630061,-0.5130928251706659,-0.17407791018889504,0.7304789957923237,0.0043839291477708806
OHX,-0.6628490028403825,-0.5703984503233087,0.3112157129634153,-0.4270104705953291,-0.5130928251706659,-0.28412001770116097,0.3473059359667284,-0.5983459993705013
OKX,-0.301692488100174,-0.5540339919867782,0.7201628636280366,0.2408123992555501,-0.156946040640439,-0.14962410851950259,-0.906714987098857,-1.3007399318169914
OTX,-0.19850491246011445,2.162466091877305,-0.47162597545171697,-0.6273573315505928,-0.5130928251706659,1.9106086821268085,-1.2202202178652533,0.25117098649383496
OUN,-0.6112552150203526,0.6242070082434266,0.3988472452486913,0.6748972646586215,-0.5130928251706659,-0.37582177396138255,2.1760864487707066,1.1528929267967616
PAH,0.00787023882000459,-0.07946470022739016,4.161161031363206,2.644974730718715,-0.5130928251706659,-0.1068299555980659,1.7754964316803112,-0.6268214290642777
PBZ,0.05946402664003441,-0.5867629086598394,1.4621098369767065,-0.6273573315505928,-0.5130928251706659,0.34556537528569375,-0.4887080127436619,-1.6044778485506086
PDT,-0.2500987002801443,2.800679967001999,-0.9798888627063179,-0.3602281836102411,-0.5130928251706659,0.8529817599255867,-1.0286336879524554,1.1766224515415755
PHI,1.8136528125210465,1.9497281335024068,2.5312145308570737,3.7468824659726656,0.19920074388978787,2.045104591308467,-0.6280436708620603,-0.9590347754916718
PIH,0.4722143292002725,2.146101633540774,-0.9214678411828005,-0.4270104705953291,-0.5130928251706659,0.9446835161858083,-0.819630200774858,0.9535649189403252
PQR,-0.5080676393802932,-0.24310928359269637,-0.9331520454875039,0.07385668179283031,-0.5130928251706659,0.2905443215295609,-0.9763828161580561,-0.6647886686559801
PSR,-0.6628490028403825,-0.5703984503233087,-0.11525774415826143,0.27420354274809405,-0.5130928251706659,-0.993280266113541,-1.2202202178652533,1.6322293266420018
PUB,-0.766036578480442,0.7714871332722022,-0.4307312603852549,-0.6273573315505928,-0.5130928251706659,1.8983817812921122,0.6608111667331245,0.9488190139913624
RAH,-0.766036578480442,-0.5703984503233087,0.4163735517057463,-0.3602281836102411,0.7927787181068329,-0.6081328898206104,-0.41904018368446266,-0.17596045891281445
REV,-0.7144427906604122,-0.2758382002657576,-1.0967309057533525,-0.5605750445655049,-0.39437723032725686,1.1647677312103397,-1.255054132394853,1.1861142614395006
RIW,-0.301692488100174,0.7551226749356713,-0.8805731261163383,-0.6273573315505928,-0.5130928251706659,1.0180449211939853,-0.7499623717156588,1.328491409908384
RLX,0.7817770561204512,-0.4885761586406557,1.2342678530349889,0.007074394807742345,-0.5130928251706659,0.21106946610403549,-0.8544641153044575,-0.9685265853895975
RNK,-0.3532862759202038,-0.472211700304125,1.3102151810155613,-0.4937927575804169,-0.2756616354838479,-0.009014748920496155,-0.6628775853916599,-0.10951778962733567
SEW,-0.6628490028403825,-0.5049406169771863,-1.2895202767809595,-0.4937927575804169,-0.5130928251706659,0.039892854418288506,-1.167969346070854,-1.1536168783991454
SGF,-0.6112552150203526,-0.046735783554328975,2.1690041974112657,-0.05970789217734555,-0.5130928251706659,-0.754855699836965,1.0788181410883195,-0.13324731437214957
SGX,-0.2500987002801443,5.026246300770163,0.3112157129634153,1.3761112780020444,-0.5130928251706659,-0.5103176831430408,-1.0286336879524554,0.9250894892465484
SHV,-0.5596614272003229,0.13327325814750793,0.4514261646198568,1.576458138957308,0.19920074388978787,-0.8282171048451423,1.5142420727083143,0.28913822608553724
SJT,-0.6628490028403825,1.1151407583393451,-0.1386261527676683,-0.6273573315505928,-0.39437723032725686,-0.6814942948287878,0.3821398504963278,1.015261683276841
SJU,-0.7144427906604122,0.13327325814750793,2.2800041383059493,-0.6273573315505928,1.6237878820106955,-1.1155492744605031,-1.150552388806054,-1.5997319436016462
SLC,-0.5596614272003229,-0.046735783554328975,0.6851102507139261,-0.4937927575804169,-0.5130928251706659,1.51934785541653,-0.906714987098857,1.7081638058254056
STO,0.6785894804803916,0.4605624248781203,-1.2077308466480354,1.175764417046781,-0.5130928251706659,0.22329636693873164,-0.8370471580396578,0.5928761428191547
TAE,-0.6112552150203526,-0.19401590858310452,-0.3606260345570342,-0.3936193271027851,3.1670906149750118,-1.0727551215390665,1.04398422655872,0.32235956072827665
TBW,0.4206205413802427,0.18236663315709975,-0.8396784110498762,-0.4937927575804169,2.9296594252881936,-1.1155492744605031,1.4968251154435144,-0.6552968587580545
TFX,0.00787023882000459,-0.014006866881267703,-1.0908888036010007,-0.6273573315505928,-0.5130928251706659,1.8066800250318906,-0.9415489016284565,1.3332373148573469
TOP,-0.3532862759202038,-0.5867629086598394,-0.13278405061531645,0.3075946862406379,-0.5130928251706659,-0.36359487312668626,0.24280419237792936,-0.10002597972941019
TSA,-0.6112552150203526,0.6733003832530183,0.8778996217415331,1.84358728689766,-0.5130928251706659,-0.6020194394032623,1.4271572863843154,0.6213515725129315
TWC,-0.5596614272003229,0.05145096646485476,0.6792681485615742,0.007074394807742345,-0.5130928251706659,-0.6631539435767434,-1.2724710896596527,1.6322293266420018
UNR,-0.4048800637402336,-0.3085671169388189,-0.48331017975642043,-0.5939661880580488,-0.5130928251706659,0.4922881853020484,0.15571940605393036,0.7969500556245539
VEF,0.00787023882000459,-0.3412960336118801,0.7844259873039053,4.782007914241528,-0.5130928251706659,0.02766595358359234,-1.255054132394853,1.6132457068461508
