"p_id","age","age_group","gend","hisp","race","forcast_loc","forcast_time","forcast_prob","forcast_sev","forcast_impact","forcast_safe","five_days","three_days","two_days","one_day","zero_day","income","edu","nws_region","WW"
"62a768cf-a01d-55d2-e74c-00729648232b",49,4,1,0,1,3,5,2,6,1,4,4,3,6,1,4,3,6,"Eastern Region",15.1470588235294
"7425282",50,4,1,0,1,1,6,5,2,3,4,1,5,6,3,2,2,2,"Eastern Region",15.1470588235294
"62a8dc6b-9414-6d01-b9b3-72e922d02024",66,6,0,0,1,2,3,1,4,5,6,3,1,1,4,4,2,4,"Eastern Region",15.1470588235294
"6740156",55,5,0,0,1,NA,NA,NA,NA,NA,NA,3,3,3,3,3,1,2,"Eastern Region",15.1470588235294
"62a8d3d9-0711-33ac-fc54-9845a30bfa74",72,6,0,0,1,1,2,4,3,6,5,1,3,2,4,5,1,2,"Eastern Region",15.1470588235294
"5308424",38,3,1,0,1,2,1,4,3,5,6,4,4,4,4,3,1,2,"Eastern Region",15.1470588235294
"62a8d908-0839-d96d-ed50-f01f32f81aa7",20,1,1,0,2,3,4,2,5,1,6,2,3,3,5,6,2,1,"Eastern Region",11.3235294117647
"62a8daf2-8845-f0d1-c49a-deb304bab861",64,5,1,0,1,5,3,1,6,2,4,1,3,4,5,6,2,7,"Eastern Region",11.3235294117647
"5530575",33,2,1,0,1,2,4,3,1,6,5,3,3,3,4,3,2,5,"Eastern Region",11.3235294117647
"62a8c6b3-9234-b5a8-96ce-9084cf10278d",63,5,0,0,1,1,4,2,3,6,5,3,3,3,3,4,2,4,"Eastern Region",16.4705882352941
"62a8da1a-cca0-e903-935b-5c8469a9ecbc",69,6,1,0,1,4,1,5,2,3,6,5,3,4,5,2,2,6,"Eastern Region",NA
"62a8d28f-847e-bcf8-9276-cc0bfb74feaa",71,6,0,0,2,1,3,2,4,6,5,3,2,1,1,4,2,2,"Eastern Region",30
"62a928a0-daaf-58a2-db2b-bcf3fd0b4f2a",62,5,0,0,1,1,1,1,1,1,1,2,3,1,1,2,1,4,"Eastern Region",30
"7384749",27,2,1,0,1,4,3,1,2,5,6,2,4,3,4,5,2,6,"Eastern Region",30
"7450737",39,3,1,0,1,1,2,5,3,4,6,1,6,6,2,5,2,6,"Eastern Region",30
"62a76c28-e0a8-30e1-3324-301bf6fcfcda",65,6,0,0,2,NA,NA,NA,NA,NA,NA,3,3,1,6,1,1,5,"Eastern Region",30
"62a76890-2351-558d-ce5e-7aae05a4ee4e",68,6,0,0,1,NA,NA,NA,NA,NA,NA,4,4,3,3,1,1,4,"Eastern Region",30
"7233825",27,2,0,0,1,NA,NA,NA,NA,NA,NA,2,3,4,5,6,2,3,"Eastern Region",15.1470588235294
"6675384",37,3,0,0,1,2,6,3,1,4,5,1,1,1,3,4,3,5,"Eastern Region",15.1470588235294
"62a92c03-a2de-ad61-e1bb-ba802349f9f5",21,1,1,0,1,1,2,4,5,6,3,1,1,2,3,6,1,2,"Eastern Region",15.1470588235294
"62a8bfc9-5f99-44a0-2b64-7421ba3cadd8",70,6,0,0,1,1,3,5,2,4,6,3,2,4,1,2,1,4,"Eastern Region",11.3235294117647
"62a8d41d-df83-3232-5d55-14f1eaefa498",63,5,0,0,1,3,4,1,2,5,6,5,4,3,1,4,1,5,"Eastern Region",10.5882352941176
"62a91c37-1a01-75b2-3e75-095067b1d5fa",37,3,0,0,2,3,1,4,2,6,5,3,2,6,6,6,2,4,"Eastern Region",11.3235294117647
"62a8d3e6-d47a-50fb-0f40-553861483e80",69,6,0,0,1,2,3,5,6,1,4,1,1,2,6,4,2,3,"Eastern Region",NA
"62a8e1cb-1758-1881-866f-9f8e5605d067",58,5,0,0,1,2,4,1,6,5,3,3,4,3,3,3,1,1,"Eastern Region",30
"62a8db60-9d54-078d-798d-5318e1795c1c",65,6,1,0,1,5,3,4,2,6,1,1,1,1,1,1,1,4,"Eastern Region",30
"6905855",38,3,1,0,1,3,2,1,4,5,6,2,1,4,5,6,1,2,"Eastern Region",32.9411764705882
"6478213",25,2,1,0,1,3,2,4,1,5,6,4,4,4,4,2,4,5,"Eastern Region",30
"62a8c8ee-20bc-7146-daa8-61cd002265a0",37,3,0,0,1,1,6,2,5,4,3,3,2,1,1,2,1,1,"Eastern Region",32.9411764705882
"62a8d04f-0166-1fce-4a4d-6c7fbd6844d1",62,5,0,0,6,2,1,4,3,5,6,1,2,3,4,5,1,2,"Eastern Region",30
"62a8fc1d-c7a0-01e0-e916-c9d82c284814",63,5,0,0,1,2,3,1,4,5,6,2,3,4,5,6,3,6,"Eastern Region",30
"62a8d67b-292e-c7c6-66b3-802a34474915",71,6,0,0,1,1,2,4,3,5,6,3,3,2,1,4,1,7,"Eastern Region",11.6176470588235
"62a8d5b9-b42f-84a5-e644-160a6c9e2929",70,6,1,0,1,1,2,3,4,5,6,2,2,2,2,3,2,7,"Eastern Region",11.6176470588235
"6434716",34,2,1,0,1,NA,NA,NA,NA,NA,NA,1,2,3,4,6,1,2,"Eastern Region",11.6176470588235
"62a8c692-98a8-5c4e-b93c-344aa78f502f",66,6,0,0,2,1,5,4,6,2,3,5,4,6,2,6,1,6,"Eastern Region",11.6176470588235
"62a8d1fa-5aaf-c1f9-0ea2-ef8a333beb23",58,5,0,0,2,2,3,5,6,4,1,3,2,1,3,6,2,6,"Eastern Region",11.6176470588235
"62a93157-af21-e9c3-431a-17fd600a99aa",22,1,0,1,2,4,6,1,2,5,3,4,4,5,5,4,4,6,"Eastern Region",30
"62a8d43b-7c6a-74b3-2d1d-b31f2169dff7",52,4,1,1,3,2,1,4,3,6,5,2,3,1,4,5,2,3,"Eastern Region",30
"7447160",22,1,1,0,1,3,2,5,4,1,6,1,2,3,4,4,2,5,"Eastern Region",30
"4127734",42,3,1,0,1,1,3,2,4,5,6,3,3,4,4,1,3,5,"Eastern Region",30
"7063152",53,4,0,0,1,5,3,2,1,4,6,1,1,1,1,1,3,6,"Eastern Region",30
"62a8dd84-eac6-b96c-2967-a3832d56237a",79,6,1,0,1,3,2,6,1,4,5,3,1,4,6,5,1,4,"Eastern Region",30
"62a8e0c8-148e-34e6-bd2f-019c30c1e109",51,4,0,0,1,5,2,4,6,3,1,3,3,1,2,6,1,5,"Eastern Region",30
"62a8d64a-f6b4-6b57-329f-bcd5737ab345",57,5,0,0,1,1,4,5,3,2,6,4,2,4,1,1,1,2,"Eastern Region",30
"62a929eb-281b-de0c-b541-dae776c4e836",51,4,0,0,2,NA,NA,NA,NA,NA,NA,3,2,2,4,5,1,4,"Eastern Region",7.79411764705882
"62a8c6bf-7e99-4222-3ce1-25a2bae18104",33,2,0,0,2,NA,NA,NA,NA,NA,NA,6,6,6,6,6,1,2,"Eastern Region",7.79411764705882
"62a76c5c-4062-a329-4bb9-9c0be27310b2",50,4,0,0,1,1,2,3,5,4,6,1,3,2,5,5,1,2,"Eastern Region",7.79411764705882
"62a8db20-f8ad-4bd5-b60d-ce27aee4bf5d",40,3,0,0,2,NA,NA,NA,NA,NA,NA,2,2,4,3,3,1,3,"Eastern Region",10.5882352941176
"7356028",23,1,1,0,1,5,3,1,2,6,4,3,2,5,4,6,1,2,"Eastern Region",10.5882352941176
"62a8d753-9fa7-2e95-4c93-3d45a77fc446",74,6,1,0,7,NA,NA,NA,NA,NA,NA,6,6,6,6,6,4,3,"Eastern Region",10.5882352941176
"62a8dfdc-9e8d-6445-0fa0-b35967ce8285",74,6,0,0,2,1,2,3,4,5,6,1,4,2,3,4,2,6,"Eastern Region",10.5882352941176
"62a8d072-d406-f619-44be-a23113b8168b",60,5,0,0,1,2,3,1,4,5,6,1,2,3,4,6,1,6,"Eastern Region",10.5882352941176
"62a76d1f-f783-4668-ff3d-0a566b9db4db",50,4,0,0,1,NA,NA,NA,NA,NA,NA,3,3,4,4,2,1,5,"Eastern Region",10.5882352941176
"62a8d609-0bed-239a-6401-1b8412ab7a9c",73,6,1,0,1,1,5,2,4,3,6,1,1,1,1,1,2,5,"Eastern Region",10.5882352941176
"62a8d501-f2f7-4e31-d3b9-5616ed493735",70,6,0,0,1,1,2,3,4,5,6,3,1,2,4,5,1,4,"Eastern Region",30
"62a8d906-365b-1e84-d10d-25a06461d627",43,3,0,0,2,2,1,3,4,5,6,3,4,1,2,4,1,6,"Eastern Region",30
"62a8d594-2d1a-f41f-eb16-96f7151688e8",88,6,0,0,1,1,2,5,4,3,6,1,4,3,2,5,1,6,"Eastern Region",30
"62a8ddc3-f47c-6f7c-35db-225cd8b6af25",38,3,0,0,1,4,2,3,1,5,6,3,3,2,4,4,2,6,"Eastern Region",30
"62a8edac-6c72-2106-ac8e-35f27d050fd8",46,4,0,0,1,3,2,1,4,5,6,5,4,1,2,4,1,7,"Eastern Region",30
"62a8d9ed-d59f-5785-422d-4082fe8f87ea",69,6,1,0,1,NA,NA,NA,NA,NA,NA,1,2,3,4,5,1,2,"Eastern Region",11.6176470588235
"62a8f7cb-28ac-ce48-1404-ee17bef398e0",39,3,0,0,2,2,3,6,1,4,5,2,1,5,5,5,1,2,"Southern Region",17.2058823529412
"62a8e921-f018-b31b-c137-1900c42bea3d",53,4,0,0,1,2,5,3,4,1,6,3,3,3,4,5,2,7,"Southern Region",17.2058823529412
"62a921da-8ad3-55c5-060b-2e59421d6825",33,2,0,0,1,3,2,6,4,1,5,4,3,2,6,1,2,6,"Southern Region",17.2058823529412
"62a8db78-bb93-6df9-205b-8dcf36a208f4",67,6,0,0,1,3,2,1,4,5,6,3,2,4,5,4,1,2,"Southern Region",17.2058823529412
"6726670",30,2,1,0,1,1,4,3,2,6,5,1,4,5,6,1,2,2,"Southern Region",17.2058823529412
"62a8c209-0555-f828-b3d1-0a3d323ee8dd",53,4,1,0,4,3,5,4,1,2,6,3,4,1,5,6,3,6,"Southern Region",17.2058823529412
"62a8d7f6-a444-a6fe-c876-760a314e65f8",68,6,1,0,1,3,4,1,2,5,6,3,2,4,5,6,2,6,"Southern Region",17.2058823529412
"62a8d449-edf4-b107-1504-61b7ad4df99e",72,6,1,0,1,1,1,1,1,1,1,2,3,1,5,5,2,6,"Southern Region",17.2058823529412
"7458422",44,3,1,1,1,3,2,1,4,6,5,3,4,2,1,5,4,7,"Southern Region",17.2058823529412
"62a8d0ad-784c-fa1b-2a48-a26d047a2762",31,2,0,1,2,4,6,5,3,1,2,3,2,5,5,2,2,3,"Southern Region",17.2058823529412
"62a76924-08fb-4938-7542-4ac785b8fcb5",61,5,1,0,4,1,3,2,4,5,6,3,2,1,4,5,4,8,"Southern Region",17.2058823529412
"62a8ddec-9a36-201c-da49-41d1a1fe8ee0",69,6,0,0,1,1,4,2,5,3,6,1,1,2,3,5,1,6,"Southern Region",17.2058823529412
"62a76d3c-f3bc-978f-684c-26b1194c63e0",67,6,0,0,1,3,2,1,4,5,6,1,3,1,4,5,1,4,"Southern Region",17.2058823529412
"62a8cae7-43b5-8499-f9c0-8700d64832a9",44,3,0,1,1,4,1,5,3,2,6,5,5,4,4,5,4,7,"Southern Region",17.2058823529412
"6513818",42,3,1,0,4,3,2,4,1,5,6,1,3,3,4,1,2,7,"Southern Region",17.2058823529412
"62a8c698-c4a2-a717-2a87-633dec3c4f15",53,4,0,0,2,3,1,5,2,6,4,2,4,3,1,6,1,4,"Southern Region",17.2058823529412
"62a76c20-507b-e092-f974-02fc68669b91",65,6,1,0,2,2,1,3,4,5,6,4,4,3,4,1,1,5,"Southern Region",17.2058823529412
"62a8e2f3-33c4-b532-3a03-f00c105101ea",56,5,0,0,2,5,4,1,6,2,3,1,1,1,1,1,1,2,"Southern Region",17.2058823529412
"62a8f06e-10fc-caff-4d65-ac3ccbb16b9a",47,4,0,0,2,4,3,1,2,6,5,3,3,4,1,2,2,7,"Southern Region",17.2058823529412
"62a8e214-fd73-fc77-597d-db5cd9bbd980",56,5,0,0,2,6,5,4,3,1,2,3,3,4,1,5,2,2,"Southern Region",17.2058823529412
"62a932d2-1729-45c5-8a2e-584fabeb535f",19,1,0,0,2,4,1,2,6,5,3,3,6,6,2,1,4,2,"Southern Region",17.2058823529412
"62a8cb51-5260-e2c2-d9dd-463d0ec2072c",70,6,0,0,1,1,2,3,4,5,6,5,3,3,1,4,1,6,"Southern Region",17.2058823529412
"7150922",57,5,1,0,1,1,2,4,3,5,6,3,1,2,4,1,3,6,"Southern Region",17.2058823529412
"62a8df86-cd95-256f-c1be-b860a62ed10c",34,2,0,0,1,2,4,5,3,6,1,3,2,3,3,6,2,2,"Southern Region",30
"7457730",25,2,1,0,1,2,1,3,5,6,4,1,3,4,2,2,1,2,"Southern Region",17.2058823529412
"62a92e4e-bee7-9167-c088-d1e48951e61c",61,5,0,0,1,NA,NA,NA,NA,NA,NA,5,2,1,6,6,1,3,"Southern Region",30
"62a90446-8a28-41b9-b9b5-5605f92b1f8e",47,4,0,0,2,1,2,3,4,5,6,1,1,1,2,4,1,7,"Southern Region",17.2058823529412
"62a92977-2498-35f8-28eb-27c6e06a5f22",41,3,0,0,1,NA,NA,NA,NA,NA,NA,1,2,3,4,5,2,2,"Southern Region",17.2058823529412
"62a8ca56-59d9-8610-fd55-c0f937511b2b",53,4,0,0,1,NA,NA,NA,NA,NA,NA,2,1,3,1,2,2,2,"Southern Region",17.2058823529412
"62a8e52a-3a55-0f26-4b1e-a771fc5f8d9b",31,2,0,0,1,3,6,1,5,4,2,6,1,2,3,2,NA,2,"Southern Region",17.2058823529412
"3940585",31,2,1,0,1,1,3,6,2,4,5,1,3,6,5,4,1,4,"Southern Region",11.6176470588235
"62a90660-9db2-d162-a287-8be9a47ef397",51,4,0,0,1,2,1,4,3,5,6,3,4,2,1,1,1,5,"Southern Region",17.2058823529412
"62a8db0b-02da-1c2c-3d67-3029fb02b684",60,5,0,0,6,1,1,1,1,1,1,6,3,4,2,5,2,7,"Southern Region",7.79411764705882
"7446751",25,2,1,0,1,NA,NA,NA,NA,NA,NA,2,4,6,4,3,3,7,"Southern Region",15.7352941176471
"62a8d892-7535-83b6-099f-b12d70826623",57,5,0,0,1,2,4,3,1,5,6,1,1,NA,4,4,2,2,"Southern Region",15.7352941176471
"7040194",31,2,0,0,2,NA,NA,NA,NA,NA,NA,4,1,5,4,3,2,2,"Southern Region",8.23529411764706
"62a8d0cf-030d-bb68-302a-373f2132a5e6",33,2,1,1,1,6,2,5,3,1,4,2,4,2,5,6,1,5,"Southern Region",8.23529411764706
"62a8cf26-bf71-0570-ceee-d0693f0576dc",27,2,0,0,2,4,3,5,1,6,2,2,2,2,2,2,1,2,"Southern Region",17.2058823529412
"62a8e339-7336-84f0-e1af-d0068b58abe7",24,1,0,0,1,1,2,3,5,4,6,3,NA,3,3,3,2,6,"Southern Region",8.23529411764706
"7444080",21,1,1,0,1,3,4,1,2,6,5,3,3,3,4,1,2,2,"Southern Region",8.23529411764706
"62a8e3ec-8308-c734-577d-b604e7df81a4",38,3,0,0,2,3,1,4,2,5,6,3,4,4,5,2,1,3,"Southern Region",8.23529411764706
"62a8dc7a-9218-4560-cee7-81c93e6b69ff",41,3,0,1,6,3,2,1,6,4,5,3,1,2,4,5,1,2,"Southern Region",8.23529411764706
"3448704",24,1,1,0,1,NA,NA,NA,NA,NA,NA,3,3,4,5,6,1,5,"Southern Region",15.7352941176471
"62a8d468-874e-06d8-f480-311e958fafa9",54,4,0,0,1,3,2,1,4,6,5,2,6,5,5,5,1,6,"Southern Region",15.7352941176471
"62a7698d-7022-6188-6dd5-66a592e7322c",37,3,1,0,1,3,5,2,1,4,6,1,1,1,1,1,3,7,"Southern Region",15.7352941176471
"62a8cf7e-b5cb-5055-fa96-b2409f3ccd8a",68,6,0,0,1,NA,NA,NA,NA,NA,NA,4,5,5,6,6,4,8,"Southern Region",15.7352941176471
"79443",38,3,1,0,1,1,4,6,2,3,5,3,4,5,6,5,3,4,"Southern Region",15.7352941176471
"62a8cf0c-998d-596f-eec0-02f76a62c00d",70,6,0,0,1,1,3,2,5,4,6,1,3,4,6,5,1,2,"Southern Region",15.7352941176471
"62a8cffd-36bf-774e-3c6d-52f5a4972aea",63,5,0,0,1,NA,NA,NA,NA,NA,NA,1,5,2,4,1,1,6,"Southern Region",3.82352941176471
"5925386",47,4,1,0,1,4,2,1,3,5,6,3,1,2,1,4,1,2,"Southern Region",15.7352941176471
"62a8df52-c9a6-9deb-5f77-b0cc6221ce09",66,6,0,0,1,5,4,1,3,2,6,3,1,4,5,2,1,2,"Southern Region",15.7352941176471
"62a8d578-7174-8265-f5b5-14c5ee939c3e",83,6,1,0,1,1,3,2,4,5,6,1,3,1,1,2,1,6,"Southern Region",15.7352941176471
"62a8d8d2-b86d-62e1-fca7-a59d27e5b74f",62,5,0,0,1,NA,NA,NA,NA,NA,NA,3,3,4,4,5,1,5,"Southern Region",15.7352941176471
"5896344",43,3,0,0,1,1,4,6,2,5,3,3,1,2,4,5,2,4,"Southern Region",15.7352941176471
"1857402",26,2,1,0,2,NA,NA,NA,NA,NA,NA,4,3,5,6,6,1,2,"Southern Region",15.7352941176471
"62a8bc63-719f-7650-0c16-a37f4ac71aa5",35,3,0,0,1,NA,NA,NA,NA,NA,NA,3,3,5,4,3,3,6,"Southern Region",15.7352941176471
"62a8da92-1d3d-9b65-d53c-e242d7c1857c",65,6,1,0,1,3,2,5,1,4,6,3,2,1,1,4,1,5,"Southern Region",15.7352941176471
"7171019",18,1,1,0,1,5,3,1,4,2,6,1,3,3,2,5,1,2,"Southern Region",8.23529411764706
"62a76a50-5a05-d857-62df-ff0a05fce0f9",68,6,0,0,1,1,3,2,6,4,5,3,1,2,6,5,1,2,"Southern Region",8.23529411764706
"62a8d8cd-42bc-9cdd-58b9-52ee8e495d81",71,6,0,0,2,2,3,1,4,5,6,1,1,2,2,1,1,4,"Southern Region",NA
"5657839",49,4,1,0,1,2,1,4,3,6,5,4,4,1,4,1,4,8,"Southern Region",8.23529411764706
"62a8da91-4bf1-c642-8de3-abee1d824f3f",44,3,1,0,1,NA,NA,NA,NA,NA,NA,1,2,4,6,5,1,6,"Southern Region",7.35294117647059
"62a8dc1b-414c-cdb3-c040-e6a937d60f2a",64,5,0,0,1,NA,NA,NA,NA,NA,NA,3,2,4,5,4,1,7,"Southern Region",7.35294117647059
"62a90c9b-a5c2-30e6-abd3-371241eeb0b1",18,1,0,0,1,1,3,2,4,5,6,4,4,2,5,4,1,2,"Southern Region",7.35294117647059
"62a8c67f-8c68-1f82-907a-4eae1431beb6",40,3,0,0,1,NA,NA,NA,NA,NA,NA,5,6,5,5,6,1,2,"Southern Region",15.7352941176471
"62a8d869-f68c-123a-2f7c-df1eeff07f73",47,4,0,1,6,5,1,3,2,4,6,2,4,5,6,6,1,2,"Southern Region",15.7352941176471
"62a76d9b-1845-d00f-15ee-b4bf22053bdb",53,4,0,0,1,1,3,5,2,4,6,1,2,4,5,5,1,5,"Southern Region",15.7352941176471
"62a8c6d1-a1a2-5c6e-e65b-77593539d17a",66,6,0,0,1,2,3,1,4,5,6,3,1,2,4,5,NA,2,"Southern Region",3.82352941176471
"7367632",19,1,0,0,1,1,2,4,3,6,5,1,1,1,1,2,4,4,"Southern Region",3.82352941176471
"62a8d943-60f1-b0fc-7fdd-d99221fb993d",78,6,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"Southern Region",3.82352941176471
"62a8bfdb-603c-7a98-7a35-c97eaff9ba7e",65,6,0,0,1,1,1,1,1,1,1,4,1,4,2,4,1,4,"Southern Region",3.82352941176471
"62a7693d-fe51-e91a-3524-ac825bc87813",73,6,0,0,1,1,3,2,5,4,6,1,1,2,3,4,2,6,"Southern Region",3.82352941176471
"62a8bfe7-9ac0-d5ef-5728-c54878915b89",40,3,0,0,1,1,2,3,4,6,5,6,1,1,2,2,1,6,"Southern Region",3.82352941176471
"62a934d1-34c0-1f79-f8e8-0ebd47c91265",21,1,1,0,4,1,2,3,5,4,6,4,3,3,4,3,2,2,"Southern Region",3.82352941176471
"62a8c230-425b-2071-7da2-1e3679c51b97",74,6,0,0,1,1,2,6,3,5,4,5,4,1,6,4,2,2,"Southern Region",3.82352941176471
"62a8c128-390d-8b59-a870-8da9597cbe44",73,6,0,1,1,NA,NA,NA,NA,NA,NA,1,2,3,4,5,1,6,"Southern Region",3.82352941176471
"6447546",49,4,1,0,2,5,1,2,3,6,4,1,2,4,5,6,1,2,"Southern Region",3.82352941176471
"4208406",32,2,1,0,1,1,3,2,5,4,6,4,3,3,3,4,3,6,"Southern Region",3.82352941176471
"62a8c09a-e097-8eb9-e2e3-80abfda323aa",32,2,0,0,2,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,2,"Southern Region",3.82352941176471
"5094080",27,2,0,1,1,1,4,5,3,2,6,5,4,1,6,2,2,3,"Southern Region",3.82352941176471
"62a8d479-48f2-a5a5-4cb3-bb59a7e54e13",79,6,0,0,1,1,3,2,4,5,6,1,4,3,2,5,1,2,"Southern Region",3.82352941176471
"62a8bcf6-22c8-8a02-6fa6-22084d70e0df",77,6,0,0,1,1,6,3,2,4,5,1,1,3,3,1,1,6,"Southern Region",3.82352941176471
"62a8dc14-0926-7b70-3625-93be48c8c956",67,6,1,0,1,1,4,3,2,5,6,1,1,1,1,3,2,6,"Southern Region",1.32352941176471
"62a8dff4-5dae-bee2-19b3-9a9106648338",82,6,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,6,"Southern Region",NA
"5481805",29,2,1,0,4,NA,NA,NA,NA,NA,NA,3,3,4,5,5,3,8,"Southern Region",1.32352941176471
"3640205",57,5,1,0,1,1,3,2,5,6,4,1,2,6,5,6,1,6,"Southern Region",1.32352941176471
"7242837",28,2,1,1,1,5,4,3,2,1,6,1,4,1,5,6,1,2,"Southern Region",1.32352941176471
"62a8db2f-4932-8d0a-c15e-0eba3c831a3b",35,3,0,0,2,1,4,3,2,6,5,1,6,2,3,4,1,3,"Southern Region",1.32352941176471
"62a8bc40-f1ff-35e3-8ff2-f16f5ec4ea65",35,3,0,0,2,1,3,2,4,6,5,1,2,3,5,4,1,3,"Southern Region",1.32352941176471
"7008686",26,2,1,0,2,3,1,4,2,6,5,4,3,4,2,6,2,6,"Southern Region",1.32352941176471
"7186210",27,2,1,1,1,1,2,6,3,5,4,2,4,1,6,5,1,5,"Southern Region",1.32352941176471
"62a8d001-00ba-a3ad-09ab-3b11b288b3b3",67,6,1,1,1,2,1,6,3,4,5,2,3,3,4,2,2,5,"Southern Region",1.32352941176471
"2773228",51,4,1,0,1,1,3,2,4,5,6,3,3,1,2,4,3,7,"Southern Region",1.32352941176471
"62a8c04e-17b1-1fc4-9688-adc1c7de126d",58,5,0,0,1,2,1,6,3,4,5,1,1,4,5,5,2,6,"Southern Region",1.32352941176471
"62a8ddbf-2993-7517-8e32-8e86f45d4a20",51,4,0,1,6,1,6,5,4,3,2,6,4,5,2,1,1,2,"Southern Region",1.32352941176471
"62a8e24b-e6c2-0a7b-523f-4315a7b30f0c",27,2,0,0,2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,"Southern Region",1.32352941176471
"62a8d17b-ac67-8102-f5b2-45677d0dbc1b",58,5,0,0,1,2,1,3,5,4,6,1,2,3,5,6,1,5,"Southern Region",1.32352941176471
"62a8c104-80b2-c24e-9d6d-623748b27bf7",29,2,0,0,1,3,2,5,1,4,6,2,1,4,2,4,1,2,"Southern Region",8.08823529411765
"62a8cf44-69d8-5c0d-f791-537703fd1d57",67,6,1,1,1,2,6,5,4,3,1,2,1,1,1,3,2,6,"Southern Region",8.08823529411765
"7025058",55,5,0,0,4,NA,NA,NA,NA,NA,NA,3,4,4,3,4,1,4,"Southern Region",8.08823529411765
"62a8d382-2288-03e7-c254-6bdd1ebc65d6",27,2,0,0,1,1,3,4,2,5,6,1,4,2,3,6,1,2,"Southern Region",8.08823529411765
"62a8bfd2-5dc9-87ca-11ba-9050eb95d556",51,4,0,1,1,NA,NA,NA,NA,NA,NA,5,5,4,2,4,3,6,"Southern Region",8.08823529411765
"62a8c633-72ce-6178-7add-ce86e1841f50",64,5,0,0,1,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,4,"Southern Region",8.08823529411765
"62a8dc9d-67b9-2791-a6bc-86397ed2c3c4",48,4,0,0,1,1,5,3,4,2,6,1,4,6,5,6,4,7,"Southern Region",NA
"62a76bd5-36c7-21d6-9c8d-9235b8cb2abb",77,6,0,0,1,1,3,6,4,5,2,3,3,3,1,4,1,4,"Southern Region",8.08823529411765
"62a932af-60f9-7a57-9598-6b2e984361eb",48,4,1,0,1,6,2,3,1,5,4,6,6,4,6,6,1,2,"Southern Region",8.08823529411765
"62a8dc3a-4882-c938-a76b-2090e9ec6334",52,4,0,0,1,1,6,5,2,4,3,1,3,5,6,4,2,3,"Southern Region",8.08823529411765
"62a8d4bf-516b-b98c-4fc9-344436271040",78,6,0,0,1,3,2,1,4,6,5,1,2,4,4,5,4,2,"Southern Region",8.08823529411765
"62a8c682-89b0-4cbf-21ce-d57936601799",73,6,0,0,1,5,3,1,2,4,6,1,3,4,6,5,1,3,"Southern Region",8.08823529411765
"2198187",61,5,1,0,1,2,3,1,4,5,6,1,3,4,5,2,3,4,"Southern Region",8.08823529411765
"62a8d3e0-e40c-2edb-5d75-e4018729b8e7",50,4,0,0,1,NA,NA,NA,NA,NA,NA,4,5,6,1,1,1,2,"Southern Region",8.08823529411765
"62a8d058-fe17-9112-6466-0cbdff120f28",73,6,0,0,1,4,3,1,5,2,6,2,1,2,5,6,1,6,"Southern Region",8.08823529411765
"62a8d9e3-463a-9fba-af87-024c2d2d83c0",68,6,0,0,1,3,2,6,1,4,5,3,1,4,5,5,2,6,"Southern Region",8.08823529411765
"62a8cf25-b936-f14d-48c7-39c0466ba4c7",73,6,0,0,1,1,4,2,3,5,6,1,1,1,3,2,1,5,"Southern Region",8.08823529411765
"7187644",27,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern Region",8.08823529411765
"62a76c66-d33c-8023-515b-b046d567a563",78,6,0,0,1,1,2,5,3,4,6,3,2,2,2,2,4,6,"Southern Region",1.32352941176471
"62a8c18c-5fad-349f-0eeb-cf56b14e98e3",69,6,0,0,1,3,2,1,4,6,5,5,5,5,5,5,2,2,"Southern Region",8.08823529411765
"62a8d7f7-1756-0566-080f-7febd0b56b73",43,3,0,0,1,1,2,3,4,5,6,1,3,4,2,4,1,2,"Southern Region",8.08823529411765
"62a76d84-e520-7301-f5b0-412c8b459080",69,6,0,0,1,5,2,3,6,1,4,3,3,2,1,1,1,5,"Southern Region",8.08823529411765
"62b69d46-3607-3a9a-17cd-4416f830a203",54,4,0,0,1,3,2,1,6,4,5,3,6,5,1,4,2,6,"Southern Region",8.08823529411765
"62a8de03-3687-8c48-439b-859b73b3fd4e",74,6,0,0,1,1,2,6,3,5,4,3,1,2,4,6,2,4,"Southern Region",8.08823529411765
"62a9308e-7816-fdf1-d755-bb69eecdf826",44,3,0,0,1,3,2,1,6,4,5,6,4,1,5,2,2,3,"Southern Region",8.08823529411765
"62a8d06c-6d66-e24b-1f04-ee54dfcc84a1",69,6,0,0,1,NA,NA,NA,NA,NA,NA,4,3,3,4,3,1,2,"Southern Region",15.7352941176471
"62a8d047-4805-0622-c17e-78eddb15ee36",74,6,0,0,7,3,1,6,4,2,5,3,1,2,4,5,1,2,"Southern Region",15.7352941176471
"62a8d470-1526-b55c-2925-583e7fff9f9d",75,6,0,0,1,1,2,6,4,5,3,1,1,1,2,4,1,2,"Southern Region",8.08823529411765
"62a76a0d-b0c9-8e5b-0b55-bd66478932e3",65,6,1,0,1,2,3,1,4,6,5,1,1,2,3,4,1,4,"Southern Region",NA
