"p_id","age","age_group","gend","hisp","race","forcast_loc","forcast_time","forcast_prob","forcast_sev","forcast_impact","forcast_safe","five_days","three_days","two_days","one_day","zero_day","income","edu","nws_region","WW"
"62a76dc2-1cfd-f8a9-c646-cb05dcf45809",51,4,0,0,1,1,2,3,6,5,4,2,4,5,6,1,1,2,"Southern Region",8.08823529411765
"62a76c80-f729-b258-118d-bbb4c1b9b015",66,6,0,0,1,1,2,3,6,4,5,5,2,1,2,4,1,2,"Southern Region",8.08823529411765
"62a8bd2d-d376-d9fb-c393-846824197187",48,4,0,1,1,4,3,5,2,1,6,1,3,2,4,5,1,3,"Southern Region",3.82352941176471
"62a929f9-3d3f-2f9f-6750-f83796604d52",47,4,0,0,1,3,1,2,4,5,6,5,1,4,6,5,1,2,"Southern Region",3.82352941176471
"62a8c166-a1c5-6341-c41c-f9ac9297c8a2",32,2,0,1,7,6,1,2,3,5,4,6,2,4,5,5,3,6,"Southern Region",3.82352941176471
"62a8dc53-fe77-a453-700b-f83518d53b44",72,6,0,0,1,1,3,2,4,6,5,3,3,1,1,5,1,5,"Southern Region",3.82352941176471
"62a8d9fd-5329-ca04-8252-a7b5f9c630fa",44,3,1,0,1,1,2,4,3,5,6,1,1,2,3,4,1,2,"Southern Region",8.08823529411765
"62a923e3-ba68-4436-e6ad-8ce9a6c7d381",25,2,0,0,4,3,6,1,5,2,4,3,NA,3,3,3,1,6,"Southern Region",3.82352941176471
"62a8bca9-fd2c-9ac8-424e-d30456d30815",33,2,0,0,1,4,2,1,3,6,5,6,6,6,6,6,2,5,"Southern Region",3.82352941176471
"62a8d677-bbd1-bdab-3c44-c1df1550c778",66,6,0,0,2,1,2,3,4,5,6,3,3,4,6,5,3,6,"Southern Region",3.82352941176471
"62a76b53-6226-1599-17b2-7e2af52b8e4c",60,5,1,0,1,1,3,2,5,4,6,2,1,3,4,4,1,2,"Southern Region",13.3823529411765
"7336648",26,2,0,0,4,2,4,3,1,6,5,6,5,3,2,1,2,8,"Southern Region",13.3823529411765
"62a76b01-36c0-de72-546c-233251049864",53,4,0,0,1,2,1,6,3,5,4,6,3,4,1,2,2,5,"Southern Region",13.3823529411765
"62a8d4fd-3a90-c296-23d9-ee3adce4470a",47,4,0,0,1,1,2,3,4,5,6,5,3,1,2,2,1,2,"Southern Region",13.3823529411765
"7307017",28,2,1,0,2,1,4,2,3,6,5,1,1,3,2,6,1,2,"Southern Region",13.3823529411765
"7457749",27,2,1,0,2,NA,NA,NA,NA,NA,NA,3,1,5,6,2,2,4,"Southern Region",13.3823529411765
"3360482",64,5,1,0,1,2,5,1,4,3,6,2,2,3,4,5,3,8,"Southern Region",13.3823529411765
"5422945",39,3,0,0,2,2,3,5,6,4,1,3,3,3,3,1,1,2,"Southern Region",13.3823529411765
"62a8bfc0-a3f6-380c-a941-81dcb1828d72",35,3,0,0,1,2,3,4,1,5,6,5,1,2,1,1,2,5,"Southern Region",13.3823529411765
"62a8d5c1-b935-6066-f468-fd5636d8d3b7",77,6,0,0,1,2,1,5,3,4,6,2,3,3,2,4,1,1,"Southern Region",13.3823529411765
"62a8d26a-9c3f-68d5-5db2-6020c9f72ec5",51,4,1,0,1,2,3,1,5,4,6,2,3,3,3,2,1,4,"Southern Region",13.3823529411765
"62a8d3d0-f087-a757-6743-1449452f5bfb",74,6,0,0,1,2,4,3,1,6,5,1,2,3,NA,4,2,4,"Southern Region",13.3823529411765
"62a930be-b029-243b-160d-77047ec7991b",48,4,0,0,1,2,3,1,4,5,6,3,3,2,1,1,1,5,"Southern Region",13.3823529411765
"62a8bfbd-7f5d-1a1f-9b63-99f5642e9ecb",53,4,0,0,1,1,4,2,3,6,5,1,1,1,3,2,2,4,"Southern Region",13.3823529411765
"62a7691c-5694-0ccd-3b93-9a2b54dba29f",71,6,0,0,1,NA,NA,NA,NA,NA,NA,3,3,3,2,3,1,2,"Southern Region",13.3823529411765
"62a8cba6-034c-ab3c-8111-6e12f8cb9272",58,5,0,0,1,3,4,6,2,1,5,2,3,3,4,5,1,6,"Southern Region",13.3823529411765
"62a8bfbf-1eb2-1082-f43c-afcfca7dd413",47,4,1,0,1,NA,NA,NA,NA,NA,NA,1,5,4,2,6,1,2,"Southern Region",13.3823529411765
"7342428",24,1,0,0,1,NA,NA,NA,NA,NA,NA,6,5,4,3,2,1,2,"Southern Region",13.3823529411765
"62a8ddba-1a5e-90ca-1d7d-19c301e9011d",58,5,0,0,2,4,5,6,2,3,1,5,2,5,1,4,2,4,"Southern Region",13.3823529411765
"7119022",21,1,0,0,2,5,4,6,2,1,3,3,1,4,5,6,2,2,"Southern Region",13.3823529411765
"7121164",22,1,0,1,1,4,3,1,2,5,6,6,3,1,3,4,1,4,"Southern Region",13.3823529411765
"62a76dd8-aaf8-5d5e-348b-ad999a9e3519",54,4,1,0,1,3,2,1,4,6,5,2,2,1,3,4,2,4,"Southern Region",8.23529411764706
"62a8c63e-085f-e391-befb-225532b0e8d6",63,5,0,0,1,6,5,4,3,2,1,1,1,1,1,1,1,2,"Southern Region",8.23529411764706
"62a9251c-39e1-4494-2210-66be5c2c8e14",47,4,0,0,1,3,5,1,2,6,4,2,1,4,1,2,2,6,"Southern Region",8.23529411764706
"62a8e44a-8c7c-4008-2c34-988d19f2c36d",43,3,1,0,1,1,4,2,3,5,6,5,6,4,2,1,3,6,"Southern Region",8.23529411764706
"62a8de34-6873-f33a-ef9a-c937fcf6fe5c",52,4,1,0,1,NA,NA,NA,NA,NA,NA,1,1,2,6,1,1,4,"Southern Region",7.35294117647059
"62a928ab-7793-45f4-cdb1-bec24144293a",32,2,0,0,1,4,2,6,3,1,5,2,5,4,2,NA,1,1,"Southern Region",7.35294117647059
"62a92741-3f43-a46f-bc07-b815b7f7a415",28,2,0,0,1,1,5,6,3,2,4,1,5,6,3,2,1,4,"Southern Region",7.35294117647059
"62a8df5f-bd9b-74af-69b6-491423ce6675",64,5,1,0,1,NA,NA,NA,NA,NA,NA,3,5,2,5,4,4,6,"Southern Region",7.35294117647059
"62a8bd1c-83c0-d3f2-2885-7d184f625ce1",37,3,0,0,2,2,4,1,3,5,6,3,3,3,3,3,1,5,"Southern Region",7.35294117647059
"6901632",33,2,1,0,2,2,3,4,1,6,5,4,3,1,4,6,1,4,"Southern Region",7.35294117647059
"2224737",43,3,0,0,1,1,4,5,2,3,6,2,3,1,4,5,1,6,"Southern Region",7.35294117647059
"62a8e522-a650-cf64-0efd-70cfd097636f",63,5,0,0,1,3,2,4,1,6,5,3,1,4,5,6,2,4,"Southern Region",13.3823529411765
"62a76c1b-2a5e-725d-1288-fb56840219d6",59,5,0,0,1,5,6,4,3,2,1,2,3,4,1,5,2,2,"Southern Region",18.2352941176471
"7138557",26,2,1,0,2,NA,NA,NA,NA,NA,NA,1,4,6,1,2,2,6,"Southern Region",18.2352941176471
"62a8c256-06d4-21cd-3036-618c4c096e02",29,2,0,0,1,4,3,1,2,5,6,3,1,4,5,6,1,5,"Southern Region",26.3235294117647
"7439326",24,1,1,1,1,1,4,6,5,2,3,3,2,4,3,6,2,5,"Western Region",26.3235294117647
"62a8c197-bb19-7241-40b6-b900d377d836",53,4,0,1,1,NA,NA,NA,NA,NA,NA,1,2,3,1,2,1,4,"Southern Region",18.2352941176471
"62a76c23-8db2-bc70-fae6-0cfe72ab08d1",53,4,0,1,3,1,3,4,2,6,5,1,1,1,1,1,2,5,"Southern Region",26.3235294117647
"62a8e485-e03d-af46-37a0-a5413a1a0b1a",48,4,0,0,6,3,2,1,5,4,6,3,1,2,4,5,2,4,"Southern Region",26.3235294117647
"62a8f399-d9a6-6c8f-24b5-42c17562bd69",31,2,0,0,1,3,2,5,1,4,6,4,1,2,5,6,1,2,"Southern Region",26.3235294117647
"62a8de30-1825-317f-5c3c-0482621affff",38,3,0,0,2,2,3,6,5,1,4,1,2,4,6,5,2,6,"Southern Region",26.3235294117647
"62a76a99-ad46-33b1-5d8e-dfb5588fe8f7",60,5,0,0,1,2,4,6,3,1,5,1,2,3,4,6,1,4,"Southern Region",26.3235294117647
"62a8f6eb-1ee2-ed86-d11e-a5c36361afcf",62,5,0,0,1,1,3,2,4,5,6,1,3,2,4,5,1,6,"Southern Region",26.3235294117647
"62a8de91-a413-7839-5e20-729f785cfde0",63,5,0,0,1,1,2,3,4,5,6,5,3,3,5,2,4,2,"Southern Region",26.3235294117647
"62a768e3-c2cd-426b-628d-029619f3171f",56,5,0,0,1,2,5,6,1,3,4,4,2,1,1,1,1,2,"Southern Region",26.3235294117647
"62a8db21-1203-dbc8-9308-09619e5adb31",70,6,1,0,1,3,1,2,5,4,6,1,2,4,5,6,1,1,"Southern Region",26.3235294117647
"3744433",56,5,1,0,1,2,3,6,1,4,5,2,2,2,2,4,1,6,"Southern Region",26.3235294117647
"7457335",21,1,1,0,1,3,4,2,1,5,6,3,1,2,6,4,2,2,"Southern Region",26.3235294117647
"62a8c694-f33a-6ba0-68a5-443850027a1b",74,6,0,0,1,3,2,5,1,6,4,3,3,4,NA,4,1,7,"Southern Region",26.3235294117647
"62a8c181-043a-6c2d-5635-d0978488c222",80,6,1,0,1,1,3,2,4,5,6,3,3,1,4,5,2,6,"Southern Region",26.3235294117647
"62a76aab-f5fa-3ba1-9b11-4c09a2bc0d26",74,6,1,0,1,1,3,2,4,6,5,3,3,1,4,5,1,6,"Southern Region",26.3235294117647
"7449575",48,4,1,0,1,1,3,6,4,2,5,3,4,1,5,6,1,3,"Southern Region",26.3235294117647
"62a9255b-3a4c-8db7-69b3-bf1f318769d9",63,5,0,0,1,NA,NA,NA,NA,NA,NA,3,3,3,3,2,1,4,"Southern Region",26.3235294117647
"62a769e2-3fe2-717b-fef4-99076d79ec1f",64,5,0,0,1,1,4,2,3,5,6,6,3,1,4,2,1,2,"Southern Region",26.3235294117647
"62a8c172-3a5b-339b-ea66-ea5fb4070a94",62,5,0,0,6,3,4,1,2,6,5,3,1,2,4,5,2,4,"Southern Region",17.7941176470588
"62a8e149-221b-cb16-0547-e94ae9ac17b5",20,1,0,0,2,2,5,4,1,3,6,4,2,5,4,3,1,2,"Southern Region",17.7941176470588
"62a8da82-3df8-297c-a7b0-6597f370386d",69,6,0,0,1,1,2,4,3,6,5,1,3,1,5,4,2,6,"Southern Region",17.7941176470588
"7263566",34,2,1,0,2,3,2,6,5,4,1,5,1,6,5,3,1,4,"Southern Region",17.7941176470588
"62a76d46-51f9-0fe8-69b4-8cd2e529d3c2",61,5,1,0,2,3,1,2,5,6,4,3,4,5,6,5,1,2,"Southern Region",17.7941176470588
"62a8d410-8935-c158-b197-ba56c3d6e4be",20,1,0,1,1,NA,NA,NA,NA,NA,NA,1,2,3,4,5,2,4,"Southern Region",17.7941176470588
"62a8f26f-4295-68a6-5067-14b4202d2402",53,4,0,0,3,1,6,2,3,5,4,1,1,1,4,5,1,1,"Southern Region",17.7941176470588
"62a8d503-4c26-751e-464e-19ea358a06c5",65,6,1,0,1,2,1,3,4,5,6,2,1,3,4,2,1,2,"Southern Region",18.2352941176471
"7432503",27,2,1,0,2,NA,NA,NA,NA,NA,NA,3,1,5,4,3,2,4,"Southern Region",17.7941176470588
"62a8dcbe-9bbc-5f5d-db64-6325f3c499ec",68,6,1,1,1,NA,NA,NA,NA,NA,NA,4,2,4,6,5,1,2,"Southern Region",17.7941176470588
"62a93c13-b443-5707-5597-ae7530655de5",52,4,1,0,2,3,6,5,2,4,1,2,2,2,4,5,2,6,"Southern Region",17.7941176470588
"62a8cd7f-6b2f-757d-4f96-33fc7f3d57d2",41,3,0,0,2,NA,NA,NA,NA,NA,NA,3,3,6,5,2,3,7,"Southern Region",8.38235294117647
"7144234",25,2,1,0,1,4,5,1,3,6,2,2,4,2,2,2,4,6,"Southern Region",8.38235294117647
"4938314",37,3,1,0,2,1,4,3,2,5,6,1,2,4,1,5,1,6,"Southern Region",8.38235294117647
"62a768af-d373-cd11-1b60-64b46cef2c9a",57,5,0,0,1,4,5,3,2,1,6,4,2,5,4,6,1,2,"Southern Region",7.5
"62a8de61-248b-6a24-8e22-b2794733d0b9",65,6,1,0,2,2,3,1,5,4,6,1,2,3,5,4,1,6,"Southern Region",NA
"62a8c9c3-80ee-d11b-8e2d-4ea8d48526f3",77,6,0,0,1,1,2,5,3,4,6,2,4,1,2,3,1,6,"Southern Region",7.5
"3450576",22,1,0,0,4,1,2,3,6,5,4,3,1,2,6,4,2,5,"Southern Region",7.5
"3253826",24,1,0,0,1,5,2,1,3,6,4,3,1,2,4,6,2,2,"Central Region",24.1176470588235
"62a8c13e-7282-2d90-753d-9ff07b84e14a",45,4,0,0,1,5,3,4,1,2,6,2,2,4,6,4,1,5,"Central Region",24.1176470588235
"7438112",23,1,1,0,1,3,2,5,1,4,6,4,1,1,2,3,1,2,"Central Region",24.1176470588235
"62a8daab-8cbe-8a82-3f80-5e8a616b319e",77,6,0,0,1,NA,NA,NA,NA,NA,NA,3,4,1,6,5,2,5,"Central Region",24.1176470588235
"62a8dc0a-5080-9519-215b-809c4766f441",67,6,1,0,1,4,3,2,1,5,6,4,1,4,2,4,1,6,"Central Region",24.1176470588235
"62a8e46c-ec5c-b1c3-b155-ae301ee62154",42,3,1,0,2,2,6,3,1,5,4,6,3,1,4,2,1,4,"Central Region",24.1176470588235
"62a8eefd-4e7b-7db0-6b99-08c882395b86",51,4,1,0,1,3,5,1,4,6,2,5,3,2,6,3,2,3,"Central Region",24.1176470588235
"7312542",28,2,0,0,1,NA,NA,NA,NA,NA,NA,1,5,4,2,6,1,2,"Central Region",24.1176470588235
"2525099",54,4,1,0,1,2,3,6,1,4,5,1,3,4,2,5,2,5,"Central Region",24.1176470588235
"62a93dbf-240e-4914-5e76-258215473b94",31,2,1,0,1,6,3,1,2,4,5,4,6,4,5,2,3,8,"Central Region",24.1176470588235
"62a8d2a3-4190-9df5-5bf4-c0cbae34342f",60,5,0,0,1,1,3,2,6,4,5,4,2,4,2,6,1,2,"Central Region",24.1176470588235
"62a8d153-0678-0945-9b83-c7a3cde1a4e8",36,3,1,1,1,1,3,2,4,5,6,4,3,1,2,5,1,1,"Central Region",25
"4220152",46,4,1,0,1,2,3,1,4,5,6,1,3,4,2,4,2,7,"Central Region",24.1176470588235
"3140808",45,4,1,1,1,4,3,2,1,5,6,4,3,3,4,4,2,7,"Central Region",25
"62a8c1b5-674e-24cc-5582-a4570968c8b4",31,2,1,0,1,2,3,4,1,5,6,3,1,2,4,5,1,2,"Central Region",25
"62a8bdf8-8354-aabc-a6a2-3e8340cb9347",46,4,0,0,1,1,5,2,3,4,6,2,1,4,1,2,1,4,"Central Region",25
"62a8d75c-8a5f-13db-fec7-b742fb01ed8c",70,6,1,0,1,1,5,4,3,2,6,2,1,4,5,4,1,4,"Central Region",27.9411764705882
"62a8d4f6-29e5-b43c-3dd2-f27ec8a096b5",65,6,0,0,1,1,1,1,1,1,1,3,4,4,4,1,2,6,"Central Region",25
"62a92028-2c0e-6e67-d97c-7009fa7f6b2a",47,4,0,0,1,1,2,3,4,5,6,6,3,1,4,2,1,2,"Central Region",38.2352941176471
"62a91e4a-2ae9-3ab4-943e-4a8a075d1958",40,3,0,0,1,1,5,2,4,3,6,1,3,4,6,4,1,2,"Central Region",38.2352941176471
"62a8d0b3-e0de-fdc3-f7e7-49a2dd06c3ce",53,4,0,0,1,1,2,4,3,5,6,6,6,6,6,6,1,2,"Central Region",25
"62a8f2fc-0804-6226-621d-906d2849d1ca",46,4,0,0,1,1,4,6,3,2,5,2,4,4,4,4,1,4,"Central Region",25
"62a92b84-7718-a53b-b2f8-fd7d24fb101c",31,2,0,0,1,2,6,5,1,3,4,6,5,3,4,6,1,4,"Central Region",25
"62a8d628-151c-caf9-ce78-662d0a922c9f",76,6,0,0,1,4,5,3,2,1,6,6,4,2,1,5,2,4,"Central Region",18.6764705882353
"62a8dedf-4596-e3e5-6158-9c7f659845a0",66,6,1,0,1,1,2,4,3,5,6,3,3,1,5,4,1,5,"Central Region",18.6764705882353
"62a8f70f-70a5-41af-9ad3-dc81f1d39754",58,5,0,0,1,6,4,1,2,5,3,3,3,1,1,2,2,6,"Central Region",24.1176470588235
"62a8dd26-4f02-9bb9-62ae-a9025d5e98dd",59,5,0,0,1,4,1,6,3,2,5,1,2,4,5,6,1,4,"Eastern Region",27.9411764705882
"7400479",20,1,1,0,1,5,3,2,1,4,6,3,4,4,3,5,3,4,"Eastern Region",27.9411764705882
"2208258",40,3,1,0,1,NA,NA,NA,NA,NA,NA,4,3,3,2,1,1,4,"Eastern Region",27.9411764705882
"62a8c1c8-3f17-956a-a03c-4a451df8e1ac",56,5,0,0,1,3,2,4,1,6,5,5,1,1,1,2,1,3,"Eastern Region",27.9411764705882
"62a92a24-f43b-cd04-59d6-18a92519804c",36,3,0,0,1,1,2,3,4,5,6,1,1,1,1,4,1,2,"Eastern Region",27.9411764705882
"6860625",34,2,1,0,1,1,2,4,5,3,6,3,4,2,1,6,3,6,"Eastern Region",27.9411764705882
"62a8da40-652b-9ddf-e24d-ee1e0fd38345",62,5,0,0,3,1,3,2,4,5,6,2,1,2,5,2,1,5,"Eastern Region",27.9411764705882
"6389661",33,2,1,0,1,1,2,4,3,5,6,4,2,1,1,2,2,2,"Eastern Region",27.9411764705882
"62a8e277-ea74-1f9e-b513-895e45f614c7",49,4,0,0,2,3,1,2,4,5,6,3,3,3,3,4,1,4,"Eastern Region",27.9411764705882
"62a8d0df-9614-d1f2-10c9-0d203f9ecc74",74,6,0,0,1,6,1,5,2,3,4,1,3,4,6,6,2,5,"Eastern Region",27.9411764705882
"62a76d62-a479-0933-26c5-e387368f8070",69,6,1,0,1,NA,NA,NA,NA,NA,NA,2,2,4,2,1,1,4,"Eastern Region",27.9411764705882
"7052558",30,2,0,0,2,3,4,5,2,1,6,3,1,4,2,6,1,4,"Eastern Region",27.9411764705882
"62a8cf8d-cc04-4db2-4648-005a7a8db1ef",66,6,0,0,1,4,5,1,2,3,6,1,2,4,5,4,2,4,"Eastern Region",27.9411764705882
"5166875",48,4,1,0,1,2,4,1,3,5,6,1,1,1,4,4,1,6,"Eastern Region",27.9411764705882
"62a91771-e524-b107-80ba-f2c9b945354c",36,3,0,0,1,1,4,6,2,3,5,6,4,2,2,1,2,5,"Eastern Region",34.7058823529412
"6110114",34,2,0,0,1,3,1,2,4,5,6,5,2,3,4,1,1,2,"Eastern Region",34.7058823529412
"62a76936-1818-4e2d-9077-fe4ae53ae9c6",57,5,0,0,6,4,3,1,2,5,6,3,2,1,3,6,1,4,"Eastern Region",34.7058823529412
"3194011",44,3,0,0,1,1,2,4,3,5,6,2,1,2,4,5,1,5,"Eastern Region",34.7058823529412
"62a8df4c-2abe-5eeb-0b76-6c0db2c4433c",87,6,1,0,1,1,4,2,3,5,6,3,2,1,5,4,1,6,"Eastern Region",32.6470588235294
"62a8d938-681a-b530-e0d3-1f2990b5ab29",41,3,0,0,1,NA,NA,NA,NA,NA,NA,1,2,3,4,5,NA,6,"Eastern Region",32.6470588235294
"62a8fb76-5275-3cb0-74c8-6b9e1e9bb3b9",33,2,0,0,1,NA,NA,NA,NA,NA,NA,3,5,6,1,2,1,2,"Eastern Region",32.6470588235294
"62a916d9-cedb-f1ba-b377-07a79c5c9671",61,5,0,0,1,1,2,5,3,4,6,2,2,2,2,4,1,5,"Eastern Region",34.7058823529412
"62a76e38-c6c5-87d2-ef9f-7be5cd4d1de4",69,6,0,0,1,1,2,5,3,4,6,6,4,1,1,5,3,6,"Eastern Region",34.7058823529412
"62a76a16-046d-625f-a6b7-1c967a7981c4",64,5,0,0,1,2,1,5,3,4,6,1,1,1,4,4,2,4,"Eastern Region",34.7058823529412
"6758726",48,4,0,0,2,5,3,6,1,2,4,3,3,3,5,4,1,2,"Eastern Region",34.7058823529412
"6082151",50,4,1,1,1,NA,NA,NA,NA,NA,NA,1,3,4,5,1,1,4,"Eastern Region",34.7058823529412
"62a8e522-a7f9-6695-bc4a-f3fbb1091a03",53,4,1,0,1,2,3,6,5,1,4,2,1,3,5,4,1,4,"Eastern Region",34.7058823529412
"7286553",21,1,0,0,4,5,2,6,1,4,3,3,5,4,2,6,1,4,"Eastern Region",34.7058823529412
"62a91821-3d0f-dec3-27c3-a75ef65d9c95",62,5,1,0,2,4,3,1,2,5,6,2,2,2,2,4,1,2,"Eastern Region",34.7058823529412
"62a769fd-c5e3-5a34-a435-dab820d0474f",56,5,0,0,1,5,6,3,2,1,4,1,3,2,1,3,1,6,"Eastern Region",34.7058823529412
"62a8c1c3-c3cd-f790-0b91-16b1ab034f38",21,1,0,0,4,2,4,1,5,3,6,1,4,3,4,6,2,3,"Eastern Region",34.7058823529412
"7419721",47,4,1,0,1,2,6,5,1,3,4,4,5,2,3,6,3,7,"Eastern Region",34.7058823529412
"7456010",28,2,1,0,1,4,3,5,2,6,1,5,5,3,4,2,1,6,"Eastern Region",34.7058823529412
"62a8d4df-d615-45e9-e736-959963abc593",32,2,1,1,1,2,3,1,4,5,6,3,3,4,4,3,1,2,"Eastern Region",34.7058823529412
"62a8df52-02c5-ef0c-baf9-1038e8bdc37d",80,6,1,0,1,NA,NA,NA,NA,NA,NA,2,2,2,4,5,1,6,"Eastern Region",34.7058823529412
"62a8d60f-6189-f3b3-339f-edccb9896882",30,2,0,1,3,2,6,4,1,3,5,1,2,1,3,3,2,2,"Eastern Region",34.7058823529412
"62a8d986-8930-0c4c-21f3-d56405774256",69,6,0,0,1,4,1,3,2,5,6,2,3,1,4,4,1,6,"Eastern Region",34.7058823529412
"62a7688a-40c0-7277-88e5-c5e6faf61dc8",52,4,1,0,1,4,2,3,1,5,6,1,2,3,1,4,1,2,"Eastern Region",34.7058823529412
"7283187",18,1,1,0,1,2,3,1,4,5,6,3,4,1,5,5,4,2,"Eastern Region",34.7058823529412
"62a76c11-0666-4bc8-5546-401e7072ef6d",53,4,0,0,1,2,1,6,4,3,5,4,4,4,4,4,1,4,"Eastern Region",32.6470588235294
"62a8cad3-6c20-9b78-ca61-2b8c36ad666d",70,6,0,0,1,6,2,3,1,5,4,3,2,1,5,1,1,2,"Eastern Region",34.7058823529412
"62a92719-38a6-fa62-35f4-18582d8a7a29",29,2,0,0,1,NA,NA,NA,NA,NA,NA,1,3,2,4,5,1,1,"Eastern Region",34.7058823529412
"0XNvm5AvnSmk3tSqADuskL",32,2,0,1,1,NA,NA,NA,NA,NA,NA,5,5,5,6,6,1,6,"Central Region",34.7058823529412
"7439151",55,5,0,0,1,3,6,4,1,2,5,5,5,5,5,5,2,4,"Eastern Region",34.7058823529412
"62a8c19d-a0e4-ba59-3625-cf2a6ba20c28",52,4,0,0,1,2,3,5,4,1,6,5,1,2,3,6,1,6,"Eastern Region",27.9411764705882
"7456313",25,2,1,0,1,NA,NA,NA,NA,NA,NA,2,4,5,5,6,1,2,"Eastern Region",27.9411764705882
"7219575",21,1,1,0,2,1,2,3,4,6,5,NA,2,4,6,3,2,5,"Eastern Region",27.9411764705882
"62a92c8e-0195-dad1-da08-cbb03adbdfcc",38,3,0,0,1,3,5,1,2,6,4,2,6,6,6,5,1,1,"Eastern Region",27.9411764705882
"7444377",18,1,1,1,1,1,3,4,2,5,6,4,4,1,2,4,2,2,"Eastern Region",27.9411764705882
"2118399",37,3,1,0,1,NA,NA,NA,NA,NA,NA,2,2,1,6,6,1,2,"Eastern Region",27.9411764705882
"62a8dd08-032e-2508-b298-04b2031a6e32",55,5,0,0,1,1,1,1,1,1,1,3,4,5,4,5,1,4,"Eastern Region",27.9411764705882
"62a76da2-c190-b5c8-6dc5-e520dfe8d6f3",55,5,0,0,1,1,2,4,3,5,6,1,4,1,2,4,1,4,"Eastern Region",38.2352941176471
"62a92bd2-5e24-5be5-4520-6480d0f087e5",58,5,0,0,1,2,4,5,1,3,6,3,4,5,1,2,1,2,"Eastern Region",27.9411764705882
"62a768d1-3825-e301-1b1e-b852505ceb7e",59,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Eastern Region",27.9411764705882
"62a8c1fb-1bc6-7928-2ba4-2b7a4965d54c",65,6,0,0,1,3,1,6,2,5,4,1,2,5,4,6,2,4,"Central Region",18.0882352941176
"62a92214-a008-cf3c-3df6-f76a695dfc3b",47,4,0,0,1,2,5,6,3,4,1,4,1,4,5,1,1,2,"Central Region",18.0882352941176
"62a8c186-c80c-b45d-85da-815f276e7fd6",18,1,0,0,1,3,5,4,1,2,6,2,1,5,4,6,4,2,"Central Region",18.0882352941176
"91e699c7-4ea3-6366-32b3-adcd78a4be2d",45,4,1,1,1,1,2,3,5,4,6,4,4,4,4,4,1,2,"Central Region",18.0882352941176
"6623307",32,2,1,0,4,NA,NA,NA,NA,NA,NA,3,4,3,2,3,3,6,"Central Region",18.0882352941176
"4VyE76BvfwdcVtYRQEvmP3",25,2,1,1,1,4,3,5,1,2,6,4,1,2,3,6,2,6,"Central Region",18.0882352941176
"7161269",20,1,1,0,2,6,3,4,2,1,5,3,3,3,1,4,2,4,"Central Region",26.9117647058824
"62a8d776-3662-295a-ba0a-cedff72a7ecd",66,6,0,0,1,2,1,5,3,4,6,3,1,3,2,4,1,2,"Central Region",26.9117647058824
"62a8d948-7ff7-bc61-1c9c-6f68f54dc9a9",39,3,0,0,1,1,3,6,2,4,5,5,3,1,2,4,2,6,"Central Region",26.9117647058824
"62a76947-2003-0396-cf14-8bec73155a15",57,5,1,0,1,5,6,3,1,2,4,2,2,1,4,5,1,2,"Central Region",24.8529411764706
"62a8de87-1be3-de21-6f99-a27616995cb3",89,6,0,0,1,1,3,4,2,5,6,1,2,3,4,6,1,2,"Central Region",24.8529411764706
"7407047",29,2,1,0,1,NA,NA,NA,NA,NA,NA,2,4,4,5,6,1,2,"Central Region",24.1176470588235
"62a8dc74-40c4-9c4b-e4fb-58c6f07d4698",61,5,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,"Central Region",18.0882352941176
"62a768a9-f8ad-954d-8f36-2d40d6a5ac22",68,6,1,0,1,6,1,2,3,4,5,4,1,4,5,6,1,2,"Central Region",18.0882352941176
"62a8c230-2ea9-82a5-771e-e0c84f641bb5",31,2,0,0,6,4,6,1,3,2,5,1,4,6,2,5,1,4,"Central Region",18.0882352941176
"62a76897-35ab-8f81-b146-b3f41b5e644d",58,5,0,0,1,NA,NA,NA,NA,NA,NA,3,1,4,2,5,2,2,"Central Region",24.8529411764706
"62a8ddd7-7ec7-3389-f5c6-cd99a96c1011",72,6,1,0,1,NA,NA,NA,NA,NA,NA,1,2,4,5,6,2,5,"Central Region",18.0882352941176
"7307440",24,1,0,0,1,NA,NA,NA,NA,NA,NA,3,1,4,5,6,1,4,"Central Region",18.0882352941176
"6505224",63,5,1,0,1,2,3,1,4,5,6,1,1,1,1,1,2,4,"Central Region",25.5882352941176
"62a7693d-fd1b-b632-0ff4-8b62ffe36963",54,4,0,0,1,2,3,1,4,5,6,3,1,4,6,1,2,1,"Central Region",25.5882352941176
"62a8dd8f-7e0a-2b15-dae6-d0cb6c420e71",69,6,1,0,1,2,1,3,5,4,6,1,3,2,3,4,1,5,"Central Region",25.5882352941176
"62a920ce-679e-091e-6939-5d8e04bcffc3",26,2,0,0,4,NA,NA,NA,NA,NA,NA,3,2,1,6,5,2,6,"Central Region",25.5882352941176
"62a76d09-cdfd-6527-4686-e72f23b02062",69,6,1,0,1,2,3,5,1,4,6,1,1,2,4,5,1,4,"Central Region",25.5882352941176
"62a76898-252d-c266-5314-b955216037f8",59,5,1,0,1,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,2,"Central Region",25.5882352941176
"6765249",26,2,1,0,1,NA,NA,NA,NA,NA,NA,2,1,3,6,4,2,2,"Central Region",25.5882352941176
