"p_id","age","age_group","gend","hisp","race","forcast_loc","forcast_time","forcast_prob","forcast_sev","forcast_impact","forcast_safe","three_days","one_day","four_hours","sixty_min","fifteen_min","income","edu","nws_region","WX"
"60c534ed-5754-bf42-6c3c-ffec0f734109",29,2,0,1,1,1,5,2,4,6,3,3,6,3,6,6,1,2,"Eastern Region",25.8823529411765
"60c1662f-70dc-e658-0c48-a7e5130c2117",18,1,0,1,1,NA,NA,NA,NA,NA,NA,3,4,5,6,6,2,2,"Eastern Region",NA
"60ca33a3-a0c4-e897-238b-74ddc07dadf1",58,5,0,0,1,1,3,2,4,6,5,3,2,6,6,6,1,5,"Eastern Region",25.8823529411765
"60c7d1e7-de5e-838c-5ad1-42c0cc711d74",30,2,0,0,4,2,6,3,1,5,4,2,4,4,4,3,1,1,"Eastern Region",25.8823529411765
"60ca3814-5ed8-0d47-8850-d0bf5ef19686",60,5,0,0,1,NA,NA,NA,NA,NA,NA,3,2,1,2,4,2,6,"Eastern Region",25.8823529411765
"60c0ceff-7ee6-6965-3200-5fdfb8430f4f",71,6,0,0,1,3,1,2,4,5,6,3,4,1,5,6,3,4,"Eastern Region",25.8823529411765
"60c48f2a-002c-6ca8-7f0a-d63182409fb9",32,2,0,1,2,NA,NA,NA,NA,NA,NA,1,3,3,5,6,2,6,"Eastern Region",25.8823529411765
"60c8df14-e9cb-0d4b-2a20-4567735e1029",74,6,1,0,1,5,2,3,1,4,6,1,4,2,5,6,4,7,"Eastern Region",31.4705882352941
"60c38a0a-104a-7d92-b253-aaa9ab038e2c",32,2,0,1,1,5,2,4,6,1,3,2,3,5,3,6,2,5,"Eastern Region",31.4705882352941
"60c0d3d5-5cc2-8e16-83c1-85c33e689bf4",57,5,1,0,1,1,2,4,3,6,5,2,1,3,6,6,3,2,"Eastern Region",31.4705882352941
"60c0d3e9-aaaf-670d-8319-e32c08a92e0c",56,5,0,0,1,5,1,4,2,3,6,3,1,5,3,6,2,2,"Eastern Region",31.4705882352941
"60c8c405-3ed8-3e09-ae0c-19810b183439",46,4,1,0,1,1,3,2,4,5,6,3,1,1,5,6,1,2,"Eastern Region",31.4705882352941
"60ca278e-62f1-b62b-5761-dadbb42f88aa",57,5,0,0,1,1,2,4,3,6,5,1,2,1,1,1,2,6,"Eastern Region",31.4705882352941
"60c919e6-8e48-b35f-6d17-f0494b36c8d4",46,4,1,0,1,2,3,1,4,5,6,3,3,4,1,1,3,8,"Eastern Region",31.4705882352941
"60c8f49c-a01e-bded-cdf1-463516e8b33e",34,2,1,0,1,3,2,1,4,5,6,3,3,4,5,6,1,1,"Eastern Region",31.4705882352941
"60ca2d81-64ff-edb8-2217-5daf085f1c2a",49,4,0,0,1,2,1,3,5,4,6,3,4,1,2,6,2,7,"Eastern Region",33.9705882352941
"60c8eab7-95c4-bf65-5555-6a39e8303926",60,5,1,0,1,4,3,2,1,5,6,4,3,2,4,1,4,4,"Eastern Region",33.9705882352941
"60c2584a-8bbd-3376-769d-3a3d6a767cb1",26,2,1,1,3,NA,NA,NA,NA,NA,NA,5,3,5,6,5,4,6,"Eastern Region",33.9705882352941
"60c0cff8-4969-c171-97de-e781b1b9875e",59,5,0,0,1,1,2,4,6,3,5,1,2,6,6,6,2,5,"Eastern Region",33.9705882352941
"60c8c51e-3518-3567-c517-f2e011e9dffb",39,3,1,0,1,5,4,3,1,2,6,1,2,2,2,2,1,6,"Eastern Region",33.9705882352941
"60c8d081-efd6-b280-3d6f-56caddf8f590",47,4,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,"Eastern Region",33.9705882352941
"60ca34d7-d358-30b8-a4a3-674af0748565",29,2,0,0,1,3,1,6,5,4,2,4,1,1,4,1,2,4,"Eastern Region",31.4705882352941
"60c8e46a-6930-4273-8185-6f2a91aa9ada",60,5,1,0,1,4,2,1,3,6,5,1,3,3,2,1,1,2,"Eastern Region",33.9705882352941
"60c8d225-dee6-6383-c8fd-16b878a4bf77",28,2,1,0,1,1,2,4,6,5,3,4,4,4,4,3,1,4,"Eastern Region",33.9705882352941
"60c0ce68-ef61-478e-e400-1d227a825a56",67,6,1,0,1,1,3,4,2,6,5,3,3,4,4,5,1,4,"Eastern Region",33.9705882352941
"60c77167-cefb-77d7-dcd1-f5d4786f11af",36,3,0,0,2,1,3,2,4,6,5,1,2,4,6,6,2,5,"Eastern Region",26.4705882352941
"60ca3438-84b7-1592-4e82-2d96df93ccab",20,1,0,0,1,1,4,6,5,3,2,2,5,6,6,6,2,2,"Eastern Region",26.4705882352941
"60c8c445-46dd-7843-7301-bb14fe42f5bc",46,4,1,0,1,5,1,6,2,3,4,1,1,1,2,3,4,5,"Eastern Region",26.4705882352941
"60ca2e03-5e81-2680-273e-a95209e9e446",26,2,0,0,1,3,5,1,2,6,4,3,1,2,5,6,2,2,"Eastern Region",26.4705882352941
"60c774f1-b955-dafa-8d67-10780875632e",58,5,1,0,2,2,3,1,4,6,5,1,1,3,1,1,2,4,"Eastern Region",26.4705882352941
"60c38789-3cc4-61bc-d063-aeac49cfb972",36,3,0,1,6,NA,NA,NA,NA,NA,NA,1,1,2,4,2,2,6,"Eastern Region",26.4705882352941
"60c8e69a-9a4b-6d59-7273-2e5d3423e3cc",62,5,1,0,1,1,2,3,4,5,6,1,1,2,3,4,2,4,"Eastern Region",26.4705882352941
"60ca2c34-7299-3f95-c817-f4e5c0b4aebe",19,1,0,0,1,1,2,6,3,5,4,3,2,4,4,6,2,4,"Eastern Region",26.4705882352941
"60ca2d7f-c6ef-8e3f-d2c7-19e2296feac9",47,4,0,0,1,2,1,3,4,5,6,1,1,4,2,6,2,5,"Eastern Region",26.4705882352941
"60c52a97-49ea-4620-69ba-ef87966ac5d5",23,1,0,1,1,2,1,3,4,5,6,1,2,4,3,6,2,2,"Eastern Region",33.9705882352941
"60c8e6c7-347b-454f-08e7-95cb36db62fb",41,3,1,0,1,3,5,1,2,4,6,6,3,1,4,2,1,2,"Eastern Region",26.4705882352941
"60ca2c1e-4f3d-4c14-b1f4-237d00409c60",49,4,0,0,1,3,2,1,4,6,5,2,2,3,3,2,2,6,"Eastern Region",26.4705882352941
"60ca2790-e3f1-173f-62dc-e87477f4a92c",64,5,0,0,1,2,1,3,4,6,5,1,2,3,4,4,1,5,"Eastern Region",26.4705882352941
"60ca2729-60c7-908b-8025-e5d06d502248",59,5,0,0,1,2,1,3,5,4,6,3,3,5,6,6,2,6,"Eastern Region",26.4705882352941
"60ca31be-aa3d-a111-610d-ac7d4e2de54d",56,5,0,0,1,2,4,1,3,5,6,1,3,5,1,6,1,2,"Eastern Region",26.4705882352941
"60c8bf14-3f80-9c65-3181-322329fef8ca",42,3,1,0,1,NA,NA,NA,NA,NA,NA,4,2,2,3,4,1,6,"Eastern Region",26.4705882352941
"60c0d217-cdf9-be61-02df-8df1d8d604e7",61,5,0,0,1,2,3,5,4,1,6,3,1,2,4,5,1,2,"Eastern Region",33.9705882352941
"60ca46f8-d1b2-4fd7-ee16-5beebe343a70",28,2,0,0,1,2,3,1,5,6,4,6,1,1,3,1,1,2,"Eastern Region",26.4705882352941
"60c90a56-d18f-2e16-9aa4-559ec73e1447",50,4,1,0,1,4,3,6,1,5,2,2,1,4,4,6,1,4,"Eastern Region",33.9705882352941
"60c36cdb-9368-e5dd-c176-c78a68788d4b",34,2,0,1,1,4,3,5,2,1,6,2,3,6,3,5,2,3,"Eastern Region",42.5
"60ca3c9f-8147-ebc1-701e-2da7712c52cb",20,1,0,0,1,NA,NA,NA,NA,NA,NA,1,1,2,5,6,2,4,"Eastern Region",42.5
"60ca275c-48a5-0643-e3fb-0a030c252268",56,5,0,0,1,2,3,1,5,6,4,1,1,2,2,4,1,5,"Eastern Region",42.5
"60c91571-cb95-4d0e-deff-880667d0cc9a",50,4,1,0,1,2,6,5,1,4,3,3,4,5,1,1,2,7,"Eastern Region",42.5
"60c8de45-518f-5d4a-0873-5b8d995df39f",47,4,1,0,1,NA,NA,NA,NA,NA,NA,4,1,2,4,5,1,7,"Eastern Region",42.5
"60c0ce52-221b-3d58-8a94-baef2eac3bef",56,5,0,0,1,2,4,3,1,5,6,3,3,1,4,5,2,4,"Eastern Region",42.5
"60c8c74c-24be-42fa-8dda-5e42bb823d88",53,4,1,0,1,1,3,2,4,5,6,5,3,1,1,1,3,8,"Eastern Region",42.5
"60c7b2bd-7273-7e3b-c98a-1ff5d44bf3f6",40,3,0,0,4,1,2,6,5,4,3,1,2,6,4,5,2,6,"Eastern Region",42.5
"60c93a45-9dc1-025a-0ed0-3ee85ffdbe1d",53,4,1,0,1,2,3,5,1,6,4,2,2,1,1,2,2,2,"Eastern Region",42.5
"60ca3219-0673-cf2e-b3e5-c7f985d43df4",45,4,0,0,1,6,5,1,4,3,2,2,4,5,6,1,2,6,"Eastern Region",42.5
"60c8d2ba-29d4-04bd-7629-e98b40a75269",64,5,1,0,1,NA,NA,NA,NA,NA,NA,1,6,4,1,1,2,4,"Eastern Region",42.5
"60c0ce34-3f0e-6e91-c2f0-5520d6d3da83",77,6,0,0,1,2,1,6,4,3,5,1,3,2,4,6,1,5,"Eastern Region",42.5
"60c8c5d5-54f5-66b2-791d-7a74eb1c08dc",57,5,1,0,1,NA,NA,NA,NA,NA,NA,1,2,4,4,1,2,6,"Eastern Region",42.5
"60c90868-bad2-cb1e-e11b-ef6682faabfd",24,1,1,0,1,6,2,1,3,4,5,3,3,4,5,6,2,4,"Eastern Region",42.5
"60ca4f30-b7ac-30c0-ee11-96fedda51bef",22,1,0,0,1,1,2,6,4,3,5,5,1,6,6,6,1,2,"Eastern Region",39.7058823529412
"60c8d023-0696-142c-b47e-01ffbd27715a",72,6,1,0,1,1,3,2,4,5,6,1,1,1,1,4,1,4,"Eastern Region",35.5882352941176
"60c906e8-db09-3478-1474-f58d35207867",54,4,1,0,1,2,3,5,1,6,4,4,1,1,1,3,1,2,"Eastern Region",35.5882352941176
"60c90036-16d4-597f-e086-2145d521ebcb",58,5,1,0,1,3,2,1,4,6,5,3,4,1,1,4,2,8,"Eastern Region",35.5882352941176
"60ca2fd9-897a-6566-e449-a28c2002f55c",44,3,0,0,1,3,1,2,4,5,6,2,4,2,3,4,2,4,"Eastern Region",35.5882352941176
"60c0ceac-51d7-ed3e-2cea-1b7537c75f38",78,6,0,0,1,2,3,1,4,6,5,1,3,2,4,6,4,4,"Eastern Region",35.5882352941176
"60c8d891-79ae-af6b-f0d0-1ea80fe2d51c",55,5,1,0,1,2,1,3,4,5,6,3,4,4,5,5,3,5,"Eastern Region",35.5882352941176
"60c8e2bb-26ac-203c-c565-2bedd6dd06d6",71,6,1,0,1,2,3,1,5,4,6,3,2,1,4,1,3,2,"Eastern Region",39.7058823529412
"60c8d34f-9e1f-1dee-c2aa-e1dd185a8e9c",49,4,1,0,1,1,2,4,6,5,3,1,2,3,4,5,2,7,"Eastern Region",39.7058823529412
"60c92d4d-6bc4-987e-04fe-85dbb81f3dd8",20,1,1,0,1,NA,NA,NA,NA,NA,NA,5,4,3,3,2,1,4,"Eastern Region",39.7058823529412
"60c93704-1af7-8271-4232-1aab122df82a",60,5,1,0,1,1,4,3,2,6,5,1,3,4,1,1,2,6,"Eastern Region",39.7058823529412
"60c0ce11-88e7-0566-b9f6-d7bb9f6a600c",28,2,0,0,3,5,4,3,2,6,1,3,2,5,4,6,1,2,"Eastern Region",39.7058823529412
"60ca32c6-533c-46d6-099f-26683124952c",27,2,0,0,1,5,3,4,1,2,6,4,4,5,6,6,2,6,"Eastern Region",39.7058823529412
"60ca3349-3938-5064-66da-695708dd7fac",52,4,0,0,1,1,2,4,3,6,5,1,3,2,4,6,2,6,"Eastern Region",39.7058823529412
"60c78497-689a-020c-ff66-ca3efdffcedc",20,1,0,0,2,NA,NA,NA,NA,NA,NA,1,1,1,3,5,1,1,"Eastern Region",39.7058823529412
"60c9402f-dec8-79f6-3126-29da4bd9c40b",64,5,1,0,1,6,2,1,4,5,3,1,4,6,4,6,1,2,"Eastern Region",39.7058823529412
"60c921a6-eee1-7796-b868-2a6085486e4e",53,4,1,0,1,1,5,4,2,6,3,3,3,4,5,6,1,2,"Eastern Region",39.7058823529412
"60c8e657-3990-1920-f6c9-fcf216c6e808",69,6,1,0,1,3,2,1,5,4,6,3,5,2,1,5,2,7,"Eastern Region",39.7058823529412
"60ca272e-22f4-1983-dd63-323690b72e38",22,1,0,0,1,5,4,6,2,3,1,3,1,1,6,4,1,7,"Eastern Region",39.7058823529412
"60c8d194-adb0-5130-ff5e-89229452ed12",65,6,1,0,1,1,2,6,3,4,5,2,2,4,5,5,2,2,"Eastern Region",39.7058823529412
"60ca27de-f47c-710e-cf04-adaf50fcc677",60,5,0,0,1,1,2,3,4,6,5,1,3,4,5,6,3,6,"Eastern Region",39.7058823529412
"60ca27ba-30f2-95b7-e612-f23a13f54a31",31,2,0,0,1,2,1,3,4,5,6,1,2,3,5,6,1,2,"Eastern Region",39.7058823529412
"60c8bf8f-c16f-55a6-8cbe-675ee65131fa",56,5,1,0,1,1,2,3,4,6,5,4,3,2,4,1,4,5,"Eastern Region",39.7058823529412
"60c4d889-3228-3c78-c480-4df9060bc4a0",45,4,0,1,1,2,1,3,4,5,6,3,1,2,4,6,2,2,"Eastern Region",39.7058823529412
"60c91491-e137-c942-f465-2b7947a87f5d",42,3,1,0,1,1,5,2,4,3,6,3,1,4,6,5,2,6,"Eastern Region",39.7058823529412
"60ca4c05-0791-5229-6fb7-246f3c29536e",48,4,0,0,1,3,1,5,2,6,4,3,1,4,4,6,2,5,"Eastern Region",39.7058823529412
"60c5786d-030c-0885-bad3-e3afb65cf080",37,3,0,1,1,4,3,2,1,6,5,3,2,1,4,6,1,6,"Eastern Region",39.7058823529412
"60c0cdfe-6070-b743-4313-540bca9d5176",37,3,1,0,1,3,2,1,4,6,5,1,2,3,4,6,2,2,"Eastern Region",48.3823529411765
"60c0cebd-c045-d489-e6fc-b007c1f1b7eb",66,6,1,0,1,2,5,6,4,1,3,1,2,3,NA,1,1,2,"Eastern Region",48.3823529411765
"60ca4dae-db8a-0b98-7e57-1dc4384c60dd",23,1,0,0,1,5,2,1,3,4,6,3,3,4,6,6,NA,6,"Eastern Region",48.3823529411765
"60c92830-2b5b-7314-7390-bbe9c6670353",20,1,1,0,1,1,6,5,2,3,4,1,1,2,1,6,4,2,"Eastern Region",33.9705882352941
"60ca270f-b5f1-bb95-ecaa-a6800b7a6284",32,2,0,0,1,2,1,4,3,5,6,2,1,1,1,2,1,2,"Eastern Region",33.9705882352941
"60c8d8f5-615b-1456-009c-0135a5aac700",63,5,1,0,1,2,1,3,4,5,6,1,1,1,1,1,3,6,"Eastern Region",33.9705882352941
"60c8ebdc-3c10-47fc-e673-766f4a8984c1",66,6,1,0,1,2,3,6,1,5,4,3,4,1,2,5,2,2,"Eastern Region",33.9705882352941
"60c8e084-30a7-2e40-aa0f-e4508428dae8",70,6,1,0,1,NA,NA,NA,NA,NA,NA,3,3,3,2,3,1,2,"Eastern Region",33.9705882352941
"60c0d1f7-9403-39af-ae5c-3d946e3692d8",60,5,0,0,1,1,2,6,3,4,5,4,2,3,2,4,1,2,"Eastern Region",33.9705882352941
"60ca273e-c78f-47ff-cb89-17bd0149704f",56,5,0,0,1,1,4,6,3,2,5,6,4,2,1,6,3,7,"Eastern Region",48.3823529411765
"60c8eb46-a92f-749d-f9e1-4a9252bb32f2",66,6,1,0,1,6,4,2,1,5,3,3,2,1,4,5,2,2,"Eastern Region",48.3823529411765
"60ca3235-4fb9-7a77-da3d-5a1a4eb3e3b4",52,4,0,0,1,3,2,1,4,5,6,3,1,2,4,6,2,5,"Eastern Region",48.3823529411765
"60c91dc6-1da7-663c-e75f-7fc8c60e7bfa",60,5,1,0,1,1,2,4,5,6,3,3,4,1,6,5,2,4,"Eastern Region",48.3823529411765
"60ca519f-cc9d-2797-69d3-9efb4a5dd87e",54,4,0,0,1,1,3,2,4,5,6,1,2,4,4,4,3,7,"Eastern Region",48.3823529411765
"60c4f041-46a2-9a93-e3e5-218895533cf9",40,3,0,1,1,2,3,6,1,4,5,2,4,1,4,5,3,3,"Eastern Region",48.3823529411765
"60c226cd-8b54-0fb3-6c26-05300ef1992d",32,2,1,1,1,6,4,2,1,3,5,3,3,3,4,5,3,6,"Eastern Region",48.3823529411765
"60ca4db3-180b-183e-563b-456223e6ae4a",50,4,0,0,1,2,3,1,4,5,6,3,2,1,4,5,2,4,"Eastern Region",48.3823529411765
"60c8ce70-6bd8-6c88-9ed6-1b3c5eb9fc2c",84,6,1,0,1,1,2,4,3,5,6,1,1,1,2,5,1,6,"Eastern Region",48.3823529411765
"60c1bc20-1122-06ac-f55e-9947d0104ee3",65,6,0,0,1,5,4,6,2,3,1,6,6,6,6,6,3,6,"Eastern Region",48.3823529411765
"60c92318-2384-32c0-7f99-044682460878",64,5,1,0,1,4,6,2,1,3,5,5,2,1,2,1,3,6,"Eastern Region",48.3823529411765
"60c455f8-aaf7-4464-5fb0-167ae43ae3a1",18,1,0,1,2,NA,NA,NA,NA,NA,NA,1,2,3,4,6,1,2,"Eastern Region",48.3823529411765
"60c13d0d-da6f-131b-b991-26c4f7489e78",38,3,1,1,7,2,1,6,3,4,5,3,2,5,6,6,1,3,"Eastern Region",48.3823529411765
"60c3730c-6d12-1e77-2f6a-76f1b7628f49",49,4,0,0,2,2,4,5,1,3,6,3,3,6,6,6,1,5,"Eastern Region",48.3823529411765
"60c2d998-d13c-285d-a015-7ecf510ea097",43,3,0,1,1,1,6,5,3,2,4,2,3,3,2,1,1,5,"Eastern Region",48.3823529411765
"60c8d95a-5bc8-96b3-32a6-e7eac285e132",53,4,1,0,1,NA,NA,NA,NA,NA,NA,3,3,3,3,3,1,5,"Eastern Region",48.3823529411765
"60ca27bd-6b08-0076-9942-d421c2beadca",26,2,0,0,1,3,6,5,1,2,4,2,1,5,4,6,2,6,"Eastern Region",48.3823529411765
"60c79a19-aab3-e8e3-9cd2-292c29e5ef02",46,4,1,0,2,5,3,6,2,4,1,2,3,4,5,3,1,4,"Eastern Region",48.3823529411765
"60c78156-fb1f-07e5-ec2a-a3ea7e6fb5b0",76,6,1,0,4,NA,NA,NA,NA,NA,NA,1,2,3,2,2,2,8,"Eastern Region",48.3823529411765
"60c0ce38-9969-7906-61e7-aed86b0c44a3",66,6,0,0,1,1,2,4,3,5,6,1,1,2,2,1,1,6,"Eastern Region",48.3823529411765
"60c90c80-b124-b2be-ab4a-6a65777566de",44,3,1,0,1,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,7,"Eastern Region",48.3823529411765
"60c0d385-7fdd-0871-baf7-4bcd2452f860",50,4,0,0,1,1,3,6,2,4,5,2,3,4,5,6,2,4,"Eastern Region",48.3823529411765
"60c0ce07-9885-9602-bf09-b5da5465c21f",38,3,0,0,1,3,2,6,1,4,5,3,1,1,1,1,1,2,"Eastern Region",48.3823529411765
"60c8dcb0-4036-a581-e112-9bee151c1be1",22,1,1,0,1,3,6,5,2,1,4,2,3,2,4,1,3,5,"Eastern Region",48.3823529411765
"60c77224-8fdf-f829-1b19-715a761306b4",33,2,0,0,2,6,5,4,2,1,3,1,2,4,5,6,1,2,"Eastern Region",48.3823529411765
"60c77f4c-87bf-f382-71b2-ef3f3f87ba7f",36,3,1,0,2,NA,NA,NA,NA,NA,NA,2,3,4,5,6,2,5,"Eastern Region",48.3823529411765
"60c7b9c1-8510-322d-2886-a0bfcded7980",30,2,1,0,2,1,2,3,6,5,4,3,4,6,4,2,2,6,"Western Region",62.3529411764706
"60c36c84-7112-4e0a-9a5b-18fbd62d0bf4",27,2,0,0,2,3,4,1,2,5,6,3,4,1,2,6,2,7,"Eastern Region",62.3529411764706
"60c36d22-5815-e6da-5a9e-44beb3fa6bc7",29,2,1,1,2,2,3,5,1,4,6,5,2,2,1,1,2,4,"Eastern Region",62.3529411764706
"60c13e17-949c-238c-a7e0-5e63fbe81c59",35,3,0,1,1,NA,NA,NA,NA,NA,NA,3,3,3,3,3,1,4,"Eastern Region",62.3529411764706
"60c7b19a-a46d-78a3-58a3-49d61332655e",54,4,0,0,4,1,2,4,3,6,5,2,1,1,1,4,4,8,"Eastern Region",62.3529411764706
"60c13d9c-e62b-7759-5156-8fc44f8b6be6",33,2,0,1,6,4,3,6,1,5,2,2,4,6,6,6,2,6,"Eastern Region",62.3529411764706
"60c36fd3-43ec-25db-415f-745bc4fa080a",34,2,0,1,4,2,1,5,4,6,3,1,2,5,5,6,2,4,"Eastern Region",62.3529411764706
"60c8d3e3-015a-5e4f-675f-2292fc946b48",34,2,1,0,1,1,4,3,2,6,5,1,1,2,3,1,4,2,"Eastern Region",62.3529411764706
"60c80d03-2d13-1dd4-b4d7-c2c71a20ffac",39,3,0,0,4,4,5,2,1,3,6,3,4,1,2,5,4,7,"Eastern Region",62.3529411764706
"60c8e361-6b03-f421-b6f3-54d53ffdd4c1",66,6,1,0,1,1,2,3,5,6,4,1,2,4,5,6,2,2,"Eastern Region",62.3529411764706
"60c8f201-400d-c83d-a977-1e3178209a64",62,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"Eastern Region",62.3529411764706
"60c37001-981a-a59a-19f4-660a5e4444bf",28,2,1,1,6,4,1,2,3,6,5,3,1,2,6,4,1,5,"Eastern Region",62.3529411764706
"60c948c4-d424-0246-f76b-02524bf3cf7a",39,3,1,0,1,3,4,6,2,5,1,4,2,5,6,6,1,6,"Eastern Region",62.3529411764706
"60c7d2d1-e920-ebaf-a622-c9eeeae8b015",28,2,0,0,1,2,4,3,1,5,6,3,1,4,4,4,2,6,"Eastern Region",62.3529411764706
"60c8d961-fb68-871e-b8d9-e9c1fa12c11d",53,4,1,0,1,4,1,3,2,6,5,1,1,1,2,4,1,6,"Eastern Region",62.3529411764706
"60c93d82-30da-c4d2-38c6-f1634c9f0b18",64,5,1,0,1,3,2,1,4,5,6,5,1,3,4,5,4,6,"Eastern Region",62.3529411764706
"60c77a19-8a0d-0dd3-0a4c-1b73a776942b",51,4,0,0,2,4,2,6,3,5,1,3,4,3,3,2,2,6,"Eastern Region",62.3529411764706
"60c8c4c8-0b73-b10d-8a2f-dcfb59e0be43",77,6,1,0,1,2,3,6,1,5,4,1,1,4,5,4,1,2,"Eastern Region",62.3529411764706
"60c77175-d167-ee0f-1461-e8f51a10c9a9",40,3,0,0,4,2,1,3,5,4,6,4,6,2,5,1,2,6,"Eastern Region",62.3529411764706
"60c0ce75-bb40-a9ae-ad41-3046d9421d1b",69,6,0,0,1,1,2,3,4,5,6,1,2,4,3,6,1,6,"Eastern Region",62.3529411764706
"60c94a8f-e16a-9ef2-12f2-ec0ae3342f72",49,4,1,0,1,2,4,3,6,5,1,3,1,2,6,4,1,2,"Eastern Region",62.3529411764706
"60c8cbad-42ac-3bd5-2d2e-eeca470690d6",40,3,1,0,1,2,4,3,1,6,5,3,1,4,1,1,1,4,"Eastern Region",62.3529411764706
"60c8e42a-ca3b-9ae7-129e-f473283cdb1d",65,6,1,0,1,1,1,1,1,1,1,3,1,3,2,1,1,4,"Eastern Region",62.3529411764706
"60c76c75-a740-05df-193b-dc19abaf3371",56,5,1,0,2,5,1,2,3,4,6,1,6,2,4,6,3,7,"Eastern Region",49.4117647058824
"60c8e7c1-037e-846f-80ba-aae5c26e343f",71,6,1,0,1,2,3,4,1,6,5,4,1,5,6,4,3,7,"Eastern Region",62.3529411764706
"60c81d6a-e42e-762f-2bb7-93adea92817b",24,1,0,0,4,5,2,6,3,4,1,6,6,6,6,6,4,6,"Eastern Region",62.3529411764706
"60c0cf80-0716-4ea5-4866-407b3be258d5",67,6,0,0,1,3,1,4,2,6,5,6,NA,4,1,1,2,6,"Eastern Region",62.3529411764706
"60c8c28b-5179-b622-758b-b3a793939316",77,6,1,0,1,1,2,4,3,6,5,1,1,1,1,1,2,6,"Eastern Region",62.3529411764706
"60c0d318-45ce-8d8c-fd01-5c72f0ed972c",65,6,0,0,4,2,5,4,6,1,3,4,4,3,4,3,2,6,"Eastern Region",62.3529411764706
"60c76c25-3113-dbba-23bf-47d6e4a81fe5",39,3,0,0,2,5,2,1,3,4,6,1,1,4,4,6,4,6,"Eastern Region",62.3529411764706
"60c0ce55-c414-fad9-63ee-83c01e99fe0c",71,6,0,0,1,4,1,5,2,6,3,3,1,2,1,4,1,4,"Eastern Region",62.3529411764706
"60c80644-564d-5ee7-b22d-46fec150f1cf",20,1,0,0,4,NA,NA,NA,NA,NA,NA,3,4,4,3,3,3,4,"Eastern Region",62.3529411764706
"60c7848d-6e85-9999-6e0d-a11143e953e3",50,4,1,0,2,1,3,2,4,5,6,4,4,4,6,6,1,2,"Eastern Region",49.4117647058824
"60c8d1c4-66bb-dcdb-8210-eff8df3059ca",85,6,1,0,1,1,3,2,6,5,4,3,1,4,6,6,2,7,"Eastern Region",49.4117647058824
"60c79f69-6052-934b-5965-1ab4e62d8166",48,4,1,0,2,2,3,1,5,4,6,2,3,3,4,5,1,6,"Eastern Region",49.4117647058824
"60c8c6c5-f171-fdb0-1253-630f88bb890b",21,1,1,0,1,2,3,1,4,5,6,NA,1,2,1,3,2,2,"Eastern Region",49.4117647058824
"60c8cd84-c23d-1e02-ba23-6cd7e153def1",67,6,1,0,1,1,2,3,4,5,6,1,1,2,1,1,2,6,"Eastern Region",49.4117647058824
"60c8c50b-ff9d-230d-538d-7fa057d33a16",36,3,1,0,1,4,1,2,6,3,5,4,2,3,5,3,1,2,"Eastern Region",49.4117647058824
"60c0d075-a9a8-b34d-3656-6aeb86ed9dd6",68,6,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,3,5,1,3,"Eastern Region",49.4117647058824
"60c51c05-6234-413c-719a-4de8405c1366",39,3,0,1,1,3,5,4,6,1,2,3,4,3,3,3,1,1,"Eastern Region",49.4117647058824
"60c8c97e-402d-3e78-3d15-f48452e8e081",65,6,1,0,1,1,6,3,5,4,2,3,2,2,2,1,1,6,"Eastern Region",49.4117647058824
"60c8e63d-0436-51bf-10e9-e5ed9c02da0e",31,2,1,0,1,4,6,3,1,2,5,1,5,6,6,6,3,2,"Eastern Region",49.4117647058824
"60c8c1c7-7b05-f2f2-08bf-531bda4e829d",74,6,1,0,1,2,1,4,3,6,5,3,NA,4,1,2,2,7,"Eastern Region",49.4117647058824
"60c8d6ab-b28f-7d7f-657f-f7a826f705a1",80,6,1,0,1,2,3,1,5,4,6,1,2,4,2,1,1,2,"Eastern Region",49.4117647058824
"60c0ce60-570b-22c9-379d-4c77fa1121ec",19,1,1,0,2,2,4,5,1,3,6,4,2,3,1,6,1,2,"Eastern Region",49.4117647058824
"60c7b84c-e9a2-56e7-2840-0435b1a7e692",21,1,0,0,2,4,3,5,6,1,2,6,4,3,1,3,3,5,"Eastern Region",49.4117647058824
"60c8d8fc-01b6-9428-463e-14dd08d7b954",74,6,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,5,"Eastern Region",54.1176470588235
"60c93878-f4d2-2aaa-f1f8-3a928e3e9d54",25,2,1,0,1,2,3,1,4,5,6,3,2,1,4,5,1,2,"Eastern Region",54.1176470588235
"60c1a070-be48-5229-9ff8-bf27a1c18e5e",68,6,1,0,1,NA,NA,NA,NA,NA,NA,1,1,2,2,4,1,2,"Eastern Region",54.1176470588235
"60c8c11e-00c4-c0f3-d52e-6ef71c4eb0d8",62,5,1,0,1,3,2,1,6,5,4,3,3,4,5,6,1,6,"Eastern Region",54.1176470588235
"60c7831b-6b04-6045-9674-532979a48e4d",19,1,0,0,2,5,1,4,6,2,3,4,5,1,1,4,3,2,"Eastern Region",54.1176470588235
"60c0cee4-3f8c-458e-945a-8df4e06764e2",49,4,0,1,2,6,5,1,3,4,2,3,4,2,4,3,2,4,"Eastern Region",54.1176470588235
