"p_id","age","age_group","gend","hisp","race","forcast_loc","forcast_time","forcast_prob","forcast_sev","forcast_impact","forcast_safe","five_days","three_days","two_days","one_day","income","edu","nws_region","TC"
"60da031b-c9b6-0ce0-0a73-1a14bdc4450c",25,2,1,0,1,1,5,2,4,3,6,1,2,4,5,4,7,"Eastern Region",2.05882352941176
"60d20cb5-ebd7-eea5-3d11-1484447d8bd3",26,2,0,0,1,NA,NA,NA,NA,NA,NA,2,6,5,3,4,3,"Eastern Region",2.05882352941176
"60d40ee0-f448-d52d-0a08-afb9aba9d8a2",50,4,0,1,1,4,2,3,1,5,6,2,4,3,2,2,5,"Eastern Region",2.05882352941176
"60d20f0f-b295-34bc-8a9b-2010f0c9ac54",73,6,1,0,1,NA,NA,NA,NA,NA,NA,3,6,1,4,2,2,"Eastern Region",2.05882352941176
"60d9e7f5-0332-15d2-f4a4-2a1c5c2d034c",61,5,1,0,1,2,5,3,1,4,6,4,1,4,5,4,6,"Eastern Region",2.05882352941176
"60d9e7e3-45e0-3d44-ad13-21abad6d5a44",30,2,1,0,1,1,4,5,2,6,3,1,3,6,4,2,4,"Eastern Region",2.05882352941176
"60d9f9d7-5301-44e1-4dc1-13e85e775ccd",32,2,1,0,1,NA,NA,NA,NA,NA,NA,6,6,1,2,4,7,"Eastern Region",2.05882352941176
"60d9e3a8-117b-2de5-9d5f-287c3262f74a",65,6,1,0,1,1,2,3,5,6,4,1,1,1,2,3,5,"Eastern Region",2.05882352941176
"60d27cea-e5ba-bad4-7432-e8e8e8ce3225",35,3,0,1,1,2,1,3,4,6,5,2,1,1,6,1,3,"Eastern Region",0.294117647058824
"60d9f02d-62c4-cfe1-a5ea-c4cf7415825b",72,6,1,0,1,2,3,6,1,5,4,3,1,5,4,1,5,"Eastern Region",0.294117647058824
"60d20c23-ff2a-537e-d740-1995882e47ce",70,6,0,0,1,NA,NA,NA,NA,NA,NA,1,3,4,2,2,6,"Eastern Region",0.294117647058824
"60d9e63f-8073-8acb-3631-ca8c0907ef01",73,6,1,0,1,2,3,1,6,4,5,3,3,4,5,1,2,"Eastern Region",0.294117647058824
"60db4a31-5d18-38f5-c71b-43b9c8bbc81e",29,2,0,0,1,5,1,3,2,4,6,3,1,2,4,1,7,"Eastern Region",0.294117647058824
"60db5248-95f1-795c-3876-1ac8fa954bfb",55,5,0,0,1,1,2,6,3,4,5,3,1,4,2,2,6,"Eastern Region",0.294117647058824
"60d3b88e-c1a1-9fe0-765c-6ca572a915db",69,6,0,0,1,5,6,4,1,2,3,2,6,4,1,2,4,"Eastern Region",0.294117647058824
"60d9f3e7-cd29-4215-7a06-2d67cb493d07",39,3,1,0,1,3,2,1,4,5,6,3,1,2,6,4,7,"Eastern Region",0.294117647058824
"60d4a0d6-44bf-723b-4072-a57b88dc3103",48,4,0,0,2,1,3,6,4,5,2,1,3,4,6,1,2,"Eastern Region",0.294117647058824
"60d20f7f-2d9a-1c53-a714-905bde4e0b4c",66,6,0,0,1,NA,NA,NA,NA,NA,NA,3,1,2,4,1,6,"Eastern Region",0.294117647058824
"60d9e7bc-8440-0502-aa2c-01ab6ccdff2d",60,5,1,0,1,3,2,1,4,5,6,1,1,1,1,1,4,"Eastern Region",0.294117647058824
"60d9fa16-dfed-5f3a-1bc4-1159412e68b1",45,4,1,0,1,NA,NA,NA,NA,NA,NA,4,2,4,1,3,7,"Eastern Region",0.294117647058824
"60da01aa-b7cd-5772-92eb-dbd00f3422e7",47,4,1,0,1,1,5,4,2,6,3,5,4,3,4,3,7,"Eastern Region",0.294117647058824
"60d9e237-3c09-6871-4a6a-323e8b070ada",46,4,1,0,1,3,2,1,4,5,6,3,3,3,2,1,2,"Eastern Region",0.294117647058824
"60db4030-3070-6410-15c9-b95d93150901",61,5,0,0,1,2,3,1,4,5,6,1,3,2,4,2,4,"Eastern Region",0
"60d20a25-491d-efe3-0b1c-30855948fa36",61,5,0,0,1,NA,NA,NA,NA,NA,NA,3,1,4,5,1,5,"Eastern Region",0
"60d9e9b1-59da-57d0-1e81-69dff0d27bc5",34,2,1,0,1,2,1,3,4,5,6,1,3,4,2,1,1,"Eastern Region",0.294117647058824
"60db4b29-0396-57a9-626b-f3ff75e44b48",49,4,0,0,1,4,1,3,2,5,6,1,2,3,4,2,7,"Eastern Region",0
"60d9e75f-2c94-88f1-5b07-a6a67ddde0df",53,4,1,0,1,3,2,6,1,4,5,2,4,4,6,1,2,"Eastern Region",0
"60d9eeee-e36c-429e-eb24-483844a50dc2",40,3,1,0,1,2,3,1,4,6,5,5,3,1,1,3,7,"Eastern Region",0
"60d4ddec-fe45-d972-5f86-c7bd72ec70b0",51,4,0,0,2,5,4,1,2,3,6,1,3,4,6,1,2,"Eastern Region",0
"60d9eddb-368b-e848-db3f-18493d23b4ec",71,6,1,0,1,1,2,3,4,6,5,1,6,4,5,1,8,"Eastern Region",0
"60d9f0c5-9f15-c5a3-6056-d30fccae4aa5",49,4,1,0,1,4,2,6,5,1,3,1,2,4,5,1,2,"Eastern Region",0.294117647058824
"60d9f834-819d-add7-15f5-b30b6ce70052",71,6,1,0,1,2,5,6,1,4,3,1,1,1,1,1,1,"Eastern Region",0
"60db4dc5-62f3-65dc-4f7f-ee3337c001f5",31,2,0,0,1,3,4,2,1,5,6,3,3,4,4,1,6,"Eastern Region",0
"60d4c550-7dd0-35b9-f6a9-31e4cdbd516f",47,4,0,0,2,2,3,5,6,1,4,4,3,6,5,4,5,"Eastern Region",0
"60d4b9d3-cbed-2e23-6c4f-bc4d2d6c6465",45,4,1,0,2,5,6,3,4,1,2,5,6,4,3,3,7,"Eastern Region",0
"60d9e657-025b-7fa4-5f73-34d4f6378965",56,5,1,0,1,2,1,3,6,4,5,1,2,3,4,2,6,"Eastern Region",0
"60d3ace8-ffe8-cec9-52e9-c954ce7d525a",70,6,1,0,1,1,2,3,4,6,5,1,2,4,1,2,4,"Eastern Region",0
"60d9f13b-6c81-9752-e109-5d68b2420dfa",63,5,1,0,1,1,2,3,4,5,6,3,4,1,1,2,5,"Eastern Region",0
"60d9fb46-7205-3c3c-a810-306c1415b0d3",62,5,1,0,1,1,3,2,4,6,5,1,2,3,5,2,4,"Eastern Region",0
"60d345f0-64c5-f2e7-e8e1-1166a2740ebb",46,4,0,1,1,2,1,4,3,6,5,1,3,4,2,2,5,"Eastern Region",0
"60db4d13-f522-087c-2283-5bbf9f77c126",58,5,0,0,1,2,1,5,4,6,3,1,4,5,6,1,2,"Eastern Region",0
"60d9e29a-533f-fe37-1446-2d1064cc96d8",33,2,1,0,1,1,3,2,4,5,6,5,3,5,4,3,6,"Eastern Region",0
"60d5ecab-8c55-280d-6e49-87d1821b709b",31,2,1,0,2,4,3,5,2,6,1,6,6,6,6,1,6,"Eastern Region",0
"60d55132-5bbc-7c9a-8c85-8c6e592b0edf",53,4,0,0,4,5,1,4,2,6,3,6,2,5,3,2,7,"Eastern Region",0
"60d9fa9d-c1be-e953-bec9-53de522677e9",50,4,1,0,1,NA,NA,NA,NA,NA,NA,4,4,5,2,1,4,"Eastern Region",0
"60d6046d-cc28-0025-cc58-048ee832f16f",38,3,1,0,4,1,2,4,3,6,5,2,3,3,3,2,4,"Eastern Region",0
"60d9ef85-80b6-7dfa-a32f-7d4d5849bfca",47,4,1,0,1,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,"Eastern Region",0
"60d9e46a-5c67-bc85-502f-74a2e1f4430f",34,2,1,0,1,NA,NA,NA,NA,NA,NA,4,3,5,6,4,7,"Eastern Region",0
"60db462f-86f2-915b-d267-4953fb3408dd",46,4,0,0,1,6,4,5,2,1,3,3,3,1,2,2,4,"Eastern Region",0
"60d9eab7-ead4-8e93-29fe-f54d9c81d46d",41,3,1,0,1,1,4,2,3,5,6,2,3,4,5,1,2,"Eastern Region",0
"60d9f680-b20e-f19c-b437-12891655d7d7",67,6,1,0,1,4,2,1,3,5,6,3,2,1,1,1,4,"Eastern Region",0
"60d9e813-76a3-2596-a66a-48ef7db38b97",63,5,1,0,1,1,4,3,5,6,2,3,4,3,1,2,6,"Eastern Region",0
"60d9e1f4-2074-b591-684c-2e791f6d3ecc",40,3,1,0,1,1,2,4,3,5,6,3,3,2,1,2,6,"Eastern Region",0
"60d9e256-1a56-e97b-4121-870abf775e11",55,5,1,0,1,2,3,1,4,6,5,1,3,2,2,1,4,"Eastern Region",0
"60d20871-8044-d458-7d91-a2a9301708eb",68,6,0,0,1,4,3,2,1,6,5,6,5,4,2,3,4,"Eastern Region",0
"60d9e21b-b1ce-46b8-a798-ea6932a63fca",70,6,1,0,1,2,1,3,5,6,4,1,2,5,6,3,7,"Eastern Region",0
"60db3fb6-d6d7-1664-c8a7-563530534782",57,5,0,0,1,1,2,6,3,4,5,5,4,1,1,1,4,"Eastern Region",0
"60d9ef56-c66e-2e31-dc6b-156f6fd15864",70,6,1,0,1,1,2,4,3,6,5,3,1,1,4,1,3,"Eastern Region",0
"60d9ed9b-1281-1b6c-4ecf-0ffdc89e38d8",76,6,1,0,1,3,4,1,2,5,6,NA,3,3,1,2,4,"Eastern Region",0
"60d3befb-a082-be0e-b5c8-15f8fff49965",47,4,1,1,1,2,3,1,4,5,6,1,1,3,2,3,6,"Western Region",0
"60db5385-8a19-f414-0d64-4a198fd6907a",47,4,0,0,1,2,3,5,1,4,6,1,2,4,5,1,6,"Eastern Region",0
"60d20a38-92d9-7960-1662-ab07c2dbdf40",33,2,0,0,1,3,2,5,1,6,4,2,1,4,6,1,4,"Eastern Region",0
"60d9e430-9ece-2660-6ee5-38a9ffec6f98",67,6,1,0,1,1,6,2,4,5,3,1,3,6,4,2,2,"Eastern Region",0
"60d27ace-3922-afa8-6404-332dd4e64e9a",32,2,1,1,1,NA,NA,NA,NA,NA,NA,4,4,4,2,1,6,"Eastern Region",0
"60db572c-3960-301e-2fa7-a15f34119015",31,2,0,0,1,5,3,2,4,1,6,4,1,6,2,2,6,"Eastern Region",0
"60da01da-df9d-dca9-0522-ae298302ab2d",58,5,1,0,1,1,3,4,2,5,6,2,1,1,4,2,8,"Eastern Region",0
"60d9f166-ef77-289a-a7a8-7c8b01e82837",36,3,1,0,1,1,5,6,2,4,3,2,3,4,1,1,2,"Eastern Region",0
"60d9e220-090a-2657-041b-6e9c6402e5e4",47,4,1,0,1,3,1,4,6,2,5,1,2,1,4,1,2,"Eastern Region",0
"60d9e37b-f0da-62a4-4db8-911377cb3974",34,2,1,0,1,1,2,3,4,5,6,3,1,2,4,1,2,"Eastern Region",0
"60d3a755-f19f-c382-39d3-ac69d70d7794",74,6,1,1,1,2,4,3,6,1,5,1,2,3,6,4,NA,"Eastern Region",0
"60db51f6-6c33-c797-ced8-3f0e838720c8",48,4,0,0,1,2,3,1,4,6,5,1,2,4,6,1,2,"Eastern Region",0
"60d20832-ccad-0fa0-5f3a-daa1d47e9e16",61,5,1,0,1,NA,NA,NA,NA,NA,NA,4,4,4,4,1,3,"Eastern Region",0
"60d34f00-40ab-6dab-2861-eb148e4d06f6",25,2,1,1,4,NA,NA,NA,NA,NA,NA,3,4,6,6,2,5,"Eastern Region",0
"60d9e341-173c-e0af-6e7a-5b687f200865",60,5,1,0,1,5,2,1,3,6,4,2,4,3,3,1,5,"Eastern Region",0
"60d292dc-4939-ffd1-e1fa-a948cf43cc7f",45,4,0,1,1,3,2,1,4,5,6,3,2,1,4,2,2,"Eastern Region",0
"60db5f3b-4237-5a13-3dcc-859e29615ffe",56,5,0,0,1,1,4,5,2,3,6,1,1,1,3,1,6,"Eastern Region",0
"60d9f880-17a5-5fa3-a9d3-7c3f38e9e2c5",73,6,1,0,1,1,6,5,2,3,4,1,2,4,5,2,6,"Eastern Region",2.20588235294118
"60d9fad1-7bbd-12b2-c663-3e3acab22ea2",62,5,1,0,1,2,1,4,3,5,6,3,1,4,5,1,2,"Eastern Region",2.20588235294118
"60d49b27-602d-dbad-b97e-19d014c14fc6",35,3,0,0,4,NA,NA,NA,NA,NA,NA,3,3,3,3,1,6,"Eastern Region",2.20588235294118
"60d20a2c-e82a-823a-ab6f-2222c748d6b2",70,6,0,0,1,2,3,1,4,5,6,3,1,2,5,2,3,"Eastern Region",2.20588235294118
"60d9ec91-d005-c2ac-ae6e-5c66d23d5102",39,3,1,0,1,NA,NA,NA,NA,NA,NA,1,3,4,2,2,7,"Eastern Region",2.20588235294118
"60d49c61-fc49-b2cf-99b3-44f0381f0abf",43,3,0,1,1,4,5,6,1,2,3,4,6,1,1,2,4,"Eastern Region",2.20588235294118
"60d9e45c-a552-016f-7b03-4bd56687020a",70,6,1,0,1,1,4,6,3,2,5,2,2,3,3,1,2,"Eastern Region",0
"60d2083f-4e6b-eb44-4c7d-f2f26b620a74",75,6,1,0,1,NA,NA,NA,NA,NA,NA,1,1,2,3,2,2,"Eastern Region",0
"60db4c45-addc-27b2-d74f-a4d3465202f5",55,5,0,0,1,5,3,6,2,4,1,1,4,3,2,1,2,"Eastern Region",0
"60d9e9b4-77e5-eabe-d6b8-fd92e14c3a2b",29,2,1,0,1,NA,NA,NA,NA,NA,NA,3,4,2,2,1,2,"Eastern Region",2.20588235294118
"60d9e421-52bc-4a72-e5ff-aaab6de129f1",71,6,1,0,1,1,2,6,4,3,5,1,1,1,1,2,6,"Eastern Region",2.20588235294118
"60d9e89a-c39b-121c-206c-4b3f18eba6fb",26,2,1,0,1,6,4,1,3,5,2,3,3,1,4,1,4,"Eastern Region",2.20588235294118
"60d20f32-3912-e17e-75a4-a2d45fa6f387",56,5,0,0,1,3,1,2,5,4,6,4,3,2,5,3,6,"Eastern Region",2.20588235294118
"60d20df5-98d1-ef00-2fdd-10c136ef2f6e",67,6,0,0,1,1,3,2,5,4,6,1,1,1,1,3,7,"Eastern Region",2.20588235294118
"60d27d93-893a-3194-92d9-9bff6b29c5e1",43,3,0,1,1,1,4,2,3,6,5,1,2,3,6,1,5,"Eastern Region",2.20588235294118
"60d38cb8-3784-1c30-8378-9fa9f7488cbc",28,2,1,1,2,NA,NA,NA,NA,NA,NA,4,3,3,3,3,5,"Eastern Region",2.20588235294118
"60d9e46c-6a47-021e-cd32-49a6c12d17e9",50,4,1,0,1,2,3,1,5,4,6,3,3,3,1,4,4,"Eastern Region",2.20588235294118
"60d9f93c-67e9-b3b2-4536-0c32628e64f5",35,3,1,0,1,6,4,3,2,5,1,5,4,3,2,3,7,"Eastern Region",2.20588235294118
"60db4ac5-3f9a-dd1d-f12d-001fe9644845",61,5,0,0,1,1,2,3,4,6,5,1,3,4,6,1,4,"Eastern Region",2.20588235294118
"60d73e54-4edf-60c9-8ee6-d44a5a05aaf5",76,6,1,0,4,NA,NA,NA,NA,NA,NA,1,3,5,6,2,8,"Eastern Region",2.20588235294118
"60db4911-bb3d-82b6-bdb9-e1178a2329a7",64,5,0,0,1,2,3,1,5,4,6,3,4,1,2,2,7,"Eastern Region",2.20588235294118
"60d9ef8f-bd52-99d8-52ff-787b2338b9a1",44,3,1,0,1,NA,NA,NA,NA,NA,NA,1,2,3,4,2,7,"Eastern Region",2.20588235294118
"60d20ec5-f8cd-15c6-d322-a4c004882400",69,6,0,0,1,NA,NA,NA,NA,NA,NA,1,2,4,4,4,7,"Eastern Region",2.20588235294118
"60d9e3e6-f256-ddd6-51ac-57bd9b07cb91",57,5,1,0,1,2,3,1,4,5,6,3,5,1,1,2,6,"Eastern Region",NA
"60d5ec87-147a-0a29-dd3b-cfee4562c72a",20,1,0,0,4,5,4,6,1,2,3,1,6,2,4,4,4,"Eastern Region",2.20588235294118
"60d9f0f2-8968-c90c-f4d7-f32877d4223c",64,5,1,0,1,3,2,4,1,5,6,3,2,1,4,1,2,"Eastern Region",2.20588235294118
"60d9ec8a-6a7e-6b9e-59e3-20f9f295998d",35,3,1,0,1,3,6,2,1,4,5,6,6,6,6,2,7,"Western Region",1.17647058823529
"60d9feb1-3e4f-e482-7260-7c3cfcdfd2ad",52,4,1,0,1,4,5,6,1,2,3,3,2,1,4,1,4,"Eastern Region",1.17647058823529
"60d4bd4f-017a-2b25-0775-bece293d358e",36,3,0,0,2,3,2,6,1,4,5,3,4,1,2,1,2,"Eastern Region",1.17647058823529
"60d9f977-3706-665a-359d-445ae3272acb",36,3,1,0,1,NA,NA,NA,NA,NA,NA,5,3,6,5,3,7,"Eastern Region",1.17647058823529
"60d346d8-d4bd-f81d-616b-0a7bcb789d60",32,2,0,1,1,1,3,4,2,6,5,1,1,2,3,1,4,"Eastern Region",1.17647058823529
"60d5fd14-b702-82a0-4f6b-a1a5929f1ac0",58,5,0,0,4,NA,NA,NA,NA,NA,NA,4,5,6,6,3,6,"Eastern Region",1.17647058823529
"60d4bd4a-8cda-6404-60a5-d51ffbe885bc",64,5,0,0,2,4,5,1,3,2,6,3,2,1,5,2,6,"Eastern Region",1.17647058823529
"60d4a4eb-38ed-1897-3d11-054cdcbd6d96",35,3,1,0,2,1,5,2,6,4,3,1,2,4,5,2,5,"Eastern Region",1.17647058823529
"60d9fa9f-0c77-f0bb-b3cb-5e885d1178dd",39,3,0,0,1,NA,NA,NA,NA,NA,NA,1,2,3,4,2,7,"Eastern Region",1.17647058823529
"60d9ef00-4064-6e23-87f0-8144f27efa49",50,4,1,0,1,NA,NA,NA,NA,NA,NA,1,2,2,2,3,7,"Eastern Region",1.17647058823529
"60d5bbcd-3aaa-8192-ed11-6a46996c3e6d",58,5,0,0,2,1,4,6,2,3,5,1,6,5,2,2,4,"Eastern Region",1.17647058823529
"60d9f869-e356-2c00-cdd4-f19287eef35f",51,4,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,4,7,"Eastern Region",1.17647058823529
"60d9e3f4-4a42-4f1c-9b0c-242e3621079f",65,6,1,0,1,6,1,3,2,4,5,1,4,3,2,2,7,"Eastern Region",1.17647058823529
"60d20c04-7e36-42cb-4225-7a4266b3f0dd",61,5,0,0,1,2,4,6,1,5,3,1,2,3,2,3,6,"Eastern Region",1.17647058823529
"60d3ac6c-a091-877c-12ed-7d761adcf85c",67,6,0,0,1,1,2,3,4,5,6,1,2,4,5,2,7,"Eastern Region",1.17647058823529
"60d9ee03-3226-b0fc-a933-7566e4f234d8",74,6,1,0,1,2,3,6,1,4,5,4,4,1,2,2,6,"Eastern Region",1.17647058823529
"60db54ef-3eb4-acea-5759-386f083047ba",18,1,0,0,1,5,4,6,2,3,1,6,2,1,4,3,2,"Eastern Region",1.17647058823529
"60d6047e-a279-a1ab-17df-af2b58385c9d",37,3,0,0,1,NA,NA,NA,NA,NA,NA,6,4,3,1,2,6,"Eastern Region",1.17647058823529
"60d9e5c0-ae16-b909-9833-0f2e8715c7e2",34,2,1,0,1,2,5,4,3,6,1,3,2,1,6,4,7,"Eastern Region",1.17647058823529
"60db4662-a1f8-4932-4730-4f9aee6fd19c",48,4,0,0,1,1,3,2,4,5,6,1,2,3,5,1,2,"Eastern Region",1.17647058823529
"60d5e5cf-a477-3e47-0c37-3120b97d2b62",33,2,1,0,2,3,4,1,5,2,6,3,4,3,3,2,2,"Eastern Region",1.17647058823529
"60da043c-a038-b8ee-8321-49b01c0a5143",50,4,0,0,1,1,2,3,6,4,5,3,1,5,4,2,6,"Eastern Region",1.17647058823529
"60d49d09-15d7-e529-0a05-74bdf1e3bc43",39,3,0,0,2,1,3,2,4,5,6,1,3,2,4,2,6,"Eastern Region",1.17647058823529
"60db49f9-9d88-c12f-8a1c-50dc721e3552",56,5,0,0,1,1,5,2,3,4,6,2,1,5,4,1,2,"Eastern Region",1.17647058823529
"60d4c77d-c0a5-6a97-f9dd-3aa6d29f1a8f",63,5,0,0,2,2,1,3,4,5,6,2,2,2,2,1,4,"Eastern Region",1.17647058823529
"60d5d093-cb63-86d0-078e-d97b8fb44d4b",23,1,0,0,2,1,2,6,3,5,4,1,4,5,2,1,2,"Eastern Region",1.17647058823529
"60d54f03-388b-23ae-f208-72931fe3033d",64,5,0,0,2,NA,NA,NA,NA,NA,NA,3,4,5,6,1,3,"Eastern Region",1.17647058823529
"60d3a6b2-3309-4675-ad0d-b198f210e31b",71,6,1,0,1,2,1,3,5,6,4,1,2,3,5,3,6,"Eastern Region",1.17647058823529
"60d20a12-1b72-741b-2473-d877a2f2f038",65,6,1,0,1,1,1,1,1,1,1,5,1,2,4,1,4,"Eastern Region",1.17647058823529
"60d3522f-2edb-0ab5-2cf5-de56498887e3",38,3,0,1,1,1,4,5,2,3,6,2,5,4,1,3,4,"Eastern Region",1.17647058823529
"60d9ebf9-b43b-a502-70fa-10f72a677676",25,2,1,0,1,NA,NA,NA,NA,NA,NA,3,4,5,6,1,1,"Eastern Region",2.20588235294118
"60d9e200-ee26-307f-975f-3aa75a78d6da",67,6,1,0,1,2,3,1,4,5,6,3,1,2,6,2,5,"Eastern Region",2.20588235294118
"60d9e8fc-6a71-c15c-cf82-ae58250aadb5",74,6,1,0,1,3,4,6,1,2,5,3,4,5,6,3,4,"Eastern Region",2.20588235294118
"60d5ed04-2f24-946d-0e09-456daf01f2b0",26,2,0,0,2,4,3,2,5,1,6,3,3,3,3,3,1,"Eastern Region",1.17647058823529
"60d2095b-f85a-259d-8090-0a2108e01c61",75,6,1,0,1,1,3,2,4,5,6,3,4,1,5,2,6,"Eastern Region",1.17647058823529
"60d9fcd4-6ee6-50d1-fea3-550e9fa52d9b",28,2,1,0,1,2,6,4,1,3,5,4,1,5,6,2,5,"Eastern Region",1.17647058823529
"60d762fb-e964-ae2a-a2a5-f4ad4ad09135",31,2,0,0,4,2,3,6,1,5,4,1,2,3,4,2,6,"Eastern Region",1.17647058823529
"60db4bb0-5592-9b3a-fa79-ec6cb7f99b66",60,5,0,0,1,2,3,1,6,4,5,3,4,2,1,1,5,"Eastern Region",1.17647058823529
"60d20c8f-ce51-c5fb-f89f-22559f56d62f",27,2,0,0,1,NA,NA,NA,NA,NA,NA,5,4,1,6,2,6,"Eastern Region",1.17647058823529
"60d9e244-3e9c-6edb-0c5e-be41c1851d02",77,6,1,0,1,1,3,6,2,4,5,1,4,5,4,2,6,"Eastern Region",1.17647058823529
"60d9f061-632b-65f4-460f-6b7c323e9577",50,4,1,0,1,2,6,5,4,1,3,6,5,4,4,4,8,"Eastern Region",1.17647058823529
"60d5bf5b-b0fd-3a4a-18d3-6f008f9a646b",65,6,0,0,4,NA,NA,NA,NA,NA,NA,4,NA,3,2,2,6,"Eastern Region",1.17647058823529
"60d5ec73-cd30-5bde-2212-d9f7cc397f14",24,1,1,0,4,5,4,3,2,1,6,2,1,5,6,1,6,"Eastern Region",1.17647058823529
"60d3bcf5-77f6-39e6-1bec-a9d5f3633a4a",31,2,1,1,7,NA,NA,NA,NA,NA,NA,2,3,3,2,4,1,"Eastern Region",1.17647058823529
"60d9eb7d-a492-5b82-c7e0-b077888583c4",26,2,1,0,1,NA,NA,NA,NA,NA,NA,5,2,5,6,1,2,"Eastern Region",1.17647058823529
"60d5e98d-295b-dc67-018b-3de6fa8891d9",41,3,1,0,2,4,6,2,1,3,5,3,3,3,2,2,4,"Eastern Region",1.17647058823529
"60d49b67-7891-920c-4c17-5b3b6c7f7092",50,4,1,0,2,5,2,1,4,6,3,1,6,4,2,1,2,"Eastern Region",2.94117647058824
"60db503b-3f11-7a60-cb16-2e8de04895ed",30,2,0,0,1,3,2,4,1,5,6,3,1,2,4,1,6,"Eastern Region",2.94117647058824
"60d2079a-76a2-3d68-c41d-66b4199c3cc2",79,6,0,0,1,NA,NA,NA,NA,NA,NA,1,2,4,5,1,4,"Eastern Region",NA
"60d9f895-ae9f-09c2-4f77-0fa83b35895e",74,6,1,0,1,2,1,3,5,4,6,1,2,4,5,1,5,"Eastern Region",2.94117647058824
"60d3e5a9-c424-4685-4f1a-d9a5e56afb84",35,3,1,1,1,3,1,5,6,4,2,1,4,4,5,3,7,"Eastern Region",2.94117647058824
"60d20d9f-f28e-cf32-55d5-36d793465cea",66,6,1,0,1,6,3,4,1,5,2,1,2,4,1,1,5,"Eastern Region",2.94117647058824
"60d3474b-dfdc-cf97-a2f3-c4b8a820c894",39,3,0,1,1,1,3,2,4,5,6,6,5,1,3,1,1,"Eastern Region",2.94117647058824
"60d20871-b825-d04f-769a-d9346e8b9c61",68,6,1,0,1,5,4,1,3,2,6,3,1,2,1,1,3,"Eastern Region",2.94117647058824
"60d9f0c8-0135-fefd-a63b-6577858884fb",38,3,1,0,1,1,2,3,5,4,6,1,2,3,4,4,8,"Eastern Region",2.94117647058824
"60d4f2ca-4063-f731-b5b0-690f893ef305",27,2,0,0,2,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,"Eastern Region",2.94117647058824
"60d4a6ab-c25e-18eb-a2bf-7441464e974d",60,5,0,0,2,NA,NA,NA,NA,NA,NA,3,3,4,3,3,4,"Eastern Region",2.94117647058824
"60d9ef73-8571-dda1-e22e-f4dd1607a1ff",47,4,1,0,1,NA,NA,NA,NA,NA,NA,1,2,5,6,3,7,"Eastern Region",2.94117647058824
"60d4f27b-e6c8-f7da-992d-367f29582bd0",33,2,0,0,2,NA,NA,NA,NA,NA,NA,1,2,6,4,1,4,"Eastern Region",2.94117647058824
"60d2089a-d533-2481-d722-6b2ceff0313e",62,5,0,0,1,1,3,2,4,5,6,1,2,4,6,2,4,"Eastern Region",2.94117647058824
"60d9ef01-c85d-97f6-2ee9-39fd279549e0",74,6,1,0,1,NA,NA,NA,NA,NA,NA,3,2,1,4,4,8,"Eastern Region",2.94117647058824
"60d349c3-e1c8-37c0-cbf5-53a91a05b6d6",20,1,1,1,2,5,6,1,4,3,2,2,3,3,3,1,2,"Eastern Region",2.94117647058824
"60d4a1b2-9946-ee35-8aa6-f77165567b7b",43,3,0,0,4,5,1,4,2,6,3,3,4,2,4,1,6,"Eastern Region",2.94117647058824
"60d9e3a6-e3a3-6ddd-fb58-c5369eb3368f",22,1,1,0,1,NA,NA,NA,NA,NA,NA,4,2,5,6,2,3,"Eastern Region",0.294117647058824
"60d9e25a-d9a5-9e00-79aa-4c9a66a4e76c",70,6,1,0,1,3,2,1,4,6,5,3,4,6,2,1,7,"Eastern Region",0.294117647058824
"60db407e-0d94-f452-c989-f6a6ca92c7e3",53,4,0,0,1,2,3,1,4,5,6,3,5,2,2,1,5,"Eastern Region",0.147058823529412
"60d5950e-5422-b2f7-34fc-da96ba8910bf",56,5,0,0,2,3,5,1,4,6,2,1,4,1,2,NA,2,"Eastern Region",0.294117647058824
"60d9f8b7-d0ab-c587-c892-8523372c4406",64,5,1,0,1,3,2,1,5,6,4,6,5,3,2,1,5,"Eastern Region",0.294117647058824
"60d5d878-ff34-06dd-e146-ba301dd54a99",49,4,0,0,2,1,2,5,4,3,6,2,4,1,5,1,7,"Eastern Region",0.294117647058824
"60d20765-dd48-a11f-acdd-2892354db04a",65,6,1,0,1,1,3,2,4,6,5,3,5,4,6,1,2,"Eastern Region",0.294117647058824
"60db3f60-b3d1-4cd9-2633-a0423122c344",25,2,0,0,1,3,6,2,4,5,1,3,1,6,5,1,2,"Eastern Region",0.294117647058824
"60d9e98b-d6cd-4567-0b96-bd942b88e8be",47,4,1,0,1,NA,NA,NA,NA,NA,NA,1,2,3,5,2,4,"Eastern Region",0.294117647058824
"60d20df0-bbd5-6126-efd0-f91d3cc9916c",70,6,0,0,1,1,3,2,4,5,6,1,1,1,3,1,4,"Eastern Region",0
"60d9e225-1264-d043-dce2-1dad8c0d4964",40,3,1,0,1,1,5,2,4,6,3,3,4,5,3,3,2,"Eastern Region",0
"60db5f79-8432-e34b-4a42-7f5d46559818",45,4,0,0,1,4,2,5,1,3,6,1,3,4,6,1,2,"Eastern Region",0
"60d9f1a5-2f46-f673-ec5c-03f6746ff2b4",60,5,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,6,1,5,"Eastern Region",0
