MapDate,WeatherForecastOffice,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20001226,ABQ,65.69,34.31,4.65,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,ABR,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,AFC,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,AFG,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,AJK,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,AKQ,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,ALY,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,AMA,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,APX,59.31,40.69,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,ARX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,BGM,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,BIS,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,BMX,0.00,100.00,99.62,77.05,0.00,0.00,2000-12-26,2001-01-01,1
20001226,BOI,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,BOU,90.22,9.78,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,BOX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,BRO,0.00,100.00,79.05,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,BTV,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,BUF,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,BYZ,7.32,92.68,62.91,13.65,0.00,0.00,2000-12-26,2001-01-01,1
20001226,CAE,4.24,95.76,79.33,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,CAR,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,CHS,55.95,44.05,18.24,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,CLE,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,CRP,60.40,39.60,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,CTP,95.03,4.97,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,CYS,55.88,44.12,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,DDC,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,DLH,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,DMX,37.61,62.39,33.13,4.21,0.00,0.00,2000-12-26,2001-01-01,1
20001226,DTX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,DVN,60.39,39.61,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,EAX,67.18,32.82,12.73,0.09,0.00,0.00,2000-12-26,2001-01-01,1
20001226,EKA,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,EPZ,57.55,42.45,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,EWX,92.09,7.91,0.10,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,FFC,0.00,100.00,100.00,82.66,0.00,0.00,2000-12-26,2001-01-01,1
20001226,FGF,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,FGZ,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,FSD,80.07,19.93,9.30,1.95,0.00,0.00,2000-12-26,2001-01-01,1
20001226,FWD,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,GGW,35.91,64.09,39.83,5.54,0.00,0.00,2000-12-26,2001-01-01,1
20001226,GID,7.97,92.03,7.53,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,GJT,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,GLD,66.56,33.44,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,GRB,99.92,0.08,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,GRR,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,GSP,0.00,100.00,100.00,76.09,4.64,0.00,2000-12-26,2001-01-01,1
20001226,GYX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,HFO,70.72,29.28,4.50,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,HGX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,HNX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,HUN,0.00,100.00,100.00,48.54,0.00,0.00,2000-12-26,2001-01-01,1
20001226,ICT,94.22,5.78,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,ILM,89.30,10.70,0.05,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,ILN,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,ILX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,IND,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,IWX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,JAN,50.30,49.70,17.80,1.25,0.00,0.00,2000-12-26,2001-01-01,1
20001226,JAX,2.13,97.87,76.54,43.57,27.21,8.00,2000-12-26,2001-01-01,1
20001226,JKL,29.99,70.01,18.92,0.66,0.00,0.00,2000-12-26,2001-01-01,1
20001226,KEY,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,LBF,1.18,98.82,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,LCH,93.05,6.95,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,LIX,2.56,97.44,68.38,32.18,0.00,0.00,2000-12-26,2001-01-01,1
20001226,LKN,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,LMK,94.31,5.69,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,LOT,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,LOX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,LSX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,LUB,25.39,74.61,13.57,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,LWX,99.75,0.25,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,LZK,80.32,19.68,1.41,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,MAF,0.00,100.00,58.74,8.69,0.00,0.00,2000-12-26,2001-01-01,1
20001226,MEG,0.15,99.85,75.48,37.70,0.00,0.00,2000-12-26,2001-01-01,1
20001226,MFL,23.10,76.90,57.17,43.51,1.15,0.00,2000-12-26,2001-01-01,1
20001226,MFR,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,MHX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,MKX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,MLB,0.00,100.00,100.00,100.00,75.46,42.92,2000-12-26,2001-01-01,1
20001226,MOB,0.00,100.00,100.00,92.72,0.00,0.00,2000-12-26,2001-01-01,1
20001226,MPX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,MQT,49.68,50.32,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,MRX,0.00,100.00,97.27,73.87,10.32,0.00,2000-12-26,2001-01-01,1
20001226,MSO,72.75,27.25,14.83,2.91,0.00,0.00,2000-12-26,2001-01-01,1
20001226,MTR,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,OAX,1.80,98.20,72.40,51.19,0.00,0.00,2000-12-26,2001-01-01,1
20001226,OHX,0.00,100.00,31.53,3.63,0.00,0.00,2000-12-26,2001-01-01,1
20001226,OKX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,OTX,99.64,0.36,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,OUN,98.54,1.46,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,PAH,78.62,21.38,0.67,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,PBZ,82.18,17.82,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,PDT,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,PHI,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,PIH,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,PQR,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,PSR,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,PUB,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,RAH,44.13,55.87,12.69,0.38,0.00,0.00,2000-12-26,2001-01-01,1
20001226,REV,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,RIW,29.53,70.47,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,RLX,37.27,62.73,17.44,5.25,0.00,0.00,2000-12-26,2001-01-01,1
20001226,RNK,27.72,72.28,42.57,25.39,2.47,0.00,2000-12-26,2001-01-01,1
20001226,SEW,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,SGF,99.55,0.45,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,SGX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,SHV,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,SJT,41.67,58.33,10.89,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,SJU,61.50,38.50,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,SLC,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,STO,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,TAE,0.00,100.00,94.13,58.54,3.12,0.00,2000-12-26,2001-01-01,1
20001226,TBW,0.00,100.00,100.00,100.00,90.60,45.74,2000-12-26,2001-01-01,1
20001226,TFX,30.02,69.98,62.30,46.31,4.68,0.00,2000-12-26,2001-01-01,1
20001226,TOP,7.04,92.96,61.53,29.26,0.00,0.00,2000-12-26,2001-01-01,1
20001226,TSA,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,TWC,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,UNR,70.65,29.35,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001226,VEF,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-26,2001-01-01,1
20001219,ABQ,57.38,42.62,4.98,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001219,ABR,94.32,5.68,0.00,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001219,AFC,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001219,AFG,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001219,AJK,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001219,AKQ,99.93,0.07,0.00,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001219,ALY,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001219,AMA,99.95,0.05,0.00,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001219,APX,59.31,40.69,16.44,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001219,ARX,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001219,BGM,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001219,BIS,100.00,0.00,0.00,0.00,0.00,0.00,2000-12-19,2000-12-25,1
20001219,BMX,0.00,100.00,100.00,87.61,0.00,0.00,2000-12-19,2000-12-25,1
