MapDate,WeatherForecastOffice,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20031230,ABQ,0.00,100.00,100.00,100.00,71.45,12.20,2003-12-30,2004-01-05,1
20031230,ABR,0.00,100.00,89.18,59.58,13.87,0.00,2003-12-30,2004-01-05,1
20031230,AFC,71.20,28.80,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,AFG,94.93,5.07,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,AJK,83.75,16.25,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,AKQ,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,ALY,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,AMA,0.00,100.00,99.82,42.90,0.00,0.00,2003-12-30,2004-01-05,1
20031230,APX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,ARX,4.49,95.51,92.04,83.72,50.57,0.00,2003-12-30,2004-01-05,1
20031230,BGM,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,BIS,0.00,100.00,52.28,8.21,0.00,0.00,2003-12-30,2004-01-05,1
20031230,BMX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,BOI,0.00,100.00,100.00,80.66,58.48,22.66,2003-12-30,2004-01-05,1
20031230,BOU,0.00,100.00,42.45,26.79,9.47,0.00,2003-12-30,2004-01-05,1
20031230,BOX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,BRO,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,BTV,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,BUF,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,BYZ,0.00,100.00,100.00,95.83,44.85,0.00,2003-12-30,2004-01-05,1
20031230,CAE,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,CAR,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,CHS,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,CLE,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,CRP,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,CTP,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,CYS,0.00,100.00,98.87,87.60,27.99,0.00,2003-12-30,2004-01-05,1
20031230,DDC,9.83,90.17,82.87,59.52,12.07,0.00,2003-12-30,2004-01-05,1
20031230,DLH,2.04,97.96,55.60,11.21,0.00,0.00,2003-12-30,2004-01-05,1
20031230,DMX,8.68,91.32,67.14,29.75,9.30,0.00,2003-12-30,2004-01-05,1
20031230,DTX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,DVN,73.21,26.79,1.11,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,EAX,52.72,47.28,37.64,30.27,15.97,0.00,2003-12-30,2004-01-05,1
20031230,EKA,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,EPZ,0.00,100.00,100.00,100.00,99.03,54.51,2003-12-30,2004-01-05,1
20031230,EWX,42.78,57.22,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,FFC,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,FGF,0.00,100.00,40.70,7.66,0.00,0.00,2003-12-30,2004-01-05,1
20031230,FGZ,0.00,100.00,100.00,88.59,63.19,1.86,2003-12-30,2004-01-05,1
20031230,FSD,0.00,100.00,28.07,13.28,0.00,0.00,2003-12-30,2004-01-05,1
20031230,FWD,48.78,51.22,22.27,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,GGW,0.00,100.00,86.10,44.18,1.90,0.00,2003-12-30,2004-01-05,1
20031230,GID,0.00,100.00,100.00,76.27,23.18,0.00,2003-12-30,2004-01-05,1
20031230,GJT,0.00,100.00,91.60,79.24,39.13,4.71,2003-12-30,2004-01-05,1
20031230,GLD,0.00,100.00,100.00,100.00,93.77,0.00,2003-12-30,2004-01-05,1
20031230,GRB,48.68,51.32,30.76,12.11,0.00,0.00,2003-12-30,2004-01-05,1
20031230,GRR,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,GSP,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,GYX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,HFO,51.58,48.42,37.06,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,HGX,91.66,8.34,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,HNX,97.35,2.65,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,HUN,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,ICT,60.68,39.32,11.88,0.51,0.00,0.00,2003-12-30,2004-01-05,1
20031230,ILM,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,ILN,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,ILX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,IND,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,IWX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,JAN,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,JAX,82.34,17.66,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,JKL,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,KEY,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,LBF,0.00,100.00,100.00,99.45,25.17,0.00,2003-12-30,2004-01-05,1
20031230,LCH,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,LIX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,LKN,0.00,100.00,100.00,100.00,42.72,2.98,2003-12-30,2004-01-05,1
20031230,LMK,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,LOT,75.65,24.35,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,LOX,85.96,14.04,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,LSX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,LUB,0.00,100.00,100.00,99.26,39.36,0.00,2003-12-30,2004-01-05,1
20031230,LWX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,LZK,93.87,6.13,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,MAF,20.05,79.95,64.61,54.06,28.90,0.74,2003-12-30,2004-01-05,1
20031230,MEG,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,MFL,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,MFR,52.98,47.02,32.77,22.45,8.03,0.00,2003-12-30,2004-01-05,1
20031230,MHX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,MKX,65.54,34.46,1.09,0.05,0.00,0.00,2003-12-30,2004-01-05,1
20031230,MLB,99.10,0.90,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,MOB,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,MPX,0.00,100.00,100.00,46.82,20.59,0.00,2003-12-30,2004-01-05,1
20031230,MQT,93.80,6.20,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,MRX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,MSO,0.00,100.00,100.00,53.34,20.50,9.06,2003-12-30,2004-01-05,1
20031230,MTR,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,OAX,0.00,100.00,66.03,11.97,0.00,0.00,2003-12-30,2004-01-05,1
20031230,OHX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
20031230,OKX,100.00,0.00,0.00,0.00,0.00,0.00,2003-12-30,2004-01-05,1
