MapDate,WeatherForecastOffice,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20121225,ABQ,0.00,100.00,100.00,95.74,32.38,1.33,2012-12-25,2012-12-31,1
20121225,ABR,0.00,100.00,100.00,92.31,42.43,12.83,2012-12-25,2012-12-31,1
20121225,AFC,58.39,41.61,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,AFG,27.19,72.81,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,AJK,0.00,100.00,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,AKQ,58.01,41.99,22.21,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,ALY,73.57,26.43,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,AMA,0.00,100.00,100.00,100.00,91.84,57.62,2012-12-25,2012-12-31,1
20121225,APX,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,ARX,1.20,98.80,91.84,26.49,4.39,0.00,2012-12-25,2012-12-31,1
20121225,BGM,80.91,19.09,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,BIS,14.84,85.16,45.38,22.26,0.00,0.00,2012-12-25,2012-12-31,1
20121225,BMX,36.10,63.90,44.47,33.86,17.63,6.71,2012-12-25,2012-12-31,1
20121225,BOI,26.58,73.42,65.06,5.12,0.00,0.00,2012-12-25,2012-12-31,1
20121225,BOU,0.00,100.00,100.00,82.51,38.73,7.81,2012-12-25,2012-12-31,1
20121225,BOX,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,BRO,0.00,100.00,100.00,97.76,80.21,37.46,2012-12-25,2012-12-31,1
20121225,BTV,55.96,44.04,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,BUF,82.70,17.30,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,BYZ,0.01,99.99,91.68,65.75,26.27,0.00,2012-12-25,2012-12-31,1
20121225,CAE,0.00,100.00,97.28,47.76,13.95,0.00,2012-12-25,2012-12-31,1
20121225,CAR,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,CHS,0.00,100.00,77.48,44.51,0.00,0.00,2012-12-25,2012-12-31,1
20121225,CLE,97.93,2.07,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,CRP,1.95,98.05,84.38,52.72,28.20,12.41,2012-12-25,2012-12-31,1
20121225,CTP,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,CYS,0.00,100.00,100.00,99.45,85.13,46.47,2012-12-25,2012-12-31,1
20121225,DDC,0.00,100.00,100.00,100.00,100.00,51.08,2012-12-25,2012-12-31,1
20121225,DLH,0.00,100.00,93.71,58.36,0.06,0.00,2012-12-25,2012-12-31,1
20121225,DMX,0.00,100.00,100.00,69.38,31.70,0.00,2012-12-25,2012-12-31,1
20121225,DTX,17.43,82.57,0.25,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,DVN,0.00,100.00,99.91,18.64,0.00,0.00,2012-12-25,2012-12-31,1
20121225,EAX,0.00,100.00,100.00,67.38,0.32,0.00,2012-12-25,2012-12-31,1
20121225,EKA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121225,EPZ,0.00,100.00,100.00,80.83,0.00,0.00,2012-12-25,2012-12-31,1
20121225,EWX,0.00,100.00,100.00,71.69,21.06,0.00,2012-12-25,2012-12-31,1
