MapDate,WeatherForecastOffice,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20041228,ABQ,26.31,73.69,65.83,39.33,17.43,0.00,2004-12-28,2005-01-03,1
20041228,ABR,58.66,41.34,10.86,1.49,0.00,0.00,2004-12-28,2005-01-03,1
20041228,AFC,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,AFG,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,AJK,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,AKQ,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,ALY,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,AMA,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,APX,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,ARX,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,BGM,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,BIS,24.46,75.54,39.74,24.03,0.00,0.00,2004-12-28,2005-01-03,1
20041228,BMX,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,BOI,23.73,76.27,61.19,46.42,15.22,0.00,2004-12-28,2005-01-03,1
20041228,BOU,43.52,56.48,15.39,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,BOX,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,BRO,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,BTV,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,BUF,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,BYZ,0.00,100.00,100.00,100.00,85.26,23.36,2004-12-28,2005-01-03,1
20041228,CAE,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,CAR,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,CHS,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,CLE,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,CRP,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,CTP,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,CYS,5.52,94.48,81.86,67.72,19.04,0.73,2004-12-28,2005-01-03,1
20041228,DDC,95.77,4.23,0.03,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,DLH,77.74,22.26,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,DMX,39.67,60.33,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,DTX,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,DVN,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,EAX,73.07,26.93,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,EKA,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,EPZ,35.54,64.46,53.34,34.42,1.29,0.00,2004-12-28,2005-01-03,1
20041228,EWX,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,FFC,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,FGF,87.29,12.71,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,FGZ,0.00,100.00,100.00,86.11,39.16,0.00,2004-12-28,2005-01-03,1
20041228,FSD,70.27,29.73,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,FWD,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,GGW,0.00,100.00,49.91,19.66,2.00,0.00,2004-12-28,2005-01-03,1
20041228,GID,11.31,88.69,50.63,18.73,0.00,0.00,2004-12-28,2005-01-03,1
20041228,GJT,0.00,100.00,86.06,40.63,6.60,0.00,2004-12-28,2005-01-03,1
20041228,GLD,5.79,94.21,76.72,36.55,0.00,0.00,2004-12-28,2005-01-03,1
20041228,GRB,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,GRR,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
20041228,GSP,100.00,0.00,0.00,0.00,0.00,0.00,2004-12-28,2005-01-03,1
